key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by
33	"(B) ouon (F) ouan (S,A,sA,O) oun- (S,sA) ounte- (S,B) ouonte- (F) ouante- (S) ounta= (S,A,sA) ount$^e^$= (sA) ounth= (B) ouonta= (F) ouanth="	2	"(vb), be |$ (without other vb) |$$ /$gk: [[einai]]$/ |$$ have /$gk: [[exein, agein]]$/ |$ (double suff S,A,sA /*as with [mmn-]*/) |$ (with following [nte-]) |$ (with [mmo=] of person or thing having S,A,B) |$ (with [n-] dat S,A,B) |$ (with [mmau] S,A,sA,B,F) | (auxil to other vb) | (with [e-], verbal)"	"(vb), be |$ (without other vb) |$$ /$gk: [[einai]]$/ |$$ have /$gk: [[exein, agein]]$/ |$ (double suff S,A,sA /*as with [mmn-]*/) |$ (with following [nte-]) |$ (with [mmo=] of person or thing having S,A,B) |$ (with [n-] dat S,A,B) |$ (with [mmau] S,A,sA,B,F) | (auxil to other vb) | (with [e-], verbal)"	"einai, exein, agein"	"481a"	8	0	"2009-09-14"	"2010-08-05"	"vagrant"	"vagrant"
34	"(S,A,sA,B,F) ouwH (A) ouHw (B) ouoH,ouaH (S,B) oueH- (S,A,F) ouwH- (A,B,F,O) ouaH- (B) baH- (S,A,sA,B,F) ouaH= (A) ouHa= (F) oueH= (S,A,sA) ouhH+ (S) ouhhH+ (A) ouHh+ (B,F) oueH+ (S) ^ouaH- (S) **auw (A) **aou *^for [aouwH]^* (B) **ouoH"	2	"put, set, be /*there*/ |$ {intr:} (S,B,F) |$ {tr:} /$gk: [[epitiqenai]]$/ | | {intr:} be placed, dwell /$gk: [[katoikein, kataskhnoun, menein]]$/"	"put, set, be /*there*/ |$ {intr:} (S,B,F) |$ {tr:} /$gk: [[epitiqenai]]$/ | | {intr:} be placed, dwell /$gk: [[katoikein, kataskhnoun, menein]]$/"	"katoikein, kataskhnoun, menein, epitiqenai"	"505b"	7	0	"2009-09-14"	"2012-04-06"	"vagrant"	"vagrant"
35	"(S,O) eoou (A,sA,F) eau (B,O) wou"	1	"honour, glory /$gk: [[doja]]$/"	"honour, glory /$gk: [[doja]]$/"	"doja"	"62a"	6	0	"2009-09-14"	"2010-01-26"	"vagrant"	"vagrant"
36	"(S) SaJe (Sa,A,sA) SeJe (sA) seJe (B) saJi (F) seJi"	2	"{intr:} speak /$gk: [[lalein, legein]]$/ | {tr:} (A,B), speak, say /$gk: [[lalein, ereugesqai]]$/"	"{intr:} speak /$gk: [[lalein, legein]]$/ | {tr:} (A,B), speak, say /$gk: [[lalein, ereugesqai]]$/"	"lalein, legein, ereugesqai"	"612b"	8	0	"2009-09-14"	"2010-08-11"	"vagrant"	"vagrant"
37	"(S,A,sA,B,F) Hwp (NH) kwp *^<a href="ext codex II - The Hypostasis of the Archons;109;90;22;aeirHote Je neeikhkaHhu auw aeikwp;codex II - The Hypostasis of the Archons;109;90;24;peJe parxwn Je etbe ou akkwp;codex II - On the Origin of the World;110;119;25;aukwp Ha nShn etHm paradeisos;codex II - On the Origin of the World;110;119;28;etbe tetnHrte de aHikwp ntariSipe;codex IX - The Testimony of Truth;142;46;19;adam de nau eroF aFkwp">Ext</a>^* (S,B) Hep- (sA,F) Hap- (S,A,sA) Hwp- (S,B) Hop= (A,sA,F) Hap= (S,A,sA,B,F) Hhp+"	2	"{intr:} be hidden, hide /$gk: [[lanqanein, kruptein]]$/ | {qual:} /$gk: [[krufaios, apokrufos]]$/ | {tr:}  /$gk: [[kruptein]]$/"	"{intr:} be hidden, hide /$gk: [[lanqanein, kruptein]]$/ | {qual:} /$gk: [[krufaios, apokrufos]]$/ | {tr:}  /$gk: [[kruptein]]$/"	"lanqanein, kruptein, krufaios, apokrufos"	"695a"	7	0	"2009-09-14"	"2012-03-01"	"vagrant"	"vagrant"
38	"(S,sA,F) wnH (Sf,F) wnaH (A) wnQ (sA) wwnH (B,O) wnK (B) onK= (S,Sf) on$^a^$H+ (A) anQ+ (Sa,sA) anH+ (sA) aanH (B) onK+ (F) anaH+,an$^e^$H+"	2	"{intr:} live /$gk: [[zhn, zwopoiein]]$/ | {tr:} "	"{intr:} live /$gk: [[zhn, zwopoiein]]$/ | {tr:} "	"zhn, zwopoiein"	"525a"	8	0	"2009-09-14"	"2010-08-08"	"vagrant"	"vagrant"
39	"(S,sA,B,F,O) Jw (A,sA) Jou (sA) Jooue (S,A,sA,B,F) Je- (S,A,F) Ji (F) Ja- (S,sA) Joo= (S) Jit= (S) **Ji= (A,sA,O) Ji= (A) Jei= (sA,B) Jo= (B) Jot= (F) Ja$^a^$= (S) **aJi- (S,A,sA,F) **aJi= (A,sA,O) **eJi= (A) **eJei= (S,B,F) **aJe- (B) **aJo=,aJot= (S,sA) ^Jat-"	2	"{intr:} say, speak, tell /$gk: [[erein, anteipein]]$/ | {tr:} |$ /$gk: [[eipein, legein, lalein]]$/ |$ as for saying | | sing (/*same ?*/ S,A,sA,B,F) |$ {tr:}  /$gk: [[adein]]$/ |$ {intr:}  /$gk: [[adein, umnein]]$/"	"{intr:} say, speak, tell /$gk: [[erein, anteipein]]$/ | {tr:} |$ /$gk: [[eipein, legein, lalein]]$/ |$ as for saying | | sing (/*same ?*/ S,A,sA,B,F) |$ {tr:}  /$gk: [[adein]]$/ |$ {intr:}  /$gk: [[adein, umnein]]$/"	"erein, anteipein, eipein, legein, lalein, adein, umnein"	"754a"	7	0	"2009-09-14"	"2010-05-31"	"vagrant"	"vagrant"
40	"(S,sA) sHai (S) saHei (A) sQei,sQeei (sA) sHeei (S,F) sHht (B) sKai,sai (F) sHei,seiHei,seiH,sHe,sei,set (S) sHai-,seH- (sA) saH- (A) sQei- (B) sKe-,sKht-,sht- (F) sHe-,sHh-,sh-,sHet-,set-,sht- (S) sHais=,sHait=,saH=,sHa$^e^$i=,saHt=,seHt= (A) saQ=,sQeit= (sA) saH= (B) sKht= (F) sHet=,sHht=,set= (S,sA) shH+ (A) shQ+ (B) sKhout+ (F) sHhout+"	2	"{intr:} write /$gk: [[grafein]]$/ | {tr:} |$ /$gk: [[grafein, zwgrafein, diagrafein]]$/ |$ register |$ draw, paint"	"{intr:} write /$gk: [[grafein]]$/ | {tr:} |$ /$gk: [[grafein, zwgrafein, diagrafein]]$/ |$ register |$ draw, paint"	"grafein, zwgrafein, diagrafein"	"381b"	7	0	"2009-09-14"	"2010-04-10"	"vagrant"	"vagrant"
41	"(S) He,Hee,Hhe (Sa) Hhie (A) Heeie (A,sA) Heie (Sa) Haeie (Sa,B) Hei (B) Hhi (Sf,F) H$^h^$hi (F) H$^e^$ei (S) He= (S) Hhu+ (B) Hiwout+"	2	"{intr:} |$ fall /$gk: [[piptein]]$/ |$ light upon, find /$gk: [[euriskein, tugxanein]]$/"	"{intr:} |$ fall /$gk: [[piptein]]$/ |$ light upon, find /$gk: [[euriskein, tugxanein]]$/"	"piptein, euriskein, tugxanein"	"637a"	7	0	"2009-09-14"	"2010-05-06"	"vagrant"	"vagrant"
42	"(S,B,F) peJe- (A,sA) paJe- (O) petSa-,peSa-"	2	"what ... saith |$ say (+ suff S) |$ (with initial [m-]) |$ (with following nn) |$ (mostly + [Je-]) |$ (c [n-]) |$ (c [eHoun Hn-] S,F, more emphatic or formal than [n-]) |$ (gk [[eipein, legein]])"	"what ... saith |$ say (+ suff S) |$ (with initial [m-]) |$ (with following nn) |$ (mostly + [Je-]) |$ (c [n-]) |$ (c [eHoun Hn-] S,F, more emphatic or formal than [n-]) |$ (gk [[eipein, legein]])"	""	"285a"	8	0	"2009-09-14"	"2010-07-06"	"vagrant"	"vagrant"
43	"(S,sA) lo (S,F) la (S,sA) **alok,alwtn (S,sA) ** ****alo"	2	"{intr:} |$ cease, stop /$gk: [[pauein, kopazein, afistanai]]$/ |$ cease, be ended, healed, (of sickness) /$gk: [[iasqai, ugiazein]]$/ |$ (followed by coordinated vb), cease (to do, be) | {tr /*refl ?*/:}"	"{intr:} |$ cease, stop /$gk: [[pauein, kopazein, afistanai]]$/ |$ cease, be ended, healed, (of sickness) /$gk: [[iasqai, ugiazein]]$/ |$ (followed by coordinated vb), cease (to do, be) | {tr /*refl ?*/:}"	"pauein, kopazein, afistanai, iasqai, ugiazein"	"135a"	8	0	"2009-09-14"	"2012-04-02"	"vagrant"	"vagrant"
44	"(S,sA) Sphre (B) Sfhri (F) Sphri"	22	"wonder, amazement /$gk: [[qauma, teras, shmeion]]$/ | do wonders (c [eire, iri]) | (as adj), wonderful"	"wonder, amazement /$gk: [[qauma, teras, shmeion]]$/ | do wonders (c [eire, iri]) | (as adj), wonderful"	"qauma, teras, shmeion"	"581a"	8	0	"2009-09-14"	"2010-08-10"	"vagrant"	"vagrant"
45	"(S) Stortr (sA) Startr (A) Qtartre,Startre$* (B) Sqorter (F) Staltel,Starter (S) Strtr- (B) Sqerter- (S) Strtwr= (A) Qtrtwr= (B) Sterqwr= (S) Strtwr+ (sA) Strtart+ (sA) Htertart+ (A) Qtertart+ (B) Sterqwr+"	2	"{intr:} be disturbed, troubled, in haste /$gk: [[tarassein, qorubeisqai, spoudazein]]$/ | | {qual:}  /$gk: [[qorubeisqai]]$/ | {tr:} disturb, cause to hasten /$gk: [[tarassein]]$/"	"{intr:} be disturbed, troubled, in haste /$gk: [[tarassein, qorubeisqai, spoudazein]]$/ | | {qual:}  /$gk: [[qorubeisqai]]$/ | {tr:} disturb, cause to hasten /$gk: [[tarassein]]$/"	"tarassein, qorubeisqai, spoudazein"	"597b"	8	0	"2009-09-14"	"2010-08-11"	"vagrant"	"vagrant"
46	"(S,A,sA) Sine (B,F) Sini (F) Si$^ni^$ (S,B) Sen- (S,F) Sent- (sA) Sn- (S,A,sA) Snt= (B,F,O) Sen= (F) Sent="	2	"{intr:} seek, ask /$gk: [[punqanesqai, episkeptesqai, zhtein, erwtan]]$/ | {tr:} |$ /$gk: [[erwtan, ejetazein]]$/ |$ greet"	"{intr:} seek, ask /$gk: [[punqanesqai, episkeptesqai, zhtein, erwtan]]$/ | {tr:} |$ /$gk: [[erwtan, ejetazein]]$/ |$ greet"	"punqanesqai, episkeptesqai, zhtein, erwtan, ejetazein"	"569a"	7	0	"2009-09-14"	"2010-04-29"	"vagrant"	"vagrant"
47	"(S,A,sA,F) Gine (B) Jimi (F) Gimi,Gini,Jini (S,A,sA,F) Gn- (S,F) Gen- (S) kn-,Gin- (Sf) Gm- (B) Jem- (F) Jin- (S,A,sA) Gnt= (S,F) Gent= (S) knt=,Ghnt=,gn= (B) Jem= (F) Ght=,Jint=,Gn=,Ghn="	2	"{intr:} find /$gk: [[euriskein]]$/ | {tr:}  /$gk: [[euriskein, sumbainein, prospiptein, tugxanein]]$/"	"{intr:} find /$gk: [[euriskein]]$/ | {tr:}  /$gk: [[euriskein, sumbainein, prospiptein, tugxanein]]$/"	"euriskein, sumbainein, prospiptein, tugxanein"	"820a"	8	0	"2009-09-14"	"2010-08-15"	"vagrant"	"vagrant"
48	"(S,A,sA,B,F,O) thr= (F) thl= (O) ter="	6	"(adj with suff), all, whole, every /$gk: [[apas]]$/"	"(adj with suff), all, whole, every /$gk: [[apas]]$/"	"apas"	"424a"	6	0	"2009-09-14"	"2010-02-23"	"vagrant"	"vagrant"
49	"(S,A,sA,B,F) swk (B) swki (S,A,F) sk- (S,sA,B,F) sek- (S,sA,F) sak- (B) sok- (S,B) sok= (A,F) sek= (Sf,sA,F) sak= (S) shk+ (S) ^sak-"	2	"{intr:} flow (as water, hair), blow (as wind, smoke, generally) move on swiftly, glide, (also) draw, be drawn /$gk: [[elkein, pararrein, surein, feresqai]]$/ | {tr:} |$ draw, beguile, gather, impel /$gk: [[elkein, efelkein, elaunein]]$/ |$ protract (the fast), fast (S,B) | (refl S,sA,B), draw aside, induce /$gk: [[ekklinein, feresqai]]$/"	"{intr:} flow (as water, hair), blow (as wind, smoke, generally) move on swiftly, glide, (also) draw, be drawn /$gk: [[elkein, pararrein, surein, feresqai]]$/ | {tr:} |$ draw, beguile, gather, impel /$gk: [[elkein, efelkein, elaunein]]$/ |$ protract (the fast), fast (S,B) | (refl S,sA,B), draw aside, induce /$gk: [[ekklinein, feresqai]]$/"	"elkein, pararrein, surein, feresqai, efelkein, elaunein, ekklinein"	"325a"	7	0	"2009-09-14"	"2010-04-09"	"vagrant"	"vagrant"
50	"(S,A,O) pe (B) fe (A,F) ph (S,sA) *phue (A) *phoue (B) *fhoui (F) *phoui"	4	"heaven, sky /$gk: [[ouranos]]$/ | | (adjectival phrases) | (compounds) | (with preposition) | (with m art + prep [e-])"	"heaven, sky /$gk: [[ouranos]]$/ | | (adjectival phrases) | (compounds) | (with preposition) | (with m art + prep [e-])"	"ouranos"	"259a"	8	0	"2009-09-14"	"2010-06-23"	"vagrant"	"vagrant"
51	"(S,A,sA,B,F) Halht (A) alht (S) *Hala$^a^$te (A,sA) *Halete (A) *Haleete (A,F) *HaleT (B) *HalaT"	1	"flying creature, bird /$gk: [[orneon, ornis, peteinos]]$/"	"flying creature, bird /$gk: [[orneon, ornis, peteinos]]$/"	"orneon, ornis, peteinos"	"671b"	6	0	"2009-09-14"	"2010-03-23"	"vagrant"	"vagrant"
52	"(S,A,sA) tbt (S) thbt,thFt (B) tebt (F) tubt,thbet"	1	"fish /$gk: [[ixqus]]$/ | catch fish | fish-catcher | fish-monger"	"fish /$gk: [[ixqus]]$/ | catch fish | fish-catcher | fish-monger"	"ixqus"	"401b"	6	0	"2009-09-14"	"2010-02-20"	"vagrant"	"vagrant"
53	"(S,sA,F) Houn (A) Qoun (B) Koun (O) xoun"	1	"inward part (/*rarely except as advb or + prep*/) /$gk: [[eswteron]]$/"	"inward part (/*rarely except as advb or + prep*/) /$gk: [[eswteron]]$/"	"eswteron"	"685b"	8	0	"2009-09-14"	"2010-08-12"	"vagrant"	"vagrant"
54	"(S,A,sA,B,F,O) bwl,bel-,bol=,$^bal=^$,bhl+ (S,A,sA,B,F,O) ^bal-"	2	"loosen, untie, (mostly tr) /$gk: [[luein]]$/ | melt | unstring | interpret, explain (scriptures, dreams &c) /$gk: [[diermhneuein]]$/ | be softened, persuaded | weaken, make faint | nullify (order, deed) | dissolve, destroy | pay"	"loosen, untie, (mostly tr) /$gk: [[luein]]$/ | melt | unstring | interpret, explain (scriptures, dreams &c) /$gk: [[diermhneuein]]$/ | be softened, persuaded | weaken, make faint | nullify (order, deed) | dissolve, destroy | pay"	"luein, diermhneuein"	"32a"	8	0	"2009-09-14"	"2010-06-02"	"vagrant"	"vagrant"
55	"(S,F) sooun (A,sA) saune (sA) snouwn (B) swoun,swounou (F) saoun,saou,souei (NH) sooune *^<a href="ext codex II - The Apocryphon of John;106;11;10;ntoF gar oukake natsooune pe;codex II - The Book of Thomas the Contender;112;138;18;aFouw on eFJi sooune apbaqos mpthrF">Ext</a>^* (S) soun-,soum- (S,A,sA,B,F) souwn- (S,B,F) souen- (S,A,sA,B,F) souwn= (sA) seouwn=,snouwn="	2	"{intr:} know /$gk: [[eidenai, epistasqai, ginwskein]]$/ | {tr:} |$ /$gk: [[ginwskein]]$/ |$ know (sexually) |$ (with [Je-]) |$$ {intr:} |$$ {tr:} "	"{intr:} know /$gk: [[eidenai, epistasqai, ginwskein]]$/ | {tr:} |$ /$gk: [[ginwskein]]$/ |$ know (sexually) |$ (with [Je-]) |$$ {intr:} |$$ {tr:} "	"eidenai, epistasqai, ginwskein"	"369b"	8	0	"2009-09-14"	"2011-01-14"	"vagrant"	"vagrant"
56	"(S) eime,eimme (A,sA) mme (B) emi (F) eimi,imi (O) emi,mmi"	2	"{intr:} know, understand |$ (without obj) /$gk: [[ginwskein, eidenai, suneidenai, sunienai, manqanein, noein]]$/ |$ (+ [Je]) |$ (with ethic dat) |$ (direct obj, as if constr /*rare ? incorrect*/) |$ (obj with [e-]) |$ (with [etbe-]) |$ (with [n-] B /*rare*/)"	"{intr:} know, understand |$ (without obj) /$gk: [[ginwskein, eidenai, suneidenai, sunienai, manqanein, noein]]$/ |$ (+ [Je]) |$ (with ethic dat) |$ (direct obj, as if constr /*rare ? incorrect*/) |$ (obj with [e-]) |$ (with [etbe-]) |$ (with [n-] B /*rare*/)"	"ginwskein, eidenai, suneidenai, sunienai, manqanein, noein"	"77b"	8	0	"2009-09-14"	"2010-10-20"	"vagrant"	"vagrant"
57	"(S,A,sA) eiwt (S,B,F) iwt (O) iout (S) *eiote (A,sA) *eiate,eiaT (B) *ioT (F) *eiaT (S) eit-$"	1	"father /$gk: [[pathr, goneus]]$/ | (title of abbot, head of congregation)"	"father /$gk: [[pathr, goneus]]$/ | (title of abbot, head of congregation)"	"pathr, goneus"	"86b"	6	0	"2009-09-14"	"2010-01-29"	"vagrant"	"vagrant"
58	"(S,A,sA,B) Hko (S,B) eHko (F) Hka,Hika (S) Hkaeit+,Hkoeit+,Hokr+ (A,sA) Hkeet+ (sA) Hkeit+ (B) Hoker+ (F) Hakel+"	2	"{intr:} be hungry /$gk: [[peinan]]$/"	"{intr:} be hungry /$gk: [[peinan]]$/"	"peinan"	"663b"	8	0	"2009-09-14"	"2010-08-12"	"vagrant"	"vagrant"
59	"(S) Jna$^a^$u (S,A) Jno (B) Gnau,GnauH"	2	"{intr:} delay /$gk: [[ruqmizein]]$/"	"{intr:} delay /$gk: [[ruqmizein]]$/"	"ruqmizein"	"776a"	8	0	"2009-09-14"	"2010-08-15"	"vagrant"	"vagrant"
60	"(S,A,sA,F,O) Jnou (S) Jinou,Jno (B) Gnou (F) Jena$$ (S,sA) Jne- (S,F) Jnou- (S) Jn- (S,A,sA,F) Jnou= (Sa) Jnau= (B) Gnou= (S) Jinou= (Sf,F) Jenou= (S) Jenouou= (F) Jinouou="	2	"{tr:} |$ ask, question, require /$gk: [[erwtan, ejetazein, zhtein]]$/ |$ tell, say"	"{tr:} |$ ask, question, require /$gk: [[erwtan, ejetazein, zhtein]]$/ |$ tell, say"	"erwtan, ejetazein, zhtein"	"774b"	8	0	"2009-09-14"	"2010-08-14"	"vagrant"	"vagrant"
61	"(S,A,F,O) koui (sA) kouei (B) kouJi (F) kouGi (NH) koouei *^<a href="ext codex II - The Apocryphon of John;106;25;20;ouduskolon gar pe eGolpou ebol nHnkoouei">Ext</a> ?^* (S,F) kou- (F) ka-,ko-"	22	"small person or thing, young person /$gk: [[mikros, oligos, nhpios]]$/ | (adjective) |$ small |$ few |$ young | (advb) |$ [nouk.], a little /$gk: [[mikron, oligon]]$/ |$ [pkek., kek], yet a little |$ [mnnsaouk.], after a little |$ [Ha-, Ka-, Hiqh nouk.], a little before |$ [Satnouk.] (S mostly [para]), almost |$ [pros  ouk.], for a little |$ [kata k.], occasionally |$ [koui koui, nk. k.], little by little"	"small person or thing, young person /$gk: [[mikros, oligos, nhpios]]$/ | (adjective) |$ small |$ few |$ young | (advb) |$ [nouk.], a little /$gk: [[mikron, oligon]]$/ |$ [pkek., kek], yet a little |$ [mnnsaouk.], after a little |$ [Ha-, Ka-, Hiqh nouk.], a little before |$ [Satnouk.] (S mostly [para]), almost |$ [pros  ouk.], for a little |$ [kata k.], occasionally |$ [koui koui, nk. k.], little by little"	"mikros, oligos, nhpios, mikron, oligon"	"92a"	6	0	"2009-09-14"	"2011-01-14"	"vagrant"	"vagrant"
62	"(S,sA,B,F,O) Shm (S) Sm (Sa) Hhm,Hm (A) Qhm"	3	"small person, thing, quantity /$gk: [[mikros, oligos]]$/ | (as adj), small, few, young, humble | (iterated), little by little /$gk: [[kat oligon, kat mikron]]$/"	"small person, thing, quantity /$gk: [[mikros, oligos]]$/ | (as adj), small, few, young, humble | (iterated), little by little /$gk: [[kat oligon, kat mikron]]$/"	"mikros, oligos, kat oligon, kat mikron"	"563a"	6	0	"2009-09-14"	"2010-03-10"	"vagrant"	"vagrant"
63	"(S,sA) Hllo (A) Qllo (sA) Hello (B) Kello (F) Hel$^l^$a,Hl$^l^$a (S) ****Hllw (S,Sa) ****Hllou (A) ****Qllou (B) ****Kellw (S) *Hlloi (A) *Qlla$^e^$i (sA) *Hllai (B) *Kelloi (F) *Helloui"	3	"old person (opp  [HrSire, KelSire]) /$gk: [[presbuths, gerwn]]$/ | (as adj, before nn)"	"old person (opp  [HrSire, KelSire]) /$gk: [[presbuths, gerwn]]$/ | (as adj, before nn)"	"presbuths, gerwn"	"669b"	6	0	"2009-09-14"	"2010-11-14"	"vagrant"	"vagrant"
64	"(S,sA,F) Hoou (Sa,A,sA) Hooue (A) Hwoue (B) eHoou (F) Ha$^o^$u (Sf,F) Haa$^o^$u (S,A,F) Hou- *^[Houmise]^* (A,sA) *Hreu"	1	"day /$gk: [[hmera]]$/"	"day /$gk: [[hmera]]$/"	"hmera"	"730a"	7	0	"2009-09-14"	"2010-05-10"	"vagrant"	"vagrant"
65	"(S,sA) saSF (A) saQF (S) seSF (B) SaSF (F) SeSb (NH) soSF *^<a href="ext codex II - The Hypostasis of the Archons;109;91;27;ouon nim etnamouout nkaein Fnabwl ebol nsoSF nJi kba;codex II - On the Origin of the World;110;101;23;a  soSF ouwnH ebol Hm pxaos nHout  sHime;codex II - On the Origin of the World;110;123;4;pisoSF gar narxwn ntarounoJou ebol Hn noumphue epitn eJm pkaH">Ext</a>^* (S,sA) ****saSFe (Sa) ****saHbe (sA) ****saHFe (A) ****saQFe (O) ****sasfe,sasfi (NH) ****soSFe *^<a href="ext codex II - On the Origin of the World;110;102;1;naei ne tsoSFe ndunamis ntsoSFe mpe mpxaos">Ext</a>^*"	10	"seven /$gk: [[epta]]$/"	"seven /$gk: [[epta]]$/"	"epta"	"378a"	6	0	"2009-09-14"	"2012-03-02"	"vagrant"	"vagrant"
66	"(S,A,sA) *HaH"	3	"many, much /$gk: [[polloi, polu]]$/ | (as adj) /$gk: [[polus]]$/"	"many, much /$gk: [[polloi, polu]]$/ | (as adj) /$gk: [[polus]]$/"	"polloi, polu, polus"	"741b"	6	0	"2009-09-14"	"2010-03-27"	"vagrant"	"vagrant"
67	"(S,sA) Hae (S) Ha$^e^$ih (S,Sf) Haie (A) Qae (B) Kae,Kaie (Sf,F) Hah (S,sA,F) ****Hah (S) ****Hae (A) ****Qa$^e^$i,Qaiei (B) ****Kah,Kaih (F) ****Haih (NH) ****HaHh,*^in^* qaHh *^<a href="ext codex II - The Gospel of Thomas;107;36;11;atetnGwlp gar ebol  ntarxh Jekaas etetnaSine nsa qaHh Je Hm pma ete tarxh mmau eqaHh naSwpe mmau;codex XIII - Trimorphic Protennoia;158;42;20;Tnatamoou aqaHh mpaiwn etnaSwpe">Ext</a>^* (S) *Hae$^e^$u,Haeou (S,sA) *Ha$^e^$eue (sA) *Haeoue (A) *Qae$^o^$ue (B) *Kaeu (F) *Hahou,Haihu"	3	"(properly adj, so), last thing, end /$gk: [[esxatos]]$/ | (adj), last |$ (before nn) |$ (after nn)"	"(properly adj, so), last thing, end /$gk: [[esxatos]]$/ | (adj), last |$ (before nn) |$ (after nn)"	"esxatos"	"635a"	6	0	"2009-09-14"	"2011-01-14"	"vagrant"	"vagrant"
68	"(S) oua (Sf,A,sA,F,O) oue (sA,F) ouee,ouei (sA,F) oueei (B,O) ouai (F) ouaiei (S,B,F) ****ou$^e^$i (S) ****oueia (S,A,sA) ****ou$^e^$ie (B) ****oui"	13	"one, someone /$gk: [[eis, tis, eteros]]$/"	"one, someone /$gk: [[eis, tis, eteros]]$/"	"eis, tis, eteros"	"469a"	6	0	"2009-09-14"	"2010-03-01"	"vagrant"	"vagrant"
69	"(S,A,sA,B,F) ouwt (S,sA) ****ouwte"	6	"single, alone, any, one & same /$gk: [[eis, o autos, omoios]]$/ | (f S,sA) | (without [n-] S)"	"single, alone, any, one & same /$gk: [[eis, o autos, omoios]]$/ | (f S,sA) | (without [n-] S)"	"eis, o autos, omoios"	"494a"	6	0	"2009-09-14"	"2010-12-23"	"vagrant"	"vagrant"
70	"(S,A,sA) mto (B) mqo,emqo (F) mta,emta"	1	"face, presence /$gk: [[enanti, apenanti]]$/"	"face, presence /$gk: [[enanti, apenanti]]$/"	"enanti, apenanti"	"193a"	6	0	"2009-09-14"	"2010-02-04"	"vagrant"	"vagrant"
71	"(S,A,sA,B,O) Ho (S,Sf,A,sA,F,O) Ha (S,A) Hw (S) Ha- (S,B,O) Hra= (A,sA,B,F) Hre= (F) Hle= (O) Kra="	1	"face /$gk: [[proswpon, ocis, morfh]]$/ | side, edge"	"face /$gk: [[proswpon, ocis, morfh]]$/ | side, edge"	"proswpon, ocis, morfh"	"646b"	6	0	"2009-09-14"	"2010-03-20"	"vagrant"	"vagrant"
72	"(S,F) laau (S,A,sA) laaue,laue,laoue (F) lauei,laui"	3	"(used as pronoun, mostly = B [Hli], sometimes F [laps, lapT]) | (positive), anyone, anything, something | (with Coptic neg) |$ (/*not*/) any |$ ([kel.], /*not*/) any other |$ (adj + [n-], /*not*/) any one, anything | (negative), no one, nothing | (adj following noun S,sA), any | ([l., nl.] advb, /*not*/) at all"	"(used as pronoun, mostly = B [Hli], sometimes F [laps, lapT]) | (positive), anyone, anything, something | (with Coptic neg) |$ (/*not*/) any |$ ([kel.], /*not*/) any other |$ (adj + [n-], /*not*/) any one, anything | (negative), no one, nothing | (adj following noun S,sA), any | ([l., nl.] advb, /*not*/) at all"	""	"146a"	6	0	"2009-09-14"	"2010-02-02"	"vagrant"	"vagrant"
73	"(S,A,sA,B,F) ouwnH (sA) ouwneH (S,F) ouwnaH (S) ouenH- (Sa) ouaneH- (S,B) ouonH= (A,sA,F) ouanH= (sA) ouaneH= (S,B) ouonH+ (Sa,A,sA) ouanH+ (F) ouan$^a^$H+ (sA) ounhH+"	2	"{intr:} (/*mostly B*/), reveal, be revealed, appear /$gk: [[fainein, faneros einai]]$/ | {tr:} show, make clear /$gk: [[fainein, gnwrizein, omologein, parrhsiazein, deiknunai]]$/"	"{intr:} (/*mostly B*/), reveal, be revealed, appear /$gk: [[fainein, faneros einai]]$/ | {tr:} show, make clear /$gk: [[fainein, gnwrizein, omologein, parrhsiazein, deiknunai]]$/"	"fainein, faneros einai, gnwrizein, omologein, parrhsiazein, deiknunai"	"486a"	8	0	"2009-09-14"	"2010-08-06"	"vagrant"	"vagrant"
74	"(S,sA,B,F,O) ouwS (S,sA) ouwSe (A) ouwQe (Sa) ouSe$* (F) oueS$* (S,B,F) oueS- (sA,F) ouS- (S,sA,B) ouwS- (A) ouwQ- (B,F) ouaS- (Sf,F) oueSe- (S,sA,B,F,O) ouaS= (S) ouoS= (A) ouaQ= (F) oueS="	2	"{intr:} |$ desire, love /$gk: [[qelein, boulesqai, eudokein]]$/ |$ (as imperative), be pleased to (S) /$gk: [[qelhson]]$/ | {tr:} /$gk: [[qelein, agapan, filein]]$/"	"{intr:} |$ desire, love /$gk: [[qelein, boulesqai, eudokein]]$/ |$ (as imperative), be pleased to (S) /$gk: [[qelhson]]$/ | {tr:} /$gk: [[qelein, agapan, filein]]$/"	"qelein, boulesqai, eudokein, qelhson, agapan, filein"	"500a"	8	0	"2009-09-14"	"2012-04-01"	"vagrant"	"vagrant"
75	"(S,A,sA,B,F) Slhl (S) Sll"	2	"{intr:} pray /$gk: [[euxesqai]]$/"	"{intr:} pray /$gk: [[euxesqai]]$/"	"euxesqai"	"559a"	7	0	"2009-09-14"	"2010-04-29"	"vagrant"	"vagrant"
