Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲁⲣⲃⲟⲧ	αρβοτ	ɑrvot	arbot	arvot	اسم	مذكر	"عصا
عكاز
صولجان
ما يسند ساري المركب ، جاغوص
مطواة الغزل ، نسيج"		ⲁⲣⲃⲟⲧ (ⲡ)	(ⲡ)
ⲁⲣⲃⲱⲧ	αρβωτ	ɑrvoːt	arbwt	arvōt	اسم	مذكر	"عصا
عكاز
صولجان
ما يسند ساري المركب ، جاغوص
مطواة الغزل ، نسيج"		ⲁⲣⲃⲱⲧ (ⲡ)	(ⲡ)
ⲉⲣⲅⲁⲧⲏⲥ	εργατης	ergɑtiːs	erjatys	ergatïs	اسم	مذكر	"عامل
شغال
فاعل
صانع
كادح
حرفي
مهني"	يوناني	ⲉⲣⲅⲁⲧⲏⲥ (ⲡ)	(ⲡ)
ⲁⲣⲅⲁⲧⲏⲥ	αργατης	ɑrgɑtiːs	arjatys	argatïs	اسم	مذكر	"عامل
شغال
فاعل
صانع
كادح
حرفي
مهني"	يوناني	ⲁⲣⲅⲁⲧⲏⲥ (ⲡ)	(ⲡ)
ⲁⲣⲅⲟⲥ	αργος	ɑrgos	arjos	argos	اسم	مذكر	"بطال
عاطل
متراخي
كسول
مهمل
متواني
طائش
عقيم
غير مفيد
عديم الجدوى"	يوناني	ⲁⲣⲅⲟⲥ (ⲡ)	(ⲡ)
ⲁⲣⲅⲩⲣⲓⲟⲛ	αργυριον	ɑrgirion	arjurion	argirion	اسم	مذكر	"فضة
نقود"	يوناني	ⲁⲣⲅⲩⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲁⲣⲅⲩⲣⲟⲥ	αργυρος	ɑrgiros	arjuros	argiros	اسم	مذكر	"فضة
قطعة نقود فضية"	يوناني	ⲁⲣⲅⲩⲣⲟⲥ (ⲡ)	(ⲡ)
ⲁⲣⲅⲩⲣⲟⲩⲥ	αργυρους	ɑrgiroːs	arjurous	argirüs	صفة		"فضي
من الفضة"	يوناني	ⲁⲣⲅⲩⲣⲟⲩⲥ (adj.)	(adj.)
ⲁⲣⲅⲱⲛⲓⲥⲧⲏⲥ	αργωνιςτης	ɑrgoːnistiːs	arjwnistys	argōnistïs	اسم	مذكر	"طاعون
وباء"	يوناني	ⲁⲣⲅⲱⲛⲓⲥⲧⲏⲥ (ⲡ)	(ⲡ)
ⲁⲣⲉ	αρε	ɑre	are	are	ضمير		"أنت
تصريف المخاطبة في الماضي التام"		ⲁⲣⲉ (pron.)	(pron.)
