Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲉⲣⲃⲟⲕⲓ	ερβοκι	ervoki	erboki	ervoki	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"تحمل
تحبل"		ⲉⲣⲃⲟⲕⲓ	
ⲃⲟⲕⲓ	βοκι	voki	boki	voki	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"تحمل
تحبل"		ⲃⲟⲕⲓ	
ⲃⲟⲗ	βολ	vol	bol	vol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يحل
يفك
ينقض"		ⲃⲟⲗ	
ⲃⲟⲗ	βολ	vol	bol	vol	ظرف		"خارجي
خارج
بعيدا عن
خلوا من"		ⲃⲟⲗ (adv.)	(adv.)
ⲃⲟⲗⲓⲥ	βολις	volis	bolis	volis	اسم	مؤنث	"ألة قياس بحرية
سهم
قذيفة
نبلة"	يوناني	ⲃⲟⲗⲓⲥ (ⲧ)	(ⲧ)
ⲃⲟⲗⲕ `ⲉⲃⲟⲗ	βολκ `εβολ	volk èvol	bolk `ebol	volk èvol	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"غاضب
مغتاظ
زعلان"		ⲃⲟⲗⲕ `ⲉⲃⲟⲗ	
ⲃⲟⲗⲥ	βολς	vols	bols	vols	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مائل
منعطف نحو"		ⲃⲟⲗⲥ	
ⲃⲟⲛ	βον	von	bon	von	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يوجد		ⲃⲟⲛ	
ⲃⲟⲛ	βον	von	bon	von	ضمير		"أحد
شخص ما
بعض
شيء ما"		ⲃⲟⲛ (pron.)	(pron.)
ⲃⲟⲛⲓ	βονι	voni	boni	voni	اسم	مؤنث	"ضرر
أذى
سوء
كارثة"		ⲃⲟⲛⲓ (ⲧ)	(ⲧ)
ⲃⲟⲛϯ	βονϯ	vonti	bonti	vonti	اسم	مؤنث	"قثاء
مقثاة
قرع
مقات الخيار
مقات البطيخ"		ⲃⲟⲛϯ (ⲧ)	(ⲧ)
ⲃⲉⲣⲃⲱⲣ	βερβωρ	vervoːr	verbwr	vervōr	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يرمي
يطرح
يلقي
يقذف
يسقط
يقلب
يتناثر
ينقلب"		ⲃⲉⲣⲃⲱⲣ	
ⲃⲉⲣⲃⲉⲣ	βερβερ	verver	verver	verver	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يرمي
يطرح
يلقي
يقذف
يسقط
يقلب
يتناثر
ينقلب"		ⲃⲉⲣⲃⲉⲣ	
ⲃⲟⲣⲃⲉⲣ	βορβερ	vorver	borver	vorver	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرمي
يطرح
يلقي
يقذف
يسقط
يقلب
يتناثر
ينقلب"		ⲃⲟⲣⲃⲉⲣ	
ⲃⲟⲣⲃⲉⲣ	βορβερ	vorver	borver	vorver	اسم	مذكر	"طرح
رمي
قذف
إسقاط
طرد
نفي"		ⲃⲟⲣⲃⲉⲣ (ⲡ)	(ⲡ)
ⲟⲩⲟⲥⲉⲣ	ουοςερ	oː-oser	ouoser	üoser	اسم	مذكر	"مجداف
مقذاف المركب"		ⲟⲩⲟⲥⲉⲣ (ⲡ)	(ⲡ)
ⲃⲟⲥⲉⲣ	βοςερ	voser	boser	voser	اسم	مذكر	"مجداف
مقذاف المركب"		ⲃⲟⲥⲉⲣ (ⲡ)	(ⲡ)
ⲃⲟⲥⲧ	βοςτ	vost	bost	vost	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"محمص
جاف"		ⲃⲟⲥⲧ	
ⲃⲟⲧ `ⲉⲃⲟⲗ	βοτ `εβολ	vot èvol	bot `ebol	vot èvol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يفصل
يفرز"		ⲃⲟⲧ `ⲉⲃⲟⲗ	
ⲃⲟⲧⲁⲛⲏ	βοτανη	votɑniː	botany	votanï	اسم	مؤنث	"عشب
كلأ
خدعة للشيطان
تعليم مزيف للأشرار"	يوناني	ⲃⲟⲧⲁⲛⲏ (ⲧ)	(ⲧ)
ⲃⲟⲧⲃⲉⲧ	βοτβετ	votvet	botvet	votvet	اسم	مذكر	"خضرة
عشب"		ⲃⲟⲧⲃⲉⲧ (ⲡ)	(ⲡ)
ⲃⲟⲩⲃⲟⲩ	βουβου	voːvoː	boubou	vüvü	اسم	مذكر	"ضياء
لمعان"		ⲃⲟⲩⲃⲟⲩ (ⲡ)	(ⲡ)
ⲃⲟⲩⲗⲉⲩⲧⲏⲥ	βουλευτης	voːlevtiːs	bouleutys	vülevtïs	اسم	مذكر	"مشير
ناصح
عضو مجلس
عضو مجمع"	يوناني	ⲃⲟⲩⲗⲉⲩⲧⲏⲥ (ⲡ)	(ⲡ)
ⲃⲟⲩⲛⲉⲩⲣⲟⲛ	βουνευρον	voːnevron	bouneuron	vünevron	اسم	مذكر	سوط		ⲃⲟⲩⲛⲉⲩⲣⲟⲛ (ⲡ)	(ⲡ)
ⲃⲟϩ	βοϩ	voh	boh	voh	اسم	مذكر	"جفن العين
هدب
رمش
حاجب"		ⲃⲟϩ (ⲡ)	(ⲡ)
