Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϣⲟⲧϣⲉⲧ	ϣοτϣετ	shοtshet	shotshet	shotshet	اسم	مذكر	"نحت
قطع
تقطيع
بتر
نقش
مكان منحوت أو منقور"		ϣⲟⲧϣⲉⲧ (ⲡ)	(ⲡ)
ϣⲟⲩ	ϣου	shoː	shou	shü	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	تتصل بالفعل بمعني جدير ب ، مستحق ، مستأهل		ϣⲟⲩ	
ϣⲟⲩⲃⲁⲗ	ϣουβαλ	shoːval	shoubal	shüval	اسم		"عين دامعة
عين معمصة"		ϣⲟⲩⲃⲁⲗ	
ϣⲟⲩⲉ	ϣουε	shoːwe	shoue	shüe	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يصب
يسكب
يفيض"		ϣⲟⲩⲉ	
ϣⲟⲩⲉ	ϣουε	shoːwe	shoue	shüe	اسم		"شوية
جزء صغير"		ϣⲟⲩⲉ	
ϣⲟⲩⲓⲉ	ϣουιε	shoːwie	shouie	shüie	اسم	مذكر	"يابسة
أرض"		ϣⲟⲩⲓⲉ (ⲡ)	(ⲡ)
ϣⲟⲩⲓ`ⲛⲥⲉⲛϯ	ϣουι`νςενϯ	shoːwi-ensenti	shoui`nsenti	Shüi-ensenti	اسم	مذكر	"قارة
continent"		ϣⲟⲩⲓ`ⲛⲥⲉⲛϯ (ⲡ)	(ⲡ)
ϣⲟⲩⲓⲧ	ϣουιτ	shoːwit	shouit	shüit	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"باطل
فارغ
عبث
بطال
سفاهة"		ϣⲟⲩⲓⲧ	
ϣⲟⲩⲙⲉⲛⲣⲓⲧ	ϣουμενριτ	shoːmenrit	shoumenrit	shümenrit	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يكون محبوب		ϣⲟⲩⲙⲉⲛⲣⲓⲧ	
ϣⲟⲩⲙⲉⲛⲣⲓⲧϥ	ϣουμενριτϥ	shoːmenritf	shoumenritf	shümenritf	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكون جدير بالمحبة
يكون مستحق أن يحب"		ϣⲟⲩⲙⲉⲛⲣⲓⲧϥ	
ϣⲟⲩⲙⲉⲥⲧⲱ	ϣουμεςτω	shoːmestoː	shoumestw	shümestō	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يكون مستحق البغضة
يكون جدير بالكراهية
يكون مكروه"		ϣⲟⲩⲙⲉⲥⲧⲱ	
ϣⲟⲩⲙⲟⲥϯ	ϣουμοςϯ	shoːmοsti	shoumosti	shümosti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكون مستحق البغضة
يكون جدير بالكراهية
يكون مكروه"		ϣⲟⲩⲙⲟⲥϯ	
ϣⲟⲩⲛⲁⲓ	ϣουναι	shoːnɑi	shounai	shünai	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"جدير بالرحمة
يكون مستحق الرثاء"		ϣⲟⲩⲛⲁⲓ	
ϣⲟⲩⲛⲁϩϯ ὲⲣⲟ	ϣουναϩϯ ὲρο	shoːnɑhti èrο	shounahti `ero	shünahti èro	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يكون جدير بالثقة
يكون جدير بالتصديق"		ϣⲟⲩⲛⲁϩϯ ὲⲣⲟ	
ϣⲟⲩⲟ ὲⲃⲟⲗ	ϣουο ὲβολ	shoːwο èvοl	shouo `ebol	shüo èvol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يفيض
يتدفق
ينساب
يجري
يسيل
ينهمر
يصب
يسكب
يفيض
يفرغ"		ϣⲟⲩⲟ ὲⲃⲟⲗ	
ϣⲟⲩὲ ὲⲃⲟⲗ	ϣουὲ ὲβολ	shoːwè èvοl	shou`e `ebol	shüè èvol	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يفيض
يتدفق
ينساب
يجري
يسيل
ينهمر
يصب
يسكب
يفيض
يفرغ"		ϣⲟⲩὲ ὲⲃⲟⲗ	
ϣⲟⲩὸ ὲⲃⲟⲗ	ϣουὸ ὲβολ	shoːwο èvοl	shou`o `ebol	shüò èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يفيض
يتدفق
ينساب
يجري
يسيل
ينهمر
يصب
يسكب
يفيض
يفرغ"		ϣⲟⲩὸ ὲⲃⲟⲗ	
ϣⲟⲩⲟⲩⲁϣ	ϣουουαϣ	shoː-oːɑsh	shououash	shüüash	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يكون مرغوب فيه
يكون مشتاق إليه"		ϣⲟⲩⲟⲩⲁϣ	
ϣⲟⲩⲣⲏ	ϣουρη	shoːriː	shoury	shürï	اسم	مؤنث	"مجمرة
مبخرة
شورية"		ϣⲟⲩⲣⲏ (ⲧ)	(ⲧ)
ϣⲟⲩⲥⲁϫⲓ `ⲛ	ϣουςαϫι `ν	shoːsɑgi en	shousagi `n	shüsagi en	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكون جدير بالذكر
يكون جدير بالتحدث عنه"		ϣⲟⲩⲥⲁϫⲓ `ⲛ	
ϣⲟⲩ`ⲥⲛⲁⲩ	ϣου`ςναυ	shoːesnav	shou`snau	shüesnav	اسم		"ابن الأخ
ابن الأخت"		ϣⲟⲩ`ⲥⲛⲁⲩ	
ϣⲟⲩⲧⲁⲓⲟϥ	ϣουταιοϥ	shoːtɑiοf	shoutaiof	shütaiof	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكون جدير بالتكريم
يستحق التوقير"		ϣⲟⲩⲧⲁⲓⲟϥ	
ϣⲟⲩⲱⲧⲉⲛϩⲟⲩⲧ	ϣουωτενϩουτ	shoː-oːtenhoːt	shouwtenhout	shüōtenhüt	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	يكون جدير بالثقة		ϣⲟⲩⲱⲧⲉⲛϩⲟⲩⲧ	
ϣⲟⲩⲟ  ὲⲃⲟⲗ	ϣουο  ὲβολ	shoːο  èvοl / shʊwo evol	shouo  `ebol	shüo  èvol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يفيض
يتدفق
ينساب
يجري
يسيل
ينهمر
يصب
يسكب
يفيض
يفرغ
ينزع
يقطع
يعدم
يلاشي
يفني
يبيد
يمحو
يدمر
يبطل
يعيق"		ϣⲟⲩⲟ  ὲⲃⲟⲗ	
ϣⲟⲩⲉ ὲⲃⲟⲗ	ϣουε ὲβολ	shoːe èvοl / shʊwe evol	shoue `ebol	shüe èvol	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يفيض
يتدفق
ينساب
يجري
يسيل
ينهمر
يصب
يسكب
يفيض
يفرغ
ينزع
يقطع
يعدم
يلاشي
يفني
يبيد
يمحو
يدمر
يبطل
يعيق"		ϣⲟⲩⲉ ὲⲃⲟⲗ	
ϣⲟⲩⲱ ὲⲃⲟⲗ	ϣουω ὲβολ	shoː-oː èvοl	shouw `ebol	shüō èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يفيض
يتدفق
ينساب
يجري
يسيل
ينهمر
يصب
يسكب
يفيض
يفرغ
ينزع
يقطع
يعدم
يلاشي
يفني
يبيد
يمحو
يدمر
يبطل
يعيق"		ϣⲟⲩⲱ ὲⲃⲟⲗ	
ϣⲟⲩⲱ ὲⲃⲟⲗ	ϣουω ὲβολ	shoː-oː èvοl	shouw `ebol	shüō èvol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يفرغ
يخلي
ينزل الحمولة
يفضي
ينزع
يبطل
يوقف
يفسخ"		ϣⲟⲩⲱ ὲⲃⲟⲗ	
ϣⲟⲩⲱⲟⲩ	ϣουωου	shoː-oː	shouwou	shüōü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"يابس
جاف
ناشف"		ϣⲟⲩⲱⲟⲩ	
ϣⲟⲩⲱⲟⲩ	ϣουωου	shoː-oː	shouwou	shüōü	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"فارغ
فاضي"		ϣⲟⲩⲱⲟⲩ	
ϣⲟⲩⲱⲟⲩ	ϣουωου	shoː-oː	shouwou	shüōü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يدل
يشير إلى"		ϣⲟⲩⲱⲟⲩ	
ϣⲟⲩϣⲏⲧ	ϣουϣητ	shoːshiːt	shoushyt	shüshït	اسم	مذكر	"حشيش ناشف
دريس
علف"		ϣⲟⲩϣⲏⲧ (ⲡ)	(ⲡ)
ϣⲟⲩϣⲓⲧⲥ	ϣουϣιτς	shoːshits	shoushits	shüshits	اسم	مذكر	"صفير
فحيح
صوت صفارة"		ϣⲟⲩϣⲓⲧⲥ (ⲡ)	(ⲡ)
ϣⲟⲩϣⲟⲩ	ϣουϣου	shoːshoː	shoushou	shüshü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتفاخر
يتباهى
يعتز
يتعالى"		ϣⲟⲩϣⲟⲩ	
ϣⲟⲩϣⲟⲩ `ⲙⲙⲟ	ϣουϣου `μμο	shoːshoː emmο	shoushou `mmo	shüshü emmo	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يفتخر
يمتدح
يمدح
يقرظ
يطري"		ϣⲟⲩϣⲟⲩ `ⲙⲙⲟ	
