Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϭⲓⲙⲱⲟⲩ	ϭιμωου	tshimoː	tschimwou	tshimōü	اسم	مذكر	"ري
إرتواء
قناة
مجرى ماء
مصرف
ماسورة
أنبوبة
صهريج
مستودع مياه
فمطاس مياه"		ϭⲓⲙⲱⲟⲩ (ⲡ)	(ⲡ)
ϭⲓⲛⲁⲓ	ϭιναι	tshinɑi	tschinai	tshinai	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينال رحمة
يأخذ صدقة
يستوجب الرثاء
يرثى له"		ϭⲓⲛⲁⲓ	
ϭⲓⲛⲁⲟⲩⲱ	ϭιναουω	tshinɑoːoː	tschinaouw	tshinaüō	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يرتهن		ϭⲓⲛⲁⲟⲩⲱ	
ϭⲓⲛⲉⲙ	ϭινεμ	tshinem	tschinem	tshinem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلمس
يمس
يجس
يلامس
يلتمس"		ϭⲓⲛⲉⲙ	
ϭⲓⲛⲉϩⲡⲓ	ϭινεϩπι	tshinehpi	tschinehpi	tshinehpi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرثى
يرفع مرثاة
يقول مرثاة"		ϭⲓⲛⲉϩⲡⲓ	
ϭⲓⲛⲟⲃⲓ	ϭινοβι	tshinοvi	tschinovi	tshinovi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحمل خطية
يأخذ ذنب
يأخذ وزر"		ϭⲓⲛⲟⲃⲓ	
ϭⲓⲛⲟⲙⲟⲥ	ϭινομος	tshinοmοs	tschinomos	tshinomos	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقاضي
يرفع إلى القضاء"		ϭⲓⲛⲟⲙⲟⲥ	
ϭⲓ`ⲛⲥⲟⲛⲕ	ϭι`νςονκ	tshiensοnk	tschi`nsonk	tshiensonk	اسم	مذكر	"حلب
رضاعة"		ϭⲓ`ⲛⲥⲟⲛⲕ (ⲡ)	(ⲡ)
ϭⲓ`ⲛ`ⲭⲃⲁ	ϭι`ν`χβα	tshienekva	tschi`n`qba	tshieneqva	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يسخر		ϭⲓ`ⲛ`ⲭⲃⲁ	
ϭⲓⲛ`ϩⲣⲁ	ϭιν`ϩρα	tshinehrɑ	tschin`hra	tshinehra	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"ينشغل
يتشاغل
يتسلى
يتلاهى
يمزح
يهزر"		ϭⲓⲛ`ϩⲣⲁ	
ϭⲓ`ⲛ`ϩⲣⲏⲓ	ϭι`ν`ϩρηι	tshienehriːi	tschi`n`hryi	tshienehrïi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يميل
ينحدر
يحنى
ينعطف
ينحرف
يثني
يلوي"		ϭⲓ`ⲛ`ϩⲣⲏⲓ	
ϭⲓ`ⲛϫⲟⲛⲥ	ϭι`νϫονς	tshiengons	tschi`ngons	tshiengons	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يظلم
يقهر
يسيء إلى
يجور
يعسف ب
يغتصب
يغصب على
يجبر
يضطر
يتمكن من
يسيطر على"		ϭⲓ`ⲛϫⲟⲛⲥ	
ϭⲓ`ⲛϫⲟⲛⲥ	ϭι`νϫονς	tshiengons	tschi`ngons	tshiengons	اسم	مذكر	"ظلم
جور
استبداد
إكراه
قهر
جرم
معصية
إساءة
عنف
قهر
شدة
صرامة
حدة
اغتصاب
اثم"		ϭⲓ`ⲛϫⲟⲛⲥ (ⲡ)	(ⲡ)
ϭⲓⲟⲩὶ	ϭιουὶ	tshioːwiː	tschioui	tshiüì	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسرق
يختلس
يسلب
يخطف"		ϭⲓⲟⲩὶ	
ϭⲓⲟⲩὶ	ϭιουὶ	tshioːwiː	tschioui	tshiüì	اسم	مذكر	"سرقة
اختلاس
سلب
نهب
لصوصية
تدليس
نصب
شيء مسروق
شيء منهوب"		ϭⲓⲟⲩὶ (ⲡ)	(ⲡ)
ϭⲓⲟⲩὼ	ϭιουὼ	tshioː-òː	tschiou`w	tshiüō	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يزهر
ينور
يفرخ
ينبت
ينمو
يترعرع
يثمر
يخلف
يزيد
يكثر
يتوفر
يمد
يمتد
يبسط
يسهب
يمط
ينشر
ينتشر
يشيع
يرتهن
يأخذ رهنا
يتقاضى عربونا"		ϭⲓⲟⲩὼ	
ϭⲓⲟⲩὼ	ϭιουὼ	tshioː-òː	tschiou`w	tshiüō	اسم	مذكر	"زرع
إنبات
نمو
ازدياد
ثمر
محصول
صك
وصل
سركي
كونتراتو"		ϭⲓⲟⲩὼ (ⲡ)	(ⲡ)
ϭⲓⲟⲩⲱⲓⲛⲓ	ϭιουωινι	tshioː-oːini	tschiouwini	tshiüōini	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يستنير
يستضيء
يستمد نور"		ϭⲓⲟⲩⲱⲓⲛⲓ	
ϭⲓⲡὶⲛⲓ	ϭιπὶνι	tshipiːni	tschipini	tshipìni	اسم	مذكر	قدوة		ϭⲓⲡὶⲛⲓ (ⲡ)	(ⲡ)
ϭⲓⲡⲓⲣⲁ	ϭιπιρα	tshipirɑ	tschipira	tshipira	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتزود
يحصل على اللاوزم"		ϭⲓⲡⲓⲣⲁ	
ϭⲓⲡⲟⲗⲉⲙⲟⲥ	ϭιπολεμος	tshipοlemοs	tschipolemos	tshipolemos	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحارب
يقاتل"		ϭⲓⲡⲟⲗⲉⲙⲟⲥ	
ϭⲓⲡⲥ	ϭιπς	tships	tschips	tships	اسم	جمع ، مذكر	"تجعد
كرمشة
تجاعيد
تجاعيد الوجه
تجاعيد الجبهة"		ϭⲓⲡⲥ (ⲛ/ⲡ)	(ⲛ/ⲡ)
ϭⲓ`ⲡϣⲓⲛⲓ	ϭι`πϣινι	tshiepshini	tschi`pshini	tshiepshini	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ خبرا
يخبر
يعلم
يتعهد ب
يفتقد"		ϭⲓ`ⲡϣⲓⲛⲓ	
ϭⲓ`ⲡϩⲟ	ϭι`πϩο	tshiephο	tschi`pho	tshiepho	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يحابي		ϭⲓ`ⲡϩⲟ	
ϭⲓⲣⲁⲓϯ	ϭιραιϯ	tshirɑiti	tschiraiti	tshiraiti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتجنس
يأخذ جنسية"		ϭⲓⲣⲁⲓϯ	
ϭⲓⲣⲁⲛ	ϭιραν	tshirɑn	tschiran	tshiran	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتسمى
يأخذ اسما
يأخذ مركزا
يأخذ صفة"		ϭⲓⲣⲁⲛ	
ϭⲓⲣⲉⲕⲣⲓⲕⲓ	ϭιρεκρικι	tshirekriki	tschirekriki	tshirekriki	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتعس
يغفو
ينام
يأخذ تعسيلة"		ϭⲓⲣⲉⲕⲣⲓⲕⲓ	
ϭⲓⲣⲉⲕⲣⲓⲕⲓ	ϭιρεκρικι	tshirekriki	tschirekriki	tshirekriki	اسم	مذكر	"نعاس
نوم
غقوة"		ϭⲓⲣⲉⲕⲣⲓⲕⲓ (ⲡ)	(ⲡ)
ϭⲓⲣⲓⲙⲓ	ϭιριμι	tshirimi	tschirimi	tshirimi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبكي
ينوح"		ϭⲓⲣⲓⲙⲓ	
ϭⲓⲣⲟⲩϩⲓ	ϭιρουϩι	tshiroːhi	tschirouhi	tshirühi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتأخر حتى المساء
يمضي أمسية"		ϭⲓⲣⲟⲩϩⲓ	
ϭⲓⲣⲱ	ϭιρω	tshiroː	tschirw	tshirō	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يأخذ وعدا
يحرم
يجرد
يمنع
يعيق
يصد
يحجز"		ϭⲓⲣⲱ	
ϭⲓⲥⲁⲕ	ϭιςακ	tshisɑk	tschisak	tshisak	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينتهز فرصة
يقتنص مناسبة
يبتعد
ينقطع عن"		ϭⲓⲥⲁⲕ	
ϭⲓⲥⲁⲛⲓⲥ	ϭιςανις	tshisɑnis	tschisanis	tshisanis	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشك
يرتاب
يظن
يخمن
يتوسوس
يتوهم"		ϭⲓⲥⲁⲛⲓⲥ	
ϭⲓⲥⲁⲛⲓⲥ	ϭιςανις	tshisɑnis	tschisanis	tshisanis	اسم	مذكر	"شك
ارتياب
ظن
توسوس
توهم
تعثر"		ϭⲓⲥⲁⲛⲓⲥ (ⲡ)	(ⲡ)
ϭⲓⲥⲁⲣⲝ	ϭιςαρξ	tshisɑrx	tschisarx	tshisarx	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتجسد
يأخذ جسدا
يتجسم"		ϭⲓⲥⲁⲣⲝ	
ϭⲓⲥⲁϩⲟὶ	ϭιςαϩοὶ	tshisɑhοiː	tschisahoi	tshisahoì	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلعن
يتلقى لعنة
ينال شتيمة"		ϭⲓⲥⲁϩⲟὶ	
ϭⲓⲥⲁϫⲓ	ϭιςαϫι	tshisɑgi	tschisagi	tshisagi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقبل كلاما
يأخذ وعدا"		ϭⲓⲥⲁϫⲓ	
ϭⲓ`ⲥⲃⲱ	ϭι`ςβω	tshiesvoː	tschi`sbw	tshiesvō	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتعلم
يتأدب
يتثقف
يتفقه
يتتلمذ
ينال معرفة
يدرس
يفهم
يدرك
يستوعب
يلم ب"		ϭⲓ`ⲥⲃⲱ	
ϭⲓⲥⲉⲛϯ ὲⲃⲟⲗ	ϭιςενϯ ὲβολ	tshisenti èvοl	tschisenti `ebol	tshisenti èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يتأسس		ϭⲓⲥⲉⲛϯ ὲⲃⲟⲗ	
ϭⲓⲥⲉⲩ	ϭιςευ	tshisev	tschiseu	tshisev	اسم	جمع	"سادة
أرباب
موالي"		ϭⲓⲥⲉⲩ (ⲛ)	(ⲛ)
ϭⲓⲥⲏⲟⲩ	ϭιςηου	tshisjoː	tschisyou	tshisïü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينتهز فرصة
يأخذ فرصة"		ϭⲓⲥⲏⲟⲩ	
ϭⲁⲥⲓ	ϭαςι	tshɑsi	tschasi	tshasi	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يرتفع
يعلو
يسمو
يرتقي
ينمو
يزداد حجما
يكبر
يترعرع
ينتفخ
يشمخ
يستكبر
يطمو ، مياه
يرفع
يعظم
يفخم
يبجل
يعلي
يرقي"		ϭⲁⲥⲓ	
ϭⲉⲥⲓ	ϭεςι	tshesi	tschesi	tshesi	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يرتفع
يعلو
يسمو
يرتقي
ينمو
يزداد حجما
يكبر
يترعرع
ينتفخ
يشمخ
يستكبر
يطمو ، مياه
يرفع
يعظم
يفخم
يبجل
يعلي
يرقي"		ϭⲉⲥⲓ	
ϭⲁⲥⲓ	ϭαςι	tshɑsi	tschasi	tshasi	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يرتفع
يعلو
يسمو
يرتقي
ينمو
يزداد حجما
يكبر
يترعرع
ينتفخ
يشمخ
يستكبر
يطمو ، مياه
يرفع
يعظم
يفخم
يبجل
يعلي
يرقي"		ϭⲁⲥⲓ	
ϭⲓⲥⲓ	ϭιςι	tshisi	tschisi	tshisi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرتفع
يعلو
يسمو
يرتقي
ينمو
يزداد حجما
يكبر
يترعرع
ينتفخ
يشمخ
يستكبر
يطمو ، مياه
يرفع
يعظم
يفخم
يبجل
يعلي
يرقي"		ϭⲓⲥⲓ	
ϭⲓⲥⲓ	ϭιςι	tshisi	tschisi	tshisi	اسم	مذكر	"علا
علو
ارتفاع
رفعة
سمو
تفوق
رقي
قمة
ذروة
أوج
تكبر
زهو
تعظم
قامة
قلعة
استحكام
مكان مرتفع
مرتفع
رأس ، أرض داخلة في البحر"		ϭⲓⲥⲓ (ⲡ)	(ⲡ)
ϭⲓⲥⲓ	ϭιςι	tshisi	tschisi	tshisi	اسم	مؤنث	"ظهر
العمود الفقري
سلسلة الظهر"		ϭⲓⲥⲓ (ⲧ)	(ⲧ)
ϭⲓⲥⲓⲕⲟⲛ	ϭιςικον	tshisikοn	tschisikon	tshisikon	صفة		"علوي
مرتفع
سامي
راقي"		ϭⲓⲥⲓⲕⲟⲛ (adj.)	(adj.)
ϭⲓⲥⲓ`ⲛϩⲏⲧ	ϭιςι`νϩητ	tshisienhiːt	tschisi`nhyt	tshisienhït	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتكبر
يستكبر
يتعظم
يفتخر
يتكابر
ينتفخ
يعتز
يتباهى
يختال بنفسه
يتصلف"		ϭⲓⲥⲓ`ⲛϩⲏⲧ	
ϭⲓⲥⲓ`ⲛϩⲏⲧ	ϭιςι`νϩητ	tshisienhiːt	tschisi`nhyt	tshisienhït	اسم	مذكر	"تكبر
استكبار
تعظم
كبرياء
زهو
غرور"		ϭⲓⲥⲓ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
ϭⲓⲥⲓ`ⲥⲙⲟⲩ	ϭιςι`ςμου	tshisiesmoː	tschisi`smou	tshisiesmü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتردد
يزدحم
يحتشد
يتجمع
يعج
يحتفل
يعيد"		ϭⲓⲥⲓ`ⲥⲙⲟⲩ	
ϭⲓⲥⲕⲉⲛϩⲟ	ϭιςκενϩο	tshiskenhο	tschiskenho	tshiskenho	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسر
يرضي
يعجب
يستحسن
يجمل منظره"		ϭⲓⲥⲕⲉⲛϩⲟ	
ϭⲓⲥⲕⲉⲛϩⲟ	ϭιςκενϩο	tshiskenhο	tschiskenho	tshiskenho	اسم	مذكر	"نفاق
مداهنة
رياء"		ϭⲓⲥⲕⲉⲛϩⲟ (ⲡ)	(ⲡ)
ϭⲓ`ⲥⲙⲏ	ϭι`ςμη	tshiesmiː	tschi`smy	tshiesmï	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينصت
يصغي
يستمع إلى
يرهف
يأخذ أخبارا
يستقي خبرا"		ϭⲓ`ⲥⲙⲏ	
ϭⲓ`ⲥⲙⲏ	ϭι`ςμη	tshiesmiː	tschi`smy	tshiesmï	اسم	مذكر	"إصغاء
إنصات
استماع"		ϭⲓ`ⲥⲙⲏ (ⲡ)	(ⲡ)
ϭⲓ`ⲥⲙⲏ `ⲛⲥⲁ	ϭι`ςμη `νςα	tshiesmiː ensɑ	tschi`smy `nsa	tshiesmï ensa	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يطيع
يجيب لقول"		ϭⲓ`ⲥⲙⲏ `ⲛⲥⲁ	
ϭⲓ`ⲥⲙⲟⲧ	ϭι`ςμοτ	tshiesmοt	tschi`smot	tshiesmot	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتسم
يأخذ صورة
يناظر
يماثل
يقلد
يشابه"		ϭⲓ`ⲥⲙⲟⲧ	
ϭⲓ`ⲥⲙⲟⲩ	ϭι`ςμου	tshiesmoː	tschi`smou	tshiesmü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتبارك
ينال بركة
يتطوب
يتناول من الاسرار"		ϭⲓ`ⲥⲙⲟⲩ	
ϭⲓ`ⲥⲛⲟϥ	ϭι`ςνοϥ	tshiesnοf	tschi`snof	tshiesnof	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ دما
يستنزف
يتلطخ بالدم"		ϭⲓ`ⲥⲛⲟϥ	
ϭⲓⲥⲟⲃϯ	ϭιςοβϯ	tshisοbti	tschisobti	tshisobti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يستعد
يتجهز"		ϭⲓⲥⲟⲃϯ	
ϭⲓⲥⲟⲗⲥⲉⲗ	ϭιςολςελ	tshisοlsel	tschisolsel	tshisolsel	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتعزى
يتسلى
يتشجع"		ϭⲓⲥⲟⲗⲥⲉⲗ	
ϭⲓⲥⲟϩⲓ	ϭιςοϩι	tshisοhi	tschisohi	tshisohi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتوبخ
يعاقب"		ϭⲓⲥⲟϩⲓ	
ϭⲓⲥⲟϭⲛⲓ	ϭιςοϭνι	tshisοtshni	tschisotschni	tshisotshni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ مشورة
يستشير
يتشاور
يأخذ برأي
يعتبر
يتأمل
يتبصر
يراعي"		ϭⲓⲥⲟϭⲛⲓ	
ϭⲓⲥⲱⲟⲩⲛ	ϭιςωουν	tshisoːn	tschiswoun	tshisōün	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينال معرفة
يحيط علما"		ϭⲓⲥⲱⲟⲩⲛ	
ϭⲓⲥⲱϯ	ϭιςωϯ	tshisoːti	tschiswti	tshisōti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ فدية
ينال خلاصا"		ϭⲓⲥⲱϯ	
ϭⲓ`ⲥϧⲁⲓ	ϭι`ςϧαι	tshieskʰɑi	tschi`skhai	tshieskhai	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يتسلم رسالة		ϭⲓ`ⲥϧⲁⲓ	
ϭⲓ`ⲥϩⲓⲙⲓ	ϭι`ςϩιμι	tshieshimi	tschi`shimi	tshieshimi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتزوج
يأخذ إمرأة
يصير زوجا
يتخذ قرينة له"		ϭⲓ`ⲥϩⲓⲙⲓ	
ϭⲓ	ϭι	tshi	tschi	tshi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ
ينال
يحوز
يتسلم"		ϭⲓ	
ϭⲓⲧ	ϭιτ	tshit	tschit	tshit	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ
ينال
يحوز
يتسلم"		ϭⲓⲧ	
ϭⲓⲧⲁⲓⲟ	ϭιταιο	tshitɑiο	tschitaio	tshitaio	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينال كرامة
يتكرم
يتشرف
يفتخر
يقبل هدية"		ϭⲓⲧⲁⲓⲟ	
