Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲗⲁⲕⲁⲛⲏ	λακανη	lɑkɑniː	lakany	lakanï	اسم	مؤنث	"لقان
حوض
قصعة
طشت
صحن
قصرية
مقصورة"	يوناني	ⲗⲁⲕⲁⲛⲏ (ⲧ)	(ⲧ)
ⲗⲁⲕⲏⲛⲏ	λακηνη	lɑkiːniː	lakyny	lakïnï	اسم	مؤنث	"لقان
حوض
قصعة
طشت
صحن
قصرية
مقصورة"	يوناني	ⲗⲁⲕⲏⲛⲏ (ⲧ)	(ⲧ)
ⲗⲁⲕⲕⲟⲥ	λακκος	lɑkkos	lakkos	lakkos	اسم	مذكر	"بركة
خزان
صهريج
مستودع
جب
عرين
وكر
تجويف
حفرة لصيد الوحوش"	يوناني	ⲗⲁⲕⲕⲟⲥ (ⲡ)	(ⲡ)
ⲗⲁⲭⲙⲏ	λαχμη	lɑkmiː	laqmy	lakmï	اسم	مؤنث	"لقمة
كسرة
قطعة
فتفوتة"		ⲗⲁⲭⲙⲏ (ⲧ)	(ⲧ)
ⲗⲁⲕⲙⲏ	λακμη	lɑkmiː	lakmy	lakmï	اسم	مؤنث	"لقمة
كسرة
قطعة
فتفوتة"		ⲗⲁⲕⲙⲏ (ⲧ)	(ⲧ)
ⲗⲁⲕⲟⲛⲑⲉ	λακονθε	lɑkontʰe	lakonthe	lakonthe	اسم	مؤنث	"باذلاء
بسلة
نوع من الحمص"		ⲗⲁⲕⲟⲛⲑⲉ (ⲧ)	(ⲧ)
ⲗⲁⲕⲟⲛϫⲓ	λακονϫι	lɑkongi	lakongi	lakongi	اسم	مذكر	"نسيج
سداة
لحام ، في النسيج"		ⲗⲁⲕⲟⲛϫⲓ (ⲡ)	(ⲡ)
ⲗⲁⲕⲥⲓ	λακςι	lɑksi	laksi	laksi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقفز
يوثب
يثب
يتنطط"		ⲗⲁⲕⲥⲓ	
ⲗⲁⲕⲱⲛ	λακων	lɑkoːn	lakwn	lakōn	اسم	جمع	"أواني
أوعية"		ⲗⲁⲕⲱⲛ (ⲛ)	(ⲛ)
ⲗⲁⲕϩ	λακϩ	lɑk-h	lakh	lak-h	اسم	مذكر	"زاوية
ركن
طرف
ناصية
تاج
قمة
رأس
ارتفاع
علو
زاوية ، من معدات البناء
كسرة
قطعة
لقمة
زلابية
لقمة القاضي
عجين مقلي"		ⲗⲁⲕϩ (ⲡ)	(ⲡ)
ⲗⲁⲗⲉ	λαλε	lɑle	lale	lale	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يطلي
يدهن
يغشي
يلطخ"		ⲗⲁⲗⲉ	
ⲗⲁⲗⲏⲟⲩⲧ	λαληουτ	lɑliːoːt	lalyout	lalïüt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"مدهون
مطلي
موشي
مغشى"		ⲗⲁⲗⲏⲟⲩⲧ	
ⲗⲉⲗⲓ	λελι	leli	leli	leli	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يغني
يفرح
يرنم
يبتهل
يرتل"		ⲗⲉⲗⲓ	
