Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϭⲉⲡⲧⲉⲃⲧ	ϭεπτεβτ	tsheptebt	tscheptebt	tsheptebt	اسم	مذكر	صياد سمك		ϭⲉⲡⲧⲉⲃⲧ (ⲡ)	(ⲡ)
ϭⲉⲡϩⲟϥ	ϭεπϩοϥ	tshephοf	tschephof	tshephof	اسم	مذكر	"قناص ثعابين
صياد حيات
حاوي
ساحر"		ϭⲉⲡϩⲟϥ (ⲡ)	(ⲡ)
ϭⲉⲡϫⲱⲣⲓ	ϭεπϫωρι	tshepgoːri	tschepgwri	tshepgōri	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقوى
يتجبر
يتقوى
يتجلد
يزداد قوة
يتعزز
يظلم
يستبد
يفتري
يكره
يجبر
يلزم
يرغم
يضايق
يتقسى"		ϭⲉⲡϫⲱⲣⲓ	
ϣⲉⲡϫⲱⲣⲓ	ϣεπϫωρι	shepgoːri	shepgwri	shepgōri	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقوى
يتجبر
يتقوى
يتجلد
يزداد قوة
يتعزز
يظلم
يستبد
يفتري
يكره
يجبر
يلزم
يرغم
يضايق
يتقسى"		ϣⲉⲡϫⲱⲣⲓ	
ϭⲉⲣⲏⲟⲩⲧ	ϭερηουτ	tsherjoːt	tscheryout	tsherïüt	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"مشتعل
متوقد
مضطرم
متوهج"		ϭⲉⲣⲏⲟⲩⲧ	
ϭⲉⲣⲟ	ϭερο	tsherο	tschero	tshero	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يشتعل
يتقد
يضطرم
يتأجج
يلتهب
يتوهج
يشعل
يوقد
يضرم
يلهب
يولع
يشعلل
يحرض
يغري
يغوي
يحث
يستفز
يثير"		ϭⲉⲣⲟ	
ϭⲉⲣⲉ	ϭερε	tshere	tschere	tshere	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يشتعل
يتقد
يضطرم
يتأجج
يلتهب
يتوهج
يشعل
يوقد
يضرم
يلهب
يولع
يشعلل
يحرض
يغري
يغوي
يحث
يستفز
يثير"		ϭⲉⲣⲉ	
ϭⲉⲣⲟ	ϭερο	tsherο	tschero	tshero	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يشتعل
يتقد
يضطرم
يتأجج
يلتهب
يتوهج
يشعل
يوقد
يضرم
يلهب
يولع
يشعلل
يحرض
يغري
يغوي
يحث
يستفز
يثير"		ϭⲉⲣⲟ	
ϫⲉⲣⲟ	ϫερο	gerο	gero	gero	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقول ل
يوجه الحديث ل"		ϫⲉⲣⲟ	
ϭⲉⲣⲟ	ϭερο	tsherο	tschero	tshero	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقول ل
يوجه الحديث ل"		ϭⲉⲣⲟ	
ϭⲉⲣⲡ	ϭερπ	tsherp	tscherp	tsherp	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يكشف
يجرد
يظهر
يعلن"		ϭⲉⲣⲡ	
ϭⲉⲣⲱⲃ	ϭερωβ	tsheroːb	tscherwb	tsherōb	اسم	مذكر	"شومة
عصا
عكاز
نبوت
قضيب"		ϭⲉⲣⲱⲃ (ⲡ)	(ⲡ)
ϭⲉⲥ	ϭες	tshes	tsches	tshes	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يرفع
يعلي"		ϭⲉⲥ	
ϭⲉⲥ	ϭες	tshes	tsches	tshes	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يكوم
يكدس"		ϭⲉⲥ	
ϭⲉⲧⲡ	ϭετπ	tshetp	tschetp	tshetp	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يهزم
يقهر
يرهق"		ϭⲉⲧⲡ	
ϭⲉⲧϭⲉⲧ	ϭετϭετ	tshettshet	tschettschet	tshettshet	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يضرب
يحطم
يهشم"		ϭⲉⲧϭⲉⲧ	
ϭⲉⲧϭⲱⲧ	ϭετϭωτ	tshettshoːt	tschettschwt	tshettshōt	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يضرب
يحطم
يهشم"		ϭⲉⲧϭⲱⲧ	
ϭⲉⲧϭⲱⲧ	ϭετϭωτ	tshettshoːt	tschettschwt	tshettshōt	فعل	صيغة وصفية – حال	"محطم
مهشم"		ϭⲉⲧϭⲱⲧ	
ϭⲉϩ	ϭεϩ	tsheh	tscheh	tsheh	فعل	صيغة وصفية – حال	"مدهون
مطلي
مبيض
مشيد"		ϭⲉϩ	
ϭⲉϩ	ϭεϩ	tsheh	tscheh	tsheh	فعل	صيغة وصفية – حال	"ممجد
معظم
مبجل
مفخم
فائق الوصف
ليس له مثيل
مكرم
مجيد"		ϭⲉϩ	
ϭⲉϫ	ϭεϫ	tsheg	tscheg	tsheg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يصبغ
يلون
يلطخ"		ϭⲉϫ	
ϭⲏ	ϭη	tshiː	tschy	tshï	اسم	مذكر	"سفرجل
نوع من الفاكهة"		ϭⲏ (ⲡ)	(ⲡ)
ϭⲏⲛⲓ	ϭηνι	tshiːni	tschyni	tshïni	اسم	مذكر	"عصا
عكاز
قضيب
نبوت
هراوة
شومة"		ϭⲏⲛⲓ (ⲡ)	(ⲡ)
ϭⲏⲟⲩ	ϭηου	tshjoː	tschyou	tshïü	فعل	صيغة وصفية – حال	"مأخوذ
ممسوك"		ϭⲏⲟⲩ	
ϭⲏⲟⲩ	ϭηου	tshjoː	tschyou	tshïü	اسم	مذكر	"كزبرة
نوع من النباتات"		ϭⲏⲟⲩ (ⲡ)	(ⲡ)
ϭⲏⲟⲩ ⲛⲉⲙ	ϭηου νεμ	tshjoː nem	tschyou nem	tshïü nem	فعل	صيغة وصفية – حال	"ملتصق ب
ملازم ل"		ϭⲏⲟⲩ ⲛⲉⲙ	
ϭⲏⲟⲩⲧ	ϭηουτ	tshjoːt	tschyout	tshïüt	فعل	صيغة وصفية – حال	"مغروس
مزروع
مبذور"		ϭⲏⲟⲩⲧ	
ϭⲏⲡ	ϭηπ	tshiːp	tschyp	tshïp	فعل	صيغة وصفية – حال	"مقبوض عليه
ممسوك"		ϭⲏⲡ	
ϭⲏⲡⲓ	ϭηπι	tshiːpi	tschypi	tshïpi	اسم	مؤنث	"سحابة
غمامة
غيمة"		ϭⲏⲡⲓ (ⲧ)	(ⲧ)
ϭⲏⲥ	ϭης	tshiːs	tschys	tshïs	فعل	صيغة وصفية – حال	"جامد
متجمد
صلب
متجبن
معبأ
مكوم
مكدس
مكون"		ϭⲏⲥ	
ϭⲏϣⲉ	ϭηϣε	tshiːshe	tschyshe	tshïshe	اسم	مذكر	"كركي
كروان
طائر الكروان"		ϭⲏϣⲉ (ⲡ)	(ⲡ)
ϭⲏϫ	ϭηϫ	tshiːg	tschyg	tshïg	فعل	صيغة وصفية – حال	"مصبوغ
ملطخ
ملون"		ϭⲏϫ	
ϭⲏϫⲓ	ϭηϫι	tshiːgi	tschygi	tshïgi	صفة	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"أرجواني
بوفيري
أسمانجوني"		ϭⲏϫⲓ	
ϭⲏϫⲓ	ϭηϫι	tshiːgi	tschygi	tshïgi	اسم	مذكر	"أرجوان
بورفير
أسمانجوني"		ϭⲏϫⲓ (ⲡ)	(ⲡ)
ϭⲓⲧ	ϭιτ	tshit	tschit	tshit	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يأخذ
ينال
يحوز
يتسلم
يلتقي
يحصل على
يستلم
يتناول
يقبل
يتخذ
يبلغ
يدرك
يحتوى
يتضمن
يزود ب
يحفظ ، يتعلم عن ظهر قلب"		ϭⲓⲧ	
ϭⲓ	ϭι	tshi	tschi	tshi	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يأخذ
ينال
يحوز
يتسلم
يلتقي
يحصل على
يستلم
يتناول
يقبل
يتخذ
يبلغ
يدرك
يحتوى
يتضمن
يزود ب
يحفظ ، يتعلم عن ظهر قلب"		ϭⲓ	
ϭⲓ	ϭι	tshi	tschi	tshi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ
ينال
يحوز
يتسلم
يلتقي
يحصل على
يستلم
يتناول
يقبل
يتخذ
يبلغ
يدرك
يحتوى
يتضمن
يزود ب
يحفظ ، يتعلم عن ظهر قلب"		ϭⲓ	
ϭⲓ	ϭι	tshi	tschi	tshi	اسم	مذكر	"أخذ
إحضار
إمداد"		ϭⲓ (ⲡ)	(ⲡ)
ϭⲓ	ϭι	tshi	tschi	tshi	اسم	مذكر	"ثدي
نهد
صدر
حلمة الثدي"		ϭⲓ (ⲡ)	(ⲡ)
