Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϩⲓⲣⲏⲛⲏⲕⲟⲥ	ϩιρηνηκος	hiriːniːkοs	hirynykos	hirïnïkos	صفة		"مسالم
سلمي
هاديء
محب للسلام"		ϩⲓⲣⲏⲛⲏⲕⲟⲥ (adj.)	(adj.)
ϩⲓⲥⲁϩϯ	ϩιςαϩϯ	hisɑhti	hisahti	hisahti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يوقد
يشعل
يضرم
يحرق
يشتعل"		ϩⲓⲥⲁϩϯ	
ϩⲓⲥⲁϯ	ϩιςαϯ	hisɑti	hisati	hisati	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يطعن بالرمح
يرشق سهما
يهجم
ينقض على"		ϩⲓⲥⲁϯ	
ϩⲓⲥⲉⲛϯ	ϩιςενϯ	hisenti	hisenti	hisenti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"أسس
يشيد
يضع قاعدة
ينشيء
يضع أساس"		ϩⲓⲥⲉⲛϯ	
ϩⲓⲥⲓ	ϩιςι	hisi	hisi	hisi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يغزل
يفتل
يبرم
يضفر"		ϩⲓⲥⲓ	
ϩⲓⲥⲕⲉⲛ	ϩιςκεν	hisken	hisken	hisken	ظرف		"عند الشاطيء
على الساحل
بجانب
بجوار"		ϩⲓⲥⲕⲉⲛ (adv.)	(adv.)
ϩⲓⲥⲟⲑⲛⲉϥ	ϩιςοθνεϥ	hisοtʰnef	hisothnef	hisothnef	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينشب
ينقض
يطعن"		ϩⲓⲥⲟⲑⲛⲉϥ	
ϩⲓⲥⲟⲥ	ϩιςος	hisοs	hisos	hisos	صفة		"مساو ل
متفق مع
معادل
مثل"	يوناني	ϩⲓⲥⲟⲥ (adj.)	(adj.)
ϩⲓ`ⲥⲧⲁⲩⲣⲟⲥ ὲ	ϩι`ςταυρος ὲ	hiestɑvrοs è	hi`stauros `e	hiestavros è	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرشم الصليب
يرسم علامة الصليب"	يوناني	ϩⲓ`ⲥⲧⲁⲩⲣⲟⲥ ὲ	
ϩⲓⲥⲧⲟⲣⲓⲁ	ϩιςτορια	histοriɑ	historia	historia	اسم	مؤنث	"تاريخ
أحداث ماضية"	يوناني	ϩⲓⲥⲧⲟⲣⲓⲁ (ⲧ)	(ⲧ)
ϩⲓⲥⲧⲟⲣⲓⲟⲅⲣⲁⲫⲟⲥ	ϩιςτοριογραφος	histοriογrɑpʰοs	historiojraphos	historiojraphos	اسم	مذكر	"مؤرخ
مسرد تاريخ
مسرد أحداث ماضية
راوي
قصاص"	يوناني	ϩⲓⲥⲧⲟⲣⲓⲟⲅⲣⲁⲫⲟⲥ (ⲡ)	(ⲡ)
ϩⲓ`ⲥⲫⲏⲓϯ	ϩι`ςφηιϯ	hiespʰiːiti	hi`sphyiti	hiesphïiti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرغي
يزبد
يهطل
يريم
يخرج ريم
يريل"		ϩⲓ`ⲥⲫⲏⲓϯ	
ϩⲓⲧ	ϩιτ	hit	hit	hit	اسم	مذكر	"حفرة
هوة"		ϩⲓⲧ (ⲡ)	(ⲡ)
ϩⲓⲧ	ϩιτ	hit	hit	hit	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلقي
يرمي
يطرح
يضع
يخر"		ϩⲓⲧ	
ϩⲓⲧ	ϩιτ	hit	hit	hit	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يفرك
يدعك
يهرس
يسلخ"		ϩⲓⲧ	
ϩⲓⲧⲉⲃⲥ	ϩιτεβς	hitebs	hitebs	hitebs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يختم
يبصم
يبرم
يغلق بالختم
يقر"		ϩⲓⲧⲉⲃⲥ	
ϩⲓⲧⲉⲛ	ϩιτεν	hiten	hiten	hiten	adv.		"بعد
خلال
من قبل
بين
فيما بين"		ϩⲓⲧⲉⲛ (adv.)	(adv.)
ϩⲓⲧⲉⲛ	ϩιτεν	hiten	hiten	hiten	حرف جر		"ب
بواسطة
عن طريق
عن يد
من لدن"		ϩⲓⲧⲉⲛ	
ϩⲓⲧⲟⲧ	ϩιτοτ	hitοt	hitot	hitot	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشرع
يبدأ
يعمل
يبادر
يبتدأ
يهم بعمل
يدبر
يحاول
يمسك ب
يقبض على
يستولى على
يستحوذ على
يشغل مكانا
يحتوي على
يشمل
يحوي"		ϩⲓⲧⲟⲧ	
ϩⲓ`ⲧϩⲏ	ϩι`τϩη	hiethiː	hi`thy	hiethï	adv.		"أمام
قدام
في مقدمة
فيما يلي
بعد ذلك
فيما بعد
بعدئذ"		ϩⲓ`ⲧϩⲏ (adv.)	(adv.)
