Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲁⲙⲙⲁ	αμμα	ɑmmɑ	amma	amma	اسم	مؤنث	"أما
أم
والدة
رئيسة راهبات
أم راهبات"	أرامي	ⲁⲙⲙⲁ (ⲧ)	(ⲧ)
ⲁⲙⲙⲟⲛⲓⲁⲕⲟⲛ	αμμονιακον	ɑmmoniɑkon	ammoniakon	ammoniakon	اسم	مذكر	"نبات الكلخ
Ferula
نشادر
Ammonium chloride"		ⲁⲙⲙⲟⲛⲓⲁⲕⲟⲛ (ⲡ)	(ⲡ)
ⲁⲙⲙⲟⲛⲓⲁⲕⲟⲥ	αμμονιακος	ɑmmoniɑkos	ammoniakos	ammoniakos	اسم	مذكر	"نبات الكلخ
Ferula
نشادر
Ammonium chloride"		ⲁⲙⲙⲟⲛⲓⲁⲕⲟⲥ (ⲡ)	(ⲡ)
ⲁⲙⲛⲁ	αμνα	ɑmnɑ	amna	amna	اسم		"منا ، مكيال 29 أوقية
نوع من العملة في اليونان"	يوناني	ⲁⲙⲛⲁ	
ⲁⲙⲛⲏ	αμνη	ɑmniː	amny	amnï	اسم	مؤنث	"مكنسة
مجرفة
مقشة
ممسحة"		ⲁⲙⲛⲏ (ⲧ)	(ⲧ)
ⲁⲙⲛⲟⲥ	αμνος	ɑmnos	amnos	amnos	اسم	مذكر	"حمل
خروف صغير"	يوناني	ⲁⲙⲛⲟⲥ (ⲡ)	(ⲡ)
ⲁⲙⲟⲓ	αμοι	ɑmoi	amoi	amoi	أداة		ياليت ، أداة تمني		ⲁⲙⲟⲓ	
ⲁⲙⲟⲗⲩⲛⲧⲟⲛ	αμολυντον	ɑmolinton	amolunton	amolunton	صفة		"غير دنس
غير نجس
نقي
طاهر"	يوناني	ⲁⲙⲟⲗⲩⲛⲧⲟⲛ (adj.)	(adj.)
ⲁⲙⲟⲗⲩⲛⲧⲟⲥ	αμολυντος	ɑmolintos	amoluntos	amoluntos	صفة		"غير دنس
غير نجس
نقي
طاهر"	يوناني	ⲁⲙⲟⲗⲩⲛⲧⲟⲥ (adj.)	(adj.)
ⲁⲙⲟⲛⲓ	αμονι	ɑmoni	amoni	amoni	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يمسك
يقبض على
يلزم
يتمسك ب
يلتزم ب
يكتف
يعتري
يصيب
يمسك عن
يمنع
يستولى على
يستحوز على
يأسر
يحصر
يحجز
يحتجز
يضبط
يقمع
يمسك غصبا"		ⲁⲙⲟⲛⲓ	
