Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϫⲁϫⲉⲃ	ϫαϫεβ	gɑgeb	gageb	gageb	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يضعف
ينقص
يصغر
يقل شأنه
يهزل
يضعف
ينقص
يخضع
يذل
يقصر
يقلل
يشجب"		ϫⲁϫⲉⲃ	
ϫⲱϫⲉⲃ	ϫωϫεβ	goːgeb	gwgeb	gōgeb	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يضعف
ينقص
يصغر
يقل شأنه
يهزل
يضعف
ينقص
يخضع
يذل
يقصر
يقلل
يشجب"		ϫⲱϫⲉⲃ	
ϫⲱϫⲉⲃ	ϫωϫεβ	goːgeb	gwgeb	gōgeb	صفة		"صغير
قليل
يسير
زهيد
ضئيل
ضعيف"		ϫⲱϫⲉⲃ (adj.)	(adj.)
ϫⲱϫⲉⲃ	ϫωϫεβ	goːgeb	gwgeb	gōgeb	اسم	مذكر	"دناءة
حقارة
قلة شأن
نقص
نقيصة
ضعف
قصر
عجز
قلة
صغر"		ϫⲱϫⲉⲃ (ⲡ)	(ⲡ)
ϫⲟϫ	ϫοϫ	gog	gog	gog	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقطع
يبتر
يشطر
يستأصل
يقصف
يكف
ينقطع
يتلاشى
يحفر
ينقب
يعمق"		ϫⲟϫ	
ϫⲉϫ	ϫεϫ	geg	geg	geg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يقطع
يبتر
يشطر
يستأصل
يقصف
يكف
ينقطع
يتلاشى
يحفر
ينقب
يعمق"		ϫⲉϫ	
ϫⲱϫⲓ	ϫωϫι	goːgi	gwgi	gōgi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقطع
يبتر
يشطر
يستأصل
يقصف
يكف
ينقطع
يتلاشى
يحفر
ينقب
يعمق"		ϫⲱϫⲓ	
ϫⲱϫⲓ	ϫωϫι	goːgi	gwgi	gōgi	اسم	مذكر	"قطع
قطيعة
قضاء على"		ϫⲱϫⲓ (ⲡ)	(ⲡ)
ϫⲱϫⲱ	ϫωϫω	goːgoː	gwgw	gōgō	اسم	مذكر	طاجن		ϫⲱϫⲱ (ⲡ)	(ⲡ)
										
ϭ, ϭ (ϭⲏⲙⲁ)	ϭ, ϭ (ϭημα)	tsh, tsh (tshiːmɑ)	tsch, tsch (tschyma)	tsh, tsh (tshïma)	حرف		الحرف الحادي والثلاثون من الأبجدية القبطية		ϭ, ϭ (ϭⲏⲙⲁ)	
ϭⲁⲃⲱⲧ	ϭαβωτ	tshɑvoːt	tschabwt	tshavōt	اسم	مذكر	أداة أو مادة لتنظيف الخراف		ϭⲁⲃⲱⲧ (ⲡ)	(ⲡ)
ϭⲁⲓ	ϭαι	tshɑi	tschai	tshai	اسم	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"أخذ
نائل
حاصل على"		ϭⲁⲓ	
ϭⲁⲓⲃⲉⲭⲉ	ϭαιβεχε	tshɑiveke	tschaiveqe	tshaiveqe	اسم	مذكر	"أجير
مأجور
أخذ أجرة
خادم
شغال
عامل"		ϭⲁⲓⲃⲉⲭⲉ (ⲡ)	(ⲡ)
ϭⲁⲓⲙⲗⲁϧ	ϭαιμλαϧ	tshɑimlɑkʰ	tschaimlakh	tshaimlakh	اسم	مذكر	"محارب
منازع
مخاصم
مشاكس"		ϭⲁⲓⲙⲗⲁϧ (ⲡ)	(ⲡ)
ϭⲁⲓⲟⲥϧ	ϭαιοςϧ	tshɑiοskʰ	tschaioskh	tshaioskh	اسم	مذكر	"حامل المنجل
حاصد
حصاد
جامع الحصاد"		ϭⲁⲓⲟⲥϧ (ⲡ)	(ⲡ)
ϭⲁⲓⲣⲓ	ϭαιρι	tshɑiri	tschairi	tshairi	اسم	مؤنث	"طل
ندى
رذاذ
مطر خفيف"		ϭⲁⲓⲣⲓ (ⲧ)	(ⲧ)
ϭⲁⲕ	ϭακ	tshɑk	tschak	tshak	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يرفرف
يخفق بجناحه
يصفق بيديه"		ϭⲁⲕ	
ϭⲁⲕ	ϭακ	tshɑk	tschak	tshak	اسم	مذكر	"تصفيق
رفرفة بالأجنحة
حفيف الأشجار
باطن اليد
باطن الكف"		ϭⲁⲕ (ⲡ)	(ⲡ)
ϭⲁⲗⲁⲩϫ	ϭαλαυϫ	tshɑlɑːg	tschalaug	tshalavg	اسم	جمع	"أرجل
أقدام"		ϭⲁⲗⲁⲩϫ (ⲛ)	(ⲛ)
ϣⲁⲗⲉ	ϣαλε	shɑle	shale	shale	اسم	مذكر	"أعرج
كسيح
مقعدة
عاجز"		ϣⲁⲗⲉ (ⲡ)	(ⲡ)
ϭⲁⲗⲉ	ϭαλε	tshɑle	tschale	tshale	اسم	مذكر	"أعرج
كسيح
مقعدة
عاجز"		ϭⲁⲗⲉ (ⲡ)	(ⲡ)
ϭⲁⲗⲱ	ϭαλω	tshɑloː	tschalw	tshalō	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يدعو
يعزم
يستضيف
يودع
يستودع"		ϭⲁⲗⲱ	
