Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϫⲱⲕⲓ	ϫωκι	goːki	gwki	gōki	فعل		"يكسر
يحطم
يقطع
يقتطع
يدق
يطرق"		ϫⲱⲕⲓ (v.)	(v.)
ϫⲟⲕϩ	ϫοκϩ	gokh	gokh	gokh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يغز
يشك
ينغز
يلدغ
ينخس
يعض"		ϫⲟⲕϩ	
ϫⲉⲕϩ	ϫεκϩ	gekh	gekh	gekh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يغز
يشك
ينغز
يلدغ
ينخس
يعض"		ϫⲉⲕϩ	
ϫⲟⲩⲕϩ	ϫουκϩ	goːkh	goukh	gükh	فعل		"يغز
يشك
ينغز
يلدغ
ينخس
يعض"		ϫⲟⲩⲕϩ (v.)	(v.)
ϫⲱⲕϩ	ϫωκϩ	goːkh	gwkh	gōkh	فعل		"يغز
يشك
ينغز
يلدغ
ينخس
يعض"		ϫⲱⲕϩ (v.)	(v.)
ϫⲱⲗ	ϫωλ	goːl	gwl	gōl	اسم	مذكر	"وشاح
عباءة
غطاء
رداء
شهد
عسل
فطيرة
تورتة
قرص
رغيف"		ϫⲱⲗ (ⲡ)	(ⲡ)
ϫⲟⲗ	ϫολ	gol	gol	gol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلتف
ينثني
ينطوي
يتجعد
يتكرمش
يجول
يطوف
يدور
يطوي
يبرم
يلبس
يكفن
/فعل منعكس/
يرتد
يتراجع
يرتد"		ϫⲟⲗ	
ϫⲉⲗ	ϫελ	gel	gel	gel	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يلتف
ينثني
ينطوي
يتجعد
يتكرمش
يجول
يطوف
يدور
يطوي
يبرم
يلبس
يكفن
/فعل منعكس/
يرتد
يتراجع
يرتد"		ϫⲉⲗ	
ϫⲱⲗ	ϫωλ	goːl	gwl	gōl	فعل		"يلتف
ينثني
ينطوي
يتجعد
يتكرمش
يجول
يطوف
يدور
يطوي
يبرم
يلبس
يكفن
/فعل منعكس/
يرتد
يتراجع
يرتد"		ϫⲱⲗ (v.)	(v.)
ϫⲟⲗ (ὲⲃⲟⲗ)	ϫολ (ὲβολ)	gol (èvοl)	gol (`ebol)	gol (èvol)	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"ينكر
يجحد
ينبذ
يغدر ب
يرزل
ينفقض العهد
يرفض
يعترض على
يرتد"		ϫⲟⲗ (ὲⲃⲟⲗ)	
ϫⲉⲗ (ὲⲃⲟⲗ)	ϫελ (ὲβολ)	gel (èvοl)	gel (`ebol)	gel (èvol)	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"ينكر
يجحد
ينبذ
يغدر ب
يرزل
ينفقض العهد
يرفض
يعترض على
يرتد"		ϫⲉⲗ (ὲⲃⲟⲗ)	
ϫⲱⲗ (ὲⲃⲟⲗ)	ϫωλ (ὲβολ)	goːl (èvοl)	gwl (`ebol)	gōl (èvol)	فعل		"ينكر
يجحد
ينبذ
يغدر ب
يرزل
ينفقض العهد
يرفض
يعترض على
يرتد"		ϫⲱⲗ (ὲⲃⲟⲗ) (v.)	(v.)
ϫⲱⲗ ὲⲃⲟⲗ	ϫωλ ὲβολ	goːl èvοl	gwl `ebol	gōl èvol	اسم	مذكر	"انكار
جحود
جحد"		ϫⲱⲗ ὲⲃⲟⲗ (ⲡ)	(ⲡ)
ϫⲱⲗ ὲⲃⲟⲗ	ϫωλ ὲβολ	goːl èvοl	gwl `ebol	gōl èvol	فعل		"يرجع
يرتد
يتراجع
يتنحى
يتقهقر
ينكص
يرد
يرجع
يدور
يطرد
يقيل
يتنكر ل
يرفد
يصرف ، العمال"		ϫⲱⲗ ὲⲃⲟⲗ (v.)	(v.)
ϫⲟⲗ	ϫολ	gol	gol	gol	فعل	فعل منعكس	"يلبس
يتسربل
/فعل متعدي/
يغطي
يلف
يلبس
يطوي
يكفن"		ϫⲟⲗ	
ϫⲉⲗ	ϫελ	gel	gel	gel	فعل	فعل منعكس	"يلبس
يتسربل
/فعل متعدي/
يغطي
يلف
يلبس
يطوي
يكفن"		ϫⲉⲗ	
ϫⲱⲗ	ϫωλ	goːl	gwl	gōl	فعل	فعل منعكس	"يلبس
يتسربل
/فعل متعدي/
يغطي
يلف
يلبس
يطوي
يكفن"		ϫⲱⲗ	
ϫⲟⲗⲕ	ϫολκ	golk	golk	golk	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يغرق
يغطس
يغمر
يجرف
يشمل
يطرح
يغرق
يغطس
ينغمر
يغمر
ينغمس"		ϫⲟⲗⲕ	
ϫⲱⲗⲕ	ϫωλκ	goːlk	gwlk	gōlk	فعل		"يغرق
يغطس
يغمر
يجرف
يشمل
يطرح
يغرق
يغطس
ينغمر
يغمر
ينغمس"		ϫⲱⲗⲕ (v.)	(v.)
ϫⲟⲗϩ	ϫολϩ	golh	golh	golh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلبس
يرتدي
يتسربل
يعغطي
يكسي
ينزح
يغرف الطعام
يقلم الاشجار"		ϫⲟⲗϩ	
ϫⲉⲗϩ	ϫελϩ	gelh	gelh	gelh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يلبس
يرتدي
يتسربل
يعغطي
يكسي
ينزح
يغرف الطعام
يقلم الاشجار"		ϫⲉⲗϩ	
ϫⲱⲗϩ	ϫωλϩ	goːlh	gwlh	gōlh	فعل		"يلبس
يرتدي
يتسربل
يعغطي
يكسي
ينزح
يغرف الطعام
يقلم الاشجار"		ϫⲱⲗϩ (v.)	(v.)
ϫⲱⲗϩ	ϫωλϩ	goːlh	gwlh	gōlh	اسم	مذكر	"غطاء
لباس
كسوة"		ϫⲱⲗϩ (ⲡ)	(ⲡ)
