Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϣⲓⲃⲓ	ϣιβι	shivi	shivi	shivi	اسم	مذكر	"تغيير
تبديل
تحويل"		ϣⲓⲃⲓ (ⲡ)	(ⲡ)
ϣⲉⲃⲧ	ϣεβτ	shebt	shebt	shebt	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يتغير
يتحول
يتبدل
يغير
يحول
يبدل"		ϣⲉⲃⲧ	
ϣⲟⲃⲧ	ϣοβτ	shοbt	shobt	shobt	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يتغير
يتحول
يتبدل
يغير
يحول
يبدل"		ϣⲟⲃⲧ	
ϣⲓⲃϯ	ϣιβϯ	shibti	shibti	shibti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتغير
يتحول
يتبدل
يغير
يحول
يبدل"		ϣⲓⲃϯ	
ϣⲓⲃϯ	ϣιβϯ	shibti	shibti	shibti	اسم	مذكر	"تغيير
تحويل
تبديل
بديل
تبادل
فرق
اختلاف
تحول
تحريف
تمييز
تفضيل"		ϣⲓⲃϯ (ⲡ)	(ⲡ)
ϣⲓὲ	ϣιὲ	shiè	shi`e	shiè	اسم	مذكر	"ثقل
زنة
عيار"		ϣⲓὲ (ⲡ)	(ⲡ)
ϣⲓὴ	ϣιὴ	shieiː	shi`y	shieï	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يطيل		ϣⲓὴ	
ϣⲓὴ	ϣιὴ	shieiː	shi`y	shieï	اسم	مؤنث	"طول
امتداد
تطويل
إطالة
قامة
علو"		ϣⲓὴ (ⲧ)	(ⲧ)
ϣⲓⲕ	ϣικ	shik	shik	shik	اسم	مذكر	"حفرة
نقرة
هوة
عمق
غور
ترعة
مصرف
قناة"		ϣⲓⲕ (ⲡ)	(ⲡ)
ϣⲓⲙⲓ	ϣιμι	shimi	shimi	shimi	اسم	مذكر	"قصبة
ألة تستخدم في تسطيح الأرض"		ϣⲓⲙⲓ (ⲡ)	(ⲡ)
ϣⲓⲙⲓ	ϣιμι	shimi	shimi	shimi	اسم	مؤنث	"مدماك
دشمة
صف من الطوب"		ϣⲓⲙⲓ (ⲧ)	(ⲧ)
ϣⲉⲛ	ϣεν	shen	shen	shen	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يسأل
يستفهم
يستعلم
يستخبر
يسلم على
يحي
يعد
يحصي
يحقق
يثبت
يفحص
يعرف
يعلن
يذيع"		ϣⲉⲛ	
ϣⲉⲛ	ϣεν	shen	shen	shen	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يسأل
يستفهم
يستعلم
يستخبر
يسلم على
يحي
يعد
يحصي
يحقق
يثبت
يفحص
يعرف
يعلن
يذيع"		ϣⲉⲛ	
ϣⲓⲛⲓ	ϣινι	shini	shini	shini	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يسأل
يستفهم
يستعلم
يستخبر
يسلم على
يحي
يعد
يحصي
يحقق
يثبت
يفحص
يعرف
يعلن
يذيع"		ϣⲓⲛⲓ	
ϣⲓⲛⲓ	ϣινι	shini	shini	shini	اسم	مذكر	"سؤال
استفهام
استعلام
تكهن
عرافة
تقدير
قيمة
افتقاد
خبر
نبأ
بلاغ
قرار
صدقة
حسنة"		ϣⲓⲛⲓ (ⲡ)	(ⲡ)
ϣⲓⲛⲓ ὲ	ϣινι ὲ	shini è	shini `e	shini è	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يزور
بسلم على"		ϣⲓⲛⲓ ὲ	
ϣⲓⲛⲓ `ⲛⲥⲁ	ϣινι `νςα	shini ensɑ	shini `nsa	shini ensa	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يبحث		ϣⲓⲛⲓ `ⲛⲥⲁ	
ϣⲓ`ⲛⲣⲁ	ϣι`νρα	shienrɑ	shi`nra	shienra	اسم	مذكر	تصريف الفعل		ϣⲓ`ⲛⲣⲁ (ⲡ)	(ⲡ)
ϣⲓ`ⲛⲣⲏ	ϣι`νρη	shienriː	shi`nry	shienrï	اسم	مذكر	ترمومتر		ϣⲓ`ⲛⲣⲏ (ⲡ)	(ⲡ)
