Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
`ⲥⲗⲓⲫⲓ	`ςλιφι	eslipʰ i	`sliphi	esliphi	اسم	مؤنث	"رئة
فشة
موضع التنفس"		`ⲥⲗⲓⲫⲓ (ⲧ)	(ⲧ)
`ⲥⲗⲓϥⲓ	`ςλιϥι	eslifi	`slifi	eslifi	اسم	مؤنث	"رئة
فشة
موضع التنفس"		`ⲥⲗⲓϥⲓ (ⲧ)	(ⲧ)
`ⲥⲗⲓϫ	`ςλιϫ	eslig	`slig	eslig	اسم		تضريس الاسنان		`ⲥⲗⲓϫ	
`ⲥⲗⲉⲡⲗⲱⲡ	`ςλεπλωπ	esleploːp	`sleplwp	esleplōp	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يمزق
يشطر"		`ⲥⲗⲉⲡⲗⲱⲡ	
`ⲥⲗⲟⲡⲗⲉⲡ	`ςλοπλεπ	esloplep	`sloplep	esloplep	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يمزق
يشطر"		`ⲥⲗⲟⲡⲗⲉⲡ	
`ⲥⲙⲁⲙⲁⲧ	`ςμαματ	esmɑmɑt	`smamat	esmamat	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	مبارك		`ⲥⲙⲁⲙⲁⲧ	
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ	ςμαραγδος	smɑrɑgdos	smarajdos	smaragdos	اسم	مذكر	"زمرد
حجر ثمين"		ⲥⲙⲁⲣⲁⲅⲇⲟⲥ (ⲡ)	(ⲡ)
`ⲥⲙⲁⲣⲱⲟⲩⲧ	`ςμαρωουτ	esmɑroːt	`smarwout	esmarōüt	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	مبارك		`ⲥⲙⲁⲣⲱⲟⲩⲧ	
`ⲥⲙⲁⲩ	`ςμαυ	esmav /esmɑv	`smau	esmav	اسم	مذكر ، جمع	"صدغ
جفن
جفون
أجفان"		`ⲥⲙⲁⲩ (ⲡ/ⲛ)	(ⲡ/ⲛ)
`ⲥⲙⲁϩ	`ςμαϩ	esmɑh	`smah	esmah	اسم	مذكر	عنقود		`ⲥⲙⲁϩ (ⲡ)	(ⲡ)
`ⲥⲙⲉϩ	`ςμεϩ	esmeh	`smeh	esmeh	اسم	مذكر	"عشب
حشيش ، نبات
خضرة"		`ⲥⲙⲉϩ (ⲡ)	(ⲡ)
`ⲥⲙⲏ	`ςμη	esmiː	`smy	esmï	اسم	مؤنث	"صوت
صوت حيوان
صوت شيء
حس
معنى"		`ⲥⲙⲏ (ⲧ)	(ⲧ)
`ⲥⲙⲏ	`ςμη	esmiː	`smy	esmï	اسم	مؤنث	"خبر
صيت
إشاعة
حديث"		`ⲥⲙⲏ (ⲧ)	(ⲧ)
`ⲥⲙⲏ	`ςμη	esmiː	`smy	esmï	صفة		"ذو صيت
شهير
مشهور"		`ⲥⲙⲏ (adj.)	(adj.)
ⲥⲙⲏⲅⲙⲁ	ςμηγμα	smiːgmɑ	smyjma	smïgma	اسم	مذكر	"مرهم
مهديء"		ⲥⲙⲏⲅⲙⲁ (ⲡ)	(ⲡ)
ⲥⲙⲓⲗⲗⲁ	ςμιλλα	smillɑ	smilla	smilla	اسم	مؤنث	أزميل	يوناني	ⲥⲙⲓⲗⲗⲁ (ⲧ)	(ⲧ)
`ⲥⲙⲟⲕⲁϩⲓ	`ςμοκαϩι	esmokɑhi	`smokahi	esmokahi	فعل		"جغرافيا
وصف الأرض"		`ⲥⲙⲟⲕⲁϩⲓ (v.)	(v.)
`ⲥⲙⲟⲕϩ	`ςμοκϩ	esmok-h	`smokh	esmok-h	ظرف		"من الصعب
من المؤلم
متعذر"		`ⲥⲙⲟⲕϩ (adv.)	(adv.)
`ⲥⲙⲟⲛⲧ	`ςμοντ	esmont	`smont	esmont	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"ثابت
متين
مستقر
راسخ
قائم
مثبت
مقرر
هاديء
رزين
متزن
ساكن
دائم
مضبوط
صالح ل
صواب
صحيح
محتشم
مطابق
متطابق
خاص
خصوصي"		`ⲥⲙⲟⲛⲧ	
`ⲥⲙⲟⲛⲧ	`ςμοντ	esmont	`smont	esmont	اسم	مذكر	أسمنت		`ⲥⲙⲟⲛⲧ (ⲡ)	(ⲡ)
`ⲥⲙⲟⲛⲧ	`ςμοντ	esmont	`smont	esmont	اسم	مذكر	"شكل
نمط
هيئة
منظر
ثبات
رسوخ"		`ⲥⲙⲟⲛⲧ (ⲡ)	(ⲡ)
`ⲥⲙⲟⲧ	`ςμοτ	esmot	`smot	esmot	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يصور
يشكل
يشبه
يصير مثل
يهيء
ينوع"		`ⲥⲙⲟⲧ	
`ⲥⲙⲟⲧ	`ςμοτ	esmot	`smot	esmot	اسم	مذكر	"شكل
شبه
مثال
صفة
هيئة
سمة
سحنة
مظهر
صورة
رسم
نمط
نموذج
موديل
صيغة
طريقة
أسلوب
نوع
حالة
جوهر
سيرة
سلوك
طبع
تصرف
خلق
طبيعة
منهج
غرض
هدف
طبقة
مستوى"		`ⲥⲙⲟⲧ (ⲡ)	(ⲡ)
`ⲥⲙⲟⲧ	`ςμοτ	esmot	`smot	esmot	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	ثابت		`ⲥⲙⲟⲧ	
`ⲥⲙⲟⲧⲉⲛ	`ςμοτεν	esmoten	`smoten	esmoten	صفة		"سهل
من السهل"		`ⲥⲙⲟⲧⲉⲛ (adj.)	(adj.)
`ⲥⲙⲟⲩ	`ςμου	esmoː	`smou	esmü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبارك
يحمد
يسبح
يكرس"		`ⲥⲙⲟⲩ	
`ⲥⲙⲟⲩ	`ςμου	esmoː	`smou	esmü	اسم	مذكر	"بركة
حمد
تسبيح
هبة
إحسان
حسنة
تبرع
تقدمة على سبيل البركة
لقمة البركة
كثرة
وفرة"		`ⲥⲙⲟⲩ (ⲡ)	(ⲡ)
`ⲥⲙⲟⲩⲣ	`ςμουρ	esmoːr	`smour	esmür	اسم	مذكر	"شارب
شنب"		`ⲥⲙⲟⲩⲣ (ⲡ)	(ⲡ)
`ⲥⲙⲩⲣⲛⲁ	`ςμυρνα	esmirnɑ	`smurna	esmurna	اسم	مؤنث	مر ، صمغ من شجرة المر	يوناني	`ⲥⲙⲩⲣⲛⲁ (ⲧ)	(ⲧ)
`ⲥⲛⲁⲩ	`ςναυ	esnav	`snau	esnav	رقم		اثنان ، 2 للمذكر		`ⲥⲛⲁⲩ (num.)	(num.)
`ⲥⲛⲁⲩϣⲉ	`ςναυϣε	esnav-she	`snaushe	esnavshe	رقم		مائتان		`ⲥⲛⲁⲩϣⲉ (num.)	(num.)
