Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲟⲣⲕ	ορκ	οrk	ork	ork	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يحلف
يقسم"		ⲟⲣⲕ	
ⲱⲣⲕ	ωρκ	oːrk	wrk	ōrk	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحلف
يقسم"		ⲱⲣⲕ	
ⲱⲣⲕ	ωρκ	oːrk	wrk	ōrk	اسم	مذكر	"قسم
حلفان
حلف"		ⲱⲣⲕ (ⲡ)	(ⲡ)
ⲱⲣϣ	ωρϣ	oːrsh	wrsh	ōrsh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبرد
يتثلج
يترطب"		ⲱⲣϣ	
ⲟⲣϥ	ορϥ	οrf	orf	orf	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"ينعزل
يعتزل
ينفرد
يتوحد
يختلي بنفسه
يهدأ
يسكن
يوجز
يختصر
يقصر
ينقص
يحاصر
يضبط
يحد
يعزل
يحجز
يحبس
يسجن"		ⲟⲣϥ	
ⲉⲣϥ	ερϥ	erf	erf	erf	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"ينعزل
يعتزل
ينفرد
يتوحد
يختلي بنفسه
يهدأ
يسكن
يوجز
يختصر
يقصر
ينقص
يحاصر
يضبط
يحد
يعزل
يحجز
يحبس
يسجن"		ⲉⲣϥ	
ⲱⲣϥ	ωρϥ	oːrf	wrf	ōrf	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينعزل
يعتزل
ينفرد
يتوحد
يختلي بنفسه
يهدأ
يسكن
يوجز
يختصر
يقصر
ينقص
يحاصر
يضبط
يحد
يعزل
يحجز
يحبس
يسجن"		ⲱⲣϥ	
ⲱⲣϥ	ωρϥ	oːrf	wrf	ōrf	اسم	مذكر	"اعتزال
عزلة
انفراد
وحدة
هدوء
سكون"		ⲱⲣϥ (ⲡ)	(ⲡ)
ⲱⲣϥ	ωρϥ	oːrf	wrf	ōrf	اسم	مذكر	"تقصير
نقص
اختصار
إيجاز"		ⲱⲣϥ (ⲡ)	(ⲡ)
ⲟⲣϫ	ορϫ	οrg	org	org	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يثبت
يصبح متينا
يتمكن
يتأيد
يدقق
يضبط
يجتهد
ييقن
يوقن"		ⲟⲣϫ	
ⲉⲣϫ	ερϫ	erg	erg	erg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يثبت
يصبح متينا
يتمكن
يتأيد
يدقق
يضبط
يجتهد
ييقن
يوقن"		ⲉⲣϫ	
ⲱⲣϫ	ωρϫ	oːrg	wrg	ōrg	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يثبت
يصبح متينا
يتمكن
يتأيد
يدقق
يضبط
يجتهد
ييقن
يوقن"		ⲱⲣϫ	
ⲱⲣϫ	ωρϫ	oːrg	wrg	ōrg	اسم	مذكر	"ثبات
متانة
تدقيق
ضبط
دقة
اجتهاد"		ⲱⲣϫ (ⲡ)	(ⲡ)
ⲱⲣϫⲉⲣ	ωρϫερ	oːrger	wrger	ōrger	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يثبت
يصبح متينا
يتأيد
يتمكن
يدقق
يضبط
يجتهد"		ⲱⲣϫⲉⲣ	
ϩⲱⲥ	ϩως	hoːs	hws	hōs	أداة ربط		"ك
مثل
كما
نحو
كأن
كيف
حتى
عندما
لما
ما ، للتعجب
تقريبا ، للأعداد"	يوناني	ϩⲱⲥ	
ⲱⲥ	ως	oːs	ws	ōs	أداة ربط		"ك
مثل
كما
نحو
كأن
كيف
حتى
عندما
لما
ما ، للتعجب
تقريبا ، للأعداد"	يوناني	ⲱⲥ	
ⲱⲥⲁⲛⲛⲁ	ωςαννα	oːsɑnnɑ	wsanna	ōsanna	اسم		"أوصنا
خلصنا
هوشعنا"	عبري	ⲱⲥⲁⲛⲛⲁ	
ⲱⲥⲁⲩⲧⲱⲥ	ωςαυτως	oːsɑvtoːs	wsautws	ōsavtōs	أداة ربط		"كذلك
بالمثل
بطريقة مماثلة
بنفس الأسلوب
بالكيفية عينها"	يوناني	ⲱⲥⲁⲩⲧⲱⲥ	
ⲱⲥⲏὲ	ωςηὲ	oːsiːè	wsy`e	ōsïè	اسم		"هوشع
سفر هوشع"	عبري	ⲱⲥⲏὲ	
ⲱⲥⲏ	ωςη	oːsiː	wsy	ōsï	اسم		"هوشع
سفر هوشع"	عبري	ⲱⲥⲏ	
