Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϯ`ⲥⲙⲏ	ϯ`ςμη	ti esmee	ti `smy	ti esmï	فعل		"vote
يصوت"		ϯ`ⲥⲙⲏ (v.)	(v.)
ⲣⲉϥϯ`ⲥⲙⲏ	ρεϥϯ`ςμη	Ref ti esmee	refti `smy	refti esmï	اسم	مذكر	"voter
ناخب"		ⲣⲉϥϯ`ⲥⲙⲏ (ⲡ)	(ⲡ)
ⲣⲉϥϯ`ⲥⲙⲏ	ρεϥϯ`ςμη	Ref ti esmee	refti `smy	refti esmï	اسم	مذكر	"elector
ناخب"		ⲣⲉϥϯ`ⲥⲙⲏ (ⲡ)	(ⲡ)
ϫⲓⲛϯ`ⲥⲙⲏ	ϫινϯ`ςμη	gin ti esmee	gin ti `smy	gin ti esmï	اسم	مذكر	"voting
تصويت"		ϫⲓⲛϯ`ⲥⲙⲏ (ⲡ)	(ⲡ)
ⲥⲱⲧⲡ	ςωτπ	sotp	swtp	sōtp	فعل		"elect
ينتخب"		ⲥⲱⲧⲡ (v.)	(v.)
ϫⲓⲛⲥⲱⲧⲡ	ϫινςωτπ	ginsotp	ginswtp	ginsōtp	اسم	مذكر	"election
انتخاب"		ϫⲓⲛⲥⲱⲧⲡ (ⲡ)	(ⲡ)
ⲥⲉⲛⲏ `ⲙⲡⲓⲥⲱⲧⲡ	Σενη `μπιςωτπ	senee em pi sotp	seny `m pi swtp	senï em pi sōtp	اسم	مؤنث	"ballot Box
صندوق الانتخابات"		ⲥⲉⲛⲏ `ⲙⲡⲓⲥⲱⲧⲡ (ⲧ)	(ⲧ)
ϫⲓⲛϭⲓϩⲟ	ϫινϭιϩο	gin tshi ho	gintcshiho	gintcshiho	اسم	مذكر	"vias
محاباة"		ϫⲓⲛϭⲓϩⲟ (ⲡ)	(ⲡ)
ⲣⲓ`ⲥⲛⲁⲩ `ⲛ ϫⲓⲛⲉⲣⲁⲛⲥⲉⲙⲓ	ρι`ςναυ `ν ϫινερανςεμι	ri esnau en gin eransemi	ri `snau `n gin eransemi	ri esnav en gin eransemi	اسم	مذكر	"vi cameral legislature
نظام تشريعي ثنائي المجلس"		ⲣⲓ`ⲥⲛⲁⲩ `ⲛ ϫⲓⲛⲉⲣⲁⲛⲥⲉⲙⲓ (ⲡ)	(ⲡ)
ⲭⲱ ϧⲁ`ⲧϩⲏ	χω ϧα`τϩη	ko kha et-hee	qw kha`thy	qō kha`thï	اسم	مذكر	"proposal
مقترح"		ⲭⲱ ϧⲁ`ⲧϩⲏ (ⲡ)	(ⲡ)
ⲭⲱ ϧⲁ`ⲧϩⲏ `ⲛⲁⲛⲥⲉⲙⲓ	χω ϧα`τϩη `νανςεμι	ko kha et-hee en ansemi	qw kha `t-hy `n ansemi	qō kha et-hï en ansemi	اسم	مذكر	"proposal of law
مقترح بقانون"		ⲭⲱ ϧⲁ`ⲧϩⲏ `ⲛⲁⲛⲥⲉⲙⲓ (ⲡ)	(ⲡ)
ⲑⲟⲩⲧⲥ	θουτς	tots	thouts	thüts	اسم	مؤنث	"party
حزب"		ⲑⲟⲩⲧⲥ (ⲧ)	(ⲧ)
`ϣⲗⲉϩ	`ϣλεϩ	`shleh	`shleh	`shleh	اسم	مذكر	"branch
فرع"		`ϣⲗⲉϩ (ⲡ)	(ⲡ)
ⲡⲓ ⲉⲣϧⲁⲉ	Πι ερϧαε	pi erkhae	pi erkhae	pi erkhae	اسم	مذكر	"deficit
نقص
عجز"		ⲡⲓ ⲉⲣϧⲁⲉ (ⲡ)	(ⲡ)
ⲡⲓ ⲉⲣϧⲁⲉ `ⲛϫⲓⲛϯⲃⲉⲭⲉ	Πι ερϧαε `νϫινϯβεχε	pi erkhae en gintiveke	pi erkhae `n gintiveqe	pi erkhae en gintiveqe	اسم	مذكر	"budget deficit
عجز موازنة"		ⲡⲓ ⲉⲣϧⲁⲉ `ⲛϫⲓⲛϯⲃⲉⲭⲉ (ⲡ)	(ⲡ)
ⲡⲓ ⲉⲣϧⲁⲉ `ⲛϫⲓⲛϯⲃⲉⲭⲉ`ⲛⲣⲱⲙⲓ	Πι ερϧαε `νϫινϯβεχε`νρωμι	pi erkhae en gintiveke en romi	pi erkhae `n gintiveqe `n romi	pi erkhae en gintiveqe en romi	اسم	مذكر	"public deficit
عجز موازنة عامة"		ⲡⲓ ⲉⲣϧⲁⲉ `ⲛϫⲓⲛϯⲃⲉⲭⲉ`ⲛⲣⲱⲙⲓ (ⲡ)	(ⲡ)
ⲡⲓ ϥⲓ`ⲛϫⲓⲛⲥⲱⲧⲡ	Πι ϥι`νϫινςωτπ	pi figinsotp	pi fi`nginswtp	pi fi enginsōtp	اسم	مذكر	"electoral campaign
حملة انتخابية"		ⲡⲓ ϥⲓ`ⲛϫⲓⲛⲥⲱⲧⲡ (ⲡ)	(ⲡ)
ⲡⲓ Ϧⲁὲ `ⲙⲡⲓϭⲓ ⲉⲃⲟⲗ	Πι Ϧαὲ `μπιϭι εβολ	pi khae empi tshi evol	pi khae `mpi tcshi ebol	pi khae empi tcshi evol	اسم	مذكر	"spending limit
حد الانفاق"		ⲡⲓ Ϧⲁὲ `ⲙⲡⲓϭⲓ ⲉⲃⲟⲗ (ⲡ)	(ⲡ)
ⲡⲉⲧⲱϧⲧ	πετωϧτ	petokht	Petwkht	Petōkht	اسم	مذكر	"candidate
مرشح"		ⲡⲉⲧⲱϧⲧ (ⲡ)	(ⲡ)
ⲙⲉⲧⲁⲫⲉⲛϩⲁⲧ	μεταφενϩατ	Met-afe-en-hat	Metafenhat	Metafenhat	اسم	مؤنث	"capitalism
الرأسمالية"		ⲙⲉⲧⲁⲫⲉⲛϩⲁⲧ (ⲧ)	(ⲧ)
ⲁⲫⲉⲛϩⲁⲧ	αφενϩατ	afenhat	afenhat	afenhat	اسم	مؤنث	"capital
رأس المال"		ⲁⲫⲉⲛϩⲁⲧ (ⲧ)	(ⲧ)
ⲙⲉⲧⲉⲣ`ϣⲫⲏⲣ	μετερ`ϣφηρ	Met-er-eshfeer	Meter`shfeer	Metereshfeer	اسم	مؤنث	"socialism
اشتراكية"		ⲙⲉⲧⲉⲣ`ϣⲫⲏⲣ (ⲧ)	(ⲧ)
ⲥⲁⲙⲉⲧⲉⲣ`ϣⲫⲏⲣ	ςαμετερ`ϣφηρ	samet-er-eshfeer	sametrefer`shfeer	sametereshfeer	اسم	مؤنث	"socialist
اشتراكي"		ⲥⲁⲙⲉⲧⲉⲣ`ϣⲫⲏⲣ (ⲧ)	(ⲧ)
ⲗⲱⲓϫⲓ	λωιϫι	lwigi	lwigi	lōigi	اسم	مؤنث	"cause
قضية
سبب"		ⲗⲱⲓϫⲓ (ⲧ)	(ⲧ)
ϫⲓⲛⲱⲡ	ϫινωπ	Gin-op	Gin-op	Gin-op	اسم	مذكر	"census
إحصاء
تعداد"		ϫⲓⲛⲱⲡ (ⲡ)	(ⲡ)
ⲙⲏϯ	μηϯ	meetee	myti	mïti	اسم	مؤنث	"center
وسط"		ⲙⲏϯ (ⲧ)	(ⲧ)
ⲫⲏⲉⲧ`ⲙⲙⲏϯ	φηετ`μμηϯ	Fe-et-em-meetee	phyet`mmyti	phïetemmïti	اسم		"centrist
سياسي من الوسط"		ⲫⲏⲉⲧ`ⲙⲙⲏϯ	
ⲙⲉⲧⲙⲏϯ	μετμηϯ	metmeetee	metmyti	metmïti	اسم	مؤنث	"centrism
سياسة الوسط"		ⲙⲉⲧⲙⲏϯ (ⲧ)	(ⲧ)
ϫⲱⲃⲓ `ⲛϭⲉ ⲉⲃⲟⲗ	ϫωβι `νϭε εβολ	govi en tshe evol	gwvi `n tsche ebol	gōvi `n tshe evol	اسم	مذكر	"check
شيك"		ϫⲱⲃⲓ `ⲛϭⲉ ⲉⲃⲟⲗ (ⲡ)	(ⲡ)
ⲛⲉϣⲁⲫⲉ`ⲙⲙⲁ`ⲛϯϩⲁⲡ	νεϣαφε`μμα`νϯϩαπ	nesh-afe em-ma enti hap	neshafe `mma `nti hap	neshafe emma enti hap	اسم	مذكر	"chief justice
رئيس المحكمة العليا"		ⲛⲉϣⲁⲫⲉ`ⲙⲙⲁ`ⲛϯϩⲁⲡ (ⲡ)	(ⲡ)
ⲙⲁ`ⲛϩⲱⲃ `ⲛ ⲁⲫⲉ `ⲛⲣⲉϥⲉⲣⲛⲁϣⲧ `ⲛⲧⲉ ϯⲙⲉⲧⲣⲏϯ	μα`νϩωβ `ν αφε `νρεϥερναϣτ `ντε ϯμετρηϯ	ma enhop en afe enrefernasht ente ti metreeti	ma `nhop `n afe `nrefernasht `nte ti metryti	ma enhop en afe enrefernasht ente ti metrïti	اسم	مذكر	"chief state solicitor’s office
مكتب رئيس محاموا الدولة"		ⲙⲁ`ⲛϩⲱⲃ `ⲛ ⲁⲫⲉ `ⲛⲣⲉϥⲉⲣⲛⲁϣⲧ `ⲛⲧⲉ ϯⲙⲉⲧⲣⲏϯ (ⲡ)	(ⲡ)
ⲣⲉⲙ`ⲛⲙⲉⲧⲣⲏϯ	ρεμ`νμετρηϯ	remenmetreeti	rem`nmetryti	remenmetrïti	اسم	مذكر	"state's person
رجل دولة"		ⲣⲉⲙ`ⲛⲙⲉⲧⲣⲏϯ (ⲡ)	(ⲡ)
ⲣⲉⲙⲃⲁⲕⲓ	ρεμβακι	rembaki	rembaki	remvaki	اسم	مذكر	"citizen
مواطن"		ⲣⲉⲙⲃⲁⲕⲓ (ⲡ)	(ⲡ)
ⲙⲉⲧⲣⲉⲙⲃⲁⲕⲓ	μετρεμβακι	metrembaki	metrembaki	metremvaki	اسم	مؤنث	"citizenship
مواطنة"		ⲙⲉⲧⲣⲉⲙⲃⲁⲕⲓ (ⲧ)	(ⲧ)
ϩⲁⲛⲙⲏⲓ`ⲛⲧⲉ ⲙⲉⲧⲣⲉⲙⲃⲁⲕⲓ	ϩανμηι`ντε μετρεμβακι	hanmee ente metrembaki	hanmyi `nte metrembaki	hanmïi ente metremvaki	اسم	جمع	"citizenship rights
حقوق المواطنة"		ϩⲁⲛⲙⲏⲓ`ⲛⲧⲉ ⲙⲉⲧⲣⲉⲙⲃⲁⲕⲓ (ⲛ)	(ⲛ)
ⲙⲁ `ⲙⲡⲓⲥⲟϭⲛⲓ `ⲙⲃⲁⲕⲓ	μα `μπιςοϭνι `μβακι	ma em pi sotshni embaki	ma `mpi sotschni `mbaki	ma empi sotshni emvaki	اسم	مذكر	"city council
مجلس المدينة"		ⲙⲁ `ⲙⲡⲓⲥⲟϭⲛⲓ `ⲙⲃⲁⲕⲓ (ⲡ)	(ⲡ)
ⲙⲁ `ⲙⲡⲓⲥⲟϭⲛⲓ	μα `μπιςοϭνι	ma empi sotshni	ma `mpi sotschni	ma empi sotshni	اسم	مذكر	"council place
مجلس"		ⲙⲁ `ⲙⲡⲓⲥⲟϭⲛⲓ (ⲡ)	(ⲡ)
ⲛⲓⲣⲉϥⲥⲟϭⲛⲓ	νιρεϥςοϭνι	nirefsotchni	Nirefsotschni	nirefsotshni	اسم	جمع	council		ⲛⲓⲣⲉϥⲥⲟϭⲛⲓ (ⲛ)	(ⲛ)
ⲙⲉⲧⲣⲉϥⲛⲟϩⲉⲙ	μετρεϥνοϩεμ	metrefnohem	metrefnohem	metrefnohem	اسم	مذكر	"security
شرطة
أمن"		ⲙⲉⲧⲣⲉϥⲛⲟϩⲉⲙ (ⲡ)	(ⲡ)
