Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲣⲉϥϣⲟⲣϣⲉⲣ	ρεϥϣορϣερ	refshorsher	refshorsher	refshorsher	اسم	مذكر	"مدمر
هدام"		ⲣⲉϥϣⲟⲣϣⲉⲣ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲟⲩϣⲟⲩ	ρεϥϣουϣου	refshoːshoː	refshoushou	refshüshü	اسم	مذكر	مفتخر		ⲣⲉϥϣⲟⲩϣⲟⲩ (ⲡ)	(ⲡ)
ⲣⲉϥ`ϣⲧⲱⲣⲓ	ρεϥ`ϣτωρι	refeshtoːri	ref`shtwri / refshtwri	refeshtōri	اسم	مذكر	"ضامن
كفيل"		ⲣⲉϥ`ϣⲧⲱⲣⲓ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲱⲓϣ	ρεϥϣωιϣ	refshoːish	refshwish	refshōish	اسم	مذكر	"مثير للغبار
مذري الرماد"		ⲣⲉϥϣⲱⲓϣ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲱⲗ	ρεϥϣωλ	refshoːl	refshwl	refshōl	اسم	مذكر	"نشال
نهاب
ناقض
مخرب"		ⲣⲉϥϣⲱⲗ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲱⲡ	ρεϥϣωπ	refshoːp	refshwp	refshōp	اسم	مذكر	"قابل
حامي
ناصر
مستودع
حاو
حاوي
مستقبل
جهاز استقبال"		ⲣⲉϥϣⲱⲡ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲱⲧ	ρεϥϣωτ	refshoːt	refshwt	refshōt	اسم	مذكر	"قاطع
ذابح
صارم
حازم
صريح"		ⲣⲉϥϣⲱⲧ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲱϣ	ρεϥϣωϣ	refshoːsh	refshwsh	refshōsh	اسم	مذكر	"محتقر
مستهين"		ⲣⲉϥϣⲱϣ (ⲡ)	(ⲡ)
ⲣⲉϥϣⲱϥⲧ	ρεϥϣωϥτ	refshoːft	refshwft	refshōft	اسم	مذكر	"خطاء
كثير الخطأ"		ⲣⲉϥϣⲱϥⲧ (ⲡ)	(ⲡ)
ⲣⲉϥ`ϣϭⲛⲏⲛ	ρεϥ`ϣϭνην	refesh-tshniːn	ref`shtschnyn / refshtschnyn	refeshtshnïn	اسم	مذكر	"خصم
مخاصم
معاند
متمرد"		ⲣⲉϥ`ϣϭⲛⲏⲛ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲁⲓⲉⲧⲫⲱ	ρεϥϥαιετφω	reffɑietpʰoː	reffaietphw	reffaietphō	اسم	مذكر	"شيال
حمال
عتال"		ⲣⲉϥϥⲁⲓⲉⲧⲫⲱ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲁⲓⲙⲱⲟⲩ	ρεϥϥαιμωου	reffɑimoː	reffaimwou	reffaimōü	اسم	مذكر	"سقاء
مستقي الماء"		ⲣⲉϥϥⲁⲓⲙⲱⲟⲩ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲓⲁⲣⲓⲕⲓ	ρεϥϥιαρικι	reffiɑriki	reffiariki	reffiariki	اسم	مذكر	"مدعي
شاكي"		ⲣⲉϥϥⲓⲁⲣⲓⲕⲓ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲓὶⲧⲉⲛ	ρεϥϥιὶτεν	reffi-iːten	reffiiten	reffiìten	اسم	مذكر	"زبال
كناس
رافع الزبالة"		ⲣⲉϥϥⲓὶⲧⲉⲛ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲓⲱⲡ	ρεϥϥιωπ	reffioːp	reffiwp	reffiōp	اسم	مذكر	محاسب		ⲣⲉϥϥⲓⲱⲡ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲟϫϥ	ρεϥϥοϫϥ	reffogf	reffogf	reffogf	اسم	مذكر	"وقح
متجاسر
مندفع
متهور
مقتحم
جسور
مجتريء
طماع
شره"		ⲣⲉϥϥⲟϫϥ (ⲡ)	(ⲡ)
ⲣⲉϥϥⲱϯ	ρεϥϥωϯ	reffoːti	reffwti	reffōti	اسم	مذكر	"مهلك
مبيد
ماحي
ماسح"		ⲣⲉϥϥⲱϯ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲁⲧⲉⲃ	ρεϥϧατεβ	refkʰɑteb	refkhateb	refkhateb	اسم	مذكر	"قتال
قاتل ، في الكلمات المركبة"		ⲣⲉϥϧⲁⲧⲉⲃ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲁⲧⲉⲃⲣⲱⲙⲓ	ρεϥϧατεβρωμι	refkʰɑtebroːmi	refkhatebrwmi	refkhatebrōmi	اسم	مذكر	قتال الناس		ⲣⲉϥϧⲁⲧⲉⲃⲣⲱⲙⲓ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲓϯ	ρεϥϧιϯ	refkʰiti	refkhiti	refkhiti	اسم	مذكر	"مؤلم
مسبب للتشنج"		ⲣⲉϥϧⲓϯ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲓϯ ὲⲃⲟⲗ	ρεϥϧιϯ ὲβολ	refkʰiti èvol	refkhiti `ebol	refkhiti èvol	اسم	مذكر	"قاطع طريق
حاصد
حصاد"		ⲣⲉϥϧⲓϯ ὲⲃⲟⲗ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲟⲗϧⲉⲗ	ρεϥϧολϧελ	refkʰolkʰel	refkholkhel	refkholkhel	اسم	مذكر	"قتال
جزار
نطاح
جارح ، كلام"		ⲣⲉϥϧⲟⲗϧⲉⲗ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲟⲧϧⲉⲧ	ρεϥϧοτϧετ	refkʰotkʰet	refkhotkhet	refkhotkhet	اسم	مذكر	"فاحص
مفتش
باحث
مختبر
ممتحن
محقق"		ⲣⲉϥϧⲟⲧϧⲉⲧ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲱⲕ	ρεϥϧωκ	refkʰoːk	refkhwk	refkhōk	اسم	مذكر	"جزار
حلاق
قصاص
مزين"		ⲣⲉϥϧⲱⲕ (ⲡ)	(ⲡ)
ⲣⲉϥϧⲱⲧⲉⲃ	ρεϥϧωτεβ	refkʰoːteb	refkhwteb	refkhōteb	اسم	مذكر	"قاتل
سفاح
ذباح"		ⲣⲉϥϧⲱⲧⲉⲃ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓ	ρεϥϩι	refhi	refhi	refhi	اسم		"ضارب
رامي"		ⲣⲉϥϩⲓ	
ⲣⲉϥϩⲓὰⲑⲁϩ	ρεϥϩιὰθαϩ	refhiàtʰɑh	refhi`athah / refhiathah	refhiàthah	اسم	مذكر	"حمال
شيال
عتال"		ⲣⲉϥϩⲓὰⲑⲁϩ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲗⲁ	ρεϥϩιλα	refhilɑ	refhila	refhila	اسم	مذكر	نمام		ⲣⲉϥϩⲓⲗⲁ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲗⲟⲅⲕⲏ	ρεϥϩιλογκη	refhilonkiː	refhilojky	refhilonkï	اسم	مذكر	رامي الحربة	يوناني	ⲣⲉϥϩⲓⲗⲟⲅⲕⲏ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲙⲁⲑⲟⲩὶ	ρεϥϩιμαθουὶ	refhimɑtʰoːwiː	refhimathoui	refhimathüì	اسم	مذكر	"قاذف السم
سام
مسمم
قاتل"		ⲣⲉϥϩⲓⲙⲁⲑⲟⲩὶ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲟⲓ	ρεϥϩιοι	refhioi	refhioi	refhioi	اسم	مذكر	"مجادل
طموح
محب للشهرة والرفعة
منازع
مجادل
مشاكس
مخاصم
جلاب مشاكل"		ⲣⲉϥϩⲓⲟⲓ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓ	ρεϥϩι	refhi	refhi	refhi	اسم		"ضارب
رامي"		ⲣⲉϥϩⲓ	
ⲣⲉϥϩⲓⲟⲩὶ	ρεϥϩιουὶ	refhioːwiː	refhioui	refhiüì	اسم	مذكر	"ضارب
رامي"		ⲣⲉϥϩⲓⲟⲩὶ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓ`ⲡⲗⲁⲝ	ρεϥϩι`πλαξ	refhi-eplɑx	refhi`plax / refhiplax	refhi-eplax	اسم	مذكر	"مبلط
من يقوم بتركيب البلاط"		ⲣⲉϥϩⲓ`ⲡⲗⲁⲝ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓ`ⲡϩⲟ	ρεϥϩι`πϩο	refhi-ep-ho	refhi`pho / refhipho	refhi-ep-ho	اسم	مذكر	"طاغية
متعجرف
متكبر
متشامخ"		ⲣⲉϥϩⲓ`ⲡϩⲟ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲥⲉⲛϯ	ρεϥϩιςενϯ	refhisenti	refhisenti	refhisenti	اسم	مذكر	"مؤسس
مشيد
بان"		ⲣⲉϥϩⲓⲥⲉⲛϯ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲥⲟⲑⲛⲉϥ	ρεϥϩιςοθνεϥ	refhisotʰnef	refhisothnef	refhisothnef	اسم	مذكر	"رامي الرمح
مطلق السهم"		ⲣⲉϥϩⲓⲥⲟⲑⲛⲉϥ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓⲱⲓϣ	ρεϥϩιωιϣ	refhi-oːish	refhiwish	refhiōish	اسم	مذكر	"كارز
مبشر
معلن
منادي
منذر
واعظ"		ⲣⲉϥϩⲓⲱⲓϣ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓϣⲁⲧⲥ	ρεϥϩιϣατς	refhishɑts	refhishats	refhishats	اسم	مذكر	"مقتحم
مخترق
ناقب
قاطع طريق"		ⲣⲉϥϩⲓϣⲁⲧⲥ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓϣⲉⲛⲛⲟⲩϥⲓ	ρεϥϩιϣεννουϥι	refhishennoːfi	refhishennoufi	refhishennüfi	اسم	مذكر	"مبشر
كارز"		ⲣⲉϥϩⲓϣⲉⲛⲛⲟⲩϥⲓ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓ`ϣⲛⲉ	ρεϥϩι`ϣνε	refhi-eshne	refhi`shne / refhishne	refhi-eshne	اسم	مذكر	"رامي الشبكة
صياد
مخادع
مختال
خداع
مضل
غاش
محتال
نصاب
حيلي
مكار
خبيث"		ⲣⲉϥϩⲓ`ϣⲛⲉ (ⲡ)	(ⲡ)
ⲣⲉϥϩⲓϩⲟϯ	ρεϥϩιϩοϯ	refhihoti	refhihoti	refhihoti	اسم	مذكر	"مخيف
مرعب"		ⲣⲉϥϩⲓϩⲟϯ (ⲡ)	(ⲡ)
