Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲣⲉϥⲑⲉⲃⲓⲟ	ρεϥθεβιο	reftʰevio	refthevio	refthevio	اسم	مذكر	"مذل
مخضع"		ⲣⲉϥⲑⲉⲃⲓⲟ (ⲡ)	(ⲡ)
ⲣⲉϥⲑⲓϧⲓ	ρεϥθιϧι	reftʰikʰi	refthikhi	refthikhi	اسم	مذكر	سكير		ⲣⲉϥⲑⲓϧⲓ (ⲡ)	(ⲡ)
ⲣⲉϥ`ⲑⲙⲉⲥⲓⲟ	ρεϥ`θμεςιο	refetʰmesio	ref`thmesio	refethmesio	اسم	مؤنث	"مولدة
داية
قابلة"		ⲣⲉϥ`ⲑⲙⲉⲥⲓⲟ (ⲧ)	(ⲧ)
ⲣⲉϥⲑⲟⲛⲧⲉⲛ	ρεϥθοντεν	reftʰonten	refthonten	refthonten	اسم	مذكر	"مثيل
مماثل
شبيه
نظير
قرين"		ⲣⲉϥⲑⲟⲛⲧⲉⲛ (ⲡ)	(ⲡ)
ⲣⲉϥⲑⲟⲛⲧⲉⲛ	ρεϥθοντεν	reftʰonten	refthonten	refthonten	اسم	مذكر	"عراف
متنبيء
منبيء بالغيب"		ⲣⲉϥⲑⲟⲛⲧⲉⲛ (ⲡ)	(ⲡ)
ⲣⲉϥⲑⲟⲩⲏⲧ	ρεϥθουητ	reftʰoːiːt	refthouyt	refthüït	اسم	مذكر	"جابي
جامع
مكوم"		ⲣⲉϥⲑⲟⲩⲏⲧ (ⲡ)	(ⲡ)
ⲣⲉϥⲑⲱⲕ	ρεϥθωκ	reftʰoːk	refthwk	refthōk	اسم	مذكر	"وقاد
خباز"		ⲣⲉϥⲑⲱⲕ (ⲡ)	(ⲡ)
ⲣⲉϥⲑⲱⲣⲡ	ρεϥθωρπ	reftʰoːrp	refthwrp	refthōrp	اسم	مذكر	"خياطة
ترزية
حائكة"		ⲣⲉϥⲑⲱⲣⲡ (ⲡ)	(ⲡ)
ⲣⲉϥⲑⲱⲣⲡ	ρεϥθωρπ	reftʰoːrp	refthwrp	refthōrp	اسم	مؤنث	"خياطة
ترزية
حائكة"		ⲣⲉϥⲑⲱⲣⲡ (ⲧ)	(ⲧ)
ⲣⲉϥⲑⲱⲧ`ⲛϩⲏⲧ	ρεϥθωτ`νϩητ	reftʰoːtenhiːt	refthwt`nhyt / refthwtnhyt	refthōtenhït	اسم	مذكر	"معزي
معز
مسل
مقنع"		ⲣⲉϥⲑⲱⲧ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
