Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϯ`ϣⲫⲓⲧ	ϯ`ϣφιτ	tieshpʰit	ti`shphit	tieshphit	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشين
يفضح
يسبب عار
أخزى
أخجل"		ϯ`ϣⲫⲓⲧ	
ϯϣⲱⲗϩ	ϯϣωλϩ	tishoːlh	tishwlh	tishōlh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبين
يوضح
يومأ
يشير
يحدد
يعلم"		ϯϣⲱⲗϩ	
ϯϣⲱϣ	ϯϣωϣ	tishoːsh	tishwsh	tishōsh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشتم
يعير
يحتقر
يذل
يزدري
يوبخ
يهين"		ϯϣⲱϣ	
ϯϣϭⲛⲏⲛ	ϯϣϭνην	tishtshniːn	tishtschnyn	tishtshnïn	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتعارك
يتشاجر
يتمرد
يتنافس
يقبح
يلوم
يعاير
يتخاصم"		ϯϣϭⲛⲏⲛ	
ϯ`ϣϭⲟⲣ	ϯ`ϣϭορ	tieshtshοr	ti`shtschor	tieshtshor	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يؤجر		ϯ`ϣϭⲟⲣ	
ϯϥⲱϯ	ϯϥωϯ	tifoːti	tifwti	tifōti	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يفرز عرقا
يعرق"		ϯϥⲱϯ	
ϯϧⲉⲙⲓ	ϯϧεμι	tikʰemi	tikhemi	tikhemi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحمي
يدفئ
يلهب
يسخن"		ϯϧⲉⲙⲓ	
ϯϧⲓⲥⲓ	ϯϧιςι	tikʰisi	tikhisi	tikhisi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكدر
يضايق
ينهك
يعي
يرهق
يتعب"		ϯϧⲓⲥⲓ	
ϯ`ϧⲙⲟⲙ	ϯ`ϧμομ	tiekʰmοm	ti`khmom	tiekhmom	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحرق
يشعل
يحمي
يسخن"		ϯ`ϧⲙⲟⲙ	
ϯ`ϧⲣⲉ	ϯ`ϧρε	tiekʰre	ti`khre	tiekhre	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعلف
يعطي طعام
يؤكل
يغذي
يطعم"		ϯ`ϧⲣⲉ	
ϯ`ϧⲣⲱⲟⲩ ⲉⲃⲟⲗ	ϯ`ϧρωου εβολ	tiekʰroː evοl	ti`khrwou ebol	tiekhrōü evol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يزعق
يصرخ
يصيح
يهتف"		ϯ`ϧⲣⲱⲟⲩ ⲉⲃⲟⲗ	
ϯϩⲁⲡ `ⲙ	ϯϩαπ `μ	tihɑp em	tihap `m	tihap em	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يحكم ب		ϯϩⲁⲡ `ⲙ	
ϯϩⲁⲡ `ⲛ	ϯϩαπ `ν	tihɑp en	tihap `n	tihap en	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يحكم ل		ϯϩⲁⲡ `ⲛ	
ϯϩⲁⲡ ὲ	ϯϩαπ ὲ	tihɑp è	tihap `e	tihap è	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقاضي
يدين
يحكم على"		ϯϩⲁⲡ ὲ	
ϯϩⲁⲧ	ϯϩατ	tihɑt	tihat	tihat	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يوفي ثمن
يدفع
يعطي فضة"		ϯϩⲁⲧ	
ϯϩⲁⲧ ὲⲃⲟⲗ	ϯϩατ ὲβολ	tihɑt èvοl	tihat `ebol	tihat èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينهب
يسرق
يختلس"		ϯϩⲁⲧ ὲⲃⲟⲗ	
ϯϩⲉⲃⲥⲱ	ϯϩεβςω	tihebsoː	tihebsw	tihebsō	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكسو
يلبس"		ϯϩⲉⲃⲥⲱ	
