Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲙⲁⲑⲏⲙⲁ	μαθημα	mɑtʰiːmɑ	mathyma	mathïma	اسم	مذكر	"درس
تعليم
ما يدرس"	يوناني	ⲙⲁⲑⲏⲙⲁ (ⲡ)	(ⲡ)
ⲙⲁⲑⲏⲧⲉⲩⲓⲛ	μαθητευιν	mɑtʰiːtevin	mathyteuin	mathïtevin	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتلمذ
يعلم
يتتلمذ"	يوناني	ⲙⲁⲑⲏⲧⲉⲩⲓⲛ	
ⲙⲁⲑⲏⲧⲏⲥ	μαθητης	mɑtʰiːtiːs	mathytys	mathïtïs	اسم	مذكر	"تلميذ
متعلم
تابع
مرافق
مريد
موالي"	يوناني	ⲙⲁⲑⲏⲧⲏⲥ (ⲡ)	(ⲡ)
ⲙⲁⲑⲟⲩὶ	μαθουὶ	mɑtʰoːwi	mathoui	mathoiì	اسم	مؤنث	"سم
سام
ذعاف
مرارة
مر"		ⲙⲁⲑⲟⲩὶ (ⲧ)	(ⲧ)
ⲙⲁⲓ	μαι	mɑi	mai	mai	اسم	صيغة مركبة	"محب
كلمة تضاف إلى كلمة أخرى بمعنى محب ل"		ⲙⲁⲓ	
ⲙⲁⲓ	μαι	mɑi	mai	mai	اسم	جمع	"مواضع
أماكن
مواقع"		ⲙⲁⲓ (ⲛ)	(ⲛ)
ⲙⲁⲓ	μαι	mɑi	mai	mai	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبرر
يتبرر
يتزكى
يغبط
يطوب"		ⲙⲁⲓ	
ⲙⲁⲓ	μαι	mɑi	mai	mai	اسم	مذكر	"تبرير
تزكية
تبرئة
صفاء السريرة"		ⲙⲁⲓ (ⲡ)	(ⲡ)
ⲙⲁⲓⲉ	μαιε	mɑie	maie	maie	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يبرر
يزكي
يطوب"		ⲙⲁⲓⲉ	
ⲙⲁⲓⲉⲣⲛⲓϣϯ	μαιερνιϣϯ	mɑiernishti	maiernishti	maiernishti	اسم	مذكر	"محب للعظمة
طموح"		ⲙⲁⲓⲉⲣⲛⲓϣϯ (ⲡ)	(ⲡ)
