Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲣⲉϥⲥⲟϩⲓ	ρεϥςοϩι	refsohi	refsohi	refsohi	اسم	مذكر	"موبخ
مبكت
مؤنب
معاير"		ⲣⲉϥⲥⲟϩⲓ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲟϭⲛⲓ	ρεϥςοϭνι	refsotshni	refsotschni	refsotshni	اسم	مذكر	"مشير
مستشار
ناصح
وزير"		ⲣⲉϥⲥⲟϭⲛⲓ (ⲡ)	(ⲡ)
ⲣⲉϥ`ⲥⲣⲱϥⲧ	ρεϥ`ςρωϥτ	refesroːft	ref`srwft	refesrōft	اسم	مذكر	"متكاسل
متقاعد
متفرغ
متوان"		ⲣⲉϥ`ⲥⲣⲱϥⲧ (ⲡ)	(ⲡ)
ⲣⲉϥ`ⲥⲭⲁⲓ	ρεϥ`ςχαι	refeskɑi	ref`sqai	refeskai	اسم	مذكر	"حراث
فلاح"		ⲣⲉϥ`ⲥⲭⲁⲓ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲱ	ρεϥςω	refsoː	refsw	refsō	اسم	مذكر	شريب		ⲣⲉϥⲥⲱ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲱⲃⲓ	ρεϥςωβι	refsoːvi	refswvi	refsōvi	اسم	مذكر	"مضحك
مهرج
بهلوان
بلياتشو"		ⲣⲉϥⲥⲱⲃⲓ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲱⲕ	ρεϥςωκ	refsoːk	refswk	refsōk	اسم	مذكر	"ساحب
مجتذب
جرار
مجدف"		ⲣⲉϥⲥⲱⲕ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲱⲕⲓ	ρεϥςωκι	refsoːki	refswki	refsōki	اسم	مذكر	"جابي
محصل
جامع ضرائب"		ⲣⲉϥⲥⲱⲕⲓ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲱⲗⲡ	ρεϥςωλπ	refsoːlp	refswlp	refsōlp	اسم	مذكر	"قاطع
قطاع
قطاف
كسار"		ⲣⲉϥⲥⲱⲗⲡ (ⲡ)	(ⲡ)
ⲣⲉϥⲥⲱⲛⲧ	ρεϥςωντ	refsoːnt	refswnt	refsōnt	اسم	مذكر	"خالق
باري
جابل
منشيء
مبدع"		ⲣⲉϥⲥⲱⲛⲧ (ⲡ)	(ⲡ)
