Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
`ϥⲧⲉ	`ϥτε	efte	`fte	efte	اسم	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"أربعة
في الكلمات المركبة"		`ϥⲧⲉ	
`ϥⲧⲉⲫⲁⲧ	`ϥτεφατ	eftepʰɑt	`ftephat	eftephat	اسم	مذكر	"ذوات الأربع
بهائم"		`ϥⲧⲉⲫⲁⲧ (ⲡ)	(ⲡ)
`ϥⲧⲟ	`ϥτο	eftο	`fto	efto	اسم		أربعة		`ϥⲧⲟ	
`ϥⲧⲟⲩ	`ϥτου	eftoː	`ftou	eftü	اسم		أربعة		`ϥⲧⲟⲩ	
`ϥⲧⲟⲩⲑⲏⲟⲩ	`ϥτουθηου	eftoːtʰjoː	`ftouthyou	eftüthïü	اسم	مذكر	"الأربع رياح
الجهات الأصلية"		`ϥⲧⲟⲩⲑⲏⲟⲩ (ⲡ)	(ⲡ)
`ϥⲧⲟⲩⲗⲁⲕϩ	`ϥτουλακϩ	eftoːlɑkh	`ftoulakh	eftülakh	اسم	مذكر	الأربع زوايا		`ϥⲧⲟⲩⲗⲁⲕϩ (ⲡ)	(ⲡ)
`ϥⲧⲟⲩⲧⲡ	`ϥτουτπ	eftoːtp	`ftoutp	eftütp	اسم	مذكر	الأربع أطراف		`ϥⲧⲟⲩⲧⲡ (ⲡ)	(ⲡ)
`ϥⲧⲱⲟⲩ	`ϥτωου	eftoː	`ftwou	eftōü	اسم	مذكر	"أربعات
عدة مرات أربعة"		`ϥⲧⲱⲟⲩ (ⲡ)	(ⲡ)
ϥⲱⲓ	ϥωι	foːi	fwi	fōi	اسم	مذكر	"شعر
وبر"		ϥⲱⲓ (ⲡ)	(ⲡ)
ⲃⲱⲣ	βωρ	voːr	bwr	vōr	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبعد
يطرد"		ⲃⲱⲣ	
ϥⲱⲣ	ϥωρ	foːr	fwr	fōr	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يبعد
يطرد"		ϥⲱⲣ	
ϥⲱⲥⲓ	ϥωςι	foːsi	fwsi	fōsi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتغوط
يتبرز
يخرج غزات من البطن
يفس"		ϥⲱⲥⲓ	
ϥⲱⲥ	ϥως	foːs	fws	fōs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يتغوط
يتبرز
يخرج غزات من البطن
يفس"		ϥⲱⲥ	
ϥⲱⲥⲓ	ϥωςι	foːsi	fwsi	fōsi	اسم	مذكر	"غائط
براز
خروج الغازات من البطن
فساء"		ϥⲱⲥⲓ (ⲡ)	(ⲡ)
ϥⲱⲥ	ϥως	foːs	fws	fōs	اسم	مذكر	"غائط
براز
خروج الغازات من البطن
فساء"		ϥⲱⲥ (ⲡ)	(ⲡ)
ϥⲱⲥⲓ	ϥωςι	foːsi	fwsi	fōsi	اسم	مذكر	"فأس
بلطة
مشرط
مطواة
أزميل"		ϥⲱⲥⲓ (ⲡ)	(ⲡ)
