Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲕⲉⲣⲙⲁ	κερμα	kermɑ	kerma	kerma	اسم	مذكر	"درهم
عملة
قطعة نقدية معدنية"	يوناني	ⲕⲉⲣⲙⲁ (ⲡ)	(ⲡ)
ⲕⲉⲣⲙⲓ	κερμι	kermi	kermi	kermi	اسم	مذكر ، مؤنث	"رماد
تراب
لون رمادي"		ⲕⲉⲣⲙⲓ (ⲡ/ⲧ)	(ⲡ/ⲧ)
ⲕⲁⲓⲣⲟⲥ	καιρος	kɑiros	kairos	kairos	اسم	مذكر	"زمن
وقت
حين"	يوناني	ⲕⲁⲓⲣⲟⲥ (ⲡ)	(ⲡ)
ⲕⲉⲣⲟⲥ	κερος	keros	keros	keros	اسم	مذكر	"زمن
وقت
حين"	يوناني	ⲕⲉⲣⲟⲥ (ⲡ)	(ⲡ)
ⲕⲉⲣⲥ	κερς	kers	kers	kers	اسم	مذكر	"زقزوق
نوع سمك
سمك الشال"		ⲕⲉⲣⲥ (ⲡ)	(ⲡ)
ⲕⲉⲣϣ	κερϣ	kersh	kersh	kersh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يتوسل
يرجو
يتملق
يخدع"		ⲕⲉⲣϣ	
ⲕⲉⲣϥ	κερϥ	kerf	kerf	kerf	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يبطل
يعدم
يلاشي
يزيل
يلغي"		ⲕⲉⲣϥ	
ⲕⲉⲣϩⲉ	κερϩε	kerhe	kerhe	kerhe	اسم	مذكر	"أقرع
أصلع"		ⲕⲉⲣϩⲉ (ⲡ)	(ⲡ)
ⲕⲉⲣϫ	κερϫ	kerg	kerg	kerg	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يكسر
يقطع
يقتطع"		ⲕⲉⲣϫ	
ⲕⲉⲣϫ	κερϫ	kerg	kerg	kerg	اسم	مذكر	كسر		ⲕⲉⲣϫ (ⲡ)	(ⲡ)
ⲕⲉⲣϫⲕⲁⲥ	κερϫκας	kergkɑs	kergkas	kergkas	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"كسر العظام
دشدش
ألة لكسر العظام"		ⲕⲉⲣϫⲕⲁⲥ	
ⲕⲉⲣϫⲕⲁⲥⲣⲟ	κερϫκαςρο	kergkɑsro	kergkasro	kergkasro	اسم	مذكر	"دبوس
ألة تعذيب لكسر العظام"		ⲕⲉⲣϫⲕⲁⲥⲣⲟ (ⲡ)	(ⲡ)
ⲕⲉⲥ	κες	kes	kes	kes	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يدفن
يكفن
يحنط
يقبر
يلحد"		ⲕⲉⲥ	
ⲕⲉⲥⲁ	κεςα	kesɑ	kesa	kesa	ظرف		"جهة أخرى
ناحية أخرى
موضع أخر"		ⲕⲉⲥⲁ (adv.)	(adv.)
ⲕⲉⲥⲏⲟⲩ	κεςηου	kesiːoː	kesyou	kesïü	ظرف		وقت أخر		ⲕⲉⲥⲏⲟⲩ (adv.)	(adv.)
ⲕⲉⲥⲕⲉⲥ ὲⲃⲟⲗ	κεςκες ὲβολ	keskes èvol	keskes `ebol	keskes èvol	فعل		"يمد
يتمدد
يلتف"		ⲕⲉⲥⲕⲉⲥ ὲⲃⲟⲗ (v.)	(v.)
ⲕⲉⲥⲕⲱⲥ ὲⲃⲟⲗ	κεςκως ὲβολ	keskoːs èvol	keskws `ebol	keskōs èvol	فعل		"يمد
يتمدد
يلتف"		ⲕⲉⲥⲕⲱⲥ ὲⲃⲟⲗ (v.)	(v.)
ⲕⲉⲥⲕⲱⲥ	κεςκως	keskoːs	keskws	keskōs	صفة	صيغة وصفية - حال ، يأتي قبلها الضمير	"ممدود
ملتف"		ⲕⲉⲥⲕⲱⲥ	
`ⲛⲕⲉⲥⲟⲡ	`νκεςοπ	enkesop	`nkesop	enkesop	ظرف		"مرة أخرى
ثانية
من جديد"		`ⲛⲕⲉⲥⲟⲡ (adv.)	(adv.)
