Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲫⲱⲣⲕ	φωρκ	pʰoːrk	phwrk	phōrk	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقلع
يقتلع
ينزع
ينتف
يستأصل
ينقب
يحفر ، لاقتلاع شيء"		ⲫⲱⲣⲕ	
ⲫⲱⲣⲕ	φωρκ	pʰoːrk	phwrk	phōrk	اسم	مذكر	"قلع
اقتلاع
نزع
نتف"		ⲫⲱⲣⲕ (ⲡ)	(ⲡ)
ⲫⲟⲣⲕ	φορκ	pʰork	phork	phork	اسم	مذكر	"برنس
عباءة
فراجية
درع حديد
فراك
سترة"		ⲫⲟⲣⲕ (ⲡ)	(ⲡ)
ⲫⲱⲣⲕ	φωρκ	pʰoːrk	phwrk	phōrk	اسم	مذكر	"برنس
عباءة
فراجية
درع حديد
فراك
سترة"		ⲫⲱⲣⲕ (ⲡ)	(ⲡ)
ⲫⲱⲣⲕ`ⲛϩⲏⲧ	φωρκ`νϩητ	pʰoːrkenhit	phwrk`nhyt	phōrkenhït	اسم	مذكر	"غم
حزن
كأبة
انكسار قلب"		ⲫⲱⲣⲕ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
ⲫⲟⲣⲡⲉⲣ	φορπερ	pʰorper	phorper	phorper	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يمد
يبسط"		ⲫⲟⲣⲡⲉⲣ	
ⲫⲱⲣⲡⲉⲣ	φωρπερ	pʰoːrper	phwrper	phōrper	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يمد
يبسط"		ⲫⲱⲣⲡⲉⲣ	
ⲫⲟⲣⲥ	φορς	pʰors	phors	phors	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يجهد
يوتر
يعزق الأرض"		ⲫⲟⲣⲥ	
ⲫⲉⲣⲥ	φερς	pʰers	phers	phers	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يجهد
يوتر
يعزق الأرض"		ⲫⲉⲣⲥ	
ⲫⲱⲣⲥ	φωρς	pʰoːrs	phwrs	phōrs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يجهد
يوتر
يعزق الأرض"		ⲫⲱⲣⲥ	
ⲫⲟⲣϣ	φορϣ	pʰorsh	phorsh	phorsh	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يفرش
يبسط
يمتد
يتمدد
يمد"		ⲫⲟⲣϣ	
ⲫⲉⲣϣ	φερϣ	pʰersh	phersh	phersh	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يفرش
يبسط
يمتد
يتمدد
يمد"		ⲫⲉⲣϣ	
