Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲙⲁⲣⲁⲛⲁⲑⲁ	μαραναθα	mɑrɑnɑtʰɑ	maranatha	maranatha	جملة		الرب يأتي	أرامي	ⲙⲁⲣⲁⲛⲁⲑⲁ	
ⲙⲁⲣⲅⲁⲣⲓⲧⲏⲥ	μαργαριτης	mɑrgɑritiːs	marjaritys	margaritïs	اسم	مذكر	"درة
لؤلؤة
جوهرة
حجر كريم"	يوناني	ⲙⲁⲣⲅⲁⲣⲓⲧⲏⲥ (ⲡ)	(ⲡ)
ⲙⲁⲣⲇⲟⲥ	μαρδος	mɑrdos	mardos	mardos	اسم		"مارس
الشهر الميلادي الثالث"	يوناني	ⲙⲁⲣⲇⲟⲥ	
ⲙⲁⲣ	μαρ	mɑr	mar	mar	أداة تمني	صيغة ضميرية يأتي بعدها ضمير مفعول	"ياليت
فـ
فلـ
فليكن"		ⲙⲁⲣ	
ⲙⲁⲣⲉ	μαρε	mɑre	mare	mare	أداة تمني	صيغة مركبة	"ياليت
فـ
فلـ
فليكن"		ⲙⲁⲣⲉ	
ⲙⲁⲣⲏⲥ	μαρης	mɑriːs	marys	marïs	اسم	مذكر	"الصعيد
جنوب مصر
الوجه القبلي"		ⲙⲁⲣⲏⲥ (ⲡ)	(ⲡ)
ⲙⲁⲣⲓ	μαρι	mɑri	mari	mari	اسم	مؤنث	"جزء من رغيف
كسرة خبز
قطمة"		ⲙⲁⲣⲓ (ⲧ)	(ⲧ)
ⲙⲁⲣⲕⲁⲥ	μαρκας	mɑrkɑs	markas	markas	اسم	مذكر	"مجبر
مجبراتي
من يجبر كسر العظام"		ⲙⲁⲣⲕⲁⲥ (ⲡ)	(ⲡ)
ⲙⲁⲣⲙⲁⲣⲟⲛ	μαρμαρον	mɑrmɑron	marmaron	marmaron	اسم	مذكر	"رخام
مرمر"	يوناني	ⲙⲁⲣⲙⲁⲣⲟⲛ (ⲡ)	(ⲡ)
ⲙⲁⲣⲙⲁⲣ	μαρμαρ	mɑrmɑr	marmar	marmar	اسم	مذكر	"رخام
مرمر"	يوناني	ⲙⲁⲣⲙⲁⲣ (ⲡ)	(ⲡ)
ⲙⲁⲣⲙⲁⲣⲓⲧⲏⲥ	μαρμαριτης	mɑrmɑritiːs	marmaritys	marmaritïs	اسم	مذكر	"رخام
صانع الرخام"	يوناني	ⲙⲁⲣⲙⲁⲣⲓⲧⲏⲥ (ⲡ)	(ⲡ)
ⲙⲁⲣⲟⲛ	μαρον	mɑron	maron	maron	أداة نداء		"هلم
هيا"		ⲙⲁⲣⲟⲛ	
ⲙⲁⲣⲧⲩⲣⲓⲁ	μαρτυρια	mɑrtiriɑ	marturia	martiria	اسم	مؤنث	"شهادة
استشهاد
عذاب
تعذيب
تألم
دليل
إقرار
استشهاد"	يوناني	ⲙⲁⲣⲧⲩⲣⲓⲁ (ⲧ)	(ⲧ)
ⲙⲁⲣⲧⲩⲣⲓⲟⲛ	μαρτυριον	mɑrtirion	marturion	martirion	اسم	مذكر	"ضريح شهيد
شهادة
دليل
إقرار
استشهاد"	يوناني	ⲙⲁⲣⲧⲩⲣⲓⲟⲛ (ⲡ)	(ⲡ)
ⲙⲁⲣⲧⲩⲣⲟⲥ	μαρτυρος	mɑrtiros	marturos	martiros	اسم	مذكر	"شهيد
شاهد
متألم"	يوناني	ⲙⲁⲣⲧⲩⲣⲟⲥ (ⲡ)	(ⲡ)
ⲙⲁⲣϩⲏⲧ	μαρϩητ	mɑrhiːt	marhyt	marhït	صفة		"ذو قلب مغلق
مكار
خبيث
حقود
غدار"		ⲙⲁⲣϩⲏⲧ (adj.)	(adj.)
ⲙⲁⲣϭⲛⲁⲩϩ	μαρϭναυϩ	mɑrtshnɑːh	martschnauh	martshnavh	اسم	جمع	أحزمة		ⲙⲁⲣϭⲛⲁⲩϩ (ⲛ)	(ⲛ)
ⲙⲁⲣϭⲛⲁϩ	μαρϭναϩ	mɑrtshnɑh	martschnah	martshnah	اسم	مؤنث	"زنار
حزام
ما يربط فوق الأكتاف
إسكيم"		ⲙⲁⲣϭⲛⲁϩ (ⲧ)	(ⲧ)
ⲙⲁⲥ	μας	mɑs	mas	mas	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يلد
ينجب
ينسل
ينتج"		ⲙⲁⲥ	
