Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ⲥⲱⲛϩ	ςωνϩ	soːnh	swnh	sōnh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعثر
يزل
يتكعبل"		ⲥⲱⲛϩ	
ⲥⲟⲛϯ	ςονϯ	sonti	sonti	sonti	اسم	مذكر	"قار
زفت"		ⲥⲟⲛϯ (ⲡ)	(ⲡ)
ⲥⲱⲛϯ	ςωνϯ	soːnti	swnti	sōnti	اسم	مذكر	"قار
زفت"		ⲥⲱⲛϯ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩⲃⲉ	ςωουβε	soːve	swouve	sōüve	اسم	مذكر	علف		ⲥⲱⲟⲩⲃⲉ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩⲃⲉⲛ	ςωουβεν	soːven	swouven	sōüven	اسم	مذكر	"عشب
حشيش
كلأ
خضرة
علف
برسيم"		ⲥⲱⲟⲩⲃⲉⲛ (ⲡ)	(ⲡ)
ⲥⲟⲩⲱⲛ	ςουων	soː-oːn	souwn	süōn	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يعرف
يعلم
يدرك
يدري
يشعر
يميز
يعرف جنسيا
يجامع"		ⲥⲟⲩⲱⲛ	
ⲥⲟⲩⲱⲛ	ςουων	soː-oːn	souwn	süōn	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يعرف
يعلم
يدرك
يدري
يشعر
يميز
يعرف جنسيا
يجامع"		ⲥⲟⲩⲱⲛ	
ⲥⲟⲩⲉⲛ	ςουεν	soːen	souen	süen	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يعرف
يعلم
يدرك
يدري
يشعر
يميز
يعرف جنسيا
يجامع"		ⲥⲟⲩⲉⲛ	
ⲥⲱⲟⲩⲛ	ςωουν	soːn	swoun	sōün	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعرف
يعلم
يدرك
يدري
يشعر
يميز
يعرف جنسيا
يجامع"		ⲥⲱⲟⲩⲛ	
ⲥⲱⲟⲩⲛ ὲⲃⲟⲗ	ςωουν ὲβολ	soːn evol	swoun `ebol	sōün èvol	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يكتشف
يفحص"		ⲥⲱⲟⲩⲛ ὲⲃⲟⲗ	
ⲥⲟⲩⲉⲛ	ςουεν	soːen	souen	süen	اسم		"معرفة
علم
دراية
فحص
تحقيق للوصول إلى حقيقة
ألفة
اعتياد
دالة"		ⲥⲟⲩⲉⲛ	
ⲥⲱⲟⲩⲛ	ςωουν	soːn	swoun	sōün	اسم	مذكر	"معرفة
علم
دراية
فحص
تحقيق للوصول إلى حقيقة
ألفة
اعتياد
دالة"		ⲥⲱⲟⲩⲛ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩⲛ	ςωουν	soːn	swoun	sōün	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعزم
ينوي
يهم"		ⲥⲱⲟⲩⲛ	
ⲥⲱⲟⲩⲛⲓ	ςωουνι	soːni	swouni	sōüni	اسم	مذكر	"حمام
موضع استحمام"		ⲥⲱⲟⲩⲛⲓ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩⲛ`ⲛϩⲏⲧ	ςωουν`νϩητ	soːnenhiːt	swoun`nhyt	sōünenhït	اسم	مذكر	"معرفة
علم
دراية
خبرة"		ⲥⲱⲟⲩⲛ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩⲛⲟⲩ	ςωουνου	soːnoː	swounou	sōünü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يعرف
يعلم
يدرك
يميز"		ⲥⲱⲟⲩⲛⲟⲩ	
ⲥⲱⲟⲩⲛⲟⲩ	ςωουνου	soːnoː	swounou	sōünü	اسم	مذكر	"معرفة
علم
إدراك
تمييز"		ⲥⲱⲟⲩⲛⲟⲩ (ⲡ)	(ⲡ)
ⲥⲟⲩⲧⲱⲛ	ςουτων	soːtoːn	soutwn	sütōn	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يستقيم
يمتد
ينجح
يقوم
يسهل
يبسط
يمد
يواصل
يطيل
يوجه"		ⲥⲟⲩⲧⲱⲛ	
ⲥⲟⲩⲧⲉⲛ	ςουτεν	soːten	souten	süten	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يستقيم
يمتد
ينجح
يقوم
يسهل
يبسط
يمد
يواصل
يطيل
يوجه"		ⲥⲟⲩⲧⲉⲛ	
ⲥⲱⲟⲩⲧⲉⲛ	ςωουτεν	soːten	swouten	sōüten	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يستقيم
يمتد
ينجح
يقوم
يسهل
يبسط
يمد
يواصل
يطيل
يوجه"		ⲥⲱⲟⲩⲧⲉⲛ	
ⲥⲟⲩⲧⲱⲛ	ςουτων	soːtoːn	soutwn	sütōn	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يستقيم
يمتد
ينجح
يقوم
يسهل
يبسط
يمد
يواصل
يطيل
يوجه"		ⲥⲟⲩⲧⲱⲛ	
ⲥⲱⲟⲩⲧⲉⲛ	ςωουτεν	soːten	swouten	sōüten	اسم	مذكر	"استقامة
امتداد
اعتدال
وضوح
مد
توجيه
تقويم
توفيق"		ⲥⲱⲟⲩⲧⲉⲛ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩⲧⲉⲛ ὲⲃⲟⲗ	ςωουτεν ὲβολ	soːten evol	swouten `ebol	sōüten èvol	اسم	مذكر	"استقامة
امتداد
اعتدال
وضوح
مد
توجيه
تقويم
توفيق"		ⲥⲱⲟⲩⲧⲉⲛ ὲⲃⲟⲗ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩϩ	ςωουϩ	soːh	swouh	sōüh	اسم	مذكر	اجتماع		ⲥⲱⲟⲩϩ (ⲡ)	(ⲡ)
ⲥⲱⲟⲩϩⲓ	ςωουϩι	soːhi	swouhi	sōühi	اسم	مؤنث	بيضة		ⲥⲱⲟⲩϩⲓ (ⲧ)	(ⲧ)
ⲥⲱⲟⲩϩⲓ	ςωουϩι	soːhi	swouhi	sōühi	اسم	مؤنث	"قمة
هامة
رأس"		ⲥⲱⲟⲩϩⲓ (ⲧ)	(ⲧ)
ⲥⲟⲩϩⲓ	ςουϩι	soːhi	souhi	sühi	اسم	مؤنث	"موضع متسع للجتماعات
صالة
ساحة"		ⲥⲟⲩϩⲓ (ⲧ)	(ⲧ)
