Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϭⲓϣⲏⲙ	ϭιϣημ	tshishiːm	tschishym	tshishïm	اسم	مذكر	"انذار بالغيب
عرافة
فأل"		ϭⲓϣⲏⲙ (ⲡ)	(ⲡ)
ϭⲓϣⲓ	ϭιϣι	tshishi	tschishi	tshishi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقدر
يقيم
يكيل
يأخذ مقاس
يصرف فعل"		ϭⲓϣⲓ	
ϭⲓϣⲓⲛⲣⲁ	ϭιϣινρα	tshishinrɑ	tschishinra	tshishinra	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يصرف فعل		ϭⲓϣⲓⲛⲣⲁ	
ϭⲓϣⲓⲡⲓ	ϭιϣιπι	tshishipi	tschishipi	tshishipi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يخزى
يخجل
يستحي
يجلب عار
يجلب فضيحة"		ϭⲓϣⲓⲡⲓ	
ϭⲓ`ϣⲫⲏⲣⲓ	ϭι`ϣφηρι	tshieshpʰiːri	tschi`shphyri	tshieshphïri	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحترم
يكبر
يستحسن"		ϭⲓ`ϣⲫⲏⲣⲓ	
ϭⲓ`ϣⲫⲓⲧ	ϭι`ϣφιτ	tshieshpʰit	tschi`shphit	tshieshphit	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يخجل
يخزي
يستحي
يفتضح"		ϭⲓ`ϣⲫⲓⲧ	
ϭⲓϣⲱϣ	ϭιϣωϣ	tshishoːsh	tschishwsh	tshishōsh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينخزي
ينحط
يهين
يحتقر
ينفضح
يحتمل التعيير والإهانة والشتم
يذل
ينذل"		ϭⲓϣⲱϣ	
ϭⲓϣϣⲱⲟⲩ	ϭιϣϣωου	tshish-shoː	tschishshwou	tshishshōü	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشتاق
يشتهي
يهيم
يكابد
يرغب في
يريد
يبتغي
يرام
يتوق إلى
يتوحم"		ϭⲓϣϣⲱⲟⲩ	
ϭⲓϣϣⲱⲟⲩ	ϭιϣϣωου	tshish-shoː	tschishshwou	tshishshōü	اسم	مذكر	"اشثياق
رغبة
مرام
أمنية
مراد"		ϭⲓϣϣⲱⲟⲩ (ⲡ)	(ⲡ)
ϭⲓϥⲟⲧⲥⲓ	ϭιϥοτςι	tshifοtsi	tschifotsi	tshifotsi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقفز طربا
يتنطط
يتسع
يمتد
يرتجف
يرتجف
يرتعد
يضطرب"		ϭⲓϥⲟⲧⲥⲓ	
ϭⲓϥⲟϫⲥ	ϭιϥοϫς	tshifοgs	tschifogs	tshifogs	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يثب
يقفز
ينط
ينخلع
يرتعد"		ϭⲓϥⲟϫⲥ	
ϭⲓϧⲉⲙⲓ	ϭιϧεμι	tshikʰemi	tschikhemi	tshikhemi	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يلتهب
يتقد
يحمى
يسخن"		ϭⲓϧⲉⲙⲓ	
ϭⲓϧⲉⲣⲉⲃ	ϭιϧερεβ	tshikʰereb	tschikhereb	tshikhereb	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يأخذ شكل
يتشكل
يتخذ هيئة
يتجلى
يتغير"		ϭⲓϧⲉⲣⲉⲃ	
