Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
ϭⲟϫⲓ ⲛⲉⲙ	ϭοϫι νεμ	tshοgi nem	tschogi nem	tshogi nem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	يخطف		ϭⲟϫⲓ ⲛⲉⲙ	
ϭⲟϫⲓ `ⲛⲥⲁ	ϭοϫι `νςα	tshοgi ensɑ	tschogi `nsa	tshogi ensa	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يخرج
يطرد
يبعد
ينفي
يضطهد
يطارد"		ϭⲟϫⲓ `ⲛⲥⲁ	
ϭⲣⲉ	ϭρε	tshre	tschre	tshre	اسم	مذكر	"طاسة
سلطانية
مغرفة
كبشة
حجر كريم
صدفة"		ϭⲣⲉ (ⲡ)	(ⲡ)
ϭⲣⲉⲡⲣⲉⲡ	ϭρεπρεπ	tshreprep	tschreprep	tshreprep	اسم	جمع	"خرنوب
خروب"		ϭⲣⲉⲡⲣⲉⲡ (ⲛ)	(ⲛ)
ϭⲣⲉϩⲓ	ϭρεϩι	tshrehi	tschrehi	tshrehi	اسم	مذكر	"عسر هضم
سوء هضم
تخمة
رغبة شديدة
اشتياق حار"		ϭⲣⲉϩⲓ (ⲡ)	(ⲡ)
ϭⲣⲏ	ϭρη	tshriː	tschry	tshrï	اسم	مؤنث	"طاسة
سلطانية
مغرفة
كبشة
حجر كريم
صدفة"		ϭⲣⲏ (ⲧ)	(ⲧ)
ϭⲣⲏ	ϭρη	tshriː	tschry	tshrï	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحفر
يعزق
ينقب
يعمق الحفر
يقلب
يدمر"		ϭⲣⲏ	
ϭⲣⲏ	ϭρη	tshriː	tschry	tshrï	اسم	مذكر	"حفر
تعميق
عزق
تنقيب
تدمير"		ϭⲣⲏ (ⲡ)	(ⲡ)
ϭⲣⲏⲟⲩⲧ	ϭρηουτ	tshrjoːt	tschryout	tshrïüt	صفة		"منتصر
غالب
مغلوب"		ϭⲣⲏⲟⲩⲧ (adj.)	(adj.)
ϭⲣⲏⲡⲓ	ϭρηπι	tshriːpi	tschrypi	tshrïpi	اسم	مؤنث	"تاج
إكليل
عصابة للرأس أو اليد
صولجان الملك
قضيب السلطة
سلطة
سلطان"		ϭⲣⲏⲡⲓ (ⲧ)	(ⲧ)
ϭⲣⲏϩⲓ	ϭρηϩι	tshriːhi	tschryhi	tshrïhi	اسم	مذكر	"فجاجة
نيء
عدم نضج"		ϭⲣⲏϩⲓ (ⲡ)	(ⲡ)
ϭⲣⲏϫⲓ	ϭρηϫι	tshriːgi	tschrygi	tshrïgi	اسم	مؤنث	"مهر العروسة
مهر"		ϭⲣⲏϫⲓ (ⲧ)	(ⲧ)
ϭⲣⲟ	ϭρο	tshrο	tschro	tshro	اسم	مذكر	"غلبة
نصرة
انتصار
تفوق
فوز
نصر
قوة"		ϭⲣⲟ (ⲡ)	(ⲡ)
ϭⲣⲟ `ⲙⲙⲟⲕ	ϭρο `μμοκ	tshrο emmοk	tschro `mmok	tshro emmok	فعل	أمر	"تشجع
تشدد
فعل أمر"		ϭⲣⲟ `ⲙⲙⲟⲕ (imp.)	(imp.)
ϭⲣⲟ ὲ	ϭρο ὲ	tshrο è	tschro `e	tshro è	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينتصر
يغلب
يقهر
يهزم
يقوى
يتفوق على"		ϭⲣⲟ ὲ	
ϭⲣⲟⲙ`ⲛϣⲁⲗ	ϭρομ`νϣαλ	tshrοmenshɑl	tschrom`nshal	tshromenshal	اسم	مؤنث	"يمامة
أمرية
اسم طائر"		ϭⲣⲟⲙ`ⲛϣⲁⲗ (ⲧ)	(ⲧ)
ϭⲣⲟⲙⲡⲓ	ϭρομπι	tshrοmpi	tschrompi	tshrompi	اسم	مؤنث	"حمامة
اسم طائر"		ϭⲣⲟⲙⲡⲓ (ⲧ)	(ⲧ)
ϭⲣⲟ`ⲛϩⲏⲧ	ϭρο`νϩητ	tshrοenhiːt	tschro`nhyt	tshroenhït	اسم	مذكر	"تشجيع
شدة عزم
جراءة
شجاعة
إقدام
تنشيط الهمة
تعزية
مواساة
سلوى
عزاء"		ϭⲣⲟ`ⲛϩⲏⲧ (ⲡ)	(ⲡ)
ϭⲣⲟⲡ	ϭροπ	tshrοp	tschrop	tshrop	اسم	مذكر	"عثرة
معثرة
عقبة
عائق
حائل
عرقلة
حاجز
مانع
كبوة
شرك
مصيبة
بلية
نقصان
غليان
فوران
حرارة
سخونة
حمو
تشويش
ضجة
شغب
اختلال نظام
اضطراب
فوضى"		ϭⲣⲟⲡ (ⲡ)	(ⲡ)
`ϭⲣⲟϥ	`ϭροϥ	etshrοf	`tschrof	etshrof	اسم	مذكر	"فضيحة
عار"		`ϭⲣⲟϥ (ⲡ)	(ⲡ)
`ϭⲣⲟϩ	`ϭροϩ	etshrοh	`tschroh	etshroh	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"ينقص
يقل
يتضاءل
يتناقص
يحتاج
يعوز
يفتقر إلى
يصير في عوز إلى
ينقص
يقلل
يبخس"		`ϭⲣⲟϩ	
`ϭⲣⲟϩ	`ϭροϩ	etshrοh	`tschroh	etshroh	اسم	مذكر	"نقص
نقصان
قلة
عوز
قصور
احتياج"		`ϭⲣⲟϩ (ⲡ)	(ⲡ)
ϭⲣⲱ	ϭρω	tshroː	tschrw	tshrō	اسم	مؤنث	"طل
ندى
رذاذ"		ϭⲣⲱ (ⲧ)	(ⲧ)
ϭⲣⲱⲡ	ϭρωπ	tshroːp	tschrwp	tshrōp	اسم	مذكر	"فرن
تنور
أتون
مستوقد
مدخنة"		ϭⲣⲱⲡ (ⲡ)	(ⲡ)
ϭⲧⲟⲡ	ϭτοπ	tshtοp	tschtop	tshtop	فعل	صيغة وصفية – حال	"مغلوب
مقهور"		ϭⲧⲟⲡ	
ϭⲧⲟⲡ	ϭτοπ	tshtοp	tschtop	tshtop	اسم	مذكر	"هزيمة
اندحار"		ϭⲧⲟⲡ (ⲡ)	(ⲡ)
ϭⲫⲉ	ϭφε	tshpʰe	tschphe	tshphe	اسم	مذكر	"قفز
وثب"		ϭⲫⲉ (ⲡ)	(ⲡ)
ϭⲱ	ϭω	tshoː	tschw	tshō	اسم	مذكر	"نخالة
ردة"		ϭⲱ (ⲡ)	(ⲡ)
ϭⲟⲃ	ϭοβ	tshοb	tschob	tshob	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يحلق
يجز"		ϭⲟⲃ	
ϭⲉⲃ	ϭεβ	tsheb	tscheb	tsheb	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يحلق
يجز"		ϭⲉⲃ	
ϭⲱⲃ	ϭωβ	tshoːb	tschwb	tshōb	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يحلق
يجز"		ϭⲱⲃ	
ϭⲱⲓ	ϭωι	tshoːi	tschwi	tshōi	اسم	مذكر	"شعر مجعد
شعر ملفوف"		ϭⲱⲓ (ⲡ)	(ⲡ)
ϭⲱⲓϫ	ϭωιϫ	tshoːig	tschwig	tshōig	صفة		"شجاع
باسل
بطل
قوي الإرادة"		ϭⲱⲓϫ (adj.)	(adj.)
ϭⲉⲗ	ϭελ	tshel	tschel	tshel	فعل	صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول	"يقطف
يجني
يجمع
يلم
يحصد"		ϭⲉⲗ	
ϭⲟⲗ	ϭολ	tshοl	tschol	tshol	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يقطف
يجني
يجمع
يلم
يحصد"		ϭⲟⲗ	
ϭⲱⲗ	ϭωλ	tshoːl	tschwl	tshōl	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يقطف
يجني
يجمع
يلم
يحصد"		ϭⲱⲗ	
ϭⲱⲗ	ϭωλ	tshoːl	tschwl	tshōl	اسم	مذكر	"حصاد
جني
محصول
قطاف
قطف
دخل
إيراد
إنتاج
غلة
محصول
ثمرة
نتيجة"		ϭⲱⲗ (ⲡ)	(ⲡ)
ϭⲱⲗⲉⲙ	ϭωλεμ	tshoːlem	tschwlem	tshōlem	فعل	صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول	"يشم
يتنسم
يعبق
يفوح
يطرب
يفرح قلبه
يتورط
يرتبك
يقحم في
يمد
يمط
يفرد
يبسط
يتمدد"		ϭⲱⲗⲉⲙ	
