Coptic Unicode Alphabet	Greek Alphabet	Current Modern Pronunciation	English Alphabet	Coptic written in english phonetically	Word Kind	Word Gender	Meaning	Origin	prettify	suffix
`ⲙ`ⲃⲣⲉϩⲓ	`μ`βρεϩι	emebrehi	`m`brehi	emebrehi	اسم	مذكر	"زفت
قار
أسفلت
حمر"		`ⲙ`ⲃⲣⲉϩⲓ (ⲡ)	(ⲡ)
`ⲙ`ⲃⲣⲉϩⲓ	`μ`βρεϩι	emebrehi	`m`brehi	emebrehi	اسم	مذكر	"عجلة
عربة
حمالة
نقالة
مركبة
عجلة النورج
محراث بعجل
مركب
معدية
قارب
تعدية"		`ⲙ`ⲃⲣⲉϩⲓ (ⲡ)	(ⲡ)
ⲉⲙ`ⲃⲣⲓⲥ	εμ`βρις	emebris	em`bris	emebris	اسم	مذكر	"نبيذ جديد
خمر
مسكر"		ⲉⲙ`ⲃⲣⲓⲥ (ⲡ)	(ⲡ)
`ⲙ`ⲃⲣⲓⲥ	`μ`βρις	emebris	`m`bris	emebris	اسم	مذكر	"نبيذ جديد
خمر
مسكر"		`ⲙ`ⲃⲣⲓⲥ (ⲡ)	(ⲡ)
ⲙⲟ	μο	mo	mo	mo	فعل		خذ		ⲙⲟ (v.)	(v.)
ⲙⲉ	με	me	me	me	فعل		"خذى
فعل أمر للمخاطبة"		ⲙⲉ (v.)	(v.)
ⲙⲉⲅⲁⲉⲗⲉⲟⲥ	μεγαελεος	megɑeleos	mejaeleos	megaeleos	اسم	مذكر	"عظم رحمة
رحمة عظيمة
رأفة كبيرة"	يوناني	ⲙⲉⲅⲁⲉⲗⲉⲟⲥ (ⲡ)	(ⲡ)
ⲙⲉⲅⲁⲗⲟⲩ	μεγαλου	megɑloː	mejalou	megalü	صفة		"عظيم
كبير"	يوناني	ⲙⲉⲅⲁⲗⲟⲩ (adj.)	(adj.)
ⲙⲉⲅⲁⲗⲱⲥ	μεγαλως	megɑloːs	mejalws	megalōs	ظرف		"بعظمة
برفعة
بدرجة  فائقة"	يوناني	ⲙⲉⲅⲁⲗⲱⲥ (adv.)	(adv.)
ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ	μεγιςτανος	megistɑnos	mejistanos	megistanos	اسم	مذكر	"عظيم
نبيل
أمير
ذو مكانة
مقدم ، رتبة عسكرية"		ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ (ⲡ)	(ⲡ)
ⲙⲉⲅⲓⲥⲧⲟⲥ	μεγιςτος	megistos	mejistos	megistos	اسم	مذكر	"الأعظم
الأكبر"		ⲙⲉⲅⲓⲥⲧⲟⲥ (ⲡ)	(ⲡ)
ⲙⲉⲧ	μετ	met	met	met	زائدة ، prefix		تتصل بالصفات لتحولها أسماء		ⲙⲉⲧ	
ⲙⲉⲑ	μεθ	metʰ	meth	meth	زائدة ، prefix		تتصل بالصفات لتحولها أسماء		ⲙⲉⲑ	
ⲙⲉⲧⲁⲓⲟ	μεταιο	metɑio	metaio	metaio	اسم	مذكر	"عصفر
زعفران
كركم"		ⲙⲉⲧⲁⲓⲟ (ⲡ)	(ⲡ)
ⲙⲉⲑⲁⲓⲟ	μεθαιο	metʰɑio	methaio	methaio	اسم	مذكر	"عصفر
زعفران
كركم"		ⲙⲉⲑⲁⲓⲟ (ⲡ)	(ⲡ)
ⲙⲉⲑⲙⲏⲓ	μεθμηι	metʰmiːi	methmyi	methmïi	اسم	مؤنث	"حق
بر
عدل
صدق
أمانة
حقيقة"		ⲙⲉⲑⲙⲏⲓ (ⲧ)	(ⲧ)
ⲙⲉⲑⲛⲁⲏⲧ	μεθναητ	metʰnɑiːt	methnayt	methnaït	اسم	مؤنث	"رحمة
شفقة
حنو
حنان
عطف
صدقة
حسنة
إحسان"		ⲙⲉⲑⲛⲁⲏⲧ (ⲧ)	(ⲧ)
ⲙⲉⲑⲛⲁⲓ	μεθναι	metʰnɑi	methnai	methnai	اسم	مؤنث	"إحسان
صدقة"		ⲙⲉⲑⲛⲁⲓ (ⲧ)	(ⲧ)
ⲙⲉⲑⲛⲟⲩϫ	μεθνουϫ	metʰnoːg	methnoug	methnüg	اسم	مؤنث	"كذب
زور
باطل
خداع
أكذوبة"		ⲙⲉⲑⲛⲟⲩϫ (ⲧ)	(ⲧ)
ⲙⲉⲑⲛⲟⲩϯ	μεθνουϯ	metʰnoːti	methnouti	methnoiti	اسم	مؤنث	"لاهوت
ألوهية
ذات إلهية"		ⲙⲉⲑⲛⲟⲩϯ (ⲧ)	(ⲧ)
ⲙⲉⲑⲛⲟϫ	μεθνοϫ	metʰnog	methnog	methnog	اسم	مؤنث	"عظمة
فخامة
جسامة
كبر السن"		ⲙⲉⲑⲛⲟϫ (ⲧ)	(ⲧ)
ⲙⲉⲑⲟⲩⲉⲙ`ϩⲑⲏϥ	μεθουεμ`ϩθηϥ	metʰoːwemehtʰiːf	methouem`hthyf	methüemehthïf	اسم	مؤنث	ندامة		ⲙⲉⲑⲟⲩⲉⲙ`ϩⲑⲏϥ (ⲧ)	(ⲧ)
ⲙⲉⲑⲣⲁⲙⲁὸ	μεθραμαὸ	metʰrɑmɑ-o	methrama`o	methramaò	اسم	مؤنث	"غنى
سعة
ثراء
يسر
ثروة"		ⲙⲉⲑⲣⲁⲙⲁὸ (ⲧ)	(ⲧ)
ⲙⲉⲑⲣⲉ	μεθρε	metʰre	methre	methre	اسم	مذكر	"شاهد
معاين الأمر
شهادة"		ⲙⲉⲑⲣⲉ (ⲡ)	(ⲡ)
ⲙⲉⲑⲣⲏ	μεθρη	metʰriː	methry	methrï	اسم	مؤنث	شاهدة		ⲙⲉⲑⲣⲏ (ⲧ)	(ⲧ)
ⲙⲉⲑⲣⲉⲩ	μεθρευ	metʰrev	methreu	methrev	اسم	جمع	شهود		ⲙⲉⲑⲣⲉⲩ (ⲛ)	(ⲛ)
ⲙⲉⲑⲣⲱⲟⲩⲛⲓ	μεθρωουνι	metʰroːni	methrwouni	methrōoini	اسم	مذكر	"بكارة
بتولية
عذراوية
بكورية"		ⲙⲉⲑⲣⲱⲟⲩⲛⲓ (ⲡ)	(ⲡ)
ⲙⲉⲑⲥⲱⲧⲡ	μεθςωτπ	metʰsoːtp	methswtp	methsōtp	اسم	مؤنث	"اختيار
انتخاب
اصطفاء
انتقاء
تزكية"		ⲙⲉⲑⲥⲱⲧⲡ (ⲧ)	(ⲧ)
ⲙⲉⲛⲣⲓⲧ	μενριτ	menrit	menrit	menrit	فعل	صيغة ضميرية يأتي بعدها ضمير مفعول	"يود
يحب
يعز
يهوى"		ⲙⲉⲛⲣⲓⲧ	
