ⲙⲱⲟⲩⲓ (v.) ⲙⲟⲩⲉ	Light.
ⲙⲱⲟⲩⲓ (v.) (2) ⲙⲟⲩⲓ	Lions.
ⲙⲱⲟⲩⲧ	(201a); (vt.) To kill.
ⲙⲱⲟⲩⲧ (Q) (v.) ⲙⲟⲩ	Dead.
"-
   ⲙϣⲓⲣ , ⲉⲙϣⲓⲣ , ⲙⲉⲭⲓⲣ"	"(206a); (n.)
   Name of 6th month of the Coptic Calendar
   'Amshir'."
"-
   ⲙϣⲓⲣ , ⲉⲙϣⲓⲣ"	(206a); (m.) Pot, box (for incense).
ⲙϣⲓϣ , ⲉⲙϣⲓϣ , ⲙⲡϣⲓϣ	"(207b); (m.) Ven-
   geance;
   ⲓⲣⲓ ⲙⲡϣⲓϣ , ⲉⲣⲡⲙϣⲓϣ : (vb.) To do vengeance; requite;
   ϭⲓⲙϣⲓϣ : (vb.) To take vengeance, be
   avenged;
   ––– : (m.) Retribution;
   guidance;
   ⲙⲉⲧⲣⲉϥϭⲓⲙⲱⲓⲧ : (f.) Leading,
   ⲓⲣⲓ ⲙⲡϣⲓϣ , ⲉⲣⲡⲓϭⲓⲙϣⲓϣ ,
   ⲙϣⲓϣ : (vb.) To do vengeance;
   ⲉⲣⲟⲩϭⲓ–
   ϯ ⲛⲟⲩϭⲓⲙϣⲓϣ : (vb.) To give requital, take vengeance on;
   ⲣⲉϥϭⲓⲙϣⲓϣ : (m.) Taker of vengeance,
   avenger;
   note ⲙⲡϣⲓϣ can replace ⲙϣⲓϣ in all the above constructions."
ⲙϩⲁⲗ	(665a); (m.) Servant, slave.
ⲙϩⲁⲩ , ⲉⲙϩⲁⲩ	(212b); (m.) Tomb, cavern.
ⲙϩⲟⲧ	(212b); (m.) Shoemaker's last or mallet.
ⲙϫⲁⲧϩ (v.) ⲙϫⲁϩⲧ	Mortar.
ⲙϫⲁϩⲧ , ⲙϫⲁⲧϩ	(214a); (f.) Mortar.
ⲙϫⲟⲩⲗ (v.) ⲙϫⲱⲗ	Onion.
ⲙϫⲱⲗ , ⲉⲙϫⲱⲗ , ⲙϫⲟⲩⲗ	"(213b); (m.)
   Onion.
   ‌ n
   ⲛ : (214a); 13th letter of the Coptic Alphabet;
   ⲛ : The numeral 'fifty'."
"-
   ⲛ– , ⲙⲙⲟ⸗"	(215a); (part.) of; indicating direct object; as, for.
"-
   ⲛ–"	(215b); (prep.) With, by; in, to, from; w/ ⲉⲃⲟⲗ , ⲥⲁⲃⲟⲗ from, from out; in, on.
(3) ⲛ– , ⲛⲁ⸗	(216a); (prep.) of dative, To for.
ⲛⲁ	"(217b); (vi.) + ⲛⲏⲟⲩ To go, come;
   ––– ⲉ– : (vb.) often, To be in the act of
   going to;
   ––– ⲉⲡⲉⲥⲏⲧ : (vb.) To go down;
   ––– ⲉⲡϣⲱⲓ : (vb.) To go up;
   ––– ⲉⲑⲱⲛ : (vb.) To go wither;
   ––– ⲉϧⲟⲩⲛ : (vb.) To go in, enter;
   ––– ⲉϩⲣⲏⲓ : (vb.) To go up;
   ––– ⲉϧⲣⲏⲓ : (vb.) To go down;
   ––– : vbal infix for 1st, 2nd, and 3rd
   future tenses."
ⲛⲁ– (v.) (1) ⲡⲁ–	My.
ⲛⲁ– (v.) (2) ⲡⲁ–	The (...) belonging to.
ⲛⲁ– (v.) ⲛⲉ–	Indicating imperfect.
ⲛⲁ⸗ (v.) (3) ⲛ–	To.
ⲛⲁⲁ , ⲛⲁⲁ⸗	"(218b); nom (vb.) To be great;
   ––– ⲉϩⲟⲧⲉ ⲉ– : Greater than;
   ––– ϧⲉⲛ : Greatest."
ⲛⲁⲁ⸗ (v.) ⲛⲁⲁ	To be great.
ⲛⲁⲃⲓ (v.) ⲛⲁⲩⲓ	Spear.
ⲛⲁⲏⲧ (v.) ⲛⲁⲓ	Compassionate.
ⲛⲁⲓ , (p.c.) ⲛⲁ–	"(216b); (vi.) To have pity,
   mercy;
   ––– : (m.) Pity, charity;
   ⲓⲣⲓ , ⲉⲣⲡⲓⲛⲁⲓ , ⲉⲣⲟⲩⲛⲁⲓ : (vb.) To do
   charity, kindness;
   ϣⲟⲩⲛⲁⲓ : (adj.) Worth of pity; pitiable; ϭⲓⲛⲁⲓ : (vb.) To get pity, take alms; ⲁⲧ– , ⲁⲑⲛⲁⲓ : (adj.) Pitiless;
   ⲉⲣ , ⲟⲓ ⲁⲧⲛⲁⲓ : (vb.) To be pitiless;
   ⲙⲉⲧⲁⲧⲛⲁⲓ : (f.) Pitilessness;
   ⲙⲉⲧ– , ⲙⲉⲑⲛⲁⲓ : (f.) Pity, charity;
   ϣⲁⲧⲙⲉⲧⲛⲁⲓ : (vb.) To ask pity, charity; (n.) one asking charity;
   ⲣⲉⲙⲛⲛⲁⲓ , ⲣⲉϥⲛⲁⲓ : (m.) Pitiful, charitable;
   ϫⲓⲛⲛⲁⲓ : (m.) Pity, act of pitying;
   ⲛⲁϩⲏⲧ , ⲛⲁⲏⲧ : (m.) Pitiful of heart,
   compassionate;
   ⲉⲣⲛⲁⲏⲧ : (vb.) To be pitiful;
   ⲙⲉⲑⲛⲁⲏⲧ : (f.) Pity, charity;
   ⲓⲣⲓ , ⲉⲣⲙⲉⲑⲛⲁⲏⲧ : (vb.) To do
   charity, have pity;
   ϯⲙⲉⲧⲛⲁⲏⲧ : (vb.) To give charity."
ⲛⲁⲓ (v.) ⲫⲁⲓ	These ones.
ⲛⲁⲕϩⲓ	"(223a); (f.) Pains of travail, pains in
   general;
   ϯⲛⲁⲕϩⲓ : (vb.) To be in travail;
   ––– : (m.) Travail."
ⲛⲁⲙ– (v.) ⲛⲟⲙ	Pine.
ⲛⲁⲛⲉ– , ⲛⲁⲛⲉ⸗	"(227a); (vi.) To be good, fair;
   ⲛⲁⲛⲉⲥ : It is good, right;
   ––– ⲉ– : (vb.) To be better than;
   ⲉⲛⲁⲛⲉ– , ⲉⲑⲛⲁⲛⲉ : (adj.) Good, fair; ⲡⲉⲑⲛⲁⲛⲉ– , ⲫⲏ ⲉⲑⲛⲁⲛⲉ– : (n.) That which is good;
   ⲙⲁⲓⲡⲉⲑⲛⲁⲛⲉ– : Lover of goodness; ⲉⲣⲡⲉⲑⲛⲁⲛⲉ– , ⲓⲣⲓ ⲙⲡⲓⲡⲉⲑⲛⲁⲛⲉ– : (vb.) To do good;
   ⲣⲉϥⲡⲉⲑⲛⲁⲛⲉ : (m.) Doer of good,
   benefactor;
   ⲙⲉⲧⲣⲉϥⲉⲣⲡⲉⲑⲛⲁⲛⲉ– : (f.)
   Beneficence;
   ⲥⲁ ⲙⲡⲉⲑⲛⲁⲛⲉ– : (n.) Doer of good, righteous;
   ⲛⲁⲛⲉ⸗ (v.) ⲛⲁⲛⲉ– - To be good."
ⲛⲁⲣⲉ– (v.) ⲛⲉ–	vbal (prfx.) imperfect.
ⲛⲁⲧ	(229a); (m.) Loom; web.
"-
   ⲛⲁⲩ , (imperat.) ⲁⲛⲁⲩ"	"(233b); (vi.) To
   look, behold;
   ––– ⲉⲃⲟⲗ , ⲙⲃⲟⲗ : (vb.) To see;
   ⲙⲉⲧⲁⲑⲛⲁⲩ ⲙⲃⲟⲗ : (f.) Sightlessness;
   ––– : (m.) Sight."
"view, vision;
   ⲁⲧⲛⲁⲩ"	(adj.) Unseen, unseeing.
ⲣⲉϥⲛⲁⲩ	"(m.) Seer; (adj.) seeing;
   ⲉⲣⲣⲉϥⲛⲁⲩ : (vb.) To become seer,
   spectator;
   ϫⲓⲛⲛⲁⲩ : (fm.) Sight."
vision.	vision.
"-
   ⲛⲁⲩ"	"(234b); (m.) Hour, time;
   ––– ⲛϣⲱⲣⲡ : (m.) Morning, early hour;
   ––– ⲙⲙⲉⲣⲓ : (m.) Midday, noon; ⲛⲓϣϯ ⲛⲛⲁⲩ : (adj.) Great, long time ⲕⲟⲩϫⲓ ⲛⲛⲁⲩ : (adj.) Little time;
   ––– ⲛⲓⲃⲉⲛ : (m.) Every hour, always; ϧⲉⲛ ⲡⲓⲛⲁⲩ ⲉⲧⲉⲙⲙⲁⲩ : Then; ⲙⲡⲁⲓⲛⲁⲩ : Just now, meanwhile, forth-
   with;
   ⲡⲁⲓⲛⲁⲩ : At this (same) time; ϣⲁⲡⲓⲛⲁⲩ : Up to the hour; ⲓⲥϫⲉⲛ ⲫⲛⲁⲩ : From the hour;
   ⲓⲥϫⲉⲛ ⲡⲁⲓⲛⲁⲩ : Henceforth;
   ⲛⲑⲛⲁⲩ : (interr.) When?
   ϣⲁⲑⲛⲁⲩ : (interr.) Until when?."
ⲛⲁⲩⲃⲉⲛ	(235b); (pl.) Footsteps.
ⲛⲁⲩⲓ , ⲛⲁⲃⲓ , ⲛⲁϩⲃⲓ	"(235b); (m.) Spear,
   javelin, spike."
ⲛⲁⲩⲕⲗⲏⲣⲟⲥ	"(Gk); (m.) Ship-owner and merchant, sailing master; captain, com-
   mander."
ⲛⲁⲫⲣⲓ	(228a); (f.) Grain, seed.
ⲛⲁϣⲉ– , ⲛⲁϣⲱ⸗	"(236a); (vi.) To be many,
   much;
   ⲉⲧⲛⲁϣⲉ : (adj.) Many, great;
   ––– ⲥⲟⲩⲉⲛ⸗ : Price;
   ⲛⲁϣⲡ– (v.) ⲛⲟⲩϣⲡ - Agitater."
ⲛⲁϣⲡⲏⲣⲓ (v.) ⲛⲟⲩϣⲡ	Scare crow.
ⲛⲁϣⲧ (Q) (v.) ⲛϣⲟⲧ	Being difficult.
ⲛⲁϣⲧ (p.c.) (v.) ⲛϣⲟⲧ	Hard of.
ⲛⲁϣⲧⲛⲟϩⲉⲃ (v.) ⲛⲟϩⲉⲃ	Stiff-necked.
ⲛⲁϣⲧϩⲏⲧ (v.) ⲛϣⲟⲧ	Hard-hearted.
ⲛⲁϣⲱ⸗ (v.) ⲛⲁϣⲉ–	To be many.
ⲛⲁϣϯ (v.) ⲛϣⲟⲧ	Strength.
ⲛⲁϩ⸗ (v.) ⲛⲟⲩϩ	To be shaken.
ⲛⲁϩⲃⲉϥ (v.) ⲛⲟϩⲉⲃ	Yoke.
ⲛⲁϩⲃⲓ (v.) ⲛⲁⲩⲓ	Spear.
ⲛⲁϩⲃⲓ (v.) ⲛⲟϩⲉⲃ	Neck.
ⲛⲁϩⲃⲓⲟⲩⲓ (v.) ⲛⲟϩⲉⲃ	Necks.
ⲛⲁϩⲉⲙ– (v.) ⲛⲟϩⲉⲙ	To save.
ⲛⲁϩⲏⲧ (v.) ⲛⲁⲓ	Compassionate.
ⲛⲁϩⲙ⸗ (v.) ⲛⲟϩⲉⲙ	To save.
ⲛⲁϩⲣⲁ⸗ (v.) ϩⲟ , ϩⲣⲁϥ	In the presence of.
ⲛⲁϩⲣⲉⲛ (v.) ϩⲟ , ϩⲣⲁϥ	In the presence of.
"ⲛⲁϩϯ , (Q) ⲉⲛϩⲟⲧ (246a); (vi.) To trust,
   believe; (vt.) to believe; qual."	"ⲛⲁϩϯ , (Q) ⲉⲛϩⲟⲧ (246a); (vi.) To trust,
   believe; (vt.) to believe; qual."
"trustworthy, faithful;
   ––– ⲉ–"	"(vb.) To believe, trust in; qual.
   trustworthy for, (fit to be) entrusted
   with;
   ––– ϧⲉⲛ : (vb.) To trust in;
   ––– : (m.) Trust, faith; ⲙⲉⲧⲛⲁϩϯ : (f.) Faith; ⲁⲑⲛⲁϩϯ : (adj.) Unbelieving;
   ⲙⲉⲧⲁⲧⲛⲁϩϯ : (f.) Unbelief;
   ⲉⲣⲁⲑⲛⲁϩϯ : (vb.) To unbelieve, be
   unbelieving, be mistrustful;
   ϣⲟⲩⲛⲁϩϯ : (adj.) Worthy of belief."
ⲛⲁϫⲡ	(249b); (n.) Stone, kernel (of fruit).
ⲛⲁϫϩⲓ	(249b); (f.) Tooth.
ⲛⲉ– , ⲛⲁ–	"(219a); vbal (prfx.) for imperfect;
   pluperfect;
   ⲛⲉ– : In nominal cluases, indicating past."
ⲛⲉ (v.) ⲡⲉ	To be.
ⲛⲉⲃ– (v.) ⲛⲏⲃ	Lord.
ⲛⲉⲃⲁϩⲓ (v.) ⲛⲏⲃ	Long-lived.
ⲛⲉⲃⲏⲓ (v.) ⲛⲏⲃ	Landlord.
ⲛⲉⲃⲏⲧ (v.) ⲛⲏⲃ	Man of sense.
ⲛⲉⲃⲓ (v.) ⲛⲏⲃⲓ	To swim.
ⲛⲉⲃⲓⲁϩⲓ (v.) ⲛⲏⲃ	Landowner.
ⲛⲉⲃϩⲏⲧ (v.) ⲛⲏⲃ	Man of sense.
ⲛⲉⲃϯ (v.) ⲛⲟⲩⲃⲧ	Plait.
ⲛⲉⲓ , ⲛⲏⲓ	"(219a); (f.) Time;
   ⲉⲣⲛⲉⲓ : (vb.) To make, reach time;
   ϯⲛⲉⲓ : (vb.) To give, appoint time."
ⲛⲉⲕⲣⲟⲛ	(Gk); (n.) Corpse; (adj.) dead.
ⲛⲉⲙ– , ⲛⲉⲙⲁ⸗	"(169b); (prep.) With; (conj.)
   and;
   ⲁⲗⲗⲁ ⲛⲉⲙ : But also;
   ⲱ ⲛⲉⲙ– : exclamatory O! or and O!"
ⲛⲉⲙⲁ⸗ (v.) ⲛⲉⲙ–	With.
ⲛⲉⲥⲉ– , ⲛⲉⲥⲱ⸗	"(228b); (vi.) To be beautiful;
   ⲉⲑⲛⲉⲥⲉ– , ⲉⲑⲛⲉⲥⲱ⸗ : (adj.) Beautiful."
ⲛⲉⲥⲱ⸗ (v.) ⲛⲉⲥⲉ–	To be beautiful.
ⲛⲉⲧⲃ– (v.) ⲛⲟⲩⲧϥ	To loosen.
ⲛⲉⲧϥ– (v.) ⲛⲟⲩⲧϥ	To loosen.
ⲛⲉϣⲡ– (v.) ⲛⲟⲩϣⲡ	To agitate.
ⲛⲉϣⲧⲉ (v.) ⲛϣⲟⲧ	Rough person.
ⲛⲉϥ	"(238b); (m.) Sailor;
   ⲛⲉϥϩⲓⲧϩⲏ : (m.) Pilot."
ⲛⲉϥⲓ (v.) ⲛⲏⲃⲓ	To swim.
ⲛⲉϥⲧ– (v.) ⲛⲟⲩⲧϥ	To loosen.
"ⲛⲉϧϫⲓ (v.) ⲛⲟⲩϫϧ -
   ⲛⲉϩ"	"(240b); (m.) Oil;
   ––– ⲕⲉⲛⲓⲱⲧ : (m.) Fat, thick oil;
   ––– ⲉⲑⲛⲟⲧⲉⲙ : (m.) Sweet oil;
   ––– ⲉϥⲃⲉⲣⲃⲉⲣ : (m.) Boiling oil;
   ––– ⲉⲑⲟⲩⲁⲃ : (m.) Holy oil;
   ––– ⲛⲑⲱϩⲥ : (m.) Oil of anointing;
   ⲁⲑⲛⲉϩ : (adj.) Oiless;
   ⲙⲁ ⲙⲡⲓⲛⲉϩ : (m.) Oil cellar."
ⲛⲉϩ (v.) ⲛⲟⲩϩ	To shake.
ⲛⲉϩ⸗ (v.) ⲛⲟⲩϩ	To shake.
ⲛⲉϩ (v.) ⲛⲟⲩϩ	To be shaken.
ⲛⲉϩⲃⲁⲗ (v.) ⲛⲉϩⲃⲏⲗ	Wine-skin.
ⲛⲉϩⲃⲉⲗ (v.) ⲛⲉϩⲃⲏⲗ	Wine-skin.
ⲛⲉϩⲃⲏⲗ , ⲛⲉϩⲃⲉⲗ , ⲛⲉϩⲃⲁⲗ	"(243b); (m.)
   Wine-skin."
ⲛⲉϩⲡ– (v.) ⲛⲟϩⲉⲃ	To yoke a beast.
ⲛⲉϩⲡⲓ	"(245a); (vi.) To mourn, (lit.) smite self;
   ––– ⲉ– , ⲉϫⲉⲛ– : (vb.) To mourn for;
   ––– ⲉⲃⲟⲗ : (vb.) To mourn;
   ––– : (m.) Mourning;
   ⲓⲣⲓ ⲛⲟⲩⲛⲉϩⲡⲓ : (vb.) To make mourning; ϭⲓ ⲛⲉϩⲡⲓ : (vb.) To take mourning, mourn;
   ⲣⲉϥⲛⲉϩⲡⲓ : (m.) Mourner."
ⲛⲉϩⲥⲓ	"(245b); (vi.)To awake, arise; (vt.)
   waken, raise up;
   ––– ⲉϫⲉⲛ– : (vb.) To rise against;
   ––– ϧⲉⲛ– : (vb.) To arise from, in;
   ––– ⲉⲃⲟⲗ ϧⲉⲛ– : (vb.) To awake, arise from;
   ––– ⲉⲡϣⲱⲓ :(vb.) To rise up, awake;
   ––– ⲉϩⲣⲏⲓ : (vb.) To rise up, awake;
   ϫⲓⲛⲛⲉϩⲥⲓ : (m.) Awakening, arising."
ⲛⲉϩϥ (v.) ⲛⲟⲩϩ	What is shaken.
ⲛⲉϫ– (v.) (2) ⲛⲟⲩϫ	To throw.
ⲛⲉϫⲓ	"(252a); (f.) Belly, womb;
   ⲛⲏ (v.) ⲫⲏ - Demonstrative article (pl)."
ⲛⲏⲓ (v.) ⲛⲉⲓ	Time.
ⲛⲏⲃ , ⲛⲉⲃ–	"(221a); (m.) Lord, master,
   owner; (f.) mistress; ⲁⲧⲛⲏⲃ : (adj.) Lordless; ⲙⲉⲧⲛⲏⲃ : (f.) Lordship; ⲉⲣⲛⲏⲃ : (vb.) To be lord; ⲛⲉⲃⲁϩⲓ : Long-lived;
   ⲛⲉⲃⲏⲓ : (n.) Lord of house, householder,
   (i.e.) landlord, landlady;
   ⲛⲉⲃⲓⲟϩⲓ : (m.) Lord of the field, land- owner;
   ⲛⲉⲃϩⲏⲧ , ⲛⲉⲃⲏⲧ : (m.) Lord of mind,
   man of sense, sensible man."
ⲛⲏⲃⲓ , ⲛⲉⲃⲓ , ⲛⲓⲡⲓ , ⲛⲉϥⲓ , ⲛⲓⲃⲓ	"(222a); (vi.) To float, swim;
   ⲛⲏⲃⲓ ⲉⲡϣⲱⲓ : (m.) Floating on surface;
   ϫⲓⲛⲛⲉϥⲓ : (m.) Floating, sailing."
ⲛⲏⲛⲓ	(227b); (m.) Honeycomb.
ⲛⲏⲥⲟⲥ , (pl.) –ⲱⲥ	(f.) Island.
ⲛⲏⲥⲧⲓⲁ	"(Gk); (f.) Fast, abstainence;
   ϯⲕⲟⲩϫⲓ ⲛⲛⲏⲥⲧⲓⲁ : (n.) The little fast,
   advent, fast preceding the feast of the
   Nativity;
   ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ : (vb.) To fast, abstain from food."
ⲛⲏⲥⲱⲥ (v.) ⲛⲏⲥⲟⲥ	Islands.
ⲛⲏⲟⲩ (Q) (v.) ⲓ	To have come.
ⲛⲏⲟⲩ (Q) (v.) ⲛⲟⲩⲓ	To be coming.
ⲛⲏϩ (Q) (v.) ⲛⲟⲩϩ	To be shaken.
ⲛⲏϫ (Q) (v.) (2) ⲛⲟⲩϫ	To be thrown.
ⲛⲏϫⲓ = ⲏϫⲓ	Leek.
ⲛⲑⲛⲁⲩ (v.) (2) ⲛⲁⲩ	When.
ⲛⲑⲟ	pers (pron.) 2nd pers f (sg.) You (f).
ⲛⲑⲟⲕ	pers (pron.) 2nd pers m (sg.) You (m).
ⲛⲑⲟⲥ	pers (pron.) 3rd pers f (sg.) She.
ⲛⲑⲟϥ	pers (pron.) 3rd pers m (sg.) He.
ⲛⲑⲱⲧⲉⲛ pers (pron.) 2nd pers (pl.) You (pl).	ⲛⲑⲱⲧⲉⲛ pers (pron.) 2nd pers (pl.) You (pl).
ⲛⲑⲱⲟⲩ	pers (pron.) 3rd pers (pl.) They.
ⲛⲓⲃⲉⲛ	(225b); (adj.) Every.
ⲛⲓⲃⲓ (v.) ⲛⲏⲃⲓ	To swim.
ⲛⲓⲙ	"(225a); interrog (pron.) Who ?, What?;
   ––– : A certain person or thing; so &
   so;
   ⲡⲁⲛⲓⲙ , ⲧⲁⲛⲓⲙ : Belonging to whom."
ⲛⲓⲡⲓ (v.) ⲛⲏⲃⲓ	To swim.
ⲛⲓϣϯ , ⲛⲟϫ , ⲛⲟⲩϫ	"(250a); (adj.) Great,
   large;
   ––– ⲛⲣⲱⲙⲓ : Grown or old man;
   ––– ⲛϣⲏⲣⲓ : Elder son;
   ––– ⲛⲥⲟⲛ : Elder brother;
   ––– ⲛⲥⲱⲛⲓ : Elder sister;
   ––– ⲉ– : Great, old person or thing; ⲙⲉⲧⲛⲓϣϯ : (f.) Greatness, seniority; ⲉⲣⲛⲓϣϯ : (vb.) To become, be great; grow
   old, be of age;
   ––– ⲉ– : (vb.) To be greater, older than;
   ⲙⲉⲧⲉⲣⲛⲓϣϯ : (f.) Greatness;
   ϣⲱⲡⲓ ⲛⲛⲓϣϯ : (vb.) To become, be
   great;
   ⲛⲓϥⲓ : (238b); (vi.) To blow, breathe; (tr.) blow;
   ––– ⲉ– : (vb.) To blow upon;
   ––– ⲉϧⲟⲩⲛ ⲉ– : (vb.) To blow into;
   ––– ⲉϧⲣⲏⲓ ⲉ– : (vb.) To blow down
   upon;
   ––– ϩⲓϫⲉⲛ– : (vb.) To blow upon;
   ––– ⲛⲥⲁ– : (vb.) To blow after, upon;
   ––– ⲉⲃⲟⲗ : (vb.) To breathe;
   ––– , ⲛⲓϥ : (m.) Breath; ⲣⲉϥⲛⲓϥⲓ : (n.) Blower, blow-pipe; ϫⲓⲛⲛⲓϥⲓ : (m.) Blowing;
   ϣⲉⲛⲛⲓϥⲓ : (m.) Blow of breath, breathing;
   ϯ ⲛⲓϥⲓ : (vb.) To give breath; take breath,
   rest, doze;
   ϧⲁⲙⲛⲓϥⲓ : Difficult breathing."
ⲛⲕⲟⲧ , ⲉⲛⲕⲟⲧ	"(224a); (vi.) To sleep,lie down, lie;
   ––– ⲉ– : (vb.) To sleep, lie down;
   ––– ⲉϫⲉⲛ– , ⲉϩⲣⲏⲓ ⲉϫⲉⲛ– , ϩⲓϫⲉⲛ– , ϩⲓ– : (vb.) To lie upon;
   ––– ϧⲉⲛ– : (vb.) To lie in, on;
   ––– ⲛ– : (vb.) To lie in;
   ––– ⲛⲉⲙ– : (vb.) To lie with;
   ––– : (m.) Sleep;
   ⲁⲧⲛⲕⲟⲧ : (adj.) Sleepless;
   ⲙⲁ ⲛⲛⲕⲟⲧ : (m.) Place of lying, couch;
   sexual cohabitation;
   ⲣⲉϥⲛⲕⲟⲧ : (m.) One who lies;
   ϫⲓⲛⲛⲕⲟⲧ : (m.) Act of lying, sleeping."
ⲛⲟⲃⲓ	"(222a); (m.) Sin;
   ⲁⲑⲛⲟⲃⲓ : (adj.) Sinless, innocent;
   ⲙⲉⲧⲁⲧⲛⲟⲃⲓ : (f.) Sinlessness;
   ⲙⲁⲓⲛⲟⲃⲓ : Sin-loving;
   ⲉⲣⲛⲟⲃⲓ : (vb.) To sin, commit sin;
   ––– ⲉ– : (vb.) To sin against;
   ⲣⲉϥⲉⲣⲛⲟⲃⲓ : (n.) Sinner;
   ϭⲓⲛⲟⲃⲓ : (vb.) To bear sin."
ⲛⲟⲏⲙⲁ	"(Gk); (vb.) To apprehend, perceive,
   think, consider, reflect, presume, con-
   ceive, intend, mean;
   ⲉⲣⲛⲟⲓⲛ : (vb.) To perceive, understand."
ⲛⲟⲏⲣⲟⲛ (v.) ⲛⲟⲩⲥ	Sensible.
ⲛⲟⲓⲛⲓ , ⲛⲱⲓⲛⲓ	"(226b); (vi.) To shake, tremble;
   (vt.) shake;
   ––– : (m.) Shaking."
ⲛⲟⲙ , ⲛⲁⲙ	"(226a); (m.) Pine, tamarisk,
   cypress."
ⲛⲟⲙⲓⲙⲟⲛ (v.) ⲛⲟⲙⲟⲥ	Customary.
ⲛⲟⲙⲓⲥⲙⲁ	"(Gk); (m.) Custom, institution;
   current coin."
ⲛⲟⲙⲟⲑⲉⲧⲏⲥ (v.) ⲛⲟⲙⲟⲥ	Legislator.
ⲛⲟⲙⲟⲥ	"(Gk); (m.) Law, custom, statute, or-
   dinance;
   ⲛⲟⲙⲟⲑⲉⲧⲏⲥ : (m.) Lawgiver, legislator; ⲥⲉⲙⲛⲉⲛⲟⲙⲟⲥ : (vb.) To draft law, legis- late;
   ⲡⲁⲣⲁⲛⲟⲙⲟⲥ : (m.) One against the law; criminal;
   ⲉⲣⲡⲁⲣⲁⲛⲟⲙⲟⲥ , –ⲙⲓⲛ : (vb.) To break
   the law;
   ⲁⲛⲟⲙⲟⲥ , ⲁⲧⲛⲟⲙⲟⲥ : (adj.) Without law, lawless;
   ⲛⲟⲙⲓⲙⲟⲛ : (adj.) Comfortable to law or
   custom, customary, legitimate."
ⲛⲟⲙϯ	"(226a); (f.) Strength, power; encou- ragement, comfort;
   ⲁⲧⲛⲟⲙϯ : (adj.) Without strength;
   ϯⲛⲟⲙϯ : (vb.) To fortify, comfort; ⲣⲉϥϯⲛⲟⲙϯ : (n.) Comforter; ⲙⲉⲧⲣⲉϥϯⲛⲟⲙϯ : (f.) Comfort, en-
   couragement;
   ––– : (m.) Consolation;
   ϫⲉⲙⲛⲟⲙϯ : (vb.) To find strength, com-
   fort."
ⲛⲟⲛⲓ	(227b); (vi.) To fall down.
ⲛⲟⲧ⸗ (v.) ⲛⲟⲩⲧ	To grind.
ⲛⲟⲧⲁⲣⲓⲟⲥ	(L); (m.) Scribe, notary, registrar.
ⲛⲟⲧⲉⲙ (Q)	"(231b); (vi.) To be sweet,
   pleasant;
   ⲛⲟⲩⲧⲉⲙ : (adj.) Sweet;
   ϫⲱⲓⲧ ⲛⲛⲟⲩⲧⲉⲙ : Sweet olive."
"ⲛⲟⲩ⸗ (v.) ⲫⲱ⸗ - Belonging to
   ⲛⲟⲩⲃ"	"(221b); (m.) Gold; money, coin;
   ϩⲁⲙⲛⲟⲩⲃ : (m.) Goldsmith."
ⲛⲟⲩⲃⲧ , ⲛⲟⲩⲧⲃ , ⲛⲟⲩⲧⲡ	"(222b); (vt.) To
   weave;
   ⲛⲉⲃϯ : (f.) Plait, tress."
ⲛⲟⲩⲓ , (Q) ⲛⲏⲟⲩ	"(219a); (vi.) To go, be going
   to, about to go; qual."
"be (in act of)
   coming, about to come;
   ––– ⲉ–"	(vb.) (2nd tense) To increase in doing; qual.
"be coming, be on the road
   to;
   ––– ⲉϫⲉⲛ–"	"(vb.) To come upon, to;
   ––– ⲉϩⲣⲏⲓ ⲉϫⲉⲛ– : (vb.) To come
   upon, to;
   ––– ⲛⲉⲙ– : (vb.) To come with, bring;
   ––– ⲛⲥⲁ– : (vb.) to come after, for;
   ––– ⲙⲉⲛⲉⲛⲥⲁ– : (vb.) To come after, follow;
   ––– ϣⲁ– : (vb.) To come to, reach;
   ––– ϩⲁ– : (vb.) To come to, reach;
   ––– ϩⲓϫⲉⲛ– : (vb.) To come upon, over;
   ––– ⲉⲃⲟⲗ : (vb.) to come forth;
   ––– ⲉⲃⲟⲗ ⲉ– : (vb.) To come forth to,
   against, sue;
   ––– ⲉⲃⲟⲗ ⲛ–(ⲙⲙⲟ⸗) : (vb.) To come forth from;
   ––– ⲉⲃⲟⲗ ⲥⲁ– : (vb.) To come forth
   from beside, from;
   ––– ⲉⲃⲟⲗ ϧⲁϫⲉⲛ– : (vb.) To come forth from;
   ––– ⲉⲃⲟⲗ ϧⲉⲛ– : (vb.) To come forth
   from;
   ––– ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ– : (vb.) To come forth through, from;
   ––– ⲉⲡⲉⲥⲏⲧ : (vb.) To come down;
   ––– ⲉⲡϣⲱⲓ : (vb.) To come up;
   ––– ⲉϧⲟⲩⲛ : (vb.) To come in, enter;
   ––– ⲉϩⲣⲏⲓ : (vb.) To come up;
   ––– ⲉϧⲣⲏⲓ : (vb.) to come down;
   ⲛⲟⲩⲕⲉⲣ : (224a); (vt.) To prick, incise of
   unripe sycamore-figs;
   ––– : (n.) Incision of this fruit."
ⲛⲟⲩⲛ	"(226b); (m.) Abyss of hell, depth of
   earth or sea."
