ⲇⲓⲁⲇⲟⲭⲟⲥ	"(Gk); (m.) Successor, substitute,
   deputy."
ⲇⲓⲁⲑⲏⲕⲏ	"(Gk); (f.) disposition by will, testament, covenant;
   d
   ––– ⲛⲁⲡⲁⲥ : (f.) Old Testament."
––– ⲙⲃⲉⲣⲓ	(f.) New Testament.
ⲇⲓⲁⲕⲟⲛⲉⲓ (v.) ⲇⲓⲁⲕⲟⲛⲓⲁ	Service.
ⲇⲓⲁⲕⲟⲛⲓⲁ , –ⲓⲉ	"(Gk); (f.) Service, minis-
   tration, body of servants or attendants; the office of the diaconate."
ⲇⲓⲁⲕⲟⲛⲟⲥ	"(Gk); (m.) Deacon, servant,
   attendant, official in religious guild."
ⲇⲓⲁⲕⲣⲓⲥⲓⲥ	(Gk); (f.) Separation, dissolution, segregation, differentiation, examination.
ⲇⲓⲁⲧⲏⲙⲁ (v.) ⲇⲓⲁⲇⲏⲙⲁ	Diadem.
ⲇⲓⲇⲁⲥⲕⲁⲗⲏ (v.) ⲇⲓⲇⲁⲥⲕⲁⲗⲟⲥ	Teacher.
ⲇⲓⲇⲁⲥⲕⲁⲗⲓⲁ (v.) ⲇⲓⲇⲁⲥⲕⲁⲗⲟⲥ	"Teach-
   ing."
ⲇⲓⲇⲁⲥⲕⲁⲗⲟⲥ , (f.) –ⲏ	"(Gk); (m.) Teacher, master;
   ⲇⲓⲇⲁⲥⲕⲁⲗⲓⲁ : (Gk); (f.) Teaching,
   instruction, elucidation, training."
ⲇⲓⲇⲓⲙⲟⲥ (v.) ⲇⲓⲇⲩⲙⲟⲥ	Twin.
ⲇⲓⲇⲟⲩ	(Gk?); (n.) Consecration of thought.
ⲇⲓⲇⲩⲙⲟⲥ , ⲇⲓⲇⲓⲙⲟⲥ	(Gk); (adj.) Twin, double, two-fold; (n.) testicles, ovaries.
ⲇⲓⲕⲁⲓⲟⲥ , ⲇⲓⲕⲉⲟⲥ , –ⲟⲛ	"(Gk); (adj.) Just,
   right, upright, righteous, impartial, civi- lized."
ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ , ⲇⲓⲕⲉⲟⲥⲩⲛⲏ	"(Gk); (f.) Right-
   eousness, justice, rectitude, fulfilment of
   the law."
ⲇⲓⲕⲁⲥⲧⲏⲣⲓⲟⲛ	(Gk); (m.) Court of justice.
ⲇⲓⲕⲉⲟⲥ (v.) ⲇⲓⲕⲁⲓⲟⲥ	Just.
ⲇⲓⲕⲉⲟⲥⲩⲛⲏ (v.) ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	Justice.
ⲇⲓⲟⲓⲕⲉⲧⲏⲥ (v.) ⲇⲓⲟⲓⲕⲏⲧⲏⲥ	Adminstrator.
ⲇⲓⲟⲓⲕⲏⲧⲏⲥ , –ⲕⲉⲧⲏⲥ	"(Gk); (m.) Adminis-
   trator, governor, procurator."
ⲇⲓⲟⲓⲕⲓⲛ	(Gk?); (vb.) To follow, chase, threaten.
ⲇⲓⲟⲥ (v.) ⲍⲉⲩⲥ	Zeus.
ⲇⲓⲡⲗⲟⲓⲥ	(Gk); (f.) Double cloak.
ⲇⲓⲡⲛⲟⲛ	(Gk); (m.) Banquet, dinner.
"ⲇⲓⲡⲧⲩⲭⲟⲥ , ⲧⲓⲡⲧⲩⲭⲟⲥ , ⲧⲩⲡⲇⲓⲭⲟⲥ ,
   –ⲟⲛ"	"(Gk); (m.) Difnar - a book that
   includes hymns commemorating the saints of the day in the Coptic Church."
ⲇⲓⲥⲕⲟⲥ	(Gk); (m.) Dish, disk.
ⲇⲓⲧⲓⲟⲥ ⲙⲟⲛⲁⲥ	"(Gk?); (n.) The Arabic
   month of Gamada-al-awal;
   ––– ⲇⲓⲟⲥ : (n.) Gamada-al-akhar or -al- thani."
ⲇⲓⲱⲅⲙⲟⲥ	"(Gk); (m.) Chase, pursuit, per-
   secution, harassing."
ⲇⲓⲱⲕⲧⲏⲥ	(Gk); (m.) persecutor, pursuer.
ⲇⲟⲕⲓⲙⲏ (v.) ⲇⲟⲕⲓⲙⲟⲥ	Trial.
ⲇⲟⲕⲓⲙⲟⲥ , –ⲏ	"(Gk); (adj.) Examination, trial,
   test."
ⲇⲟⲗⲟⲥ	(Gk); (m.) Cunning, trick, treachery.
"ⲇⲟⲝ (v.) ⲇⲟⲝⲁ - Glory
   ⲇⲟⲝⲁ , ⲇⲟⲝ"	"(Gk); (f.) Glory, honor, pride,
   repute, opinion;
   ⲇⲟⲝⲁ ⲡⲁⲧⲣⲓ : Expression ' Glory be to the Father""."
ⲇⲟⲝⲟⲗⲟⲅⲓⲁ	"(Gk); (f.) Laudation, glori-
   fication, doxology."
ⲇⲟⲡⲁⲧⲓⲟⲥ	(Gk); (m.) Jewelry, precious stone.
ⲇⲟⲩⲗⲟⲥ	(Gk); (m.) Slave, bondman.
ⲇⲟⲩⲝ	(Gk); (m.) Duke, prince, king, leader.
ⲇⲟⲩⲡⲓⲁ	(Gk?); (f.) A type of old coins.
ⲇⲣⲁⲕⲱⲛ	(Gk); (m.) Dragon.
ⲇⲣⲟⲙⲟⲥ	"(Gk); (m.) Course, race, flight,
   contest."
ⲇⲣⲩⲙⲟⲥ	(Gk); (m.) Thicket, desert, wilder- ness.
ⲇⲩⲛⲁⲙⲓⲥ	"(Gk); (f.) Power, might, strength,
   authority."
ⲇⲩⲛⲁⲧⲟⲥ	(Gk); (adj.) Strong, mighty.
ⲇⲩⲣⲁⲛⲛⲟⲥ (v.) ⲧⲑⲣⲁⲛⲛⲓⲥ	Tyrant.
ⲇⲱⲣⲉⲁ	(Gk); (f.) Gift, present (esp.) bounty.
ⲇⲱⲣⲟⲛ , –ⲟⲥ	"(Gk); (f.) Gift, present, gift of
   honor, votive gift."
"ⲇⲱⲣⲟⲥ (v.) ⲇⲱⲣⲟⲛ - Gift.
   ‌ e
   ⲉ"	"The 5th letter of the Coptic Alphabet called ⲉⲓ , ⲉⲓⲉ ;
   ⲉ : The numeral 'five'."
"-
   ⲉ– , ⲉⲣⲟ⸗ , (2nd (pl.) ⲉⲣⲱ⸗ )"	"(50a); (prep.) (I.) dat.: to, for, according to, as regards ;
   purpose: for, in order to; about, because of; from, by means of; direction: towards, to; against; comparison: than ; in adverbial expressions. (II.) indicating direct object with many verbs of sensual perception, mental action, and with other vi's. (III.) coordinating a second (vb.)"
"-
   ⲉ–"	"(52a); vbal (prfx.) used before nominal subject ' ⲉⲣⲉ– '; characterizes the circum-
   stantial, or precedes other auxiliaries either in subordinate or coordinate clause."
ⲉⲁⲧ	(61a); (m.) End, farthest (part.)
ⲉⲃⲇⲟⲙⲁⲥ	"(Gk); (f.) A period of seven days,
   week, the numbr seven."
ⲉⲃⲉⲛ (v.) ⲁϣⲃⲉⲛ	Enchanter.
ⲉⲃⲓ	(52b); (n.) Darkness.
ⲉⲃⲓⲁⲓⲕ (v.) (2) ⲃⲱⲕ	Servants.
ⲉⲃⲓⲏⲛ	"(53a); (mf.) A poor, wretched person;
   (adj.) miserable, wretched;
   ⲙⲉⲧⲉⲃⲓⲏⲛ : (f.) Misery."
ⲉⲃⲓⲱ	(52b); (m.) Honey.
ⲉⲃⲗⲁⲗⲏ	"(Gk); (f.) Damage, loss, injury,
   harm."
ⲉⲃⲟ , (pl.) ⲉⲃⲱⲟⲩ and sg as (pl.)	"(178a); (m.)
   Dumb person;
   ⲙⲉⲧⲉⲃⲟ : (f.) Dumbness;
   ⲉⲣⲉⲃⲟ : (vb.) To become, be dumb.
   ϣ☩òǹ (v.) ⲃⲱⲗ - Out."
ⲉⲃⲣⲉϩⲓ (v.) ⲙⲃⲣⲉϩⲓ	Cart.
ⲉⲃⲣⲏϫ (mostly ⲥⲉⲧⲉⲃⲣⲏϫ (m.))	"(53b); (f.)
   Lightening."
ⲉⲃⲱⲟⲩ (v.) ⲉⲃⲟ	Dumb person.
ⲉⲃϣⲓ (v.) ⲱⲃϣ	Sleep.
ⲉⲅⲅⲣⲁⲫⲟⲛ (v.) ⲉⲅⲅⲣⲁⲫⲟⲥ	Contract.
ⲉⲅⲅⲣⲁⲫⲟⲥ , –ⲟⲛ	(Gk); (m.) Written docu- ment, contract.
ⲉⲅⲕⲣⲁⲧⲉⲓⲁ , –ⲧⲓⲁ	"(Gk); (f.) Self-control,
   mastery over, control over; (i.e.) chastity,
   asceticism, economy;
   ⲉⲅⲕⲣⲁⲧⲏⲥ : (adj.) Hold fast, self-con- trolled, strong; (i.e.) ascete (n)."
ⲉⲅⲕⲣⲁⲧⲏⲥ (v.) ⲉⲅⲕⲣⲁⲧⲉⲓⲁ	Self-control.
ⲉⲅⲕⲣⲁⲧⲓⲁ (v.) ⲉⲅⲕⲣⲁⲧⲉⲓⲁ	Self-control.
ⲉⲅⲕⲱⲙⲓⲟⲛ	"(Gk); (m.) Encomium, eulogy,
   panegyric, laudatory ode, praise."
ⲉⲑ– (v.) ⲉⲧ–	Relative prefix.
ⲉⲑⲁⲩϣ (v.) ⲉⲑⲱϣ	Ethiopians.
ⲉⲑⲃⲉ– , ⲉⲑⲃⲏⲧ⸗	"(61a); (prep.) Because of,
   concerning;
   ⲉⲑⲃⲉϫⲉ– : (conj.) Because;
   ⲉⲑⲃⲉⲫⲁⲓ : (conj.) Wherefore."
ⲉⲑⲃⲉⲟⲩ (v.) ⲟⲩ	Why?.
ⲉⲑⲃⲏⲧ⸗ (v.) ⲉⲑⲃⲉ–	"Concerning
   ⲉⲑⲏ (v.) (1) ϩⲏ - forwards."
ⲉⲑⲛⲓⲕⲟⲥ	"(Gk); (adj.) Foreign, gentile; (m.)
   heathen, idol-woshipper, tax collector."
ⲉⲑⲛⲟⲥ	(Gk); (m.) Nation, people, caste, tribe.
ⲉⲑⲙⲟϣⲓ (v.) ⲉⲑⲱϣ	Ethiopian (f).
ⲉⲑⲱϣ , (f.) ⲉⲑⲟϣⲓ , (pl.) ⲉⲑⲁⲩϣ	"(65b); (m.) An
   Ethiopian person."
ⲉⲓⲉⲃⲧ (v.) ⲓⲉⲃⲧ	East.
ⲉⲓⲟⲩⲗ , ⲉⲟⲩⲗ	(77a); (mf.) Hart, hind.
ⲉⲓϫⲉ	(Gk); (prep.) Then, for, if.
ⲉⲕⲁⲧⲟⲛⲧⲁⲣⲭⲟⲥ	(Gk); (m.) A centurion.
ⲉⲕⲕⲗⲏⲥⲓⲁ	"(Gk); (f.) Church, assembly duly
   summoned, an assembly."
ⲉⲕⲗⲟⲗⲓ (v.) ⲕⲉⲗⲱⲗ	Pitcher.
ⲉⲕⲙⲁⲗⲱⲥⲓⲁ = ⲉⲭⲙⲁⲗⲱⲥⲓⲁ	Captivity.
ⲉⲕⲟϯ (v.) ⲕⲱⲧ	Builders.
ⲉⲕⲱⲧ (v.) ⲕⲱⲧ	Builder.
ⲉⲗ– (v.) ⲱⲗⲓ	To hold.
ⲉⲗⲁⲭⲓⲥⲧⲟⲥ	"(Gk); (adj.) Smallest, least; (m.)
   poor, wretched, of low status."
ⲉⲗⲃⲓϫⲓ	(54b); (m.) An implement of irrigation; central shaft of a water wheel or its circulating cable.
ⲉⲗⲉⲟⲛ (v.) (1) ⲉⲗⲉⲟⲥ	Mercy.
"-
   ⲉⲗⲉⲟⲥ , –ⲟⲛ"	"(Gk); (m.) Pity, mercy,
   compassion."
"-
   ⲉⲗⲉⲟⲥ , ⲉⲗⲉⲱⲥ"	(Gk?); Do not!
ⲉⲗⲉⲩⲑⲉⲣⲓⲁ	"(Gk); (f.) Freedom, frankness,
   independence;
   ⲉⲗⲉⲩⲑⲉⲣⲓⲟⲥ : (m.) Freeman, liberal."
ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲛ (v.) ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲥ	Ivory.
ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲥ , –ⲟⲛ	(Gk); (adj.) Ivory.
ⲉⲗⲉⲱⲥ (v.) (2) ⲉⲗⲉⲟⲥ	Do not!
ⲉⲗⲕⲟ , ⲉⲗⲕⲟⲩ , ⲁⲗⲕⲟⲩ	"(54b); (m.) Fruit of
   sycamore."
ⲉⲗⲕⲥ (v.) ⲱⲗⲕ	Corner.
ⲉⲗⲕⲟⲩ (v.) ⲉⲗⲕⲟ	Fruit of sycamore.
ⲉⲗⲕϣⲁⲓ (v.) ⲱⲗⲕ	Sneer.
ⲉⲗⲗⲏⲛ , –ⲏⲛⲟⲥ	"(Gk); (n.) Greek, heathen,
   the ancient name for ancient greece."
ⲉⲗⲗⲏⲛⲟⲥ (v.) ⲉⲗⲗⲏⲛ	Greek.
ⲉⲗⲗⲟⲅⲓⲙⲟⲥ	"(Gk); (n.) One held in account
   or regard, in high repute; eloquent
   person."
ⲉⲗⲝ (v.) ⲱⲗⲕ	Corner.
ⲉⲗϩⲉⲙ	"(150a); (vi.) To roar ((esp.) of lions);
   ϫⲓⲛⲉⲗϩⲉⲙ : (f.) Roaring."
ⲉⲗϩⲏⲥ	(769b); Exhaustion, panting.
ⲉⲗϩⲱⲃ , ⲉⲗϩⲱⲡ	(149b); Steam vapor.
ⲉⲗϩⲱⲡ (v.) ⲉⲗϩⲱⲃ	Steam vapor.
ⲉⲗϫⲱⲃ	(55b); (m.) Heron.
ⲉⲙⲁϣⲱ (v.) ⲙⲁϣⲟ	Very.
ⲉⲙⲃⲟⲛ (v.) ⲙⲃⲟⲛ	Wrath.
ⲉⲙⲃⲣⲉϩⲓ (v.) ⲙⲃⲣⲉϩ i	Cart.
ⲉⲙⲃⲣⲓⲥ	(183a); (m.) New wine, must.
ⲉⲙⲃⲣⲱ	"(183a); (f.) Harbor, landing stage on
   sea or river."
ⲉⲙⲉⲛⲧ	(56a); (m.) The west.
ⲉⲙⲑⲟ (v.) ⲙⲑⲟ	Before.
ⲉⲙⲑⲱ	"(193a); (f.) Shipwreck
   ⲉⲙⲓ : (77b); (vi.) To know, understand;
   ---: (m.) Knowledge;
   ⲁⲧⲉⲙⲓ : (adj.) Ignorant, innocent
   ⲉⲣⲁⲧⲉⲙⲓ , ⲟⲓ ⲛⲁⲧⲉⲙⲓ : (vb.) To be
   ignorant, unconscious;
   ⲙⲉⲧⲁⲧⲉⲙⲓ : (f.) Ignorant, innocence;
   ⲣⲉϥⲉⲙⲓ : (m.) One that knows."
ⲉⲙⲓⲧ (v.) ⲙⲓⲧ	Celery.
ⲉⲙⲕ– (v.) ⲱⲙⲕ	To swallow.
ⲉⲙⲕⲁϩ (v.) ⲙⲕⲁϩ	To be paiful.
ⲉⲙⲗⲁϧ (v.) ⲙⲗⲁϧ	To fight.
ⲉⲙⲙⲟⲛ (v.) ⲙⲙⲟⲛ	No.
ⲉⲙⲛⲟⲧⲉ (v.) ⲙⲛⲟⲩⲧ	Porter.
ⲉⲙⲛⲟϯ (v.) ⲙⲛⲟⲧ	Breasts.
ⲉⲙⲛⲟⲩⲧ (v.) ⲙⲛⲟⲩⲧ	Porter.
ⲉⲙⲡϣⲁ (v.) ⲙⲡϣⲁ	To be worthy.
ⲉⲙⲣⲁⲓ (v.) ⲙⲃⲣⲁⲓ	Seed of cereals.
ⲉⲙⲣⲱⲙ (v.) ⲙⲣⲱⲙ	Pillow.
ⲉⲙⲥ– (v.) ⲱⲙⲥ	To dip.
ⲉⲙⲥⲓ (v.) ⲱⲙⲥ	Immersion.
ⲉⲙⲥⲟⲃⲓ , ⲙⲉⲧⲥⲟⲃⲓ	(186b); (f.) Large needle.
ⲉⲙⲧⲟⲛ (v.) ⲙⲧⲟⲛ	To be at rest.
ⲉⲙⲟⲩ , (pl.) ⲉⲙⲱⲟⲩⲓ	(55b); (f.) Cat.
ⲉⲙⲱⲟⲩⲓ (v.) ⲉⲙⲟⲩ	Cats.
ⲉⲙϣⲓⲣ (v.) (1) ⲙϣⲓⲣ	"A Coptic month,
   'amshir'."
ⲉⲙϣⲓⲣ (v.) (2) ⲙϣⲓⲣ	Pot.
ⲉⲙϣⲓϣ (v.) ⲙϣⲓϣ	Vengeance.
ⲉⲙϩⲁⲩ (v.) ⲙϩⲁⲩ	Tomb.
ⲉⲙϩⲓⲧ	(212a); (m.) North.
ⲉⲙϫⲱⲗ (v.) ⲙϫⲱⲗ	Onion.
ⲉⲛ	(66b); (m.) Ape, monkey.
ⲉⲛ– (v.) ⲓⲛⲓ	To bring.
ⲉⲛ⸗ (v.) ⲓⲛⲓ	To bring.
ⲉⲛⲁⲅⲉ (v.) ⲉⲛⲉⲅⲉ	To urge on.
ⲉⲛⲉ–	"(56b); vbal (prfx.) of unfulfilled con-
   dition."
ⲉⲛⲉⲅⲉ , ⲉⲛⲁⲅⲉ , ⲉⲛⲓⲅⲉ , ⲏⲛⲉⲅⲉ	(Gk); (vb.) To urge on, promote, accuse.
ⲉⲛⲉⲣⲅⲉⲓⲁ , –ⲅⲓⲁ	"(Gk); (f.) Activity, opera-
   tion, function, performance, action."
ⲉⲛⲉⲣⲅⲓⲁ (v.) ⲉⲛⲉⲣⲅⲉⲓⲁ	Activity.
ⲉⲛⲉϩ	(57a); (m.) Eternity, age (period of time); (adj.) eternal; (adv.) forever, eternally, ever.
ⲉⲛⲕⲟⲕⲓ (v.) ⲁⲛⲕⲟⲕⲓ	Ring finger.
ⲉⲛⲕⲟⲧ (v.) ⲛⲕⲟⲧ	Sleep.
ⲉⲛⲛⲓⲅⲙⲁ	"(Gk); (m.) Riddle, enigma(?)
   ⲉⲛⲟⲭⲟⲥ : (Gk); (vb.) To be liable to, subject
   to, guilty, liable to the penalty of."
ⲉⲛⲧⲏϫ , ⲛⲧⲏϫ	(233a); (m.) Plant, weed, specifically 'darnel'.
ⲉⲛⲧⲟⲗⲏ	"(Gk); (f.) Commandment, com-
   mand, order, ordinance, injunction;
   ϯⲉⲛⲧⲟⲗⲏ : (vb.) To order, command, announce a decision."
ⲉⲛⲟⲩⲕ	(56b); (n.) A plant.
ⲉⲛⲟⲩⲟⲓ (v.) (1) ⲟⲩⲟⲓ	Rush course.
ⲉⲛⲭⲁⲓ (v.) ⲛⲭⲁⲓ	Thing.
ⲉⲛϣⲁϣⲓ	"(vb.) To be like gall, bitter;
   ---: (m.) Bitterness, gall;
   ⲉⲣⲉⲛϣⲁϣⲓ : (vb.) To be bitter."
ⲉⲛϣⲟⲧ (v.) ⲛϣⲟⲧ	To be strong.
ⲉⲛϩⲟⲧ (Q) (v.) ⲛⲁϩϯ	Faithful.
ⲉⲛϩⲟⲩⲣ (v.) ⲛϩⲟⲩⲣ	To tremble.
ⲉⲝⲁⲅⲓⲛ , –ⲅⲟⲓⲛ	(Gk); (m.) Weight measure.
ⲉⲝⲁⲅⲟⲓⲛ (v.) ⲉⲝⲁⲅⲓⲛ	Weight measure.
ⲉⲝⲁⲡⲓⲛⲁ	(Gk); (adv.) Sudden.
ⲉⲝⲇⲣⲁⲟⲩ , ⲉⲝⲣⲁⲟⲩ	"(Gk); (f.) Hall, parlor,
   belvedere, saloon, bench."
ⲉⲝⲉⲥⲧⲓ	"(Gk); (w/ ⲉⲣ– ) (vb.) To be allowed, be possible;
   ---: (m.) Thing possible, allowed;
   ⲟⲩⲕⲉⲝⲉⲥⲧⲓ : (n.) Unlawful, prohibited."
ⲉⲝⲟⲇⲟⲥ	"(Gk); (n.) The Biblical Book of
   Exodus."
ⲉⲝⲟⲣⲓⲥⲙⲉⲛⲟⲥ	(Gk); (adj.) Banished.
ⲉⲝⲟⲩⲥⲓⲁ , –ⲁⲥ	"(Gk); (f.) Power, authority,
   freedom, license."
ⲉⲝⲟⲩⲥⲓⲁⲥ (v.) ⲉⲝⲟⲩⲥⲓⲁ	Power.
ⲉⲝⲣⲁⲟⲩ (v.) ⲉⲝⲇⲣⲁⲟⲩ	Hall.
ⲉⲝⲱⲣⲓⲁⲍⲉⲓⲛ	"(Gk); (w/ ⲉⲣ– ) (vb.) To leave
   out of thought, neglect;
   ⲉⲝⲱⲣⲓⲥⲧⲓⲁ : (m.) Neglect."
ⲉⲝⲱⲣⲓⲥⲧⲓⲁ (v.) ⲉⲝⲱⲣⲓⲁⲍⲉⲓⲛ	Neglect.
ⲉⲟⲩⲃⲉ– (v.) ⲟⲩⲃⲉ	Against.
ⲉⲡ– (v.) ⲱⲡ	To count.
ⲉⲡⲁⲅⲅⲉⲗⲓⲁ	"(Gk); (f.) Command, summons,
   announcement, notice, offer, promise."
ⲉⲡⲁⲛⲧⲣⲟⲡⲟⲥ	(Gk); Unknown.
ⲉⲡⲁⲣⲭⲓⲁ (v.) ⲉⲡⲁⲣⲭⲟⲥ	Government.
ⲉⲡⲁⲣⲭⲟⲥ	"(Gk); (m.) Commander, governor,
   prefect;
   ⲉⲡⲁⲣⲭⲓⲁ : (f.) Government, state, province."
ⲉⲡⲉⲓⲇⲏ (v.) ⲉⲡⲓⲇⲏ	After.
ⲉⲡⲉⲥⲏⲧ (v.) ⲉⲥⲏⲧ	Downward.
ⲉⲡⲏⲡ	"(n.) The 11th month of the coptic year
   'Abib'."
ⲉⲡⲓⲃⲟⲩⲗⲏ	(Gk); (f.) Plan formed against another, plot, scheme by treachery.
ⲉⲡⲓⲅⲣⲁⲫⲏ	"(Gk); (f.) Inscription, title of a
   work, name, ascription of a deed."
ⲉⲡⲓⲇⲉ (v.) ⲉⲡⲓⲇⲏ	After.
ⲉⲡⲓⲇⲏ , ⲉⲡⲉⲓⲇⲏ , ⲉⲡⲓⲇⲉ	"(Gk); (conj.) After,
   that, since, when; whereas."
ⲉⲡⲓⲑⲩⲙⲓⲁ , ⲑⲩⲙⲓⲁ	"(Gk); (f.) Desire, year- ning, sextual desire, lust, longing after; ϣⲟⲩⲉⲣⲉⲡⲓⲑⲩⲙⲓⲁ : (adj.) Delicious desirable;
   ⲉⲣⲉⲡⲓⲑⲩⲙⲓⲛ : (vb.) To desire, yearn, lust."
ⲉⲡⲓⲕⲁⲗⲓⲥⲑⲉ	"(Gk); (w/ ⲉⲣ– ) (vb.) To sum-
   mon, invoke, pray for, invite, call in,
   appeal to, challenge."
ⲉⲡⲓⲕⲏⲥ	(Gk?); (adj.) Humble, meek.
ⲉⲡⲓⲥⲕⲟⲡⲟⲥ	"(Gk); (m.) Bishop, overseer,
   guardian, supervisor, inspector."
ⲉⲡⲓⲥⲧⲏⲙⲏ	(Gk); (f.) Understanding, skill, knowledge, science.
ⲉⲡⲓⲥⲧⲟⲗⲏ	"(Gk); (f.) Message, order, com-
   mision; letter, epistle."
ⲉⲡⲓⲧⲓⲙⲁ	(Gk); (f.) Rebuke, censure, cri- ticism, castigation.
ⲉⲡⲓⲧⲣⲟⲡⲟⲥ	"(Gk); (m.) Steward, trustee,
   administrator, viceroy, executor, guar-
   dian, protector."
"ⲉⲡⲓⲫⲁⲛⲉⲓⲁ ,
   –ⲓⲟⲥ"	"(Gk); (n.) Appearance,
   ⲉⲣⲉⲝⲉⲧⲁⲍⲓⲛ : (Gk); To examin, approve,
   manifestation, advent, Epiphany (the feast of the Lord's Baptism.)
   ⲉⲡⲓⲫⲁⲛⲓⲟⲥ (v.) ⲉⲡⲓⲫⲁⲛⲉⲓⲁ - Epiphany."
ⲉⲡⲣⲱϣⲓ (v.) ⲣⲱϣⲓ	Sufficiently.
ⲉⲡⲟⲩⲉⲓ (v.) ⲟⲩⲉⲓ	To a distance.
ⲉⲡⲟⲩⲣⲁⲛⲓⲟⲛ (v.) ⲉⲡⲟⲩⲣⲁⲛⲓⲟⲥ	Heavenly.
ⲉⲡⲟⲩⲣⲁⲛⲓⲟⲥ , –ⲟⲛ	(Gk); (adj.) Heavenly.
ⲉⲡⲱⲙⲓⲥ	"(Gk); (f.) Part of the woman tunic
   that was fastened on the shoulder by brooches, shoulder-strap; (i.e.) dress, garment."
ⲉⲡϣⲉⲙⲙⲟ (v.) ϣⲉⲙⲙⲟ	Abroad.
ⲉⲡϣⲓ (v.) ⲱⲃϣ	Sleep.
ⲉⲡϫⲏ (v.) ϫⲏ	In vain.
ⲉⲣ– (v.) ⲓⲣⲓ	"To do.
   prove by scrutiny."
ⲉⲣⲉⲡⲓⲑⲩⲙⲓⲛ (v.) ⲉⲡⲓⲑⲩⲙⲓⲁ	To desire.
ⲉⲣⲉⲧⲓⲛ	"(Gk); (vb.) To ask, plead, beg, be-
   seech."
ⲉⲣⲉⲧⲓⲕⲟⲥ (v.) ϩⲉⲣⲉⲧⲓⲕⲟⲥ	Heretic.
ⲉⲣⲏⲧ , ⲣⲏⲧ	"(58a); (vt.) To vow, promise,
   devote;
   ---: (m.) Vow, promise."
ⲉⲣⲏⲟⲩ	"(59a); (mf.) mostly with possessive (prfx.) and agreeing in gender and mostly
   in number with the subject of the clause; fellow, companion; hence an expression of reciprocity--each other, together, mutually (...) etc."
ⲉⲣⲑⲉⲱⲣⲓⲛ (v.) ⲑⲉⲱⲣⲓⲁ	To see.
ⲉⲣⲁⲅⲁⲡⲁⲛ (v.) ⲁⲅⲁⲡⲏ	To love.
ⲉⲣⲁⲅⲱⲛⲏⲍⲉⲥⲑⲉ (v.) ⲁⲅⲱⲛ	To struggle.
ⲉⲣⲁⲅⲱⲛⲓⲍⲉⲥⲑⲉ (v.) ⲁⲅⲱⲛ	To struggle.
ⲉⲣⲁⲑⲉⲧⲓⲛ (v.) ⲁⲑⲉⲧⲓⲛ	"To disregard.
   ⲉⲣⲕⲁⲑⲏⲕⲓⲛ (v.)
   struct.
   ⲉⲣⲕⲁⲧⲏⲭⲓⲛ (v.) struct."
"ⲕⲁⲧⲏⲭⲟⲩⲙⲉⲛⲏ
   ⲕⲁⲧⲏⲭⲟⲩⲙⲉⲛⲏ
   -
   To in-
   -
   To in-
   ⲉⲣⲁⲛⲉⲭⲉⲥⲑⲉ"	(Gk); (vb.) To bear, withstand.
ⲉⲣⲁⲛⲟⲙⲓⲛ (v.) ⲁⲛⲟⲙⲓⲁ	To transgress.
ⲉⲣⲁⲡⲁⲛⲧⲁⲛ (v.) ⲁⲡⲁⲛⲧⲁⲛ	To meet.
ⲉⲣⲁⲧⲛⲁⲓ (v.) ⲛⲁⲓ	To be pitiless.
ⲉⲣⲁⲧⲛⲁϩϯ (v.) ⲛⲁϩϯ	To be unbelieving.
ⲉⲣⲁⲧⲛⲟⲩϯ (v.) ⲛⲟⲩϯ	To be godless.
ⲉⲣⲃⲓ (v.) ⲱⲣϥ	Enclosure.
ⲉⲣⲃⲓⲛ	(58a); (m.) Papyrus.
ⲉⲣⲃⲓⲥⲓ	(58a); (m.) Hemp.
ⲉⲣⲃⲓⲧ	(58a); (m.) Camel's saddle or pack.
ⲉⲣⲃⲱⲥ	(58a); (m.) Rope of a single ply.
ⲉⲣⲅⲁⲥⲓⲁ	"(Gk); (f.) Work, business, produc-
   tive labor, trade, function."
ⲉⲣⲅⲁⲥⲧⲏⲣⲓⲟⲛ	(Gk); (m.) Any place in which work is done, workshop, factory.
ⲉⲣⲅⲁⲧⲏⲥ	"(Gk); (m.) Workman, hermes, (esp.)
   one who works the soil, husbandman,
   doer, producer."
ⲉⲣⲉ– (v.) ⲉ–	vbal (prfx.) circumstantial.
ⲉⲣⲉⲛⲟⲭⲗⲓⲛ	"(Gk); (vb.) To trouble, annoy,
   worry about."
ⲉⲣⲉⲛϣⲁϣⲓ (v.) ⲉⲛϣⲁϣⲓ	To be bitter.
ⲉⲣⲕⲁⲧⲏⲭⲟⲓⲛ (v.) ⲕⲁⲧⲏⲭⲟⲩⲙⲉⲛⲏ	"To in-
   struct."
ⲉⲣⲕⲁⲩⲙⲁ (v.) ⲕⲁⲩⲙⲁ	To burn.
ⲉⲣⲕⲁϩⲥ (v.) ⲕⲱϩ	To become custom.
ⲉⲣⲕⲉⲗⲉⲩⲓⲛ (v.) ⲕⲉⲗⲉⲩⲓⲛ	To urge.
