key	word	type	en	crum	quality	added	updated	created_by	updated_by	dawoud-pages	notes	senses	override-type	crum-last-page	sisters	antonyms	homonyms	greek-sisters	categories	TODO
248	(S,A) sooHe (S) soHe (Sf) saaHe (NH) swHe *^<a href=ext codex II - The Apocryphon of John;106;22;17;etswHe mmoF Hm peFmeeue nHouo apSorp narxwn">Ext</a> ?^* (S) saHe-,saHw= (A,sA) seHw="	2	{intr:} be set up, upright (/*caus of [wHe]*/) /$gk: [[anorqousqai, etoimazesqai]]$/ | {tr:} |$ |$ (as nn m), setting up, uprightness | | /*(prob same as [sooHe]) reprove, correct*/	380b	8	2009-09-14	2011-01-14	vagrant	vagrant	387a		{"1": "set up, upright"}			721		261; 335			
249	(S) Hwt$^e^$r (sA) Hwtre (NH) Hatr,Hatr- *^<a href=ext codex II - The Hypostasis of the Archons;109;87;22;Sina Hm pouwS mpeiwt esnaHatr pthrF mn pouoein;codex X - Marsanes;143;39;6;smh de mmeu seHatr anetrsumfwni">Ext</a>^* (S) Het$^e^$r-,Hot$^e^$r- (F) Hater- (S) Hotr=,Hotr+,Hotre+ (B) Hoter+"	2	{intr:} be joined, doubled | {qual:} | {tr:} /$gk: [[sunienai, omofwnein]]$/	726a	8	2009-09-14	2011-07-22	vagrant	vagrant	725b-726a,698b,698b,698b,698b-699a,724b,13a,2a,654a,664a		{"1": "be joined, doubled", "2": "hire to", "3": "agree with"}			457; 1420; 479			C8801		
250	(S,B) mokmek (Sf,F) makmek (A) makmk (B) mekmek- (S,B) mekmouk=	2	{intr:} think, ponder /$gk: [[logizesqai, noeisqai, enqumeisqai]]$/ | {tr:} meditate, intend | (refl /*oftenest*/), consider |$ (with suff) |$ (with [mmo=])	162a	8	2009-09-14	2010-06-06	vagrant	vagrant	162b-163a,144a		{"1": "think", "2": "ponder", "3": "meditate", "4": "intend", "5": "consider"}			145; 314; 281 #drv4440					
251	(S,sA) JwnF (S) SwnF (S) JooneF+ (sA) Ja$^a^$nF+	2	{intr:} happen, befall | {tr:} meet with, fall upon	776b	8	2009-09-14	2010-08-15	vagrant	vagrant	781a,603a		{"1": "happen", "2": "befall", "3": "meet with", "4": "fall upon"}			263; 228					
252	(S,A) tamio (F) tamia (B) qamio (S) tamie-,tamio- (B) qamie-,qamio- (S) tamio= (Sa,F) tamia= (B) qamio= (S) tamihu+ (B) qamihout+ (F) tamihut+	2	{tr:} make, create /$gk: [[poiein, ktizein]]$/ | {intr:} (/*B only*/)	413a	8	2009-09-14	2010-07-24	vagrant	vagrant	55b-56a		{"1": "make", "2": "create"}			476; 2546; 284					
253	(S,A,B,F) mpSa (S,B) mSa (S,B,F) empSa (F) empSe	2	{intr:} be worthy, worth |$ (with gen [n-]) /$gk: [[ajiousqai, ofeilein]]$/ |$ (with [e-]), worthy to, (or) to be |$ (with subjunct) |$ be meet, entitled, obliged |$ (without obj), be worthy, fitting |$ (impersonal B), it is right, needful	179a	6	2009-09-14	2010-02-03	vagrant	vagrant	181a-182a,36b		{"1": "be worthy", "2": "be worth", "3": "be meet", "4": "be entitled", "5": "be obliged", "6": "be fitting", "7": "it is right", "8": "it is needful"}			2436; 2299; 906					
254	(S,A,sA) Sibe (F) Sibi (S,sA) Sb- (S) S$^e^$bt-,SeFt- (S,A) Sbt= (S) Sebt=,SeFt=,So$^o^$be+,So$^o^$Fe+ (A) Sabe+ (F) Sabi+ (S) ^Sabe-,SaFe- (A,sA) ^Sabi- (B) ^Sebi-	2	{intr:} change, be changed /$gk: [[alloioun, allasein, metaballein, meqistanai]]$/ | {qual:} changed (/*often pejorat*/) /$gk: [[diaforos]]$/ | {tr:} /$gk: [[alloioun, allasein, metamorfousqai]]$/ | (p c), changing, (so) strange, fearful	551a	8	2009-09-14	2010-08-10	vagrant	vagrant	573a-573b,559b-560b		{"1": "change", "2": "changing (so strange, fearful)"}			255; 256; 1868; 1570					
255	(B,Fb) SibT (S) Sibte,SiFte	2	{intr:} change /$gk: [[alloioun, allasein]]$/ | {tr:}  /$gk: [[alloioun, allasein, metaballein]]$/	553b	8	2009-09-14	2010-08-10	vagrant	vagrant	573b-574a		{"1": "change"}			254; 256					
256	(B) Swbt,Swpt,Sebt-,Sobt=,Sopt=	2	{intr:} change, be changed /$gk: [[alloioun]]$/ | {tr:}  /$gk: [[alloioun]]$/	554a	8	2009-09-14	2010-08-10	vagrant	vagrant	598a-598b,606b-607a		{"1": "change"}			254; 255					
257	(S) ebrhGe,ebrhhGe *^<a href=ext Life of Bishop Pisentius;1053;6;22;et boubou Hm peFHo n qe n ouebrhhGe">Ext</a>^*,bbrhGe,eFrhGe,brhGe,terbhG$ (A) ebrhGe,HbrhGe (B) ebrhJ *^mostly [setebrhJ] m^* (F) eFrhJ,tebrhG (NH) HbbrhGe *^<a href="ext  codex II - The Apocryphon of John;106;10;10;neFbal de neuo nqe nnikwHt nHbbrhGe">Ext</a>^*,ebrhGes *^<a href="ext codex VII - The Paraphrase of Shem;133;36;18;anthou throu twn eHrai eJwi nHrou mpe mn nebrhGes;codex VIII - The Letter of Peter to Philip;139;138;4;asSwpe nGi ouebrhGes mn ouHrou mpe ebol Hn tpe">Ext</a>^*"	4	lightning /$gk: [[astraph]]$/ |$ (with [T-] /$gk: [[ejastraptwn]]$/) |$ (with [Hi- ebol] /$gk: [[astraptein]]$/) |$ (with [neJ- ebol])	53b	6	2009-09-14	2012-10-20	vagrant	vagrant	33b,361b		{"1": "lightning"}			1; 1041; 709; 458 #drv406; 3086; 91 #drv1962				earth	
258	(S,A,sA,B) kto (F) kta (S,A,sA,B) kte- (S) kto= (A,sA) kta= (NH) ktw= *^<a href=ext codex II - The Apocryphon of John;106;1;16;aFktwtn ebol nmparadosis nnetneiote;codex III - The Apocryphon of John;113;1;15;afktwtn ebol Hn mparadosis nte netneiote">Ext</a>^* (S,A) kthu+ (S) ktoeit+,ktaeit+ (B) kthout+"	2	(causative of [kwte]) | {intr:} turn, surround /$gk: [[apostrefesqai]]$/ | {qual:} be turned, be around (of wall) | {tr:} make to turn, return, go round, (also /*as [kwte]*/) surround /$gk: [[strefein]]$/ | (refl, with suff or [mmo=] /*rare*/), turn self, return, bring round	127b	8	2009-09-14	2011-01-14	vagrant	vagrant	107b-108b,430b-431a		{"1": "turn", "2": "return", "3": "surround", "4": "be around (of wall)"}			102; 1582					
259	(S,A) kloole (F) klale	4	cloud, (always = B [Ghpi]) /$gk: [[nefelh, nefos]]$/	104a	6	2009-09-14	2010-01-31	vagrant	vagrant	101b		{"1": "cloud"}			2594				earth	
260	(S,A,sA) moute (A) mounte (B,F) mouT	2	{intr:} |$ speak, call (/*of men, animals, things*/) /$gk: [[fwnein, kalein, hxein]]$/ |$ enchant, charm | {tr:} call, pronounce, (mostly of name)	191b	8	2009-09-14	2010-06-12	vagrant	vagrant	174a-175b		{"1": "speak", "2": "call", "3": "pronounce", "4": "enchant, charm"}			113; 15; 2696; 2135; 581 #drv190; 386 #drv1491; 2206 #drv3481; 285 #drv812; 1917; 344; 1122					
261	(S) sooHe (Sf) saaHe (B) swHi (NH) swHe *^<a href=ext codex II - The Apocryphon of John;106;14;12;SantesswHe mpesSta;codex IV - The Apocryphon of John;118;31;18;esswHe mmoF eHoun epeFplhrwma;codex IV - The Apocryphon of John;118;34;21;aFmme Je Fo natswtm naF etbe pouoein ntepinoia etSoop nHhtF etswHe mmoF Hm peFmeeue nHouo epSorp narxwn">Ext</a> ? or [sooHe] reprove, correct^* (S) saHe- (A) seHe- (S,B) saHw= (S,F) saHww= (A) seHw= (NH) seHww= *^<a href="ext codex II - The Apocryphon of John;106;10;21;aF seHwwF ebol mmos">Ext</a>^* (S) saHhu+ (B,F) saHhout+"	2	{tr:} remove (/*mostly refl*/) | (as nn S), removal, departure	380a	8	2009-09-14	2011-01-14	vagrant	vagrant	421a,345a,346b-347a,387b		{"1": "remove"}					248; 335; 721			
262	(S,A,sA,B) SaH (F) SeH	1	flame, fire /$gk: [[floj, pur]]$/	612a	6	2009-09-14	2010-04-02	vagrant	vagrant	555b-556a		{"1": "flame", "2": "fire"}			843; 1492; 241 #drv2218; 1185				physics	
263	(S,A,sA,B) twmt (S,sA) twmnt (F) twmet (S) tomnt+	2	{intr:} meet, befall (c [e-]) /$gk: [[apantan, sunantan]]$/	416b	6	2009-09-14	2010-02-21	vagrant	vagrant	477b		{"1": "meet", "2": "befall"}			251; 228		1601			
264	(S,A,sA,F) kwH (B) xoH (S) khH+	2	{intr:} be envious, zealous, emulate /$gk: [[zhloun]]$/ |$ (obj with [e-]) |$ (with [eJn-])	132b	6	2009-09-14	2010-06-05	vagrant	vagrant	515b-516a,516a,114b		{"1": "be envious", "2": "be zealous", "3": "emulate"}								
265	(S,B,F) Swk (B) Swki,Sok,Soki (S,B) Sek- (B) Sok= (S,sA,B,F) Shk+ (F) Shki+	2	{intr:} dig, be deep dug (B) /$gk: [[orussein, barunein]]$/ | {qual:} deep /$gk: [[baqus, baqos]]$/ | {tr:} (S,B) /$gk: [[orussein]]$/	555a	8	2009-09-14	2010-08-10	vagrant	vagrant	599a-599b		{"1": "dig", "2": "be deep"}			266; 3201; 1881; 1883; 2606; 574; 2653 #drv4098	2208; 1959				
266	(S,A) Sike (A) Sikte (B,F) Siki (F) Sekei (S) Sekt- (A) Sit- (S) Sakt=,Sikt=,Soke+	2	{intr:} dig /$gk: [[baqunein]]$/ | {tr:} /$gk: [[orussein]]$/	555b	8	2009-09-14	2012-03-30	vagrant	vagrant	574b-575a		{"1": "dig"}			265; 1881; 1883; 2606; 574; 2653 #drv4098	2208; 1959				
267	(S,A) amnte (A,sA) emnte (B,F) amenT	1	hades (literally western place) /$gk: [[adhs]]$/	8b	9	2009-09-14	2010-10-27	vagrant	vagrant	4b-5a,336a		{"1": "Hades"}				50				
268	(S,A,B,F,O) noun	1	abyss (of hell), depth (of earth, sea) /$gk: [[abussos, baqos, buqos]]$/	226b	6	2009-09-14	2010-02-05	vagrant	vagrant	214b		{"1": "abyss", "2": "abyss (of hell)", "3": "depth", "4": "depth (of earth)", "5": "depth (of sea)"}			1117	2208			earth	
269	(S,A,F) pwS (S,A,sA) pwSe (B) fwS (S,A) peS- (B) feS- (F) paS- (S) poS= (A,F) paS= (B) faS= (S,Sf) phS+ (B) fhS+	2	{intr:} divide, be separate /$gk: [[diaireisqai, klasqai, diamerizesqai, sxizesqai]]$/ | {tr:} divide /$gk: [[merizein]]$/	277a	8	2009-09-14	2010-07-04	vagrant	vagrant	505a-505b		{"1": "divide", "2": "be separate"}			1296; 146					
270	(S,sA,F) twH (A) twQ (B) twK,qoH (F) toH (S) teH-,taH-,twH- (B) qeK- (S,F) taH= (B) qaK= (F) teH= (S,sA,F) thH+ (A) thQ+ (B) qeH (F) teH+	2	{intr:} be mixed, disturbed, clouded  /$gk: [[tarassesqai, sugxeein]]$/ | {tr:} mix, stir  /$gk: [[kerannuein, suntribein]]$/	453b	7	2009-09-14	2010-04-25	vagrant	vagrant	72b-73b,64a-64b,58b,58b,56a,483b,483b,450a,453b		{"1": "divide"}			1693; 380		1678; 1680			
271	(S) Htomtm (A) $^H^$tamtme (B) qomtem,tomtem (NH) HtomHtm *^<a href=ext codex II - The Apocryphon of John;106;13;14;asmme apSta Hm ptreFGwJb nGi prrie mpesouoein auw asHtomHtm;codex IV - The Apocryphon of John;118;20;30;asmme epSta Hm ptreFGwJb nGi prrie mpesouoein auw asHtomHtm">Ext</a>^* (S) Htmtm- (sA) Htmtwm= (S) Htmtwm+,Htmtomt+ (B) temqwm+"	2	{intr:} be darkened /$gk: [[skotousqai, baruwpein]]$/ | {tr:} darken /$gk: [[amauroun]]$/	724a	6	2009-09-14	2011-01-14	vagrant	vagrant	62a,447a,458a-458b		{"1": "darken"}			168; 2157; 846; 633; 2626	1; 709; 239	1602			
272	(S) Swwne (F) Swna (S,Sf) Se$^e^$ne- (F) Sane- (S) So$^o^$n=,Soone+	2	{tr:} exclude, deprive /*?*/ /$gk: [[ejairein]]$/ | {qual:} deprived	571a	8	2009-09-14	2010-08-10	vagrant	vagrant	610a-610b		{"1": "forfeit"}			2321; 1946; 201 #drv1527					
273	(S,sA,B) SwFt (S) SeFt-,Sebt= (S,B) SoFt+ (S) SoFt+,Sobt+	2	{intr:} stumble, err /$gk: [[sfallein, amartanein, plhmmelein]]$/ | {tr:} commit error, err (in anything) /$gk: [[aqetein]]$/	611a	8	2009-09-14	2010-08-11	vagrant	vagrant	614b-615a		{"1": "err"}			711; 1304 go wrong; 912; 345					
274	(S) Haeit,Haieit,Haeiht,Hait,Heeit,Hheit,Hhieit,Hoeit	4	gateway, porch, forecourt /$gk: [[pulwn]]$/	713b	6	2009-09-14	2010-01-19	vagrant	vagrant	648a		{"1": "gateway", "2": "porch", "3": "forecourt"}			825; 742; 1249; 520; 2565; 201 #drv1532			C10381	construction	
275	(S,A,B,F) neH (S) nH (S,A,F) nhH	1	oil /$gk: [[elaion]]$/	240b	6	2009-09-14	2010-02-08	vagrant	vagrant	202b		{"1": "oil"}							food, substance	
276	(S) tsano,tsno (A) tseno (F) tsana (Sa) tsane-,seno- (S) seno= (sA) seno= (S) tsanhu+,tsanhut+ (F) tsanhou+,tsanhout+ (S) tsamihu+	2	{tr:} adorn, set in order, provide /$gk: [[kosmein, skeuazesqai, kallwtizein]]$/ | (as nn), propriety /$gk: [[kosmos, eukosmia, eutajia]]$/	435b	6	2009-09-14	2012-10-19	vagrant	vagrant	470b-471a		{"1": "adorn"}								
277	(S) SorSr (sA) SarSr (A) QarQre (B) SorSer (F) SalSel (S) SrSr- (A) QrQre- (S,sA) SrSwr= (Sa) SrSor= (A) QrQwr= (B) SerSwr= (F) SelSwl= (S) SrSwr+,SrSort+ (A) QrQart+	2	{intr:} upset, overturn /$gk: [[kataballein, apostrefein, kaqairein]]$/ | {tr:} /$gk: [[kaqairein, kataspan]]$/	589a	8	2009-09-14	2010-08-10	vagrant	vagrant	588b		{"1": "overturn", "2": "destory", "3": "overthrow"}			1779; 1482					
278	(S,B) aSai (A) aSei (sA,F) aSeei (O) aShei (A) aSeeite (NH) aSaei *^<a href=ext codex II - The Apocryphon of John;106;26;15;tote eFSanaSaei nGi pna mpwnH;codex III - The Gospel of the Egyptians;114;55;2;asaSaei nGi Tafqartos npneumatikh nekklhsia;codex II - On the Origin of the World;110;114;18;atesmh etouaab Joos Je aSaei">Ext</a>^* (S,B) oS+ (A,F) aS+"	2	{intr:} become many, multiply /$gk: [[plhqunein, pleonazein]]$/ | {qual:} many	22b	8	2009-09-14	2011-01-14	vagrant	vagrant	15a		{"1": "become many", "2": "multiply"}			92; 317; 1673	1378				
279	(S) Sa (A) Qae (sA) Saie (B) Sai (F) Se$^e^$i (S,NH) Sae *^<a href=ext Gospel of Judas;824;4;7;auw nFSae nGi pnoG nHoou mpouoin ntgenea;codex II - The Book of Thomas the Contender;112;143;30;pkake aFSae nhtn nqe mpouoein">Ext</a>^* (B) Saiwou+"	2	{intr:} rise (of sun &c) /$gk: [[anatellein, rhgnunai]]$/ | {tr:} (B/*once*/) | | (as vb S), keep festival /$gk: [[eortazein]]$/	542b	8	2009-09-14	2011-02-13	vagrant	vagrant	544b,544b-545a		{"1": "rise (of sun)", "2": "keep festival"}			2795	814	1844; 1851; 1846; 1845; 3166; 244; 1853			
280	(S,A) Seei	2	{intr:} go & come /*[Se + ei]*/, be carried to & fro, wander | (as nn), going to & fro, derangement, madness /$gk: [[perifora, perifereia]]$/	547a	8	2009-09-14	2010-08-09	vagrant	vagrant	560b-561a		{"1": "come & go", "2": "derangement, maddness"}			926					
281	(S,A,sA,B,F) mouSt (S,B) meSt- (B,F) maSt- (S,B) moSt= (Sa) maSt= (S) moSt+ (sA) ^maSt-	2	{tr:} examine, search out, visit /$gk: [[ereinan, ekzhtein, katanoein]]$/ | (p c sA), examiner, prover | (refl SB), examine self, reflect | {intr:} (S,A,B), consider, visit	206b	7	2009-09-14	2010-04-07	vagrant	vagrant	172b-173b,148b,140a,177b		{"1": "examine", "2": "search out", "3": "visit"}			2442; 235; 145; 250; 314; 102					
282	(S,A) swbe (B,F) swbi	2	{intr:} laugh, play /$gk: [[gelan, paizein, xleuazein, meidian]]$/ | {tr:}  deride, mock	320b	8	2009-09-14	2010-07-10	vagrant	vagrant	401b-402b		{"1": "laugh", "2": "play", "3": "deride, mock"}			1973; 322; 2402; 2439; 2567; 2677; 699					
284	(S,A,sA,B,F) swnt (S,sA) swwnt (S) snt- (S,B) sent- (S,B) sont= (S) soont= (A) sant= (S) sont+	2	{intr:} be created /$gk: [[ktizein]]$/ | {tr:} found, create /$gk: [[poiein, plassein]]$/	345a	6	2009-09-14	2010-02-14	vagrant	vagrant	409a-409b		{"1": "create"}			2546; 252; 476		1445; 1446			
285	(S,sA) maein (A) meeine,meine (B) mhini (F) mhein,mhin (NH) main *^<a href=ext codex II - The Apocryphon of John;106;15;5;autamio ebol Hitn nGom nnouerhu kata mmain entauT mmoou">Ext</a>^*,maine,mhine *^<a href="ext codex II - The Book of Thomas the Contender;112;139;15;eutntwn anetJwlk nneusate aumhine Hn touSh seJwlk men nneusote nqe nHoeine Je euJwlk apmaine alla FouonH ebol an">Ext</a>^*"	1	sign, mark /$gk: [[shmeion]]$/	170b	8	2009-09-14	2010-10-22	vagrant	vagrant	150b-151a,136a		{"1": "sign", "2": "mark"}			44; 2696; 2135; 581 #drv190; 386 #drv1491; 2206 #drv3481; 260; 1917; 1569; 1912				concept	
286	(S,sA,B,F) stwt	2	{intr:} tremble /$gk: [[tremein]]$/	366b	8	2009-09-14	2010-07-19	vagrant	vagrant	400a		{"1": "tremble"}			1504; 1229; 1188					
287	(S,B) kas (S,A) kees (S) khs,kis (Sf,F) kees,kes (S) *kaas,kaese (S,A) *kees (F) *khhs	1	bone /$gk: [[osteon]]$/	119b	6	2009-09-14	2010-01-31	vagrant	vagrant	91a-91b,91b		{"1": "bone"}			289; 288; 290; 291; 542; 1826		862; 176; 2874		anatomy	
288	(S,B) mout	1	sinew, nerve /$gk: [[neuron]]$/ |$ joint | neck /$gk: [[traxhlos]]$/	189a	6	2009-09-14	2010-02-04	vagrant	vagrant	172b,179b-180a		{"1": "sinew", "2": "nerve", "3": "joint", "4": "neck", "5": "shoulders"}			2364; 457 #drv1299; 740; 2092; 522; 287; 289; 290; 291; 542; 475 shoulder; 437 shoulders; 2557; 1826; 2805				anatomy	
289	(S) altkas (B) atkas	1	marrow /$gk: [[muelos]]$/	6b	9	2009-09-14	2010-10-27	vagrant	vagrant	13a		{"1": "marrow"}			287; 288; 290; 291; 542; 1826				anatomy	
290	(S,B,F) snoF (S,O) snob (Sf,A,sA,F) snaF (Sf) snouF (S) *snwwF (A) *snooF (A,B) *snwF	1	blood /$gk: [[aima]]$/	348a	6	2009-09-14	2010-02-14	vagrant	vagrant	379a		{"1": "blood"}			287; 288; 289; 291; 542; 1826				anatomy	
291	(S) Saar (S,Sf,B) Sar (Sa) Har (A) Qaare (sA) Sare (F) Seel,Se$^e^$r,Seri (S) Saar- (S,B) Sar- (S) *Saare	1	skin /$gk: [[derma]]$/ | (as covering, bag, vellum) /$gk: [[derris]]$/ | (as adj) /$gk: [[dermatinos]]$/	582a	6	2009-09-14	2010-03-14	vagrant	vagrant	548a-548b		{"1": "skin", "2": "skin (as covering)", "3": "skin (as bag)", "4": "skin (as vellum)"}			1859; 287; 288; 289; 290; 542; 1826; 576; 3368				anatomy	
292	(S,B) Sau (S) Saou (Sf) Soou (A,sA,F) Seu (S,A,B,F) Sou-	1	use, value /$gk: [[xrhsis, epithdeia]]$/ | (as adj) |$ useful, fitting |$ virtuous	599a	8	2009-09-14	2010-08-11	vagrant	vagrant	552a-553a,589a-589b		{"1": "use", "2": "value"}			109; 728; 2317	2792; 1680; 919; 581; 2766; 649	1999; 2000; 3205		concept	
294	(S,F) ounam (S) ou$^e^$inam,iounam,ounom,iounom (A,sA) ounem (B) ouinam (F) ouinem,ouienhm,iounem,iouenhm,iwnam,iwnhm	4	right hand /$gk: [[dejia]]$/	483b	8	2009-09-14	2010-08-06	vagrant	vagrant	252a		{"1": "right hand", "2": "right"}			150	813; 295			anatomy, direction	
295	(S,F) Hbour (sA) Gbour (A) Gbir	4	left hand /$gk: [[aristera]]$/ | (as adj)	656b	8	2009-09-14	2010-08-11	vagrant	vagrant	656a		{"1": "left hand", "2": "left"}			813; 150	294			anatomy, direction	
296	(S) spotou (A,F) spatou (B) sfotou	1	lips (/*dual*/), edge, shore /$gk: [[xeilos, krhpis, mustax]]$/	353a	6	2009-09-14	2010-02-15	vagrant	vagrant	400b		{"1": "lips", "2": "edge", "3": "shore"}			472; 1088				anatomy, earth	
297	(S) naJHe,naaJHe,naJe,naaJe (S,A) neJe (A) neeJe (B) naJHi	4	tooth /$gk: [[odous, mulh]]$/ |$ (of man) |$ (of beasts)	249b	6	2009-09-14	2010-02-09	vagrant	vagrant	199a		{"1": "tooth", "2": "tooth (of man)", "3": "tooth (of beast)"}			1886; 889				anatomy	
299	(S,F) thhbe (S,sA) thbe (S) tebe (S,A) Tbe (A) Teibe (B) thb (F) teebe	1	finger /$gk: [[daktulos]]$/ | toe	397b	6	2009-09-14	2010-02-20	vagrant	vagrant	450b-451a		{"1": "finger", "2": "toe"}			723; 1408; 2676				anatomy	
300	(S) eib,eieib,eieb (A) eib,ieib (B) ieb,ihb (F) iF (S) *eiebh (A) *ieebe (NH) *iebe *^<a href=ext codex II - The Apocryphon of John;106;16;11;krima nneiebe nnGiJ">Ext</a>^*"	1	hoof /$gk: [[oplh, anuxisthr]]$/ | claw | sting /$gk: [[kentron]]$/ | nail	76a	6	2009-09-14	2010-10-26	vagrant	vagrant	79b-80a		{"1": "hoof", "2": "claw", "3": "sting", "4": "nail"}			1461				anatomy	
301	(S) khpe,Ghpe,Geph (B) xhpi	1	vaulted place, cellar, canopy /$gk: [[stegh, kalumma, kamara]]$/ | palate (of mouth)	114a	6	2009-09-14	2010-01-31	vagrant	vagrant	514a		{"1": "vaulted place", "2": "cellar", "3": "canopy", "4": "palate (of mouth)"}			201; 126; 1309; 37 #drv3525; 832				construction, anatomy	
302	(S,A,sA) spir (B) sfir (F) spil (S) *spirooue (A) *spireue (B) *spirwoui (Sf) *spiraue (F) *spilauei	1	rib /$gk: [[pleura, pleuron]]$/ | side /$gk: [[meros]]$/ | (as prep + [sa-]), beside	351b	6	2009-09-14	2010-02-15	vagrant	vagrant	400a-400b		{"1": "rib", "2": "side"}			1364; 606				anatomy, direction	
303	(S) maHt (B) maKt (S,F) meHt	1	bowels, intestines /$gk: [[entera, splagxna, koilia]]$/	211b	6	2009-09-14	2013-04-08	vagrant	vagrant	140b		{"1": "bowels, intestines"}			2020; 2103; 2849; 1233				anatomy	
305	(S) baH,FaH	1	penis /*?*/ /$gk: [[boubwn]]$/	47b	6	2009-09-14	2010-01-25	vagrant	vagrant			{"1": "penis?"}			1424; 1858; 1483 #drv1944; 1037 #drv4115				anatomy	
306	(S) ouerhte,ourhhte (S,A,sA,B) ourhte (sA) ourite (F) ourhti	4	foot, (pl /*dual*/) /$gk: [[pous, skelos]]$/ | leg	491a	6	2009-09-14	2010-01-13	vagrant	vagrant	262b,247a		{"1": "foot", "2": "leg"}			716; 2559; 645; 378; 461				anatomy	
307	(S,A,sA,F) sei (S,sA,B,F) si (B) sai (S,sA) shu+ (B) shou+	2	{intr:} |$ be filled, satisfied, enjoy /$gk: [[pimplanai, xortazesqai, korennunai, kraipalan]]$/ |$ filled with	316b	8	2009-09-14	2010-07-09	vagrant	vagrant	366b-367a,364b		{"1": "be filled", "2": "be satisfied", "3": "enjoy"}			1650; 2567 satiety	58				
308	(S,A,B) kwrS (S) GwrS,kerS-,korS=	2	{intr:} request, persuade, cajole /$gk: [[ajioun]]$/ | {tr:} (S, meaning same)	117b	8	2009-09-14	2010-06-04	vagrant	vagrant	111b-112a		{"1": "request", "2": "persuade", "3": "cajole"}			71 #drv3326; 12; 313; 393; 2227					
309	(S,A,F) SwJp (sA,B,F) swJp (S) SeJp- (sA) saJp- (B) seJp- (F) SaJp- (S) SoJp= (B) soJp= (F) SaJp= (S) SoJp+ (B) soJp+	2	{intr:} be over & above, remain over /$gk: [[apoleipein, kataleipein, perisseuein]]$/ | {tr:} leave over, behind /$gk: [[apoleipein]]$/	616b	8	2009-09-14	2010-08-11	vagrant	vagrant	421b-422a		{"1": "remain"}			1456		1925			
310	(S,A,sA,F) Jwm (S) Jwwme (sA) Jwme,Jm-	1	generation /$gk: [[genea]]$/	770b	6	2009-09-14	2010-03-29	vagrant	vagrant	780a		{"1": "generation"}			2470		311; 742; 3318; 3319		biology, time	
311	(S,F) Jwwme (S,sA,F) Jwme (A) Jououme,Joume (B) Jwm (F) Jwwmi,Jwmi,Joome,Jome (A,sA) *Jme	1	sheet, roll of papyrus, written document, book, (/*rarely parchment*/) /$gk: [[xarths, biblion]]$/ | bundle, parcel (made of papyrus /*?*/ S)	770b	6	2009-09-14	2010-03-29	vagrant	vagrant	779b-780a		{"1": "book", "2": "sheet of papyrus", "3": "roll of papyrus", "4": "written document", "5": "bundle, parcel (made of papyrus)"}		771b	1312 #drv1515		2410; 151; 310; 742; 3318; 3319		tool	
312	(S,B) HoF (S) Hob,Hop,Hwb (A,sA,F) HaF (S,B) ****HFw (S,sA,F) ****Hbw (A) ****Hbou (S,B) *Hboui	22	serpent /$gk: [[ofis, drakwn]]$/	740b	6	2009-09-14	2010-03-27	vagrant	vagrant	703b,728b,656a		{"1": "serpent"}			2706; 2086; 1488; 2702		120; 37; 2120		species	
313	(S,F) sops (Sa,F) saps (S) sps-,seps-	2	{intr:} pray, entreat, comfort /$gk: [[deesqai, parakalein]]$/ | {tr:} /$gk: [[deesqai, parakalein]]$/ | (with [Je-, Jekas])	352a	8	2009-09-14	2010-07-13	vagrant	vagrant	388b-389a		{"1": "pray", "2": "entreat", "3": "comfort"}			393; 75; 12; 308; 71 #drv3326; 2227					
314	(S) SoJne (S,Sf,A,sA) SaJne (sA) saJne (B) soGni (F) SaJni	2	{intr:} take counsel, consider /$gk: [[bouleuesqai, logizesqai]]$/ | {tr:}  /$gk: [[logizesqai]]$/	615b	8	2009-09-14	2010-08-11	vagrant	vagrant	395b-397a		{"1": "take counsel", "2": "consider"}			145; 250; 281 #drv4440					
315	(S,A,sA) niFe (S) nibe (B,F) niFi (F) nibi (S) naFt= (S,A) neFt= (S) niFt=	2	{intr:} blow, breathe (of wind, breath) /$gk: [[pnein]]$/ | {tr:} blow	238b	8	2009-09-14	2010-06-21	vagrant	vagrant	210b,210b-211b		{"1": "blow", "2": "breathe"}			2076; 319; 982; 49					
316	(S) moeit (Sa) maeit (B) mwit (F) mait (B) *mitwoui	1	road, path (/*mostly B*/) /$gk: [[odos, tribos]]$/ | place (B, /*S once*/)	188a	6	2009-09-14	2010-06-08	vagrant	vagrant	185b-186b,155b		{"1": "road", "2": "path", "3": "place"}			1873; 2238; 101; 2066; 2326				construction, earth	
317	(S,A,sA,B,F) naSe-,naSw= (A) naaSw=	2	{intr:} (nominal vb), be many, much /$gk: [[polus, pleonazein]]$/ | (rel [etn.] as adj), many, great |$ (or [en.] sim) |$ (with [sount=, souen=]), price /$gk: [[polutelhs, polutimos]]$/	236a	6	2009-09-14	2010-02-06	vagrant	vagrant	196b		{"1": "be many", "2": "be much"}			383; 88; 66; 1134; 278					
