key	senses	categories	TODO
6882			
6883			
6884			
6885			
6886			
6887			
6888			
6889			
2579			
6890			
2580			
2581			
2582			
4806			
4807			
4808			
4809			
4810			
4811			
4812			
4813			
4814			
6479			
6480			
6481			
4815			
4816			
4817			
4818			
4819			
4820			
6482			
6483			
6484			
6485			
4821			
4822			
4823			
4824			
4825			
6486			
6487			
6488			
6489			
6490			
6491			
6492			
4826			
6493			
6494			
6495			
6496			
6497			
6498			
2165			
2166			
2167			
2168			
2169			
2170			
2171			
5672			
5674			
5675			
1104			
1105			
5676			
5677			
5678			
5679			
1106			
1107			
1108			
1109			
1110			
1111			
1112			
1113			
1114			
1115			
1116			
1117			
1118			
1119			
1120			
1121			
1122			
1123			
1124			
1125			
1126			
1127			
6348			
6349			
6350			
6351			
6352			
6353			
6354			
6355			
1970			
1971			
1972			
1973			
1974			
1975			
307			
4145			
4146			
4147			
4148			
4149			
4150			
4151			
4152			
4153			
4154			
4155			
4156			
4157			
4158			
4159			
4160			
4161			
4162			
4163			
4164			
5493			
5494			
5495			
5496			
5497			
5498			
5499			
4165			
4166			
4167			
4168			
4169			
4170			
5500			
5501			
4171			
4172			
4173			
4174			
8387			
8388			
8389			
8390			
8391			
8392			
8393			
8394			
3882			
3883			
3884			
3885			
112			
6895			
6896			
6897			
6898			
6899			
6900			
6901			
6902			
6903			
2588			
2589			
5120			
5121			
5122			
5123			
5124			
5125			
5126			
5127			
5128			
7372			
7373			
7374			
7375			
3031			
3032			
3033			
7376			
3034			
3035			
3036			
2884			
4127			
4128			
4129			
4130			
25			
26			
27			
28			
29			
6538			
6539			
6540			
6541			
4833			
4834			
4835			
4836			
4837			
4838			
4839			
4840			
4841			
2204			
2205			
2206			
2207			
5129			
5130			
5131			
5132			
5133			
7400			
5134			
5135			
5136			
5137			
5138			
5139			
5140			
5141			
5142			
5143			
5144			
5145			
5146			
3046			
3047			
3048			
3049			
3050			
7408			
7409			
7410			
7411			
3082			
3083			
3084			
8763			
8764			
8765			
3085			
3086			
3087			
7412			
7413			
7414			
7415			
7416			
7417			
7418			
7419			
7420			
7421			
3088			
3089			
1576			
5989			
5990			
5991			
1577			
1578			
1579			
5992			
5993			
1580			
1581			
1582			
5375			
5376			
5377			
5378			
5379			
5380			
5381			
5382			
5383			
5384			
5385			
5386			
5387			
5388			
3914			
3915			
3916			
3912			
8458			
8459			
8460			
3913			
8866			
8867			
1589			
1590			
5994			
5995			
