page	start	end
829	ϭⲁⲣⲱⲡ	ϭⲣⲱϩ
830	ϭⲣⲏϩⲓ	ϭⲱⲣϭ
831	ϭⲱⲣϭ	ϭⲣⲟⲟϭ
832	ϭⲉⲣϭⲱ	ϭⲁⲓⲧ
833	ϭⲟⲧ	ϭⲱⲧⲡ
834	ϭⲓⲧⲣⲉ	ϭⲱⲧϩ
835	ϭⲟⲧϭⲉⲧ	ϭⲁⲟⲩⲟⲛ
836	ϭⲁⲟⲩⲟⲛ	ϭⲱϣ
837	ϭⲁⲓϣⲉ	ϭⲱϣⲧ
838	ϭⲱϣⲧ	ϭⲱϣⲧ
839	ϭⲓϣϣⲱⲟⲩ	ϭⲓϫ
840	ϭⲟⲩϫ	ϭⲟϫⲓ
841	ϭⲱⲱϫⲉ	ϭⲱϫⲃ
842	ϭⲁϫⲙⲏ	ϭⲟϫϭⲉϫ
843	ϭⲁϭ	ϭⲁϭⲣⲏⲥ
844	ϭⲁϭⲉⲧⲟⲗ	ϭⲁϭⲟⲩϩⲟⲣ
