key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
2258	1597	0	(S) saHt$^t^$mh	0	mat-weaver	mat-weaver		415b	1	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2258.html	(S) ⲥⲁϩⲧ(ⲧ)ⲙⲏ	(S) ⲥⲁϩⲧ(ⲧ)ⲙⲏ	(S) ⲥⲁϩⲧ(ⲧ)ⲙⲏ	(S) ⲥⲁϩⲧ(ⲧ)ⲙⲏ	(S) ⲥⲁϩⲧⲙⲏ, ⲥⲁϩⲧⲧⲙⲏ	-		mat-weaver	mat-weaver	mat-weaver	mat-weaver	mat-weaver	mat-weaver	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=415b	415	b	ⲥⲁϩⲧⲙⲏ, ⲥⲁϩⲧⲧⲙⲏ	ⲥⲁϩⲧⲙⲏ																			0
6614	1598	0		99	tr :	tr :		416a	1	2010-07-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/6614.html						HEADER		tr :	tr :	tr :	tr :	tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=416a	416	a																					0
6615	1598	6614	^^^ n- *^dat^*	0				416a	2	2010-07-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/6615.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	c ⲛ- {dat}	c ⲛ- {dat}	ⲛ- {dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=416a	416	a	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	1
6616	1598	6614	(S,B) ^^^ Hn-,^^^ Ken-	0	feed with	feed with		416a	3	2010-07-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/6616.html	(S, B) <i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	(S, B) <i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	(S, B) c ϩⲛ-, c ϧⲉⲛ-	(S, B) c ϩⲛ-, c ϧⲉⲛ-	(S, B) ϩⲛ-, ϧⲉⲛ- (c)	-		feed with	feed with	feed with	feed with	feed with	feed with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=416a	416	a	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-									ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-									1
2259	1598	0	(S,B) t. ebol	0	(as [t.])	(as [t.])		416a	4	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2259.html	(S, B) ⲧ. ⲉⲃⲟⲗ	(S, B) ⲧ. ⲉⲃⲟⲗ	(S, B) ⲧ. ⲉⲃⲟⲗ	(S, B) ⲧ. ⲉⲃⲟⲗ	(S, B) ⲧ. ⲉⲃⲟⲗ	-		<i>as ⲧ.</i>	as ⲧ.	<i>as ⲧ.</i>	<i>as ⲧ.</i>	<i>as ⲧ.</i>	as ⲧ.	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=416a	416	a	ⲧ. ⲉⲃⲟⲗ	ⲧ. ⲉⲃⲟⲗ									ⲧ. ⲉⲃⲟⲗ	ⲧ. ⲉⲃⲟⲗ									0
2260	1598	0	(B) temmoF	0				416a	5	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2260.html	(B) ⲧⲉⲙⲙⲟϥ	(B) ⲧⲉⲙⲙⲟϥ	(B) ⲧⲉⲙⲙⲟϥ	(B) ⲧⲉⲙⲙⲟϥ	(B) ⲧⲉⲙⲙⲟϥ	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=416a	416	a											ⲧⲉⲙⲙⲟϥ	ⲧⲉⲙⲙⲟϥ									0
6623	1601	0		99	With preposition or adverb:	With preposition or adverb:		417a	1	2010-07-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/6623.html						HEADER		With preposition or adverb:	With preposition or adverb:	With preposition or adverb:	With preposition or adverb:	With preposition or adverb:	With preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a																					0
6624	1601	6623	^^^ eqbe-	0				417a	2	2010-07-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/6624.html	<i><b>c</b></i> ⲉⲑⲃⲉ-	<i><b>c</b></i> ⲉⲑⲃⲉ-	c ⲉⲑⲃⲉ-	c ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	ⲉⲑⲃⲉ-	1
6625	1601	6623	^^^ eJen-	0				417a	3	2010-07-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/6625.html	<i><b>c</b></i> ⲉϫⲉⲛ-	<i><b>c</b></i> ⲉϫⲉⲛ-	c ⲉϫⲉⲛ-	c ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	1
6626	1601	6623	^^^ eHrhi eJen-	0				417a	4	2010-07-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/6626.html	<i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	<i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	c ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	c ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	1
6627	1601	6623	^^^ eKrhi eJen-	0				417a	5	2010-07-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/6627.html	<i><b>c</b></i> ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	<i><b>c</b></i> ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	c ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	c ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϧⲣⲏⲓ ⲉϫⲉⲛ-	1
2264	1601	0	(S,B) ^^	1	amazement, stupefaction /$gk: [[ekstasis]]$/	amazement, stupefaction /$gk: [[ekstasis]]$/	ekstasis	417a	6	2010-02-21	1900-01-01	vagrant		https://pishoyg.github.io/crum/2264.html	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ― (ⲡ)	noun male	εκστασισ	amazement, stupefaction [εκστασισ]	amazement, stupefaction [εκστασισ]	amazement, stupefaction	"amazement, stupefaction <span style=""opacity:0.7"">[εκστασισ]</span>"	"amazement, stupefaction <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CF%83%CF%84%CE%B1%CF%83%CE%B9%CF%83"">εκστασισ</a>]</span>"	amazement, stupefaction	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a	― (ⲡ)	―									― (ⲡ)	―									0
2265	1602	0	(S) t. ebol	0	reverberate, resound	reverberate, resound		417a	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2265.html	(S) ⲧ. ⲉⲃⲟⲗ	(S) ⲧ. ⲉⲃⲟⲗ	(S) ⲧ. ⲉⲃⲟⲗ	(S) ⲧ. ⲉⲃⲟⲗ	(S) ⲧ. ⲉⲃⲟⲗ	-		reverberate, resound	reverberate, resound	reverberate, resound	reverberate, resound	reverberate, resound	reverberate, resound	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417a	417	a	ⲧ. ⲉⲃⲟⲗ	ⲧ. ⲉⲃⲟⲗ																			0
2266	1603	0	(S,B) ^^	1	burning, heat /$gk: [[purwsis]]$/	burning, heat /$gk: [[purwsis]]$/	purwsis	417b	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2266.html	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ―	(S, B) ― (ⲡ)	noun male	πυρωσισ	burning, heat [πυρωσισ]	burning, heat [πυρωσισ]	burning, heat	"burning, heat <span style=""opacity:0.7"">[πυρωσισ]</span>"	"burning, heat <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CF%85%CF%81%CF%89%CF%83%CE%B9%CF%83"">πυρωσισ</a>]</span>"	burning, heat	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=417b	417	b	― (ⲡ)	―									― (ⲡ)	―									0
2275	1604	0	(S,A,B,F) ^^	1	dispute, strife /$gk: [[eris, eriqeia, filoneikia]]$/	dispute, strife /$gk: [[eris, eriqeia, filoneikia]]$/	eris, eriqeia, filoneikia	418a	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2275.html	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ― (ⲡ)	noun male	ερισ, εριθεια, φιλονεικια	dispute, strife [ερισ, εριθεια, φιλονεικια]	dispute, strife [ερισ, εριθεια, φιλονεικια]	dispute, strife	"dispute, strife <span style=""opacity:0.7"">[ερισ, εριθεια, φιλονεικια]</span>"	"dispute, strife <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B9%CF%83"">ερισ</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B9%CE%B8%CE%B5%CE%B9%CE%B1"">εριθεια</a>, <a href=""https://logeion.uchicago.edu/%CF%86%CE%B9%CE%BB%CE%BF%CE%BD%CE%B5%CE%B9%CE%BA%CE%B9%CE%B1"">φιλονεικια</a>]</span>"	dispute, strife	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	418	a	― (ⲡ)	―					― (ⲡ)	―			― (ⲡ)	―	― (ⲡ)	―							0
2276	1604	0	maiT t.	0	strife-lover /$gk: [[filoneikos]]$/	strife-lover /$gk: [[filoneikos]]$/	filoneikos	418a	2	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2276.html	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	-	φιλονεικοσ	strife-lover [φιλονεικοσ]	strife-lover [φιλονεικοσ]	strife-lover	"strife-lover <span style=""opacity:0.7"">[φιλονεικοσ]</span>"	"strife-lover <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%86%CE%B9%CE%BB%CE%BF%CE%BD%CE%B5%CE%B9%CE%BA%CE%BF%CF%83"">φιλονεικοσ</a>]</span>"	strife-lover	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	418	a	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	ⲙⲁⲓϯ ⲧ.	0
2277	1604	0	(S) atT t.,mntatT t.	0	without strife	without strife		418a	3	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2277.html	(S) ⲁⲧϯ ⲧ., ⲙⲛⲧⲁⲧϯ ⲧ.	(S) ⲁⲧϯ ⲧ., ⲙⲛⲧⲁⲧϯ ⲧ.	(S) ⲁⲧϯ ⲧ., ⲙⲛⲧⲁⲧϯ ⲧ.	(S) ⲁⲧϯ ⲧ., ⲙⲛⲧⲁⲧϯ ⲧ.	(S) ⲁⲧϯ ⲧ., ⲙⲛⲧⲁⲧϯ ⲧ.	-		without strife	without strife	without strife	without strife	without strife	without strife	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	418	a	ⲁⲧϯ ⲧ., ⲙⲛⲧⲁⲧϯ ⲧ.	ⲁⲧϯ ⲧ.																			0
2278	1604	0	(sA) mntT t.	0	quarrelling	quarrelling		418a	4	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2278.html	(sA) ⲙⲛⲧϯ ⲧ.	(sA) ⲙⲛⲧϯ ⲧ.	(sA) ⲙⲛⲧϯ ⲧ.	(sA) ⲙⲛⲧϯ ⲧ.	(sA) ⲙⲛⲧϯ ⲧ.	-		quarrelling	quarrelling	quarrelling	quarrelling	quarrelling	quarrelling	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	418	a									ⲙⲛⲧϯ ⲧ.	ⲙⲛⲧϯ ⲧ.											0
2279	1604	0	reFT t.	0	quareller /$gk: [[eristikos]]$/	quareller /$gk: [[eristikos]]$/	eristikos	418a	5	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2279.html	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	-	εριστικοσ	quareller [εριστικοσ]	quareller [εριστικοσ]	quareller	"quareller <span style=""opacity:0.7"">[εριστικοσ]</span>"	"quareller <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%BF%CF%83"">εριστικοσ</a>]</span>"	quareller	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418a	418	a	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	0
2280	1604	2279	(S) mntr.	0	 /$gk: [[eriqeia]]$/	 /$gk: [[eriqeia]]$/	eriqeia	418b	6	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2280.html	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	-	εριθεια	[εριθεια]	[εριθεια]		"<span style=""opacity:0.7"">[εριθεια]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CF%81%CE%B9%CE%B8%CE%B5%CE%B9%CE%B1"">εριθεια</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=418b	418	b	ⲙⲛⲧⲣ.	ⲙⲛⲧⲣ.																			1
2281	1608	0	se t.	0	yea verily	yea verily		419a	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2281.html	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	-		yea verily	yea verily	yea verily	yea verily	yea verily	yea verily	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=419a	419	a	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	ⲥⲉ ⲧ.	0
2282	1609	0	(S) qno,qno-,qno=,qnw=,qeno=,qano=,qnhu+,qenhu+	2	{tr:} pound, crush	{tr:} pound, crush		419a	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2282.html	(S) ⲑⲛⲟ, ⲑⲛⲟ-, ⲑⲛⲟ=, ⲑⲛⲱ=, ⲑⲉⲛⲟ=, ⲑⲁⲛⲟ=, ⲑⲛⲏⲩ+, ⲑⲉⲛⲏⲩ+	(S) ⲑⲛⲟ, ⲑⲛⲟ-, ⲑⲛⲟ=, ⲑⲛⲱ=, ⲑⲉⲛⲟ=, ⲑⲁⲛⲟ=, ⲑⲛⲏⲩ+, ⲑⲉⲛⲏⲩ+	(S) ⲑⲛⲟ, ⲑⲛⲟ-, ⲑⲛⲟ=, ⲑⲛⲱ=, ⲑⲉⲛⲟ=, ⲑⲁⲛⲟ=, ⲑⲛⲏⲩ+, ⲑⲉⲛⲏⲩ+	(S) ⲑⲛⲟ, ⲑⲛⲟ-, ⲑⲛⲟ=, ⲑⲛⲱ=, ⲑⲉⲛⲟ=, ⲑⲁⲛⲟ=, ⲑⲛⲏⲩ+, ⲑⲉⲛⲏⲩ+	(S) ⲑⲛⲟ, ⲑⲛⲟ-, ⲑⲛⲟ=, ⲑⲛⲱ=, ⲑⲉⲛⲟ=, ⲑⲁⲛⲟ=, ⲑⲛⲏⲩ+, ⲑⲉⲛⲏⲩ+	verb		<b>tr:</b> pound, crush	tr: pound, crush	<b>tr:</b> pound, crush	<b>tr:</b> pound, crush	<b>tr:</b> pound, crush	tr: pound, crush	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=419a	419	a	ⲑⲛⲟ, ⲑⲛⲟ-, ⲑⲛⲟ=, ⲑⲛⲱ=, ⲑⲉⲛⲟ=, ⲑⲁⲛⲟ=, ⲑⲛⲏⲩ+, ⲑⲉⲛⲏⲩ+	ⲑⲛⲟ																			0
2288	1610	0	tenSi	3	blow	blow		421a	1	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2288.html	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	noun		blow	blow	blow	blow	blow	blow	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421a	421	a	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	ⲧⲉⲛϣⲓ (noun)	ⲧⲉⲛϣⲓ	0
2289	1610	2288	T t.	0	threaten, give blow /$gk: [[apeilein, epiplhssein]]$/	threaten, give blow /$gk: [[apeilein, epiplhssein]]$/	apeilein, epiplhssein	421a	2	2010-02-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/2289.html	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	-	απειλειν, επιπλησσειν	threaten, give blow [απειλειν, επιπλησσειν]	threaten, give blow [απειλειν, επιπλησσειν]	threaten, give blow	"threaten, give blow <span style=""opacity:0.7"">[απειλειν, επιπλησσειν]</span>"	"threaten, give blow <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%80%CE%B5%CE%B9%CE%BB%CE%B5%CE%B9%CE%BD"">απειλειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CF%80%CE%B9%CF%80%CE%BB%CE%B7%CF%83%CF%83%CE%B5%CE%B9%CE%BD"">επιπλησσειν</a>]</span>"	threaten, give blow	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421a	421	a	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	ϯ ⲧ.	1
2290	1610	2289	reF..T t.	0	striker /$gk: [[plhkths]]$/	striker /$gk: [[plhkths]]$/	plhkths	421a	3	2010-02-22	2010-02-22	vagrant	vagrant	https://pishoyg.github.io/crum/2290.html	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	-	πληκτησ	striker [πληκτησ]	striker [πληκτησ]	striker	"striker <span style=""opacity:0.7"">[πληκτησ]</span>"	"striker <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%BB%CE%B7%CE%BA%CF%84%CE%B7%CF%83"">πληκτησ</a>]</span>"	striker	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=421a	421	a	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	ⲣⲉϥϯ ⲧ.	2
