key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
5253	2207	5259	^^ e-	0	{intr:}  /$gk: [[eggizein]]$/ | {qual:} nigh, related | {tr:} 	{intr:}  /$gk: [[eggizein]]$/ | {qual:} nigh, related | {tr:} 	eggizein	687b	2	2010-05-08	2010-05-08	vagrant	vagrant	https://pishoyg.github.io/crum/5253.html	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	-	εγγιζειν	"<b>intr:</b> [εγγιζειν]
<b>qual:</b> nigh, related
<b>tr:</b>"	"intr: [εγγιζειν]
qual: nigh, related
tr:"	"<b>intr:</b> 
<b>qual:</b> nigh, related
<b>tr:</b>"	"<b>intr:</b> <span style=""opacity:0.7"">[εγγιζειν]</span>
<b>qual:</b> nigh, related
<b>tr:</b>"	"<b>intr:</b> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%B3%CE%B3%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">εγγιζειν</a>]</span>
<b>qual:</b> nigh, related
<b>tr:</b>"	"intr: 
qual: nigh, related
tr:"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-	1
5254	2207	5259	^^ eJn-	0				687b	3	2010-05-08	2010-05-08	vagrant	vagrant	https://pishoyg.github.io/crum/5254.html	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	― ⲉϫⲛ-	1
5255	2207	5259	^^ nsa-	0	toward	toward		687b	4	2010-05-08	2010-05-08	vagrant	vagrant	https://pishoyg.github.io/crum/5255.html	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	-		toward	toward	toward	toward	toward	toward	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	― ⲛⲥⲁ-	1
5256	2207	5259	^^ Sa-	0				687b	5	2010-05-08	2010-05-08	vagrant	vagrant	https://pishoyg.github.io/crum/5256.html	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	― ϣⲁ-	1
5257	2207	0		99	With following adverb:	With following adverb:		687b	6	2010-05-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5257.html						HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b																					0
5258	2207	5257	^^^ eHoun	0	{intr:} | {tr /*refl*/:} 	{intr:} | {tr /*refl*/:} 		687b	7	2010-05-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/5258.html	<i><b>c</b></i> ⲉϩⲟⲩⲛ	<i><b>c</b></i> ⲉϩⲟⲩⲛ	c ⲉϩⲟⲩⲛ	c ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	-		"<b>intr:</b>
<b>tr (refl):</b>"	"intr:
tr (refl):"	"<b>intr:</b>
<b>tr (refl):</b>"	"<b>intr:</b>
<b>tr (refl):</b>"	"<b>intr:</b>
<b>tr (refl):</b>"	"intr:
tr (refl):"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=687b	687	b	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	1
3493	2207	0	atH.	0	unapproachable	unapproachable		688a	8	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3493.html	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	-		unapproachable	unapproachable	unapproachable	unapproachable	unapproachable	unapproachable	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688a	688	a	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ.	0
3497	2208	0	ma nH.	0	shallows	shallows		688b	1	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3497.html	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	-		shallows	shallows	shallows	shallows	shallows	shallows	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	0
3498	2208	0	o nH.	0	be shallow	be shallow		688b	2	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3498.html	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	-		be shallow	be shallow	be shallow	be shallow	be shallow	be shallow	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	ⲟ ⲛϩ.	0
7870	2210	0	^^^ n- *^dat^*	0				688b	1	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7870.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	c ⲛ- {dat}	c ⲛ- {dat}	ⲛ- {dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	0
8906	2212	0	sT H.	0	 /$gk: [[murecikos]]$/	 /$gk: [[murecikos]]$/	murecikos	688b	1	2012-04-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/8906.html	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	-	μυρεξικοσ	[μυρεξικοσ]	[μυρεξικοσ]		"<span style=""opacity:0.7"">[μυρεξικοσ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BC%CF%85%CF%81%CE%B5%CE%BE%CE%B9%CE%BA%CE%BF%CF%83"">μυρεξικοσ</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	ⲥϯ ϩ.	0
8907	2212	0	T H.	0	offer incense /$gk: [[qumian]]$/	offer incense /$gk: [[qumian]]$/	qumian	688b	2	2012-04-06	2012-04-06	vagrant	vagrant	https://pishoyg.github.io/crum/8907.html	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	-	θυμιαν	offer incense [θυμιαν]	offer incense [θυμιαν]	offer incense	"offer incense <span style=""opacity:0.7"">[θυμιαν]</span>"	"offer incense <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B8%CF%85%CE%BC%CE%B9%CE%B1%CE%BD"">θυμιαν</a>]</span>"	offer incense	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	0
8908	2212	8907	^^^ eHrai	0	 /$gk: [[quein]]$/	 /$gk: [[quein]]$/	quein	688b	3	2012-04-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/8908.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ	<i><b>c</b></i> ⲉϩⲣⲁⲓ	c ⲉϩⲣⲁⲓ	c ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	-	θυειν	[θυειν]	[θυειν]		"<span style=""opacity:0.7"">[θυειν]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B8%CF%85%CE%B5%CE%B9%CE%BD"">θυειν</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ	1
3499	2212	0	(S,A,F) SouH. (B) SoHen	1	incense /$gk: [[qumiama]]$/	incense /$gk: [[qumiama]]$/	qumiama	688b	4	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3499.html	"(S, A, F) ϣⲟⲩϩ.
(B) ϣⲟϩⲉⲛ"	"(S, A, F) ϣⲟⲩϩ.
(B) ϣⲟϩⲉⲛ"	"(S, A, F) ϣⲟⲩϩ.
(B) ϣⲟϩⲉⲛ"	"(S, A, F) ϣⲟⲩϩ.
(B) ϣⲟϩⲉⲛ"	"(S, A, F) ϣⲟⲩϩ. (ⲡ)
(B) ϣⲟϩⲉⲛ (ⲡ)"	noun male	θυμιαμα	incense [θυμιαμα]	incense [θυμιαμα]	incense	"incense <span style=""opacity:0.7"">[θυμιαμα]</span>"	"incense <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B8%CF%85%CE%BC%CE%B9%CE%B1%CE%BC%CE%B1"">θυμιαμα</a>]</span>"	incense	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=688b	688	b	ϣⲟⲩϩ. (ⲡ)	ϣⲟⲩϩ.					ϣⲟⲩϩ. (ⲡ)	ϣⲟⲩϩ.			ϣⲟϩⲉⲛ (ⲡ)	ϣⲟϩⲉⲛ	ϣⲟⲩϩ. (ⲡ)	ϣⲟⲩϩ.							0
8909	2212	3499	tale S. eHrai	0	 /$gk: [[qumian]]$/	 /$gk: [[qumian]]$/	qumian	689a	5	2012-04-06	2012-04-06	vagrant	vagrant	https://pishoyg.github.io/crum/8909.html	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	-	θυμιαν	[θυμιαν]	[θυμιαν]		"<span style=""opacity:0.7"">[θυμιαν]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B8%CF%85%CE%BC%CE%B9%CE%B1%CE%BD"">θυμιαν</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	ⲧⲁⲗⲉ ϣ. ⲉϩⲣⲁⲓ	1
8910	2212	3499	T S. eHrai	0	 /$gk: [[quein]]$/	 /$gk: [[quein]]$/	quein	689a	6	2012-04-06	1900-01-01	vagrant		https://pishoyg.github.io/crum/8910.html	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	-	θυειν	[θυειν]	[θυειν]		"<span style=""opacity:0.7"">[θυειν]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B8%CF%85%CE%B5%CE%B9%CE%BD"">θυειν</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	ϯ ϣ. ⲉϩⲣⲁⲓ	1
3500	2216	0	H. ebol	0	row forth	row forth		689a	1	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3500.html	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	-		row forth	row forth	row forth	row forth	row forth	row forth	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	ϩ. ⲉⲃⲟⲗ	0
3501	2216	0	(S) Hnne,Heneie	1	steering-oar, rudder /$gk: [[phdalion]]$/	steering-oar, rudder /$gk: [[phdalion]]$/	phdalion	689a	2	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3501.html	(S) ϩⲛⲛⲉ, ϩⲉⲛⲉⲓⲉ	(S) ϩⲛⲛⲉ, ϩⲉⲛⲉⲓⲉ	(S) ϩⲛⲛⲉ, ϩⲉⲛⲉⲓⲉ	(S) ϩⲛⲛⲉ, ϩⲉⲛⲉⲓⲉ	(S) ϩⲛⲛⲉ, ϩⲉⲛⲉⲓⲉ (ⲡ)	noun male	πηδαλιον	steering-oar, rudder [πηδαλιον]	steering-oar, rudder [πηδαλιον]	steering-oar, rudder	"steering-oar, rudder <span style=""opacity:0.7"">[πηδαλιον]</span>"	"steering-oar, rudder <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%B7%CE%B4%CE%B1%CE%BB%CE%B9%CE%BF%CE%BD"">πηδαλιον</a>]</span>"	steering-oar, rudder	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ϩⲛⲛⲉ, ϩⲉⲛⲉⲓⲉ (ⲡ)	ϩⲛⲛⲉ																			0
7871	2217	0	^^^ Ha-	0				689a	1	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7871.html	<i><b>c</b></i> ϩⲁ-	<i><b>c</b></i> ϩⲁ-	c ϩⲁ-	c ϩⲁ-	ϩⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	ϩⲁ- (c)	ϩⲁ-	0
7872	2217	0	^^^ n- *^ethic dat^*	0				689a	2	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7872.html	<i><b>c</b></i> ⲛ- {ethic dat}	<i><b>c</b></i> ⲛ- {ethic dat}	c ⲛ- {ethic dat}	c ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	ⲛ- {ethic dat} (c)	ⲛ- {ethic dat}	0
7873	2217	0	^^^ ebol	0				689a	3	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7873.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=689a	689	a	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	0
3510	2225	0	atH.,mntatH.	0	state of being without property /$gk: [[akthmosunh]]$/	state of being without property /$gk: [[akthmosunh]]$/	akthmosunh	693a	1	2010-03-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/3510.html	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	-	ακτημοσυνη	state of being without property [ακτημοσυνη]	state of being without property [ακτημοσυνη]	state of being without property	"state of being without property <span style=""opacity:0.7"">[ακτημοσυνη]</span>"	"state of being without property <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BA%CF%84%CE%B7%CE%BC%CE%BF%CF%83%CF%85%CE%BD%CE%B7"">ακτημοσυνη</a>]</span>"	state of being without property	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=693a	693	a	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	ⲁⲧϩ., ⲙⲛⲧⲁⲧϩ.	ⲁⲧϩ.	0
