key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
3026	1930	0	pateS.	0	gardener /$gk: [[khpouros]]$/	gardener /$gk: [[khpouros]]$/	khpouros	572a	1	2010-03-13	2012-04-02	vagrant	vagrant	https://pishoyg.github.io/crum/3026.html	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	-	κηπουροσ	gardener [κηπουροσ]	gardener [κηπουροσ]	gardener	"gardener <span style=""opacity:0.7"">[κηπουροσ]</span>"	"gardener <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B7%CF%80%CE%BF%CF%85%CF%81%CE%BF%CF%83"">κηπουροσ</a>]</span>"	gardener	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=572a	572	a	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ.	ⲡⲁⲧⲉϣ	0
3027	1934	0	(S) Sonte,Snte (B) SenT	4	plaited work /$gk: [[sagma, diasma]]$/	plaited work /$gk: [[sagma, diasma]]$/	sagma, diasma	572b	1	2010-03-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/3027.html	"(S) ϣⲟⲛⲧⲉ, ϣⲛⲧⲉ
(B) ϣⲉⲛϯ"	"(S) ϣⲟⲛⲧⲉ, ϣⲛⲧⲉ
(B) ϣⲉⲛϯ"	"(S) ϣⲟⲛⲧⲉ, ϣⲛⲧⲉ
(B) ϣⲉⲛϯ"	"(S) ϣⲟⲛⲧⲉ, ϣⲛⲧⲉ
(B) ϣⲉⲛϯ"	"(S) ϣⲟⲛⲧⲉ, ϣⲛⲧⲉ (ⲧ)
(B) ϣⲉⲛϯ (ⲧ)"	noun female	σαγμα, διασμα	plaited work [σαγμα, διασμα]	plaited work [σαγμα, διασμα]	plaited work	"plaited work <span style=""opacity:0.7"">[σαγμα, διασμα]</span>"	"plaited work <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CE%B1%CE%B3%CE%BC%CE%B1"">σαγμα</a>, <a href=""https://logeion.uchicago.edu/%CE%B4%CE%B9%CE%B1%CF%83%CE%BC%CE%B1"">διασμα</a>]</span>"	plaited work	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=572b	572	b	ϣⲟⲛⲧⲉ, ϣⲛⲧⲉ (ⲧ)	ϣⲟⲛⲧⲉ									ϣⲉⲛϯ (ⲧ)	ϣⲉⲛϯ									ϣⲉⲛϯ,ⲉ̀ϣⲉⲛϯ,ⲛ̀ϣⲉⲛϯ,ⲙ̀ϣⲉⲛϯ,ⲟⲩϣⲉⲛϯ,ϩⲁⲛϣⲉⲛϯ,ⲧ̀ϣⲉⲛϯ,ⲑ̀ϣⲉⲛϯ,ⲧⲁⲓϣⲉⲛϯ,ⲧⲁϣⲉⲛϯ,ⲧⲉⲛϣⲉⲛϯ,ⲧⲉⲕϣⲉⲛϯ,ⲧⲉϣⲉⲛϯ,ⲧⲉⲧⲉⲛϣⲉⲛϯ,ⲧⲉϥϣⲉⲛϯ,ⲧⲉⲥϣⲉⲛϯ,ⲧⲟⲩϣⲉⲛϯ,ⲛⲓϣⲉⲛϯ,ⲛⲉⲛϣⲉⲛϯ,ⲛⲁⲓϣⲉⲛϯ,ⲛⲁϣⲉⲛϯ,ⲛⲉⲕϣⲉⲛϯ,ⲛⲉϣⲉⲛϯ,ⲛⲉⲧⲉⲛϣⲉⲛϯ,ⲛⲉϥϣⲉⲛϯ,ⲛⲉⲥϣⲉⲛϯ,ⲛⲟⲩϣⲉⲛϯ	0
7369	1935	0		99	intr :	intr :		572b	1	2010-08-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/7369.html						HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=572b	572	b																						0
7370	1935	7369	^^^ mn-,^^^ nem-	0				572b	2	2010-08-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/7370.html	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	c ⲙⲛ-, c ⲛⲉⲙ-	c ⲙⲛ-, c ⲛⲉⲙ-	ⲙⲛ-, ⲛⲉⲙ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=572b	572	b	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ,ⲛⲉⲙ	1
7371	1935	7369	^^^ oube-	0				572b	3	2010-08-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/7371.html	<i><b>c</b></i> ⲟⲩⲃⲉ-	<i><b>c</b></i> ⲟⲩⲃⲉ-	c ⲟⲩⲃⲉ-	c ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=572b	572	b	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ- (c)	ⲟⲩⲃⲉ-	ⲟⲩⲃⲉ	1
3028	1935	0	(B) ma nS.	0	place of quarrel	place of quarrel		572b	4	2010-03-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/3028.html	(B) ⲙⲁ ⲛϣ.	(B) ⲙⲁ ⲛϣ.	(B) ⲙⲁ ⲛϣ.	(B) ⲙⲁ ⲛϣ.	(B) ⲙⲁ ⲛϣ.	-		place of quarrel	place of quarrel	place of quarrel	place of quarrel	place of quarrel	place of quarrel	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=572b	572	b											ⲙⲁ ⲛϣ.	ⲙⲁ ⲛϣ.									ⲙⲁ	0
8742	1944	0		99	tr :	tr :		574a	1	2010-10-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/8742.html						HEADER		tr :	tr :	tr :	tr :	tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=574a	574	a																						0
8743	1944	8742	^^^ e-	0				574a	2	2010-10-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/8743.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=574a	574	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ	1
8744	1944	8742	^^^ mn-	0				574a	3	2010-10-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/8744.html	<i><b>c</b></i> ⲙⲛ-	<i><b>c</b></i> ⲙⲛ-	c ⲙⲛ-	c ⲙⲛ-	ⲙⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=574a	574	a	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ- (c)	ⲙⲛ-	ⲙⲛ	1
8745	1944	8742	^^^ n- *^dat^*	0				574a	4	2010-10-23	1900-01-01	vagrant		https://pishoyg.github.io/crum/8745.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	c ⲛ- {dat}	c ⲛ- {dat}	ⲛ- {dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=574a	574	a	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ	1
