key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
3389	2145	0	T H.	0	give fear, frighten	give fear, frighten		667a	1	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3389.html	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	-		give fear, frighten	give fear, frighten	give fear, frighten	give fear, frighten	give fear, frighten	give fear, frighten	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=667a	667	a	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	0
3390	2145	0	Hi H.	0	emit fear, terrify	emit fear, terrify		667a	2	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3390.html	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	-		emit fear, terrify	emit fear, terrify	emit fear, terrify	emit fear, terrify	emit fear, terrify	emit fear, terrify	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=667a	667	a	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	ϩⲓ ϩ.	0
3391	2146	0	r H.,er H.	0	be moth-eaten, perished /$gk: [[shpein]]$/	be moth-eaten, perished /$gk: [[shpein]]$/	shpein	667a	1	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3391.html	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	-	σηπειν	be moth-eaten, perished [σηπειν]	be moth-eaten, perished [σηπειν]	be moth-eaten, perished	"be moth-eaten, perished <span style=""opacity:0.7"">[σηπειν]</span>"	"be moth-eaten, perished <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CE%B7%CF%80%CE%B5%CE%B9%CE%BD"">σηπειν</a>]</span>"	be moth-eaten, perished	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=667a	667	a	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ.	0
3392	2146	3391	at..r H.,at..er H.	0	incorruptible, indestructible	incorruptible, indestructible		667a	2	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3392.html	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	-		incorruptible, indestructible	incorruptible, indestructible	incorruptible, indestructible	incorruptible, indestructible	incorruptible, indestructible	incorruptible, indestructible	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=667a	667	a	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	ⲁⲧⲣ ϩ., ⲁⲧⲉⲣ ϩ.	ⲁⲧⲣ ϩ.	1
3393	2153	0	^^	1	twist, plait, hook /$gk: [[plokion]]$/	twist, plait, hook /$gk: [[plokion]]$/	plokion	668b	1	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3393.html	―	―	―	―	―	― (ⲡ)	noun male	πλοκιον	twist, plait, hook [πλοκιον]	twist, plait, hook [πλοκιον]	twist, plait, hook	"twist, plait, hook <span style=""opacity:0.7"">[πλοκιον]</span>"	"twist, plait, hook <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%BB%CE%BF%CE%BA%CE%B9%CE%BF%CE%BD"">πλοκιον</a>]</span>"	twist, plait, hook	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=668b	668	b	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	0
3394	2153	0	(B) metHolk	0	twisting (of cord &c)	twisting (of cord &c)		668b	2	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3394.html	(B) ⲙⲉⲧϩⲟⲗⲕ	(B) ⲙⲉⲧϩⲟⲗⲕ	(B) ⲙⲉⲧϩⲟⲗⲕ	(B) ⲙⲉⲧϩⲟⲗⲕ	ⲙⲉⲧϩⲟⲗⲕ	(B) ⲙⲉⲧϩⲟⲗⲕ	-		twisting <i>of cord &c</i>	twisting of cord &c	twisting <i>of cord &c</i>	twisting <i>of cord &c</i>	twisting <i>of cord &c</i>	twisting of cord &c	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=668b	668	b											ⲙⲉⲧϩⲟⲗⲕ	ⲙⲉⲧϩⲟⲗⲕ									0
3395	2157	0	er nH.,il nH.,oi nH.	0	become, be darkened /$gk: [[amaurousqai]]$/	become, be darkened /$gk: [[amaurousqai]]$/	amaurousqai	668b	1	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3395.html	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	-	αμαυρουσθαι	become, be darkened [αμαυρουσθαι]	become, be darkened [αμαυρουσθαι]	become, be darkened	"become, be darkened <span style=""opacity:0.7"">[αμαυρουσθαι]</span>"	"become, be darkened <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BC%CE%B1%CF%85%CF%81%CE%BF%CF%85%CF%83%CE%B8%CE%B1%CE%B9"">αμαυρουσθαι</a>]</span>"	become, be darkened	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=668b	668	b	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	ⲉⲣ ⲛϩ., ⲓⲗ ⲛϩ., ⲟⲓ ⲛϩ.	ⲉⲣ ⲛϩ.	0
3396	2159	0	(B) reFl.	0	swimmer	swimmer		669a	1	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3396.html	(B) ⲣⲉϥⲗ.	(B) ⲣⲉϥⲗ.	(B) ⲣⲉϥⲗ.	(B) ⲣⲉϥⲗ.	ⲣⲉϥⲗ.	(B) ⲣⲉϥⲗ.	-		swimmer	swimmer	swimmer	swimmer	swimmer	swimmer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=669a	669	a											ⲣⲉϥⲗ.	ⲣⲉϥⲗ.									0
3397	2159	0	(B) lwili	0	tail, buttocks	tail, buttocks		669a	2	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3397.html	(B) ⲗⲱⲓⲗⲓ	(B) ⲗⲱⲓⲗⲓ	(B) ⲗⲱⲓⲗⲓ	(B) ⲗⲱⲓⲗⲓ	ⲗⲱⲓⲗⲓ	(B) ⲗⲱⲓⲗⲓ	-		tail, buttocks	tail, buttocks	tail, buttocks	tail, buttocks	tail, buttocks	tail, buttocks	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=669a	669	a											ⲗⲱⲓⲗⲓ	ⲗⲱⲓⲗⲓ									0
3398	2160	0	(S) reFH.	0	nurse /$gk: [[tiqhnos]]$/	nurse /$gk: [[tiqhnos]]$/	tiqhnos	669a	1	2010-03-22	2014-08-14	vagrant	vagrant	https://pishoyg.github.io/crum/3398.html	(S) ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	-	τιθηνοσ	nurse [τιθηνοσ]	nurse [τιθηνοσ]	nurse	"nurse <span style=""opacity:0.7"">[τιθηνοσ]</span>"	"nurse <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%84%CE%B9%CE%B8%CE%B7%CE%BD%CE%BF%CF%83"">τιθηνοσ</a>]</span>"	nurse	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=669a	669	a	ⲣⲉϥϩ.	ⲣⲉϥϩ.																			0
7771	2162	0		99	With following preposition or adverb:	With following preposition or adverb:		670a	1	2010-08-12	2010-08-12	vagrant	vagrant	https://pishoyg.github.io/crum/7771.html							HEADER		With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a																					0
7772	2162	7771	^^^ e-	0				670a	2	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7772.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7773	2162	7771	^^^ n- *^dat^*	0				670a	3	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7773.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	c ⲛ- {dat}	c ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat} (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat}	1
7774	2162	7771	^^^ ebol n-	0				670a	4	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7774.html	<i><b>c</b></i> ⲉⲃⲟⲗ ⲛ-	<i><b>c</b></i> ⲉⲃⲟⲗ ⲛ-	c ⲉⲃⲟⲗ ⲛ-	c ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	ⲉⲃⲟⲗ ⲛ- (c)	ⲉⲃⲟⲗ ⲛ-	1
7775	2162	7771	^^^ nsa-	0				670a	5	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7775.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	c ⲛⲥⲁ-	c ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	1
7776	2162	7771	^^^ nten-	0				670a	6	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7776.html	<i><b>c</b></i> ⲛⲧⲉⲛ-	<i><b>c</b></i> ⲛⲧⲉⲛ-	c ⲛⲧⲉⲛ-	c ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ-	1
7777	2162	7771	^^^ Sa-	0				670a	7	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7777.html	<i><b>c</b></i> ϣⲁ-	<i><b>c</b></i> ϣⲁ-	c ϣⲁ-	c ϣⲁ-	ϣⲁ- (c)	ϣⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	ϣⲁ- (c)	ϣⲁ-	1
7778	2162	7771	^^^ Ken-	0				670a	8	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7778.html	<i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϧⲉⲛ-	c ϧⲉⲛ-	c ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670a	670	a	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	ϧⲉⲛ- (c)	ϧⲉⲛ-	1
7779	2162	7771	^^^ ebol Hiten-	0				670b	9	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7779.html	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	c ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	c ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670b	670	b	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲉⲛ-	1
7780	2162	7771	^^^ epSwi	0				670b	10	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7780.html	<i><b>c</b></i> ⲉⲡϣⲱⲓ	<i><b>c</b></i> ⲉⲡϣⲱⲓ	c ⲉⲡϣⲱⲓ	c ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670b	670	b	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	1
3401	2162	0	^^	1	rapine, spoil /$gk: [[arpagh]]$/	rapine, spoil /$gk: [[arpagh]]$/	arpagh	670b	11	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3401.html	―	―	―	―	―	― (ⲡ)	noun male	αρπαγη	rapine, spoil [αρπαγη]	rapine, spoil [αρπαγη]	rapine, spoil	"rapine, spoil <span style=""opacity:0.7"">[αρπαγη]</span>"	"rapine, spoil <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%81%CF%80%CE%B1%CE%B3%CE%B7"">αρπαγη</a>]</span>"	rapine, spoil	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670b	670	b	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	0
3402	2162	0	reFH.	0	seizer, ravener /$gk: [[arpaj]]$/	seizer, ravener /$gk: [[arpaj]]$/	arpaj	670b	12	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3402.html	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	-	αρπαξ	seizer, ravener [αρπαξ]	seizer, ravener [αρπαξ]	seizer, ravener	"seizer, ravener <span style=""opacity:0.7"">[αρπαξ]</span>"	"seizer, ravener <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%81%CF%80%CE%B1%CE%BE"">αρπαξ</a>]</span>"	seizer, ravener	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=670b	670	b	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	ⲣⲉϥϩ.	0
7781	2171	0		99	tr :	tr :		671a	1	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7781.html							HEADER		tr :	tr :	tr :	tr :	tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=671a	671	a																					0
7782	2171	7781	^^^ e-	0				671a	2	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7782.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=671a	671	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7783	2171	7781	^^^ eJn-	0				671a	3	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7783.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	c ⲉϫⲛ-	c ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=671a	671	a	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ-	1
