key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
7747	2142	7734	(B) ^^^ HiJen-	0				666a	14	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7747.html	(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	(B) <i><b>c</b></i> ϩⲓϫⲉⲛ-	(B) c ϩⲓϫⲉⲛ-	(B) c ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	(B) ϩⲓϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-									1
7748	2142	0		99	With following adverb:	With following adverb:		666a	15	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7748.html							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a																					0
7749	2142	7748	^^^ ebol	0	fly, go forth (or as [H.] alone) /$gk: [[petannunai, petesqai]]$/	fly, go forth (or as [H.] alone) /$gk: [[petannunai, petesqai]]$/	petannunai, petesqai	666a	16	2010-08-12	2012-04-07	vagrant	vagrant	https://pishoyg.github.io/crum/7749.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-	πεταννυναι, πετεσθαι	fly, go forth <i>or as ϩ. alone</i> [πεταννυναι, πετεσθαι]	fly, go forth or as ϩ. alone [πεταννυναι, πετεσθαι]	fly, go forth <i>or as ϩ. alone</i>	"fly, go forth <i>or as ϩ. alone</i> <span style=""opacity:0.7"">[πεταννυναι, πετεσθαι]</span>"	"fly, go forth <i>or as ϩ. alone</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%80%CE%B5%CF%84%CE%B1%CE%BD%CE%BD%CF%85%CE%BD%CE%B1%CE%B9"">πεταννυναι</a>, <a href=""https://logeion.uchicago.edu/%CF%80%CE%B5%CF%84%CE%B5%CF%83%CE%B8%CE%B1%CE%B9"">πετεσθαι</a>]</span>"	fly, go forth or as ϩ. alone	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	1
7750	2142	7749	^^^ *^[ebol]^* e-	0				666a	17	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7750.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	c {ⲉⲃⲟⲗ} ⲉ-	c {ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	{ⲉⲃⲟⲗ} ⲉ-	2
7751	2142	7749	(S) ^^^ *^[ebol]^* eJn-	0				666a	18	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7751.html	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉϫⲛ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉϫⲛ-	(S) c {ⲉⲃⲟⲗ} ⲉϫⲛ-	(S) c {ⲉⲃⲟⲗ} ⲉϫⲛ-	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	(S) {ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a	{ⲉⲃⲟⲗ} ⲉϫⲛ- (c)	{ⲉⲃⲟⲗ} ⲉϫⲛ-																			2
7752	2142	7749	(B) ^^^ *^[ebol]^* nten-	0	from	from		666a	19	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7752.html	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛⲧⲉⲛ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛⲧⲉⲛ-	(B) c {ⲉⲃⲟⲗ} ⲛⲧⲉⲛ-	(B) c {ⲉⲃⲟⲗ} ⲛⲧⲉⲛ-	{ⲉⲃⲟⲗ} ⲛⲧⲉⲛ- (c)	(B) {ⲉⲃⲟⲗ} ⲛⲧⲉⲛ- (c)	-		from	from	from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											{ⲉⲃⲟⲗ} ⲛⲧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ⲛⲧⲉⲛ-									2
7753	2142	7749	(B) ^^^ *^[ebol]^* Sa-	0				666a	20	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7753.html	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϣⲁ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϣⲁ-	(B) c {ⲉⲃⲟⲗ} ϣⲁ-	(B) c {ⲉⲃⲟⲗ} ϣⲁ-	{ⲉⲃⲟⲗ} ϣⲁ- (c)	(B) {ⲉⲃⲟⲗ} ϣⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											{ⲉⲃⲟⲗ} ϣⲁ- (c)	{ⲉⲃⲟⲗ} ϣⲁ-									2
7754	2142	7749	(B) ^^^ *^[ebol]^* Ha-	0	from	from		666a	21	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7754.html	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) c {ⲉⲃⲟⲗ} ϩⲁ-	(B) c {ⲉⲃⲟⲗ} ϩⲁ-	{ⲉⲃⲟⲗ} ϩⲁ- (c)	(B) {ⲉⲃⲟⲗ} ϩⲁ- (c)	-		from	from	from	from	from	from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											{ⲉⲃⲟⲗ} ϩⲁ- (c)	{ⲉⲃⲟⲗ} ϩⲁ-									2
7755	2142	7749	^^^ *^[ebol]^* Hn-,^^^ *^[ebol]^* Ken-	0	from | in	from | in		666a	22	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7755.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	-		"from
in"	"from
in"	"from
in"	"from
in"	"from
in"	"from
in"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	2
7756	2142	7749	(B) ^^^ *^[ebol]^* Hiten-	0				666a	23	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7756.html	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) c {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	(B) c {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-	{ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ- (c)	(B) {ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											{ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓⲧⲉⲛ-									2
7757	2142	7749	(S) ^^^ *^[ebol]^* HiJn-	0	over	over		666a	24	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7757.html	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	(S) c {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	(S) c {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	(S) {ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	-		over	over	over	over	over	over	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-																			2
7758	2142	7748	(B) ^^^ epesht	0				666a	25	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7758.html	(B) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	(B) <i><b>c</b></i> ⲉⲡⲉⲥⲏⲧ	(B) c ⲉⲡⲉⲥⲏⲧ	(B) c ⲉⲡⲉⲥⲏⲧ	ⲉⲡⲉⲥⲏⲧ (c)	(B) ⲉⲡⲉⲥⲏⲧ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											ⲉⲡⲉⲥⲏⲧ (c)	ⲉⲡⲉⲥⲏⲧ									1
7759	2142	7748	(B) ^^^ epSwi	0				666a	26	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7759.html	(B) <i><b>c</b></i> ⲉⲡϣⲱⲓ	(B) <i><b>c</b></i> ⲉⲡϣⲱⲓ	(B) c ⲉⲡϣⲱⲓ	(B) c ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	(B) ⲉⲡϣⲱⲓ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666a	666	a											ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ									1
7760	2142	7748	(S) ^^^ eHrai	0				666b	27	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7760.html	(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ	(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ	(S) c ⲉϩⲣⲁⲓ	(S) c ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ (c)	(S) ⲉϩⲣⲁⲓ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉϩⲣⲁⲓ (c)	ⲉϩⲣⲁⲓ																			1
3384	2142	0	(S) ma nH.	0	exit	exit		666b	28	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3384.html	(S) ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	-		exit	exit	exit	exit	exit	exit	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.																			0
3385	2142	0	(B) mwit nH.	0	approach	approach		666b	29	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3385.html	(B) ⲙⲱⲓⲧ ⲛϩ.	(B) ⲙⲱⲓⲧ ⲛϩ.	(B) ⲙⲱⲓⲧ ⲛϩ.	(B) ⲙⲱⲓⲧ ⲛϩ.	ⲙⲱⲓⲧ ⲛϩ.	(B) ⲙⲱⲓⲧ ⲛϩ.	-		approach	approach	approach	approach	approach	approach	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b											ⲙⲱⲓⲧ ⲛϩ.	ⲙⲱⲓⲧ ⲛϩ.									0
3386	2142	0	(S) reFH.	0	flyer	flyer		666b	30	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3386.html	(S) ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	ⲣⲉϥϩ.	(S) ⲣⲉϥϩ.	-		flyer	flyer	flyer	flyer	flyer	flyer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲣⲉϥϩ.	ⲣⲉϥϩ.																			0
3387	2142	0	GinH.,JinH.	0	flight	flight		666b	31	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3387.html	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	-		flight	flight	flight	flight	flight	flight	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	ϭⲓⲛϩ., ϫⲓⲛϩ.	ϭⲓⲛϩ.	0
7761	2142	3387	(S) GinHhl ebol	0				666b	32	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7761.html	(S) ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	(S) ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	(S) ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	(S) ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	(S) ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ	ϭⲓⲛϩⲏⲗ ⲉⲃⲟⲗ																			1
3388	2142	0	(B) Halai	2	{intr:} fly (of birds, insects)	{intr:} fly (of birds, insects)		666b	33	2010-03-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/3388.html	(B) ϩⲁⲗⲁⲓ	(B) ϩⲁⲗⲁⲓ	(B) ϩⲁⲗⲁⲓ	(B) ϩⲁⲗⲁⲓ	ϩⲁⲗⲁⲓ	(B) ϩⲁⲗⲁⲓ	verb		<b>intr:</b> fly <i>of birds, insects</i>	intr: fly of birds, insects	<b>intr:</b> fly <i>of birds, insects</i>	<b>intr:</b> fly <i>of birds, insects</i>	<b>intr:</b> fly <i>of birds, insects</i>	intr: fly of birds, insects	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b											ϩⲁⲗⲁⲓ	ϩⲁⲗⲁⲓ									0
7762	2142	3388	^^^ e-	0				666b	34	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7762.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7763	2142	3388	^^^ eJen-	0				666b	35	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7763.html	<i><b>c</b></i> ⲉϫⲉⲛ-	<i><b>c</b></i> ⲉϫⲉⲛ-	c ⲉϫⲉⲛ-	c ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	ⲉϫⲉⲛ- (c)	ⲉϫⲉⲛ-	1
7764	2142	3388	^^^ HiJen-	0				666b	36	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7764.html	<i><b>c</b></i> ϩⲓϫⲉⲛ-	<i><b>c</b></i> ϩⲓϫⲉⲛ-	c ϩⲓϫⲉⲛ-	c ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	1
7765	2142	3388	^^^ ebol	0				666b	37	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7765.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	1
7766	2142	3388	^^^ epSwi	0				666b	38	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7766.html	<i><b>c</b></i> ⲉⲡϣⲱⲓ	<i><b>c</b></i> ⲉⲡϣⲱⲓ	c ⲉⲡϣⲱⲓ	c ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	ⲉⲡϣⲱⲓ (c)	ⲉⲡϣⲱⲓ	1
7767	2142	0	(B) Halaiouli	1	flight (of bird)	flight (of bird)		666b	39	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7767.html	(B) ϩⲁⲗⲁⲓⲟⲩⲗⲓ	(B) ϩⲁⲗⲁⲓⲟⲩⲗⲓ	(B) ϩⲁⲗⲁⲓⲟⲩⲗⲓ	(B) ϩⲁⲗⲁⲓⲟⲩⲗⲓ	ϩⲁⲗⲁⲓⲟⲩⲗⲓ	(B) ϩⲁⲗⲁⲓⲟⲩⲗⲓ (ⲡ)	noun male		flight <i>of bird</i>	flight of bird	flight <i>of bird</i>	flight <i>of bird</i>	flight <i>of bird</i>	flight of bird	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b											ϩⲁⲗⲁⲓⲟⲩⲗⲓ (ⲡ)	ϩⲁⲗⲁⲓⲟⲩⲗⲓ									0
7768	2144	0		99	tr :	tr :		666b	1	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7768.html							HEADER		tr :	tr :	tr :	tr :	tr :	tr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b																					0
7769	2144	7768	^^^ e-	0				666b	2	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7769.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
7770	2144	7768	^^^ ebol	0				666b	3	2010-08-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/7770.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=666b	666	b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	1
