key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
2088	1533	0	r s.	0	be deaf	be deaf		379b	1	2010-02-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/2088.html	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	-		be deaf	be deaf	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=379b	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	ⲣ ⲥ.	0
2114	1536	0	(S) taue s. ebol	0	emit foam /$gk: [[afrizein]]$/	emit foam /$gk: [[afrizein]]$/	afrizein	384b	1	2010-02-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/2114.html	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	(S) ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ	-	αφριζειν	emit foam [αφριζειν]	emit foam	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b	ⲧⲁⲩⲉ ⲥ. ⲉⲃⲟⲗ										0
6451	1537	0		99	intr :	intr :		384b	1	2010-07-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/6451.html					HEADER		intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b											0
6452	1537	6451	(S) ^^^ eJn-	0				384b	2	2010-07-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/6452.html	(S) <i><b>c</b></i> ⲉϫⲛ-	(S) <i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ- (c)	(S) ⲉϫⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b	ⲉϫⲛ- (c)										1
6453	1537	6451	(S) ^^^ nsa-	0				384b	3	2010-07-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/6453.html	(S) <i><b>c</b></i> ⲛⲥⲁ-	(S) <i><b>c</b></i> ⲛⲥⲁ-	ⲛⲥⲁ- (c)	(S) ⲛⲥⲁ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b	ⲛⲥⲁ- (c)										1
6454	1537	6451	(S) ^^^ ntn-	0				384b	4	2010-07-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/6454.html	(S) <i><b>c</b></i> ⲛⲧⲛ-	(S) <i><b>c</b></i> ⲛⲧⲛ-	ⲛⲧⲛ- (c)	(S) ⲛⲧⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b	ⲛⲧⲛ- (c)										1
6455	1537	6451	(S) ^^^ ebol	0				384b	5	2010-07-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/6455.html	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	(S) <i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	(S) ⲉⲃⲟⲗ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b	ⲉⲃⲟⲗ (c)										1
6456	1537	6451	(B) ^^^ eKrhi	0				384b	6	2010-07-22	1900-01-01	vagrant		https://pishoyg.github.io/crum/6456.html	(B) <i><b>c</b></i> ⲉϧⲣⲏⲓ	(B) <i><b>c</b></i> ⲉϧⲣⲏⲓ	ⲉϧⲣⲏⲓ (c)	(B) ⲉϧⲣⲏⲓ (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b						ⲉϧⲣⲏⲓ (c)					1
2115	1537	0	(S,A) saHmes (S) saHms	3	pestle /$gk: [[uperos]]$/	pestle /$gk: [[uperos]]$/	uperos	384b	7	2010-02-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/2115.html	"(S, A) ⲥⲁϩⲙⲉⲥ
(S) ⲥⲁϩⲙⲥ"	"(S, A) ⲥⲁϩⲙⲉⲥ
(S) ⲥⲁϩⲙⲥ"	ⲥⲁϩⲙⲉⲥ, ⲥⲁϩⲙⲥ	"(S, A) ⲥⲁϩⲙⲉⲥ (noun)
(S) ⲥⲁϩⲙⲥ (noun)"	noun	υπεροσ	pestle [υπεροσ]	pestle	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=384b	"ⲥⲁϩⲙⲉⲥ (noun)
ⲥⲁϩⲙⲥ (noun)"			ⲥⲁϩⲙⲉⲥ (noun)							0
2127	1540	0	(S) reFseHp snoF	0	bloodsucker	bloodsucker		386a	1	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/2127.html	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	(S) ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ	-		bloodsucker	bloodsucker	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=386a	ⲣⲉϥⲥⲉϩⲡ ⲥⲛⲟϥ										0
