key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
8103	2305	8098	^^^ nsa-	0	(emphatic)	(emphatic)		723b	6	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8103.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	-		<i>emphatic</i>	<i>emphatic</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=723b	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	1
8104	2305	8098	^^^ nten-	0				723b	7	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8104.html	<i><b>c</b></i> ⲛⲧⲉⲛ-	<i><b>c</b></i> ⲛⲧⲉⲛ-	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=723b	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	ⲛⲧⲉⲛ- (c)	1
8105	2305	8098	^^^ Hn-,^^^ Ken-	0	with	with		723b	8	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8105.html	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	<i><b>c</b></i> ϩⲛ-, <i><b>c</b></i> ϧⲉⲛ-	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	-		with	with	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=723b	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	ϩⲛ-, ϧⲉⲛ- (c)	1
3670	2305	0	(S,A,B,F) ^^	1	slaughter, murder /$gk: [[fonos, anairesis]]$/	slaughter, murder /$gk: [[fonos, anairesis]]$/	fonos, anairesis	723b	9	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3670.html	(S, A, B, F) ―	(S, A, B, F) ―	―	(S, A, B, F) ― (ⲡ)	noun male	φονοσ, αναιρεσισ	slaughter, murder [φονοσ, αναιρεσισ]	slaughter, murder	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=723b	― (ⲡ)			― (ⲡ)		― (ⲡ)	― (ⲡ)				0
3671	2305	0	(B) er K.	0	slay /$gk: [[foneuein]]$/	slay /$gk: [[foneuein]]$/	foneuein	724a	10	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3671.html	(B) ⲉⲣ ϧ.	(B) ⲉⲣ ϧ.	ⲉⲣ ϧ.	(B) ⲉⲣ ϧ.	-	φονευειν	slay [φονευειν]	slay	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=724a						ⲉⲣ ϧ.					0
3672	2305	0	reFH.,reFK.	0	slayer, murderer /$gk: [[foneus, foneuths]]$/	slayer, murderer /$gk: [[foneus, foneuths]]$/	foneus, foneuths	724a	11	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3672.html	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	-	φονευσ, φονευτησ	slayer, murderer [φονευσ, φονευτησ]	slayer, murderer	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=724a	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	ⲣⲉϥϩ., ⲣⲉϥϧ.	0
3673	2305	3672	mntr.,metr.	0	slaughter, murder	slaughter, murder		724a	12	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3673.html	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	-		slaughter, murder	slaughter, murder	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=724a	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	ⲙⲛⲧⲣ., ⲙⲉⲧⲣ.	1
3674	2305	0	(B) JinK.	0	act of slaying	act of slaying		724a	13	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3674.html	(B) ϫⲓⲛϧ.	(B) ϫⲓⲛϧ.	ϫⲓⲛϧ.	(B) ϫⲓⲛϧ.	-		act of slaying	act of slaying	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=724a						ϫⲓⲛϧ.					0
3675	2305	0	(S) Hatbes,Hotbes (A) Qatbes	4	slaughter | thing slain	slaughter | thing slain		724a	14	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3675.html	"(S) ϩⲁⲧⲃⲉⲥ, ϩⲟⲧⲃⲉⲥ
(A) ⳉⲁⲧⲃⲉⲥ"	"(S) ϩⲁⲧⲃⲉⲥ, ϩⲟⲧⲃⲉⲥ
(A) ⳉⲁⲧⲃⲉⲥ"	ϩⲁⲧⲃⲉⲥ, ϩⲟⲧⲃⲉⲥ, ⳉⲁⲧⲃⲉⲥ	"(S) ϩⲁⲧⲃⲉⲥ, ϩⲟⲧⲃⲉⲥ (ⲧ)
(A) ⳉⲁⲧⲃⲉⲥ (ⲧ)"	noun female		"slaughter
thing slain"	"slaughter
thing slain"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=724a	ϩⲁⲧⲃⲉⲥ, ϩⲟⲧⲃⲉⲥ (ⲧ)			ⳉⲁⲧⲃⲉⲥ (ⲧ)							0
3676	2305	0	(sA) Hetbe	4	(as last) | burial /*?*/ (A)	(as last) | burial /*?*/ (A)		724a	15	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3676.html	(sA) ϩⲉⲧⲃⲉ	(sA) ϩⲉⲧⲃⲉ	ϩⲉⲧⲃⲉ	(sA) ϩⲉⲧⲃⲉ (ⲧ)	noun female		"<i>as last</i>
burial (?) <i>A</i>"	"<i>as last</i>
burial (?) <i>A</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=724a					ϩⲉⲧⲃⲉ (ⲧ)						0
8109	2312	0	^^^ e-	0				726b	1	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8109.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=726b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	0
3694	2312	0	HnouH.	7	 /$gk: [[anagkaiws]]$/	 /$gk: [[anagkaiws]]$/	anagkaiws	726b	2	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3694.html	ϩⲛⲟⲩϩ.	ϩⲛⲟⲩϩ.	ϩⲛⲟⲩϩ.	ϩⲛⲟⲩϩ. (adv.)	adverb	αναγκαιωσ	[αναγκαιωσ]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=726b	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	ϩⲛⲟⲩϩ. (adv.)	0
8110	2312	0	^^^ Ha- *^& poss^*	0	on own authority, of own accord	on own authority, of own accord		727a	3	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8110.html	<i><b>c</b></i> ϩⲁ- {& poss}	<i><b>c</b></i> ϩⲁ- {& poss}	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	-		on own authority, of own accord	on own authority, of own accord	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727a	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	ϩⲁ- {& poss} (c)	0
8111	2312	0	^^^ Hn-	0	(sim)	(sim)		727a	4	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8111.html	<i><b>c</b></i> ϩⲛ-	<i><b>c</b></i> ϩⲛ-	ϩⲛ- (c)	ϩⲛ- (c)	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727a	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	0
8112	2312	0	^^^ Hitn-	0	(sim)	(sim)		727a	5	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8112.html	<i><b>c</b></i> ϩⲓⲧⲛ-	<i><b>c</b></i> ϩⲓⲧⲛ-	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	-		<i>sim</i>	<i>sim</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727a	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	ϩⲓⲧⲛ- (c)	0
3695	2312	0	(S) r H.	0	constrain (c [e-]) /$gk: [[fulassein]]$/	constrain (c [e-]) /$gk: [[fulassein]]$/	fulassein	727a	6	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3695.html	(S) ⲣ ϩ.	(S) ⲣ ϩ.	ⲣ ϩ.	(S) ⲣ ϩ.	-	φυλασσειν	constrain <i>c ⲉ-</i> [φυλασσειν]	constrain <i>c ⲉ-</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727a	ⲣ ϩ.										0
3696	2312	0	(S,A) T H.	0	put constraint, compel, give authority (c [e-]) /$gk: [[anagkazein]]$/	put constraint, compel, give authority (c [e-]) /$gk: [[anagkazein]]$/	anagkazein	727a	7	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3696.html	(S, A) ϯ ϩ.	(S, A) ϯ ϩ.	ϯ ϩ.	(S, A) ϯ ϩ.	-	αναγκαζειν	put constraint, compel, give authority <i>c ⲉ-</i> [αναγκαζειν]	put constraint, compel, give authority <i>c ⲉ-</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727a	ϯ ϩ.			ϯ ϩ.							0
8113	2312	3696	^^^ n- *^dat^*	0				727a	8	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8113.html	<i><b>c</b></i> ⲛ- {dat}	<i><b>c</b></i> ⲛ- {dat}	ⲛ- {dat} (c)	ⲛ- {dat} (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727a	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	ⲛ- {dat} (c)	1
3697	2315	0	(S,A,B) pnau nH.	0	time of dawn, morning hour	time of dawn, morning hour		727b	1	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3697.html	(S, A, B) ⲡⲛⲁⲩ ⲛϩ.	(S, A, B) ⲡⲛⲁⲩ ⲛϩ.	ⲡⲛⲁⲩ ⲛϩ.	(S, A, B) ⲡⲛⲁⲩ ⲛϩ.	-		time of dawn, morning hour	time of dawn, morning hour	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727b	ⲡⲛⲁⲩ ⲛϩ.			ⲡⲛⲁⲩ ⲛϩ.		ⲡⲛⲁⲩ ⲛϩ.					0
3698	2315	0	(S) eH. (A) aH. (B) e..Ha.	0	at dawn, in morning	at dawn, in morning		727b	2	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3698.html	"(S) ⲉϩ.
(A) ⲁϩ.
(B) ⲉϩⲁ."	"(S) ⲉϩ.
(A) ⲁϩ.
(B) ⲉϩⲁ."	ⲉϩ., ⲁϩ., ⲉϩⲁ.	"(S) ⲉϩ.
(A) ⲁϩ.
(B) ⲉϩⲁ."	-		at dawn, in morning	at dawn, in morning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727b	ⲉϩ.			ⲁϩ.		ⲉϩⲁ.					0
3699	2315	0	(S,B) nH.	0	(as last)	(as last)		727b	3	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3699.html	(S, B) ⲛϩ.	(S, B) ⲛϩ.	ⲛϩ.	(S, B) ⲛϩ.	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727b	ⲛϩ.					ⲛϩ.					0
3700	2315	0	(S,A,B) SaH.	0	till morning	till morning		727b	4	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3700.html	(S, A, B) ϣⲁϩ.	(S, A, B) ϣⲁϩ.	ϣⲁϩ.	(S, A, B) ϣⲁϩ.	-		till morning	till morning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=727b	ϣⲁϩ.			ϣⲁϩ.		ϣⲁϩ.					0
3701	2315	0	(S) Hitooue	0	at dawn	at dawn		728a	5	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3701.html	(S) ϩⲓⲧⲟⲟⲩⲉ	(S) ϩⲓⲧⲟⲟⲩⲉ	ϩⲓⲧⲟⲟⲩⲉ	(S) ϩⲓⲧⲟⲟⲩⲉ	-		at dawn	at dawn	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=728a	ϩⲓⲧⲟⲟⲩⲉ										0
3702	2315	0	(S) eHntooue	0	(as last)	(as last)		728a	6	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3702.html	(S) ⲉϩⲛⲧⲟⲟⲩⲉ	(S) ⲉϩⲛⲧⲟⲟⲩⲉ	ⲉϩⲛⲧⲟⲟⲩⲉ	(S) ⲉϩⲛⲧⲟⲟⲩⲉ	-		<i>as last</i>	<i>as last</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=728a	ⲉϩⲛⲧⲟⲟⲩⲉ										0
3703	2315	0	(S) JinH.	0	from morning	from morning		728a	7	2010-03-26	1900-01-01	vagrant		https://pishoyg.github.io/crum/3703.html	(S) ϫⲓⲛϩ.	(S) ϫⲓⲛϩ.	ϫⲓⲛϩ.	(S) ϫⲓⲛϩ.	-		from morning	from morning	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=728a	ϫⲓⲛϩ.										0
3708	2317	0	(S,B) maiH.	0	profit-loving /$gk: [[aisxrokerdhs]]$/	profit-loving /$gk: [[aisxrokerdhs]]$/	aisxrokerdhs	729a	1	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3708.html	(S, B) ⲙⲁⲓϩ.	(S, B) ⲙⲁⲓϩ.	ⲙⲁⲓϩ.	(S, B) ⲙⲁⲓϩ.	-	αισχροκερδησ	profit-loving [αισχροκερδησ]	profit-loving	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=729a	ⲙⲁⲓϩ.					ⲙⲁⲓϩ.					0
3709	2317	0	r H.,er H.	0	profit	profit		729a	2	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3709.html	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	-		profit	profit	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=729a	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	ⲣ ϩ., ⲉⲣ ϩ.	0
3710	2317	0	(S,A,sA,B,F) T H.	0	give profit, benefit |$ {intr:} /$gk: [[wfelein, kerdainein]]$/ |$ {tr:} (S), gain	give profit, benefit |$ {intr:} /$gk: [[wfelein, kerdainein]]$/ |$ {tr:} (S), gain	wfelein, kerdainein	729a	3	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3710.html	(S, A, sA, B, F) ϯ ϩ.	(S, A, sA, B, F) ϯ ϩ.	ϯ ϩ.	(S, A, sA, B, F) ϯ ϩ.	-	ωφελειν, κερδαινειν	"give profit, benefit
― <b>intr:</b> [ωφελειν, κερδαινειν]
― <b>tr:</b> <i>S</i>, gain"	"give profit, benefit
― <b>intr:</b> 
― <b>tr:</b> <i>S</i>, gain"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=729a	ϯ ϩ.			ϯ ϩ.	ϯ ϩ.	ϯ ϩ.	ϯ ϩ.				0
