key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
5829	239	5840		99	With following preposition:	With following preposition:		267a	2	2010-06-25	2010-06-25	vagrant	vagrant	https://pishoyg.github.io/crum/5829.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267a											1
5830	239	5829	(B) ^^^ e- *^as obj^*	0	put forth, announce, tell /$gk: [[anaggellein]]$/	put forth, announce, tell /$gk: [[anaggellein]]$/	anaggellein	267a	3	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5830.html	(B) <i><b>c</b></i> ⲉ- {as obj}	(B) <i><b>c</b></i> ⲉ- {as obj}	ⲉ- {as obj} (c)	(B) ⲉ- {as obj} (c)	-	αναγγελλειν	put forth, announce, tell [αναγγελλειν]	put forth, announce, tell	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267a						ⲉ- {as obj} (c)					2
5831	239	5829	(B) ^^^ eqbe-	0	tell of, talk of	tell of, talk of		267b	4	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5831.html	(B) <i><b>c</b></i> ⲉⲑⲃⲉ-	(B) <i><b>c</b></i> ⲉⲑⲃⲉ-	ⲉⲑⲃⲉ- (c)	(B) ⲉⲑⲃⲉ- (c)	-		tell of, talk of	tell of, talk of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b						ⲉⲑⲃⲉ- (c)					2
5832	239	5829	(S,B) ^^^ eJn- (B) ^^^ eHrhi eJn- (A) ^^^ aQrhi aJn-	0	come forth, shine upon	come forth, shine upon		267b	5	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5832.html	"(S, B) <i><b>c</b></i> ⲉϫⲛ-
(B) <i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲛ-
(A) <i><b>c</b></i> ⲁⳉⲣⲏⲓ ⲁϫⲛ-"	"(S, B) <i><b>c</b></i> ⲉϫⲛ-
(B) <i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲛ-
(A) <i><b>c</b></i> ⲁⳉⲣⲏⲓ ⲁϫⲛ-"	ⲉϫⲛ- (c), ⲉϩⲣⲏⲓ ⲉϫⲛ- (c), ⲁⳉⲣⲏⲓ ⲁϫⲛ- (c)	"(S, B) ⲉϫⲛ- (c)
(B) ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)
(A) ⲁⳉⲣⲏⲓ ⲁϫⲛ- (c)"	-		come forth, shine upon	come forth, shine upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b	ⲉϫⲛ- (c)			ⲁⳉⲣⲏⲓ ⲁϫⲛ- (c)		"ⲉϫⲛ- (c)
ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)"					2
5833	239	5829	(S,B) ^^^ n- *^dat^*	0	come forth, shine for /$gk: [[anatellein, blastein]]$/	come forth, shine for /$gk: [[anatellein, blastein]]$/	anatellein, blastein	267b	6	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5833.html	(S, B) <i><b>c</b></i> ⲛ- {dat}	(S, B) <i><b>c</b></i> ⲛ- {dat}	ⲛ- {dat} (c)	(S, B) ⲛ- {dat} (c)	-	ανατελλειν, βλαστειν	come forth, shine for [ανατελλειν, βλαστειν]	come forth, shine for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b	ⲛ- {dat} (c)					ⲛ- {dat} (c)					2
5834	239	5829	(B) ^^^ Katen-	0	tell to	tell to		267b	7	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5834.html	(B) <i><b>c</b></i> ϧⲁⲧⲉⲛ-	(B) <i><b>c</b></i> ϧⲁⲧⲉⲛ-	ϧⲁⲧⲉⲛ- (c)	(B) ϧⲁⲧⲉⲛ- (c)	-		tell to	tell to	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b						ϧⲁⲧⲉⲛ- (c)					2
5835	239	5840		99	With following adverb:	With following adverb:		267b	8	2010-06-25	2010-06-25	vagrant	vagrant	https://pishoyg.github.io/crum/5835.html					HEADER		With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b											1
5836	239	5835	(S,B) ^^^ ebol	0	come, blossom forth /$gk: [[anatellein]]$/	come, blossom forth /$gk: [[anatellein]]$/	anatellein	267b	9	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5836.html	(S, B) <i><b>c</b></i> ⲉⲃⲟⲗ	(S, B) <i><b>c</b></i> ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	(S, B) ⲉⲃⲟⲗ (c)	-	ανατελλειν	come, blossom forth [ανατελλειν]	come, blossom forth	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b	ⲉⲃⲟⲗ (c)					ⲉⲃⲟⲗ (c)					2
5837	239	5836	(B) ^^^ *^[ebol]^* e-	0	come forth for	come forth for		267b	10	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5837.html	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	(B) {ⲉⲃⲟⲗ} ⲉ- (c)	-		come forth for	come forth for	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b						{ⲉⲃⲟⲗ} ⲉ- (c)					3
5838	239	5836	(S,B) ^^^ *^[ebol]^* Hn-,^^^ *^[ebol]^* Ken-	0	come forth from	come forth from		267b	11	2010-06-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/5838.html	(S, B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	(S, B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	(S, B) {ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	-		come forth from	come forth from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=267b	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)					{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)					3
