key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
523	2861	0	(B) sa nk.	0	rope-maker, seller /*?*/	rope-maker, seller /*?*/		113b	1	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/523.html	(B) ⲥⲁ ⲛⲕ.	(B) ⲥⲁ ⲛⲕ.	ⲥⲁ ⲛⲕ.	(B) ⲥⲁ ⲛⲕ.	-		rope-maker, seller (?)	rope-maker, seller (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113b						ⲥⲁ ⲛⲕ.					0
559	2872	0	(B) metk.	4	baldness /$gk: [[falakrwma]]$/	baldness /$gk: [[falakrwma]]$/	falakrwma	119a	1	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/559.html	(B) ⲙⲉⲧⲕ.	(B) ⲙⲉⲧⲕ.	ⲙⲉⲧⲕ.	(B) ⲙⲉⲧⲕ. (ⲧ)	noun female	φαλακρωμα	baldness [φαλακρωμα]	baldness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=119a						ⲙⲉⲧⲕ. (ⲧ)					0
585	2875	0	^^	3	knowledge, understanding /$gk: [[sunesis, aisqhsis, fronhsis]]$/	knowledge, understanding /$gk: [[sunesis, aisqhsis, fronhsis]]$/	sunesis, aisqhsis, fronhsis	123a	1	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/585.html	―	―	―	― (noun)	noun	συνεσισ, αισθησισ, φρονησισ	knowledge, understanding [συνεσισ, αισθησισ, φρονησισ]	knowledge, understanding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123a	― (noun)	― (noun)	― (noun)	― (noun)	― (noun)	― (noun)	― (noun)	― (noun)	― (noun)	― (noun)	0
586	2875	0	atk.	3	ignorant person /$gk: [[asunetos]]$/ | (adj), ignorant	ignorant person /$gk: [[asunetos]]$/ | (adj), ignorant	asunetos	123a	2	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/586.html	ⲁⲧⲕ.	ⲁⲧⲕ.	ⲁⲧⲕ.	ⲁⲧⲕ. (noun)	noun	ασυνετοσ	"ignorant person [ασυνετοσ]
<i>adj</i>, ignorant"	"ignorant person 
<i>adj</i>, ignorant"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123a	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	ⲁⲧⲕ. (noun)	0
587	2875	0	er atk.	0	be ignorant	be ignorant		123b	3	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/587.html	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	-		be ignorant	be ignorant	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	ⲉⲣ ⲁⲧⲕ.	0
588	2875	0	metatk.	0	ignorance /$gk: [[afrosunh]]$/	ignorance /$gk: [[afrosunh]]$/	afrosunh	123b	4	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/588.html	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	-	αφροσυνη	ignorance [αφροσυνη]	ignorance	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	ⲙⲉⲧⲁⲧⲕ.	0
589	2875	0	remnk.	0	man of understanding	man of understanding		123b	5	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/589.html	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	-		man of understanding	man of understanding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	ⲣⲉⲙⲛⲕ.	0
590	2875	0	reFk.	0	(same meaning) /$gk: [[episthmwn]]$/	(same meaning) /$gk: [[episthmwn]]$/	episthmwn	123b	6	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/590.html	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	-	επιστημων	<i>same meaning</i> [επιστημων]	<i>same meaning</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	ⲣⲉϥⲕ.	0
591	2875	0	T k.	0	instruct /$gk: [[sunetizein]]$/	instruct /$gk: [[sunetizein]]$/	sunetizein	123b	7	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/591.html	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	-	συνετιζειν	instruct [συνετιζειν]	instruct	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	ϯ ⲕ.	0
592	2875	0	Jem k.	0	find understanding	find understanding		123b	8	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/592.html	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	-		find understanding	find understanding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	ϫⲉⲙ ⲕ.	0
593	2875	0	Jink.	4	understanding	understanding		123b	9	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/593.html	ϫⲓⲛⲕ.	ϫⲓⲛⲕ.	ϫⲓⲛⲕ.	ϫⲓⲛⲕ. (ⲧ)	noun female		understanding	understanding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	ϫⲓⲛⲕ. (ⲧ)	0
594	2875	0	katHht	0	knowledgeable, wise person /$gk: [[sunetos, nohmwn]]$/ | (adj), knowledgeable	knowledgeable, wise person /$gk: [[sunetos, nohmwn]]$/ | (adj), knowledgeable	sunetos, nohmwn	123b	10	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/594.html	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	-	συνετοσ, νοημων	"knowledgeable, wise person [συνετοσ, νοημων]
<i>adj</i>, knowledgeable"	"knowledgeable, wise person 
<i>adj</i>, knowledgeable"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	ⲕⲁⲧϩⲏⲧ	0
595	2875	0	mntkatHht	0	understanding	understanding		123b	11	2010-01-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/595.html	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	-		understanding	understanding	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=123b	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	ⲙⲛⲧⲕⲁⲧϩⲏⲧ	0
625	2890	0	Se nk.	0	blow, buffet /$gk: [[kondulismos]]$/	blow, buffet /$gk: [[kondulismos]]$/	kondulismos	131b	1	2010-02-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/625.html	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	-	κονδυλισμοσ	blow, buffet [κονδυλισμοσ]	blow, buffet	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=131b	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	ϣⲉ ⲛⲕ.	0
671	2915	0	l. ebol	0	wander forth, about /$gk: [[perierxesqai]]$/	wander forth, about /$gk: [[perierxesqai]]$/	perierxesqai	141a	1	2010-02-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/671.html	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	-	περιερχεσθαι	wander forth, about [περιερχεσθαι]	wander forth, about	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=141a	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	ⲗ. ⲉⲃⲟⲗ	0
672	2915	0	metreFl. ebol	4	wandering about	wandering about		141a	2	2010-02-01	2010-06-05	vagrant	vagrant	https://pishoyg.github.io/crum/672.html	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	noun female		wandering about	wandering about	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=141a	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	ⲙⲉⲧⲣⲉϥⲗ. ⲉⲃⲟⲗ (ⲧ)	0
2164	3102	0	sabol th	0	outside there	outside there		392a	1	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/2164.html	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	-		outside there	outside there	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=392a	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	ⲥⲁⲃⲟⲗ ⲧⲏ	0
2177	3104	0	(S,B,F) pape t.,fafe t.	0	knead, make bricks	knead, make bricks		398a	1	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/2177.html	(S, B, F) ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.	(S, B, F) ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.	ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.	(S, B, F) ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.	-		knead, make bricks	knead, make bricks	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=398a	ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.					ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.	ⲡⲁⲡⲉ ⲧ., ⲫⲁⲫⲉ ⲧ.				0
6770	3136	0		99	With following preposition:	With following preposition:		460a	1	2010-08-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/6770.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=460a											0
6771	3136	6770	^^^ e-	0	seat in place of	seat in place of		460a	2	2010-08-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/6771.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	ⲉ- (c)	ⲉ- (c)	-		seat in place of	seat in place of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=460a	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
6772	3136	6770	^^^ eJn-	0	upon	upon		460a	3	2010-08-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/6772.html	<i><b>c</b></i> ⲉϫⲛ-	<i><b>c</b></i> ⲉϫⲛ-	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	-		upon	upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=460a	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
6773	3136	6770	^^^ eHrai eJn-,^^^ eHrhi eJn-	0				460a	4	2010-08-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/6773.html	<i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉϫⲛ-, <i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲛ-	<i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉϫⲛ-, <i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲛ-	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=460a	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	ⲉϩⲣⲁⲓ ⲉϫⲛ-, ⲉϩⲣⲏⲓ ⲉϫⲛ- (c)	1
