key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
2882	1841	0	"(S) oGbs (NH) HoGbes *^<a href=ext codex II - The Apocryphon of John;106;18;3;nai etHn pswma thrF sethS eFtoou ouHmme ouaroS ouHoGbes ouSooue"">Ext</a> ?^*"""	3	cold	cold		540a	2	2010-03-08	2010-11-01	vagrant	vagrant	https://pishoyg.github.io/crum/2882.html	"(S) ⲟϭⲃⲥ
(NH) ϩⲟϭⲃⲉⲥ {ext codex II - The Apocryphon of John; 106; 18; 3; ⲛⲁⲓ ⲉⲧϩⲛ ⲡⲥⲱⲙⲁ ⲧⲏⲣϥ ⲥⲉⲧⲏϣ ⲉϥⲧⲟⲟⲩ ⲟⲩϩⲙⲙⲉ ⲟⲩⲁⲣⲟϣ ⲟⲩϩⲟϭⲃⲉⲥ ⲟⲩϣⲟⲟⲩⲉ; Ext; ?}"	"(S) ⲟϭⲃⲥ
(NH) ϩⲟϭⲃⲉⲥ"	ⲟϭⲃⲥ, ϩⲟϭⲃⲉⲥ	"(S) ⲟϭⲃⲥ (noun)
(NH) ϩⲟϭⲃⲉⲥ (noun)"	noun		cold	cold	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=540a	ⲟϭⲃⲥ (noun)									ϩⲟϭⲃⲉⲥ (noun)	0
2897	1844	0	(S) Gwbe nSa *^once^*,GbSa,GbSe (B) JebS.,JemS.,JempS.,JeFS.	22	(nn m f /*once each*/), nostrils, (lit) leaves of nose, (mostly pl)	(nn m f /*once each*/), nostrils, (lit) leaves of nose, (mostly pl)		544a	1	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2897.html	"(S) ϭⲱⲃⲉ ⲛϣⲁ {once}, ϭⲃϣⲁ, ϭⲃϣⲉ
(B) ϫⲉⲃϣ., ϫⲉⲙϣ., ϫⲉⲙⲡϣ., ϫⲉϥϣ."	"(S) ϭⲱⲃⲉ ⲛϣⲁ {once}, ϭⲃϣⲁ, ϭⲃϣⲉ
(B) ϫⲉⲃϣ., ϫⲉⲙϣ., ϫⲉⲙⲡϣ., ϫⲉϥϣ."	ϭⲱⲃⲉ ⲛϣⲁ {once}, ϭⲃϣⲁ, ϭⲃϣⲉ, ϫⲉⲃϣ., ϫⲉⲙϣ., ϫⲉⲙⲡϣ., ϫⲉϥϣ.	"(S) ϭⲱⲃⲉ ⲛϣⲁ {once}, ϭⲃϣⲁ, ϭⲃϣⲉ (ⲡ/ⲧ)
(B) ϫⲉⲃϣ., ϫⲉⲙϣ., ϫⲉⲙⲡϣ., ϫⲉϥϣ. (ⲡ/ⲧ)"	noun male/female		<i>nn m f (once each)</i>, nostrils, <i>lit</i> leaves of nose, <i>mostly pl</i>	<i>nn m f (once each)</i>, nostrils, <i>lit</i> leaves of nose, <i>mostly pl</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=544a	ϭⲱⲃⲉ ⲛϣⲁ {once}, ϭⲃϣⲁ, ϭⲃϣⲉ (ⲡ/ⲧ)					ϫⲉⲃϣ., ϫⲉⲙϣ., ϫⲉⲙⲡϣ., ϫⲉϥϣ. (ⲡ/ⲧ)					0
2898	1844	0	(B) Saiwou	0	hook-nosed, (or ?) big nosed 	hook-nosed, (or ?) big nosed 		544a	2	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2898.html	(B) ϣⲁⲓⲱⲟⲩ	(B) ϣⲁⲓⲱⲟⲩ	ϣⲁⲓⲱⲟⲩ	(B) ϣⲁⲓⲱⲟⲩ	-		hook-nosed, <i>or ?</i> big nosed	hook-nosed, <i>or ?</i> big nosed	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=544a						ϣⲁⲓⲱⲟⲩ					0
2899	1844	0	(B) JaJSai	0	with cut nose	with cut nose		544a	3	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2899.html	(B) ϫⲁϫϣⲁⲓ	(B) ϫⲁϫϣⲁⲓ	ϫⲁϫϣⲁⲓ	(B) ϫⲁϫϣⲁⲓ	-		with cut nose	with cut nose	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=544a						ϫⲁϫϣⲁⲓ					0
2900	1847	0	(B) Se nnoH	0	(a land measure /*100 cubits*/) /$gk: [[sxoinisma]]$/	(a land measure /*100 cubits*/) /$gk: [[sxoinisma]]$/	sxoinisma	546b	1	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2900.html	(B) ϣⲉ ⲛⲛⲟϩ	(B) ϣⲉ ⲛⲛⲟϩ	ϣⲉ ⲛⲛⲟϩ	(B) ϣⲉ ⲛⲛⲟϩ	-	σχοινισμα	<i>a land measure (100 cubits)</i> [σχοινισμα]	<i>a land measure (100 cubits)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=546b						ϣⲉ ⲛⲛⲟϩ					0
2901	1847	0	(S,B) HamSe (S) HamSi (A) HamQe (B) amSe (F) HamSh,HmSh (S) *HamSh$^o^$ue,HamSooue (B) *HamShou,amShou$^i^$	1	carpenter /$gk: [[tektwn]]$/	carpenter /$gk: [[tektwn]]$/	tektwn	546b	2	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2901.html	"(S, B) ϩⲁⲙϣⲉ
(S) ϩⲁⲙϣⲓ
(A) ϩⲁⲙⳉⲉ
(B) ⲁⲙϣⲉ
(F) ϩⲁⲙϣⲏ, ϩⲙϣⲏ
(S) <i>plural: </i>ϩⲁⲙϣⲏ(ⲟ)ⲩⲉ, ϩⲁⲙϣⲟⲟⲩⲉ
(B) <i>plural: </i>ϩⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩ(ⲓ)"	"(S, B) ϩⲁⲙϣⲉ
(S) ϩⲁⲙϣⲓ
(A) ϩⲁⲙⳉⲉ
(B) ⲁⲙϣⲉ
(F) ϩⲁⲙϣⲏ, ϩⲙϣⲏ
(S) <i>plural: </i>ϩⲁⲙϣⲏ(ⲟ)ⲩⲉ, ϩⲁⲙϣⲟⲟⲩⲉ
(B) <i>plural: </i>ϩⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩ(ⲓ)"	ϩⲁⲙϣⲉ, ϩⲁⲙϣⲓ, ϩⲁⲙⳉⲉ, ⲁⲙϣⲉ, ϩⲁⲙϣⲏ, ϩⲙϣⲏ, ϩⲁⲙϣⲏⲩⲉ, ϩⲁⲙϣⲏⲟⲩⲉ, ϩⲁⲙϣⲟⲟⲩⲉ (ⲛ), ϩⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩⲓ (ⲛ)	"(S, B) ϩⲁⲙϣⲉ (ⲡ)
(S) ϩⲁⲙϣⲓ (ⲡ)
(A) ϩⲁⲙⳉⲉ (ⲡ)
(B) ⲁⲙϣⲉ (ⲡ)
(F) ϩⲁⲙϣⲏ, ϩⲙϣⲏ (ⲡ)
(S) ϩⲁⲙϣⲏⲩⲉ, ϩⲁⲙϣⲏⲟⲩⲉ, ϩⲁⲙϣⲟⲟⲩⲉ (ⲛ)
(B) ϩⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩⲓ (ⲛ)"	noun male	τεκτων	carpenter [τεκτων]	carpenter	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=546b	"ϩⲁⲙϣⲉ (ⲡ)
ϩⲁⲙϣⲓ (ⲡ)
ϩⲁⲙϣⲏⲩⲉ, ϩⲁⲙϣⲏⲟⲩⲉ, ϩⲁⲙϣⲟⲟⲩⲉ (ⲛ)"			ϩⲁⲙⳉⲉ (ⲡ)		"ϩⲁⲙϣⲉ (ⲡ)
ⲁⲙϣⲉ (ⲡ)
ϩⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩ, ⲁⲙϣⲏⲟⲩⲓ (ⲛ)"	ϩⲁⲙϣⲏ, ϩⲙϣⲏ (ⲡ)				0
2902	1847	2901	(B) er H.	0	be carpenter	be carpenter		546b	3	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2902.html	(B) ⲉⲣ ϩ.	(B) ⲉⲣ ϩ.	ⲉⲣ ϩ.	(B) ⲉⲣ ϩ.	-		be carpenter	be carpenter	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=546b						ⲉⲣ ϩ.					1
2903	1847	2901	mntH.,metH.	0	carpenter's craft	carpenter's craft		546b	4	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2903.html	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	-		carpenter's craft	carpenter's craft	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=546b	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	ⲙⲛⲧϩ., ⲙⲉⲧϩ.	1
2913	1853	0	(S,B) ^^	1	length	length	mhkos	549a	1	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/2913.html	(S, B) ―	(S, B) ―	―	(S, B) ― (ⲡ)	noun male	μηκοσ	length	length	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549a	― (ⲡ)					― (ⲡ)					0
2914	1853	0	(S,B) Sih (S) Sihe,Sie (Sa) Hih (A) Qie$^i^$ (F) Sihei	22	(/*rarely m*/), length /$gk: [[mhkos, megeqos, ucos, hlikia]]$/ | (as vb intr), be long, grow /$gk: [[makrunein, mhkunein]]$/	(/*rarely m*/), length /$gk: [[mhkos, megeqos, ucos, hlikia]]$/ | (as vb intr), be long, grow /$gk: [[makrunein, mhkunein]]$/	mhkos, megeqos, ucos, hlikia, makrunein, mhkunein	549a	2	2010-03-08	2012-10-07	vagrant	vagrant	https://pishoyg.github.io/crum/2914.html	"(S, B) ϣⲓⲏ
(S) ϣⲓⲏⲉ, ϣⲓⲉ
(Sa) ϩⲓⲏ
(A) ⳉⲓⲉ(ⲓ)
(F) ϣⲓⲏⲉⲓ"	"(S, B) ϣⲓⲏ
(S) ϣⲓⲏⲉ, ϣⲓⲉ
(Sa) ϩⲓⲏ
(A) ⳉⲓⲉ(ⲓ)
(F) ϣⲓⲏⲉⲓ"	ϣⲓⲏ, ϣⲓⲏⲉ, ϣⲓⲉ, ϩⲓⲏ, ⳉⲓⲉ, ⳉⲓⲉⲓ, ϣⲓⲏⲉⲓ	"(S, B) ϣⲓⲏ (ⲡ/ⲧ)
(S) ϣⲓⲏⲉ, ϣⲓⲉ (ⲡ/ⲧ)
(Sa) ϩⲓⲏ (ⲡ/ⲧ)
(A) ⳉⲓⲉ, ⳉⲓⲉⲓ (ⲡ/ⲧ)
(F) ϣⲓⲏⲉⲓ (ⲡ/ⲧ)"	noun male/female	μηκοσ, μεγεθοσ, υξοσ, ηλικια, μακρυνειν, μηκυνειν	"<i>(rarely m)</i>, length [μηκοσ, μεγεθοσ, υξοσ, ηλικια]
<i>as vb intr</i>, be long, grow [μακρυνειν, μηκυνειν]"	"<i>(rarely m)</i>, length 
<i>as vb intr</i>, be long, grow"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549a	"ϣⲓⲏ (ⲡ/ⲧ)
ϣⲓⲏⲉ, ϣⲓⲉ (ⲡ/ⲧ)"	ϩⲓⲏ (ⲡ/ⲧ)		ⳉⲓⲉ, ⳉⲓⲉⲓ (ⲡ/ⲧ)		ϣⲓⲏ (ⲡ/ⲧ)	ϣⲓⲏⲉⲓ (ⲡ/ⲧ)				0
8966	1853	2914	nS.	0	of, in length /$gk: [[to mhkos, eis mhkos, mhkous, phxwn euros]]$/	of, in length /$gk: [[to mhkos, eis mhkos, mhkous, phxwn euros]]$/	to mhkos, eis mhkos, mhkous, phxwn euros	549a	3	2012-10-07	1900-01-01	vagrant		https://pishoyg.github.io/crum/8966.html	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	-	το μηκοσ, εισ μηκοσ, μηκουσ, πηχων ευροσ	of, in length [το μηκοσ, εισ μηκοσ, μηκουσ, πηχων ευροσ]	of, in length	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549a	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	ⲛϣ.	1
7286	1853	2914	^^^ *^gen^* n-	0	length, height of	length, height of		549a	4	2010-08-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/7286.html	<i><b>c</b></i> {gen} ⲛ-	<i><b>c</b></i> {gen} ⲛ-	{gen} ⲛ- (c)	{gen} ⲛ- (c)	-		length, height of	length, height of	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549a	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	{gen} ⲛ- (c)	1
2915	1856	0	kh ep..Sw.,xh ep..Sw.	0	lying, be in sandy condition /$gk: [[xersousqai]]$/	lying, be in sandy condition /$gk: [[xersousqai]]$/	xersousqai	549b	1	2010-03-08	2010-03-08	vagrant	vagrant	https://pishoyg.github.io/crum/2915.html	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	-	χερσουσθαι	lying, be in sandy condition [χερσουσθαι]	lying, be in sandy condition	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549b	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	ⲕⲏ ⲉⲡϣⲱ., ⲭⲏ ⲉⲡϣⲱ.	0
