key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
4749	91	0		99	With following adverb:	With following adverb:		361a	7	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4749.html						HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a																						0
4750	91	4749	(S,sA,B,F) ^^ ebol	0	throw out /$gk: [[ekballein, ejairein]]$/ | {qual:} cast forth, lying /$gk: [[keisqai]]$/	throw out /$gk: [[ekballein, ejairein]]$/ | {qual:} cast forth, lying /$gk: [[keisqai]]$/	ekballein, ejairein, keisqai	361a	8	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4750.html	(S, sA, B, F) ― ⲉⲃⲟⲗ	(S, sA, B, F) ― ⲉⲃⲟⲗ	(S, sA, B, F) ― ⲉⲃⲟⲗ	(S, sA, B, F) ― ⲉⲃⲟⲗ	(S, sA, B, F) ― ⲉⲃⲟⲗ	-	εκβαλλειν, εξαιρειν, κεισθαι	"throw out [εκβαλλειν, εξαιρειν]
<b>qual:</b> cast forth, lying [κεισθαι]"	"throw out [εκβαλλειν, εξαιρειν]
qual: cast forth, lying [κεισθαι]"	"throw out 
<b>qual:</b> cast forth, lying"	"throw out <span style=""opacity:0.7"">[εκβαλλειν, εξαιρειν]</span>
<b>qual:</b> cast forth, lying <span style=""opacity:0.7"">[κεισθαι]</span>"	"throw out <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B5%CE%BA%CE%B2%CE%B1%CE%BB%CE%BB%CE%B5%CE%B9%CE%BD"">εκβαλλειν</a>, <a href=""https://logeion.uchicago.edu/%CE%B5%CE%BE%CE%B1%CE%B9%CF%81%CE%B5%CE%B9%CE%BD"">εξαιρειν</a>]</span>
<b>qual:</b> cast forth, lying <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BA%CE%B5%CE%B9%CF%83%CE%B8%CE%B1%CE%B9"">κεισθαι</a>]</span>"	"throw out 
qual: cast forth, lying"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ							― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ							ⲉⲃⲟⲗ	1
6343	91	4750	^^^ *^[ebol]^* Hn-,^^^ *^[ebol]^* Ken-	0	cast out from	cast out from		361a	9	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6343.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	-		cast out from	cast out from	cast out from	cast out from	cast out from	cast out from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲛ-	ⲉⲃⲟⲗ	2
6344	91	4750	^^^ *^[ebol]^* HiJn-	0	cast out upon	cast out upon		361a	10	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6344.html	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	c {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	c {ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	-		cast out upon	cast out upon	cast out upon	cast out upon	cast out upon	cast out upon	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	{ⲉⲃⲟⲗ} ϩⲓϫⲛ- (c)	{ⲉⲃⲟⲗ} ϩⲓϫⲛ-	ⲉⲃⲟⲗ	2
6345	91	4749	(S) ^^^ nsabol	0	cast out from	cast out from		361a	11	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6345.html	(S) <i><b>c</b></i> ⲛⲥⲁⲃⲟⲗ	(S) <i><b>c</b></i> ⲛⲥⲁⲃⲟⲗ	(S) c ⲛⲥⲁⲃⲟⲗ	(S) c ⲛⲥⲁⲃⲟⲗ	(S) ⲛⲥⲁⲃⲟⲗ (c)	-		cast out from	cast out from	cast out from	cast out from	cast out from	cast out from	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a	ⲛⲥⲁⲃⲟⲗ (c)	ⲛⲥⲁⲃⲟⲗ																				1
6346	91	4749	(F) ^^^ Habal	0	(meaning sim)	(meaning sim)		361a	12	2010-07-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/6346.html	(F) <i><b>c</b></i> ϩⲁⲃⲁⲗ	(F) <i><b>c</b></i> ϩⲁⲃⲁⲗ	(F) c ϩⲁⲃⲁⲗ	(F) c ϩⲁⲃⲁⲗ	(F) ϩⲁⲃⲁⲗ (c)	-		<i>meaning sim</i>	meaning sim	<i>meaning sim</i>	<i>meaning sim</i>	<i>meaning sim</i>	meaning sim	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a													ϩⲁⲃⲁⲗ (c)	ϩⲁⲃⲁⲗ								1
4751	91	4749	(S,B,F) ^^ epesht	0	throw down /$gk: [[bolizein]]$/	throw down /$gk: [[bolizein]]$/	bolizein	361a	13	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4751.html	(S, B, F) ― ⲉⲡⲉⲥⲏⲧ	(S, B, F) ― ⲉⲡⲉⲥⲏⲧ	(S, B, F) ― ⲉⲡⲉⲥⲏⲧ	(S, B, F) ― ⲉⲡⲉⲥⲏⲧ	(S, B, F) ― ⲉⲡⲉⲥⲏⲧ	-	βολιζειν	throw down [βολιζειν]	throw down [βολιζειν]	throw down	"throw down <span style=""opacity:0.7"">[βολιζειν]</span>"	"throw down <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B2%CE%BF%CE%BB%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">βολιζειν</a>]</span>"	throw down	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a	― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ									― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ	― ⲉⲡⲉⲥⲏⲧ							ⲉⲡⲉⲥⲏⲧ	1
4752	91	4749	(B) ^^ epSwi	0	cast, bring up	cast, bring up		361a	14	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4752.html	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	(B) ― ⲉⲡϣⲱⲓ	-		cast, bring up	cast, bring up	cast, bring up	cast, bring up	cast, bring up	cast, bring up	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a											― ⲉⲡϣⲱⲓ	― ⲉⲡϣⲱⲓ									ⲉⲡϣⲱⲓ	1
4753	91	4749	(S,Sf,B) ^^ eHoun,^^ eKoun	0	cast in	cast in		361a	15	2010-04-10	2014-07-26	vagrant	vagrant	https://pishoyg.github.io/crum/4753.html	(S, Sf, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, Sf, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, Sf, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, Sf, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	(S, Sf, B) ― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	-		cast in	cast in	cast in	cast in	cast in	cast in	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361a	361	a	― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ			― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ					― ⲉϩⲟⲩⲛ, ― ⲉϧⲟⲩⲛ	― ⲉϩⲟⲩⲛ									ⲉϩⲟⲩⲛ,ⲉϧⲟⲩⲛ	1
4754	91	4749	(S) ^^ eHrai (A) ^^ aQrhi (B) ^^ eKrhi (F) ^^ eHlhi	0	cast down	cast down		361b	16	2010-04-10	1900-01-01	vagrant		https://pishoyg.github.io/crum/4754.html	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁⳉⲣⲏⲓ
(B) ― ⲉϧⲣⲏⲓ
(F) ― ⲉϩⲗⲏⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁⳉⲣⲏⲓ
(B) ― ⲉϧⲣⲏⲓ
(F) ― ⲉϩⲗⲏⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁⳉⲣⲏⲓ
(B) ― ⲉϧⲣⲏⲓ
(F) ― ⲉϩⲗⲏⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁⳉⲣⲏⲓ
(B) ― ⲉϧⲣⲏⲓ
(F) ― ⲉϩⲗⲏⲓ"	"(S) ― ⲉϩⲣⲁⲓ
(A) ― ⲁⳉⲣⲏⲓ
(B) ― ⲉϧⲣⲏⲓ
(F) ― ⲉϩⲗⲏⲓ"	-		cast down	cast down	cast down	cast down	cast down	cast down	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=361b	361	b	― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ					― ⲁⳉⲣⲏⲓ	― ⲁⳉⲣⲏⲓ			― ⲉϧⲣⲏⲓ	― ⲉϧⲣⲏⲓ	― ⲉϩⲗⲏⲓ	― ⲉϩⲗⲏⲓ							ⲉϧⲣⲏⲓ	1
