key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	depth
3751	2329	8155	(B) er H.	0	 /$gk: [[ubrizein]]$/	 /$gk: [[ubrizein]]$/	ubrizein	739b	5	2010-03-27	2010-08-13	vagrant	vagrant	https://pishoyg.github.io/crum/3751.html	(B) ⲉⲣ ϩ.	(B) ⲉⲣ ϩ.	(B) ⲉⲣ ϩ.	(B) ⲉⲣ ϩ.	ⲉⲣ ϩ.	(B) ⲉⲣ ϩ.	-	υβριζειν	[υβριζειν]	[υβριζειν]		"<span style=""opacity:0.7"">[υβριζειν]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%85%CE%B2%CF%81%CE%B9%CE%B6%CE%B5%CE%B9%CE%BD"">υβριζειν</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=739b	739	b											ⲉⲣ ϩ.	ⲉⲣ ϩ.									1
8156	2329	8155	(B) T H.	0				739b	6	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8156.html	(B) ϯ ϩ.	(B) ϯ ϩ.	(B) ϯ ϩ.	(B) ϯ ϩ.	ϯ ϩ.	(B) ϯ ϩ.	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=739b	739	b											ϯ ϩ.	ϯ ϩ.									1
3752	2329	8155	(B) reFH.	0	 /$gk: [[loidoros, ubrisths]]$/	 /$gk: [[loidoros, ubrisths]]$/	loidoros, ubrisths	739b	7	2010-03-27	2010-08-13	vagrant	vagrant	https://pishoyg.github.io/crum/3752.html	(B) ⲣⲉϥϩ.	(B) ⲣⲉϥϩ.	(B) ⲣⲉϥϩ.	(B) ⲣⲉϥϩ.	ⲣⲉϥϩ.	(B) ⲣⲉϥϩ.	-	λοιδοροσ, υβριστησ	[λοιδοροσ, υβριστησ]	[λοιδοροσ, υβριστησ]		"<span style=""opacity:0.7"">[λοιδοροσ, υβριστησ]</span>"	"<span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%BB%CE%BF%CE%B9%CE%B4%CE%BF%CF%81%CE%BF%CF%83"">λοιδοροσ</a>, <a href=""https://logeion.uchicago.edu/%CF%85%CE%B2%CF%81%CE%B9%CF%83%CF%84%CE%B7%CF%83"">υβριστησ</a>]</span>"		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=739b	739	b											ⲣⲉϥϩ.	ⲣⲉϥϩ.									1
8157	2333	0		99	With following preposition:	With following preposition:		740a	1	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8157.html							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a																					0
8158	2333	8157	^^^ e-	0				740a	2	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8158.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	ⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	1
8159	2333	8157	(S) ^^^ etbe-	0				740a	3	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8159.html	(S) <i><b>c</b></i> ⲉⲧⲃⲉ-	(S) <i><b>c</b></i> ⲉⲧⲃⲉ-	(S) c ⲉⲧⲃⲉ-	(S) c ⲉⲧⲃⲉ-	ⲉⲧⲃⲉ- (c)	(S) ⲉⲧⲃⲉ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ-																			1
8160	2333	8157	^^^ mn-,^^^ nem-	0				740a	4	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8160.html	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	<i><b>c</b></i> ⲙⲛ-, <i><b>c</b></i> ⲛⲉⲙ-	c ⲙⲛ-, c ⲛⲉⲙ-	c ⲙⲛ-, c ⲛⲉⲙ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-, ⲛⲉⲙ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	ⲙⲛ-, ⲛⲉⲙ- (c)	ⲙⲛ-	1
8161	2333	8157	^^^ ntn-	0				740a	5	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8161.html	<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	c ⲛⲧⲛ-	c ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	1
8162	2333	8157	^^^ Ha-,^^^ Ka-	0				740a	6	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8162.html	<i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	<i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	c ϩⲁ-, c ϧⲁ-	c ϩⲁ-, c ϧⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-, ϧⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	ϩⲁ-, ϧⲁ- (c)	ϩⲁ-	1
8163	2333	8157	^^^ Hiten-	0				740a	7	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8163.html	<i><b>c</b></i> ϩⲓⲧⲉⲛ-	<i><b>c</b></i> ϩⲓⲧⲉⲛ-	c ϩⲓⲧⲉⲛ-	c ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740a	740	a	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	ϩⲓⲧⲉⲛ- (c)	ϩⲓⲧⲉⲛ-	1
8164	2333	0		99	With following adverb:	With following adverb:		740b	8	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8164.html							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	With following adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740b	740	b																					0
8165	2333	8164	^^^ ebol	0				740b	9	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8165.html	<i><b>c</b></i> ⲉⲃⲟⲗ	<i><b>c</b></i> ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	c ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740b	740	b	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	ⲉⲃⲟⲗ (c)	ⲉⲃⲟⲗ	1
8166	2333	8164	^^^ eHoun	0				740b	10	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8166.html	<i><b>c</b></i> ⲉϩⲟⲩⲛ	<i><b>c</b></i> ⲉϩⲟⲩⲛ	c ⲉϩⲟⲩⲛ	c ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740b	740	b	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ (c)	ⲉϩⲟⲩⲛ	1
3753	2333	0	^^	1	distress, straits /$gk: [[anagkh, perioxh]]$/	distress, straits /$gk: [[anagkh, perioxh]]$/	anagkh, perioxh	740b	11	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3753.html	―	―	―	―	―	― (ⲡ)	noun male	αναγκη, περιοχη	distress, straits [αναγκη, περιοχη]	distress, straits [αναγκη, περιοχη]	distress, straits	"distress, straits <span style=""opacity:0.7"">[αναγκη, περιοχη]</span>"	"distress, straits <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BD%CE%B1%CE%B3%CE%BA%CE%B7"">αναγκη</a>, <a href=""https://logeion.uchicago.edu/%CF%80%CE%B5%CF%81%CE%B9%CE%BF%CF%87%CE%B7"">περιοχη</a>]</span>"	distress, straits	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740b	740	b	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	― (ⲡ)	―	0
3754	2333	0	(S) ma nH.	0	place of constraint, distress /*?*/	place of constraint, distress /*?*/		740b	12	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3754.html	(S) ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.	(S) ⲙⲁ ⲛϩ.	-		place of constraint, distress (?)	place of constraint, distress (?)	place of constraint, distress (?)	place of constraint, distress (?)	place of constraint, distress (?)	place of constraint, distress (?)	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740b	740	b	ⲙⲁ ⲛϩ.	ⲙⲁ ⲛϩ.																			0
3755	2333	0	HaSs	4	constraint /$gk: [[stenoxwria]]$/	constraint /$gk: [[stenoxwria]]$/	stenoxwria	740b	13	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3755.html	ϩⲁϣⲥ	ϩⲁϣⲥ	ϩⲁϣⲥ	ϩⲁϣⲥ	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	noun female	στενοχωρια	constraint [στενοχωρια]	constraint [στενοχωρια]	constraint	"constraint <span style=""opacity:0.7"">[στενοχωρια]</span>"	"constraint <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%83%CF%84%CE%B5%CE%BD%CE%BF%CF%87%CF%89%CF%81%CE%B9%CE%B1"">στενοχωρια</a>]</span>"	constraint	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=740b	740	b	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	ϩⲁϣⲥ (ⲧ)	ϩⲁϣⲥ	0
3757	2336	0	(S) sa nHoub	0	pulse-seller	pulse-seller		741a	1	2010-03-27	1900-01-01	vagrant		https://pishoyg.github.io/crum/3757.html	(S) ⲥⲁ ⲛϩⲟⲩⲃ	(S) ⲥⲁ ⲛϩⲟⲩⲃ	(S) ⲥⲁ ⲛϩⲟⲩⲃ	(S) ⲥⲁ ⲛϩⲟⲩⲃ	ⲥⲁ ⲛϩⲟⲩⲃ	(S) ⲥⲁ ⲛϩⲟⲩⲃ	-		pulse-seller	pulse-seller	pulse-seller	pulse-seller	pulse-seller	pulse-seller	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=741a	741	a	ⲥⲁ ⲛϩⲟⲩⲃ	ⲥⲁ ⲛϩⲟⲩⲃ																			0
8167	2339	0		99	With following preposition or adverb:	With following preposition or adverb:		741b	1	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8167.html							HEADER		With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=741b	741	b																					0
8168	2339	8167	^^^ nsa-	0				741b	2	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8168.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	c ⲛⲥⲁ-	c ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=741b	741	b	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	1
8169	2339	8167	^^^ ntn-	0				741b	3	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8169.html	<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	c ⲛⲧⲛ-	c ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=741b	741	b	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	1
8170	2339	8167	^^^ Hi-	0				741b	4	2010-08-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/8170.html	<i><b>c</b></i> ϩⲓ-	<i><b>c</b></i> ϩⲓ-	c ϩⲓ-	c ϩⲓ-	ϩⲓ- (c)	ϩⲓ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=741b	741	b	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	ϩⲓ- (c)	ϩⲓ-	1
