key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	inflections-B	depth
769	740	768	(S,A) mntn. m.	4	stiff-neckedness /$gk: [[auqadeia]]$/	stiff-neckedness /$gk: [[auqadeia]]$/	auqadeia	163a	2	2010-02-02	1900-01-01	vagrant		https://pishoyg.github.io/crum/769.html	(S, A) ⲙⲛⲧⲛ. ⲙ.	(S, A) ⲙⲛⲧⲛ. ⲙ.	(S, A) ⲙⲛⲧⲛ. ⲙ.	(S, A) ⲙⲛⲧⲛ. ⲙ.	(S, A) ⲙⲛⲧⲛ. ⲙ. (ⲧ)	noun female	αυθαδεια	stiff-neckedness [αυθαδεια]	stiff-neckedness [αυθαδεια]	stiff-neckedness	"stiff-neckedness <span style=""opacity:0.7"">[αυθαδεια]</span>"	"stiff-neckedness <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%85%CE%B8%CE%B1%CE%B4%CE%B5%CE%B9%CE%B1"">αυθαδεια</a>]</span>"	stiff-neckedness	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=163a	163	a	ⲙⲛⲧⲛ. ⲙ. (ⲧ)	ⲙⲛⲧⲛ. ⲙ.					ⲙⲛⲧⲛ. ⲙ. (ⲧ)	ⲙⲛⲧⲛ. ⲙ.														1
8347	741	0		99	With following preposition or adverb:	With following preposition or adverb:		774a	1	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8347.html						HEADER		With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	With following preposition or adverb:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	774	a																						0
8348	741	8347	^^^ e-	0	(dat commodi)	(dat commodi)		774a	2	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8348.html	<i><b>c</b></i> ⲉ-	<i><b>c</b></i> ⲉ-	c ⲉ-	c ⲉ-	ⲉ- (c)	-		<i>dat commodi</i>	dat commodi	<i>dat commodi</i>	<i>dat commodi</i>	<i>dat commodi</i>	dat commodi	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	774	a	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ- (c)	ⲉ-	ⲉ	1
8349	741	8347	^^^ ntn-	0				774a	3	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8349.html	<i><b>c</b></i> ⲛⲧⲛ-	<i><b>c</b></i> ⲛⲧⲛ-	c ⲛⲧⲛ-	c ⲛⲧⲛ-	ⲛⲧⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	774	a	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ- (c)	ⲛⲧⲛ-	ⲛⲧⲛ	1
8350	741	8347	^^^ HiJen-	0				774a	4	2010-08-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/8350.html	<i><b>c</b></i> ϩⲓϫⲉⲛ-	<i><b>c</b></i> ϩⲓϫⲉⲛ-	c ϩⲓϫⲉⲛ-	c ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	774	a	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ- (c)	ϩⲓϫⲉⲛ-	ϩⲓϫⲉⲛ	1
3857	741	0	atJ.,atG.	0	unquenchable /$gk: [[asbestos]]$/	unquenchable /$gk: [[asbestos]]$/	asbestos	774a	5	2010-03-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/3857.html	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ., ⲁⲧϭ.	-	ασβεστοσ	unquenchable [ασβεστοσ]	unquenchable [ασβεστοσ]	unquenchable	"unquenchable <span style=""opacity:0.7"">[ασβεστοσ]</span>"	"unquenchable <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CF%83%CE%B2%CE%B5%CF%83%CF%84%CE%BF%CF%83"">ασβεστοσ</a>]</span>"	unquenchable	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	774	a	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ., ⲁⲧϭ.	ⲁⲧϫ.	ⲁⲧϫ,ⲁⲧϭ	0
3858	741	0	o pJne	0				774a	6	2010-03-29	1900-01-01	vagrant		https://pishoyg.github.io/crum/3858.html	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=774a	774	a	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ ⲡϫⲛⲉ	ⲟ	0
3999	742	0	(S,B) Gme (S,Sf,B) Gmh (F) Gimh (S,A,sA) *Gmhu (S) *Gmhou,Gmeeu (Sf) *Gmauei	1	gardener, vinedresser /$gk: [[ampelourgos, khpouros]]$/	gardener, vinedresser /$gk: [[ampelourgos, khpouros]]$/	ampelourgos, khpouros	817b	1	2010-03-31	2010-03-31	vagrant	vagrant	https://pishoyg.github.io/crum/3999.html	"(S, B) ϭⲙⲉ
(S, Sf, B) ϭⲙⲏ
(F) ϭⲓⲙⲏ
(S, A, sA) <i>plural: </i>ϭⲙⲏⲩ
(S) <i>plural: </i>ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ
(Sf) <i>plural: </i>ϭⲙⲁⲩⲉⲓ"	"(S, B) ϭⲙⲉ
(S, Sf, B) ϭⲙⲏ
(F) ϭⲓⲙⲏ
(S, A, sA) <i>plural: </i>ϭⲙⲏⲩ
(S) <i>plural: </i>ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ
(Sf) <i>plural: </i>ϭⲙⲁⲩⲉⲓ"	"(S, B) ϭⲙⲉ
(S, Sf, B) ϭⲙⲏ
(F) ϭⲓⲙⲏ
(S, A, sA) plural: ϭⲙⲏⲩ
(S) plural: ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ
(Sf) plural: ϭⲙⲁⲩⲉⲓ"	"(S, B) ϭⲙⲉ
(S, Sf, B) ϭⲙⲏ
(F) ϭⲓⲙⲏ
(S, A, sA) plural: ϭⲙⲏⲩ
(S) plural: ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ
(Sf) plural: ϭⲙⲁⲩⲉⲓ"	"(S, B) ϭⲙⲉ (ⲡ)
(S, Sf, B) ϭⲙⲏ (ⲡ)
(F) ϭⲓⲙⲏ (ⲡ)
(S, A, sA) ϭⲙⲏⲩ (ⲛ)
(S) ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ (ⲛ)
(Sf) ϭⲙⲁⲩⲉⲓ (ⲛ)"	noun male	αμπελουργοσ, κηπουροσ	gardener, vinedresser [αμπελουργοσ, κηπουροσ]	gardener, vinedresser [αμπελουργοσ, κηπουροσ]	gardener, vinedresser	"gardener, vinedresser <span style=""opacity:0.7"">[αμπελουργοσ, κηπουροσ]</span>"	"gardener, vinedresser <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CE%B1%CE%BC%CF%80%CE%B5%CE%BB%CE%BF%CF%85%CF%81%CE%B3%CE%BF%CF%83"">αμπελουργοσ</a>, <a href=""https://logeion.uchicago.edu/%CE%BA%CE%B7%CF%80%CE%BF%CF%85%CF%81%CE%BF%CF%83"">κηπουροσ</a>]</span>"	gardener, vinedresser	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=817b	817	b	"ϭⲙⲉ (ⲡ)
ϭⲙⲏ (ⲡ)
ϭⲙⲏⲩ (ⲛ)
ϭⲙⲏⲟⲩ, ϭⲙⲉⲉⲩ (ⲛ)"	ϭⲙⲉ			"ϭⲙⲏ (ⲡ)
ϭⲙⲁⲩⲉⲓ (ⲛ)"	ϭⲙⲏ	ϭⲙⲏⲩ (ⲛ)	ϭⲙⲏⲩ	ϭⲙⲏⲩ (ⲛ)	ϭⲙⲏⲩ	"ϭⲙⲉ (ⲡ)
ϭⲙⲏ (ⲡ)"	ϭⲙⲉ	ϭⲓⲙⲏ (ⲡ)	ϭⲓⲙⲏ							ϭⲙⲉ,ⲉ̀ϭⲙⲉ,ⲛ̀ϭⲙⲉ,ⲙ̀ϭⲙⲉ,ⲟⲩϭⲙⲉ,ϩⲁⲛϭⲙⲉ,ⲡ̀ϭⲙⲉ,ⲫ̀ϭⲙⲉ,ⲡⲁⲓϭⲙⲉ,ⲡⲁϭⲙⲉ,ⲡⲉⲛϭⲙⲉ,ⲡⲉⲕϭⲙⲉ,ⲡⲉϭⲙⲉ,ⲡⲉⲧⲉⲛϭⲙⲉ,ⲡⲉϥϭⲙⲉ,ⲡⲉⲥϭⲙⲉ,ⲡⲟⲩϭⲙⲉ,ⲛⲓϭⲙⲉ,ⲛⲉⲛϭⲙⲉ,ⲛⲁⲓϭⲙⲉ,ⲛⲁϭⲙⲉ,ⲛⲉⲕϭⲙⲉ,ⲛⲉϭⲙⲉ,ⲛⲉⲧⲉⲛϭⲙⲉ,ⲛⲉϥϭⲙⲉ,ⲛⲉⲥϭⲙⲉ,ⲛⲟⲩϭⲙⲉ,ϭⲙⲏ,ⲉ̀ϭⲙⲏ,ⲛ̀ϭⲙⲏ,ⲙ̀ϭⲙⲏ,ⲟⲩϭⲙⲏ,ϩⲁⲛϭⲙⲏ,ⲡ̀ϭⲙⲏ,ⲫ̀ϭⲙⲏ,ⲡⲁⲓϭⲙⲏ,ⲡⲁϭⲙⲏ,ⲡⲉⲛϭⲙⲏ,ⲡⲉⲕϭⲙⲏ,ⲡⲉϭⲙⲏ,ⲡⲉⲧⲉⲛϭⲙⲏ,ⲡⲉϥϭⲙⲏ,ⲡⲉⲥϭⲙⲏ,ⲡⲟⲩϭⲙⲏ,ⲛⲓϭⲙⲏ,ⲛⲉⲛϭⲙⲏ,ⲛⲁⲓϭⲙⲏ,ⲛⲁϭⲙⲏ,ⲛⲉⲕϭⲙⲏ,ⲛⲉϭⲙⲏ,ⲛⲉⲧⲉⲛϭⲙⲏ,ⲛⲉϥϭⲙⲏ,ⲛⲉⲥϭⲙⲏ,ⲛⲟⲩϭⲙⲏ	0
4000	742	3999	(S) atG.	0	untilled	untilled		818a	2	2010-03-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/4000.html	(S) ⲁⲧϭ.	(S) ⲁⲧϭ.	(S) ⲁⲧϭ.	(S) ⲁⲧϭ.	(S) ⲁⲧϭ.	-		untilled	untilled	untilled	untilled	untilled	untilled	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=818a	818	a	ⲁⲧϭ.	ⲁⲧϭ.																				1
4001	742	3999	mntG.	0	vinedressing	vinedressing		818a	3	2010-03-31	1900-01-01	vagrant		https://pishoyg.github.io/crum/4001.html	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	-		vinedressing	vinedressing	vinedressing	vinedressing	vinedressing	vinedressing	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=818a	818	a	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ.	ⲙⲛⲧϭ	1
5520	743	0		99	intr :	intr :		86a	1	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5520.html						HEADER		intr :	intr :	intr :	intr :	intr :	intr :	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	86	a																						0
5521	743	5520	^^^ nsa-	0				86a	2	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5521.html	<i><b>c</b></i> ⲛⲥⲁ-	<i><b>c</b></i> ⲛⲥⲁ-	c ⲛⲥⲁ-	c ⲛⲥⲁ-	ⲛⲥⲁ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	86	a	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ- (c)	ⲛⲥⲁ-	ⲛⲥⲁ	1
5522	743	5520	^^^ KatHh n-	0				86a	3	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5522.html	<i><b>c</b></i> ϧⲁⲧϩⲏ ⲛ-	<i><b>c</b></i> ϧⲁⲧϩⲏ ⲛ-	c ϧⲁⲧϩⲏ ⲛ-	c ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	-								https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	86	a	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ ⲛ- (c)	ϧⲁⲧϩⲏ ⲛ-	ϧⲁⲧϩⲏ	1
5523	743	0		99	(refl):	(refl):		86a	4	2010-06-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/5523.html						HEADER		<i>refl</i>:	refl:	<i>refl</i>:	<i>refl</i>:	<i>refl</i>:	refl:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=86a	86	a																						0
