key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
3149	(S) ouwr	2	(vb /*?*/, meaning unknown)	(vb /*?*/, meaning unknown)		489a	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3149.html	(S) ⲟⲩⲱⲣ	(S) ⲟⲩⲱⲣ	ⲟⲩⲱⲣ	(S) ⲟⲩⲱⲣ			complete	verb		<i>vb (?), meaning unknown</i>	<i>vb (?), meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=489a	ⲟⲩⲱⲣ										3150	3148	489		
3150	(S) oueire	4	(meaning unknown)	(meaning unknown)		489a	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3150.html	(S) ⲟⲩⲉⲓⲣⲉ	(S) ⲟⲩⲉⲓⲣⲉ	ⲟⲩⲉⲓⲣⲉ	(S) ⲟⲩⲉⲓⲣⲉ (ⲧ)			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=489a	ⲟⲩⲉⲓⲣⲉ (ⲧ)										3151	3149	489		
3151	(S) ouore	2	{intr:} (meaning unknown)	{intr:} (meaning unknown)		489a	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3151.html	(S) ⲟⲩⲟⲣⲉ	(S) ⲟⲩⲟⲣⲉ	ⲟⲩⲟⲣⲉ	(S) ⲟⲩⲟⲣⲉ			complete	verb		<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=489a	ⲟⲩⲟⲣⲉ										3152	3150	489		
3152	(S,B) ouorSF	1	(meaning unknown)	(meaning unknown)		491b	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3152.html	(S, B) ⲟⲩⲟⲣϣϥ	(S, B) ⲟⲩⲟⲣϣϥ	ⲟⲩⲟⲣϣϥ	(S, B) ⲟⲩⲟⲣϣϥ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=491b	ⲟⲩⲟⲣϣϥ (ⲡ)					ⲟⲩⲟⲣϣϥ (ⲡ)					3153	3151	491		
3153	(S) ouotps	3	(meaning unknown, ?) claim	(meaning unknown, ?) claim		498a	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3153.html	(S) ⲟⲩⲟⲧⲡⲥ	(S) ⲟⲩⲟⲧⲡⲥ	ⲟⲩⲟⲧⲡⲥ	(S) ⲟⲩⲟⲧⲡⲥ (noun)			complete	noun		<i>meaning unknown, ?</i> claim	<i>meaning unknown, ?</i> claim	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498a	ⲟⲩⲟⲧⲡⲥ (noun)										3154	3152	498		
3154	(S) outaH	1	(meaning unknown)	(meaning unknown)		498b	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3154.html	(S) ⲟⲩⲧⲁϩ	(S) ⲟⲩⲧⲁϩ	ⲟⲩⲧⲁϩ	(S) ⲟⲩⲧⲁϩ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=498b	ⲟⲩⲧⲁϩ (ⲡ)										3155	3153	498		
3155	(S) oueSe	3	(meaning unknown)	(meaning unknown)		502b	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3155.html	(S) ⲟⲩⲉϣⲉ	(S) ⲟⲩⲉϣⲉ	ⲟⲩⲉϣⲉ	(S) ⲟⲩⲉϣⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲟⲩⲉϣⲉ (noun)										3156	3154	502		
3156	(S) ouoeiSe	4	(meaning unknown)	(meaning unknown)		502b	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3156.html	(S) ⲟⲩⲟⲉⲓϣⲉ	(S) ⲟⲩⲟⲉⲓϣⲉ	ⲟⲩⲟⲉⲓϣⲉ	(S) ⲟⲩⲟⲉⲓϣⲉ (ⲧ)			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=502b	ⲟⲩⲟⲉⲓϣⲉ (ⲧ)										3157	3155	502		
3157	(S) ouaSer	4	(nn f /*?*/, meaning unknown)	(nn f /*?*/, meaning unknown)		503b	6	0	2010-03-03	1900-01-01	vagrant		https://pishoyg.github.io/crum/3157.html	(S) ⲟⲩⲁϣⲉⲣ	(S) ⲟⲩⲁϣⲉⲣ	ⲟⲩⲁϣⲉⲣ	(S) ⲟⲩⲁϣⲉⲣ (ⲧ)			complete	noun female		<i>nn f (?), meaning unknown</i>	<i>nn f (?), meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=503b	ⲟⲩⲁϣⲉⲣ (ⲧ)										3158	3156	503		
3158	(S) ouaHre	4	(among agricult /*?*/ implements)	(among agricult /*?*/ implements)		511a	6	0	2010-03-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/3158.html	(S) ⲟⲩⲁϩⲣⲉ	(S) ⲟⲩⲁϩⲣⲉ	ⲟⲩⲁϩⲣⲉ	(S) ⲟⲩⲁϩⲣⲉ (ⲧ)			complete	noun female		<i>among agricult (?) implements</i>	<i>among agricult (?) implements</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=511a	ⲟⲩⲁϩⲣⲉ (ⲧ)										3159	3157	511		
3159	(S) ouwG	3				512b	6	0	2010-03-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/3159.html	(S) ⲟⲩⲱϭ	(S) ⲟⲩⲱϭ	ⲟⲩⲱϭ	(S) ⲟⲩⲱϭ (noun)			complete	noun				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=512b	ⲟⲩⲱϭ (noun)										3160	3158	512		
3160	(B) *fwKen,foKen	3	covering-planks, roofing-planks	covering-planks, roofing-planks		515b	6	0	2010-03-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/3160.html	(B) <i>plural: </i>ⲫⲱϧⲉⲛ, ⲫⲟϧⲉⲛ	(B) <i>plural: </i>ⲫⲱϧⲉⲛ, ⲫⲟϧⲉⲛ	ⲫⲱϧⲉⲛ, ⲫⲟϧⲉⲛ (ⲛ)	(B) ⲫⲱϧⲉⲛ, ⲫⲟϧⲉⲛ (ⲛ)			complete	noun		covering-planks, roofing-planks	covering-planks, roofing-planks	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=515b						ⲫⲱϧⲉⲛ, ⲫⲟϧⲉⲛ (ⲛ)					3161	3159	515		
3161	(B) xouain	3	marble	marble		517b	6	0	2010-03-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/3161.html	(B) ⲭⲟⲩⲁⲓⲛ	(B) ⲭⲟⲩⲁⲓⲛ	ⲭⲟⲩⲁⲓⲛ	(B) ⲭⲟⲩⲁⲓⲛ (noun)			complete	noun		marble	marble	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=517b						ⲭⲟⲩⲁⲓⲛ (noun)					3162	3160	517		
3162	(S) xaF	3	(meaning unknown)	(meaning unknown)		517b	6	0	2010-03-04	1900-01-01	vagrant		https://pishoyg.github.io/crum/3162.html	(S) ⲭⲁϥ	(S) ⲭⲁϥ	ⲭⲁϥ	(S) ⲭⲁϥ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=517b	ⲭⲁϥ (noun)										3163	3161	517		
3163	(B) $^wlJ^$,elJ-	0				522b	6	0	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/3163.html	(B) (ⲱⲗϫ), ⲉⲗϫ-	(B) (ⲱⲗϫ), ⲉⲗϫ-	(ⲱⲗϫ), ⲉⲗϫ-	(B) (ⲱⲗϫ), ⲉⲗϫ-			complete	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=522b						(ⲱⲗϫ), ⲉⲗϫ-					3164	3162	522		
3164	(sA) wt,ht+	2	{intr:} (meaning unknown)	{intr:} (meaning unknown)		531b	6	0	2010-03-05	1900-01-01	vagrant		https://pishoyg.github.io/crum/3164.html	(sA) ⲱⲧ, ⲏⲧ+	(sA) ⲱⲧ, ⲏⲧ+	ⲱⲧ, ⲏⲧ+	(sA) ⲱⲧ, ⲏⲧ+			complete	verb		<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=531b					ⲱⲧ, ⲏⲧ+						3165	3163	531		
3165	(S) Sa	3	(nn /*?*/, meaning doubtful)	(nn /*?*/, meaning doubtful)		544a	6	0	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/3165.html	(S) ϣⲁ	(S) ϣⲁ	ϣⲁ	(S) ϣⲁ (noun)			complete	noun		<i>nn (?), meaning doubtful</i>	<i>nn (?), meaning doubtful</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=544a	ϣⲁ (noun)										3166	3164	544		
3166	(sA) Sai	0	(meaning unknown)	(meaning unknown)		544b	6	0	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/3166.html	(sA) ϣⲁⲓ	(sA) ϣⲁⲓ	ϣⲁⲓ	(sA) ϣⲁⲓ			complete	-		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=544b					ϣⲁⲓ						3167	3165	544		
3167	(S) Sei	2	(meaning unknown)	(meaning unknown)		547a	6	0	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/3167.html	(S) ϣⲉⲓ	(S) ϣⲉⲓ	ϣⲉⲓ	(S) ϣⲉⲓ			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=547a	ϣⲉⲓ										3168	3166	547		
3168	(S) Si	1	(meaning unknown)	(meaning unknown)		548b	6	0	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/3168.html	(S) ϣⲓ	(S) ϣⲓ	ϣⲓ	(S) ϣⲓ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=548b	ϣⲓ (ⲡ)										3169	3167	548		
3169	(S,B) Siw	4	pot /$gk: [[xutra]]$/	pot /$gk: [[xutra]]$/	xutra	549b	6	0	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/3169.html	(S, B) ϣⲓⲱ	(S, B) ϣⲓⲱ	ϣⲓⲱ	(S, B) ϣⲓⲱ (ⲧ)			complete	noun female	χυτρα	pot [χυτρα]	pot	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549b	ϣⲓⲱ (ⲧ)					ϣⲓⲱ (ⲧ)					3170	3168	549		
3170	(S) Soi	3	(meaning unknown)	(meaning unknown)		549b	6	0	2010-03-08	1900-01-01	vagrant		https://pishoyg.github.io/crum/3170.html	(S) ϣⲟⲓ	(S) ϣⲟⲓ	ϣⲟⲓ	(S) ϣⲟⲓ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=549b	ϣⲟⲓ (noun)										3171	3169	549		
3171	(S) Swke	3	(meaning unknown)	(meaning unknown)		556a	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3171.html	(S) ϣⲱⲕⲉ	(S) ϣⲱⲕⲉ	ϣⲱⲕⲉ	(S) ϣⲱⲕⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=556a	ϣⲱⲕⲉ (noun)										3172	3170	556		
3172	(S) Sil	3	(meaning unknown)	(meaning unknown)		557b	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3172.html	(S) ϣⲓⲗ	(S) ϣⲓⲗ	ϣⲓⲗ	(S) ϣⲓⲗ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=557b	ϣⲓⲗ (noun)										3173	3171	557		
3173	(S) *Slkht	3	(meaning unknown)	(meaning unknown)		558b	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3173.html	(S) <i>plural: </i>ϣⲗⲕⲏⲧ	(S) <i>plural: </i>ϣⲗⲕⲏⲧ	ϣⲗⲕⲏⲧ (ⲛ)	(S) ϣⲗⲕⲏⲧ (ⲛ)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=558b	ϣⲗⲕⲏⲧ (ⲛ)										3174	3172	558		
3174	(S) Swlm	3	(meaning unknown)	(meaning unknown)		560a	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3174.html	(S) ϣⲱⲗⲙ	(S) ϣⲱⲗⲙ	ϣⲱⲗⲙ	(S) ϣⲱⲗⲙ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=560a	ϣⲱⲗⲙ (noun)										3175	3173	560		
3175	(B) Swlem	2	(meaning unknown)	(meaning unknown)		560a	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3175.html	(B) ϣⲱⲗⲉⲙ	(B) ϣⲱⲗⲉⲙ	ϣⲱⲗⲉⲙ	(B) ϣⲱⲗⲉⲙ			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=560a						ϣⲱⲗⲉⲙ					3176	3174	560		
3176	(S) SalaSil	1	(meaning unknown)	(meaning unknown)		561a	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3176.html	(S) ϣⲁⲗⲁϣⲓⲗ	(S) ϣⲁⲗⲁϣⲓⲗ	ϣⲁⲗⲁϣⲓⲗ	(S) ϣⲁⲗⲁϣⲓⲗ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=561a	ϣⲁⲗⲁϣⲓⲗ (ⲡ)										3177	3175	561		
3177	(S) SolF	3	(meaning unknown)	(meaning unknown)		561b	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3177.html	(S) ϣⲟⲗϥ	(S) ϣⲟⲗϥ	ϣⲟⲗϥ	(S) ϣⲟⲗϥ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=561b	ϣⲟⲗϥ (noun)										3178	3176	561		
3178	(S) SlSol	1	(meaning unknown)	(meaning unknown)		561b	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3178.html	(S) ϣⲗϣⲟⲗ	(S) ϣⲗϣⲟⲗ	ϣⲗϣⲟⲗ	(S) ϣⲗϣⲟⲗ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=561b	ϣⲗϣⲟⲗ (ⲡ)										3179	3177	561		
3179	(S) SlHit$$	0	(a title)	(a title)		562b	6	0	2010-03-09	1900-01-01	vagrant		https://pishoyg.github.io/crum/3179.html	(S) ϣⲗϩⲓⲧ<i>(?)</i>	(S) ϣⲗϩⲓⲧ<i>(?)</i>	ϣⲗϩⲓⲧ (?)	(S) ϣⲗϩⲓⲧ (?)			complete	-		<i>a title</i>	<i>a title</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=562b	ϣⲗϩⲓⲧ (?)										3180	3178	562		
3180	(S) Swme	3	(meaning unknown)	(meaning unknown)		564b	6	0	2010-03-11	1900-01-01	vagrant		https://pishoyg.github.io/crum/3180.html	(S) ϣⲱⲙⲉ	(S) ϣⲱⲙⲉ	ϣⲱⲙⲉ	(S) ϣⲱⲙⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=564b	ϣⲱⲙⲉ (noun)										3181	3179	564		
3181	(S) Smoul	1	(meaning unknown)	(meaning unknown)		565b	6	0	2010-03-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3181.html	(S) ϣⲙⲟⲩⲗ	(S) ϣⲙⲟⲩⲗ	ϣⲙⲟⲩⲗ	(S) ϣⲙⲟⲩⲗ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=565b	ϣⲙⲟⲩⲗ (ⲡ)										3182	3180	565		
3182	(S) Smon	1				566b	6	0	2010-03-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3182.html	(S) ϣⲙⲟⲛ	(S) ϣⲙⲟⲛ	ϣⲙⲟⲛ	(S) ϣⲙⲟⲛ (ⲡ)			complete	noun male				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=566b	ϣⲙⲟⲛ (ⲡ)										3183	3181	566		
3183	(S) Soumare,Swmare,Soumara *^once^*,Houmare *^twice^*	1	(meaning unknown, a locality /*?*/ at Jeme)	(meaning unknown, a locality /*?*/ at Jeme)		567a	6	0	2010-03-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3183.html	(S) ϣⲟⲩⲙⲁⲣⲉ, ϣⲱⲙⲁⲣⲉ, ϣⲟⲩⲙⲁⲣⲁ {once}, ϩⲟⲩⲙⲁⲣⲉ {twice}	(S) ϣⲟⲩⲙⲁⲣⲉ, ϣⲱⲙⲁⲣⲉ, ϣⲟⲩⲙⲁⲣⲁ {once}, ϩⲟⲩⲙⲁⲣⲉ {twice}	ϣⲟⲩⲙⲁⲣⲉ, ϣⲱⲙⲁⲣⲉ, ϣⲟⲩⲙⲁⲣⲁ {once}, ϩⲟⲩⲙⲁⲣⲉ {twice}	(S) ϣⲟⲩⲙⲁⲣⲉ, ϣⲱⲙⲁⲣⲉ, ϣⲟⲩⲙⲁⲣⲁ {once}, ϩⲟⲩⲙⲁⲣⲉ {twice} (ⲡ)			complete	noun male		<i>meaning unknown, a locality (?) at Jeme</i>	<i>meaning unknown, a locality (?) at Jeme</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=567a	ϣⲟⲩⲙⲁⲣⲉ, ϣⲱⲙⲁⲣⲉ, ϣⲟⲩⲙⲁⲣⲁ {once}, ϩⲟⲩⲙⲁⲣⲉ {twice} (ⲡ)										3184	3182	567		
3184	(S) Swn	3	(meaning unknown)	(meaning unknown)		568b	6	0	2010-03-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3184.html	(S) ϣⲱⲛ	(S) ϣⲱⲛ	ϣⲱⲛ	(S) ϣⲱⲛ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=568b	ϣⲱⲛ (noun)										3185	3183	568		
3185	(S) Shne	3	(among various grains)	(among various grains)		569a	6	0	2010-03-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3185.html	(S) ϣⲏⲛⲉ	(S) ϣⲏⲛⲉ	ϣⲏⲛⲉ	(S) ϣⲏⲛⲉ (noun)			complete	noun		<i>among various grains</i>	<i>among various grains</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=569a	ϣⲏⲛⲉ (noun)										3186	3184	569		
3186	(sA) Sna	1	(meaning unknown)	(meaning unknown)		571b	6	0	2010-03-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3186.html	(sA) ϣⲛⲁ	(sA) ϣⲛⲁ	ϣⲛⲁ	(sA) ϣⲛⲁ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=571b					ϣⲛⲁ (ⲡ)						3187	3185	571		
3187	(B) SnouF	3	(meaning uncertain)	(meaning uncertain)		574a	6	0	2010-03-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/3187.html	(B) ϣⲛⲟⲩϥ	(B) ϣⲛⲟⲩϥ	ϣⲛⲟⲩϥ	(B) ϣⲛⲟⲩϥ (noun)			complete	noun		<i>meaning uncertain</i>	<i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=574a						ϣⲛⲟⲩϥ (noun)					3188	3186	574		
3188	(S) Shp	1	(meaning doubtful)	(meaning doubtful)		574b	6	0	2010-03-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/3188.html	(S) ϣⲏⲡ	(S) ϣⲏⲡ	ϣⲏⲡ	(S) ϣⲏⲡ (ⲡ)			complete	noun male		<i>meaning doubtful</i>	<i>meaning doubtful</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=574b	ϣⲏⲡ (ⲡ)										3189	3187	574		
3189	(S) SepaS	0	(meaning unknown)	(meaning unknown)		582a	6	0	2010-03-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3189.html	(S) ϣⲉⲡⲁϣ	(S) ϣⲉⲡⲁϣ	ϣⲉⲡⲁϣ	(S) ϣⲉⲡⲁϣ			complete	-		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=582a	ϣⲉⲡⲁϣ										3190	3188	582		
3190	(S) Shr	1	(reading & meaning uncertain)	(reading & meaning uncertain)		583a	6	0	2010-03-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3190.html	(S) ϣⲏⲣ	(S) ϣⲏⲣ	ϣⲏⲣ	(S) ϣⲏⲣ (ⲡ)			complete	noun male		<i>reading & meaning uncertain</i>	<i>reading & meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=583a	ϣⲏⲣ (ⲡ)										3191	3189	583		
3191	(B) Sari	3	(nn or adj in [fiom nS.] [[eruqra qalassa]])	(nn or adj in [fiom nS.] [[eruqra qalassa]])		584a	6	0	2010-03-14	2010-03-14	vagrant	vagrant	https://pishoyg.github.io/crum/3191.html	(B) ϣⲁⲣⲓ	(B) ϣⲁⲣⲓ	ϣⲁⲣⲓ	(B) ϣⲁⲣⲓ (noun)			complete	noun		<i>nn or adj in ⲫⲓⲟⲙ ⲛϣ. ερυθρα θαλασσα </i>	<i>nn or adj in ⲫⲓⲟⲙ ⲛϣ. ερυθρα θαλασσα </i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=584a						ϣⲁⲣⲓ (noun)					3192	3190	584		
3192	(F) Sarwt,Sarwd,Sarod	3	(meaning unknown)	(meaning unknown)		588b	6	0	2010-03-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3192.html	(F) ϣⲁⲣⲱⲧ, ϣⲁⲣⲱⲇ, ϣⲁⲣⲟⲇ	(F) ϣⲁⲣⲱⲧ, ϣⲁⲣⲱⲇ, ϣⲁⲣⲟⲇ	ϣⲁⲣⲱⲧ, ϣⲁⲣⲱⲇ, ϣⲁⲣⲟⲇ	(F) ϣⲁⲣⲱⲧ, ϣⲁⲣⲱⲇ, ϣⲁⲣⲟⲇ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=588b							ϣⲁⲣⲱⲧ, ϣⲁⲣⲱⲇ, ϣⲁⲣⲟⲇ (noun)				3193	3191	588		
3193	(S) Srwt	1	(meaning unknown)	(meaning unknown)		588b	6	0	2010-03-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3193.html	(S) ϣⲣⲱⲧ	(S) ϣⲣⲱⲧ	ϣⲣⲱⲧ	(S) ϣⲣⲱⲧ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=588b	ϣⲣⲱⲧ (ⲡ)										3194	3192	588		
3194	(Sa) $^SwrS^$,SarS+	2	{intr:} (meaning unknown)	{intr:} (meaning unknown)		588b	6	0	2010-03-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3194.html	(Sa) (ϣⲱⲣϣ), ϣⲁⲣϣ+	(Sa) (ϣⲱⲣϣ), ϣⲁⲣϣ+	(ϣⲱⲣϣ), ϣⲁⲣϣ+	(Sa) (ϣⲱⲣϣ), ϣⲁⲣϣ+			complete	verb		<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=588b		(ϣⲱⲣϣ), ϣⲁⲣϣ+									3195	3193	588		
3195	(S) SrSe	3	(meaning unknown)	(meaning unknown)		588b	6	0	2010-03-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3195.html	(S) ϣⲣϣⲉ	(S) ϣⲣϣⲉ	ϣⲣϣⲉ	(S) ϣⲣϣⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=588b	ϣⲣϣⲉ (noun)										3196	3194	588		
3196	(S) SwrJ	2	(meaning unknown)	(meaning unknown)		589b	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3196.html	(S) ϣⲱⲣϫ	(S) ϣⲱⲣϫ	ϣⲱⲣϫ	(S) ϣⲱⲣϫ			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=589b	ϣⲱⲣϫ										3197	3195	589		
3197	(O) Swsm	1	(meaning unknown)	(meaning unknown)		589b	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3197.html	(O) ϣⲱⲥⲙ	(O) ϣⲱⲥⲙ	ϣⲱⲥⲙ	(O) ϣⲱⲥⲙ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=589b									ϣⲱⲥⲙ (ⲡ)		3198	3196	589		
3198	(S) *Ssoou	3				590a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3198.html	(S) <i>plural: </i>ϣⲥⲟⲟⲩ	(S) <i>plural: </i>ϣⲥⲟⲟⲩ	ϣⲥⲟⲟⲩ (ⲛ)	(S) ϣⲥⲟⲟⲩ (ⲛ)			complete	noun				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=590a	ϣⲥⲟⲟⲩ (ⲛ)										3199	3197	590		
3199	(S) Swt	1	(meaning unknown)	(meaning unknown)		590a	6	0	2010-03-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3199.html	(S) ϣⲱⲧ	(S) ϣⲱⲧ	ϣⲱⲧ	(S) ϣⲱⲧ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=590a	ϣⲱⲧ (ⲡ)										3200	3198	590		
