key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-title	word-parsed-prettify	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
3060	(sA) silil *^not [eil.]^*	3	(meaning unknown), ? gloom	(meaning unknown), ? gloom		330b	6	0	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3060.html	(sA) ⲥⲓⲗⲓⲗ {not ⲉⲓⲗ.}	(sA) ⲥⲓⲗⲓⲗ {not ⲉⲓⲗ.}	ⲥⲓⲗⲓⲗ {not ⲉⲓⲗ.}	(sA) ⲥⲓⲗⲓⲗ {not ⲉⲓⲗ.} (noun)			complete	noun		<i>meaning unknown</i>, ? gloom	<i>meaning unknown</i>, ? gloom	<i>meaning unknown</i>, ? gloom	<i>meaning unknown</i>, ? gloom	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=330b					ⲥⲓⲗⲓⲗ {not ⲉⲓⲗ.} (noun)						3061	3059	330		
3061	(F) slwl=	2	{tr:} (meaning unknown)	{tr:} (meaning unknown)		330b	6	0	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3061.html	(F) ⲥⲗⲱⲗ=	(F) ⲥⲗⲱⲗ=	ⲥⲗⲱⲗ=	(F) ⲥⲗⲱⲗ=			complete	verb		<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=330b							ⲥⲗⲱⲗ=				3062	3060	330		
3062	(S) swlale	2	(vb ?, meaning unknown)	(vb ?, meaning unknown)		330b	6	0	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3062.html	(S) ⲥⲱⲗⲁⲗⲉ	(S) ⲥⲱⲗⲁⲗⲉ	ⲥⲱⲗⲁⲗⲉ	(S) ⲥⲱⲗⲁⲗⲉ			complete	verb		<i>vb ?, meaning unknown</i>	<i>vb ?, meaning unknown</i>	<i>vb ?, meaning unknown</i>	<i>vb ?, meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=330b	ⲥⲱⲗⲁⲗⲉ										3063	3061	330		
3063	(Sf) swlm,salm+	2	{intr:} (meaning unknown)	{intr:} (meaning unknown)		330b	6	0	2010-02-12	1900-01-01	vagrant		https://pishoyg.github.io/crum/3063.html	(Sf) ⲥⲱⲗⲙ, ⲥⲁⲗⲙ+	(Sf) ⲥⲱⲗⲙ, ⲥⲁⲗⲙ+	ⲥⲱⲗⲙ, ⲥⲁⲗⲙ+	(Sf) ⲥⲱⲗⲙ, ⲥⲁⲗⲙ+			complete	verb		<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	<b>intr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=330b			ⲥⲱⲗⲙ, ⲥⲁⲗⲙ+								3064	3062	330		
3064	(S) sleplip	4	(meaning unknown, part of a snake)	(meaning unknown, part of a snake)		331b	6	0	2010-02-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/3064.html	(S) ⲥⲗⲉⲡⲗⲓⲡ	(S) ⲥⲗⲉⲡⲗⲓⲡ	ⲥⲗⲉⲡⲗⲓⲡ	(S) ⲥⲗⲉⲡⲗⲓⲡ (ⲧ)			complete	noun female		<i>meaning unknown, part of a snake</i>	<i>meaning unknown, part of a snake</i>	<i>meaning unknown, part of a snake</i>	<i>meaning unknown, part of a snake</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=331b	ⲥⲗⲉⲡⲗⲓⲡ (ⲧ)										3065	3063	331		
3065	(S) sma	3	(unknown substance, measured in [maJe] & related to oil)	(unknown substance, measured in [maJe] & related to oil)		334b	6	0	2010-02-13	1900-01-01	vagrant		https://pishoyg.github.io/crum/3065.html	(S) ⲥⲙⲁ	(S) ⲥⲙⲁ	ⲥⲙⲁ	(S) ⲥⲙⲁ (noun)			complete	noun		<i>unknown substance, measured in ⲙⲁϫⲉ & related to oil</i>	<i>unknown substance, measured in ⲙⲁϫⲉ & related to oil</i>	<i>unknown substance, measured in ⲙⲁϫⲉ & related to oil</i>	<i>unknown substance, measured in ⲙⲁϫⲉ & related to oil</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=334b	ⲥⲙⲁ (noun)										3066	3064	334		
3066	(S) samr=	2	{tr:} (meaning unknown)	{tr:} (meaning unknown)		339b	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3066.html	(S) ⲥⲁⲙⲣ=	(S) ⲥⲁⲙⲣ=	ⲥⲁⲙⲣ=	(S) ⲥⲁⲙⲣ=			complete	verb		<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	<b>tr:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=339b	ⲥⲁⲙⲣ=										3067	3065	339		
3067	(S) *smas	3	(meaning unknown, a marble object)	(meaning unknown, a marble object)		339b	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3067.html	(S) <i>plural: </i>ⲥⲙⲁⲥ	(S) <i>plural: </i>ⲥⲙⲁⲥ	ⲥⲙⲁⲥ (ⲛ)	(S) ⲥⲙⲁⲥ (ⲛ)			complete	noun		<i>meaning unknown, a marble object</i>	<i>meaning unknown, a marble object</i>	<i>meaning unknown, a marble object</i>	<i>meaning unknown, a marble object</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=339b	ⲥⲙⲁⲥ (ⲛ)										3068	3066	339		
3068	(S) somte	4	(meaning unknown)	(meaning unknown)		342a	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3068.html	(S) ⲥⲟⲙⲧⲉ	(S) ⲥⲟⲙⲧⲉ	ⲥⲟⲙⲧⲉ	(S) ⲥⲟⲙⲧⲉ (ⲧ)			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=342a	ⲥⲟⲙⲧⲉ (ⲧ)										3069	3067	342		
3069	(Sf) semHem	2	{tr:} (meaning unknown), ? devastate	{tr:} (meaning unknown), ? devastate		342a	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3069.html	(Sf) ⲥⲉⲙϩⲉⲙ	(Sf) ⲥⲉⲙϩⲉⲙ	ⲥⲉⲙϩⲉⲙ	(Sf) ⲥⲉⲙϩⲉⲙ			complete	verb		<b>tr:</b> <i>meaning unknown</i>, ? devastate	<b>tr:</b> <i>meaning unknown</i>, ? devastate	<b>tr:</b> <i>meaning unknown</i>, ? devastate	<b>tr:</b> <i>meaning unknown</i>, ? devastate	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=342a			ⲥⲉⲙϩⲉⲙ								3070	3068	342		
3070	(S) smiJ	3	(meaning unknown, among metal utensils)	(meaning unknown, among metal utensils)		342b	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3070.html	(S) ⲥⲙⲓϫ	(S) ⲥⲙⲓϫ	ⲥⲙⲓϫ	(S) ⲥⲙⲓϫ (noun)			complete	noun		<i>meaning unknown, among metal utensils</i>	<i>meaning unknown, among metal utensils</i>	<i>meaning unknown, among metal utensils</i>	<i>meaning unknown, among metal utensils</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=342b	ⲥⲙⲓϫ (noun)										3071	3069	342		
3071	(S) swwn	1	(meaning unknown)	(meaning unknown)		343a	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3071.html	(S) ⲥⲱⲱⲛ	(S) ⲥⲱⲱⲛ	ⲥⲱⲱⲛ	(S) ⲥⲱⲱⲛ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=343a	ⲥⲱⲱⲛ (ⲡ)										3072	3070	343		
3072	(S) snkou	3	(meaning unknown)	(meaning unknown)		345a	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3072.html	(S) ⲥⲛⲕⲟⲩ	(S) ⲥⲛⲕⲟⲩ	ⲥⲛⲕⲟⲩ	(S) ⲥⲛⲕⲟⲩ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=345a	ⲥⲛⲕⲟⲩ (noun)										3073	3071	345		
3073	(S) sanmt	4	(meaning unknown)	(meaning unknown)		345a	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3073.html	(S) ⲥⲁⲛⲙⲧ	(S) ⲥⲁⲛⲙⲧ	ⲥⲁⲛⲙⲧ	(S) ⲥⲁⲛⲙⲧ (ⲧ)			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=345a	ⲥⲁⲛⲙⲧ (ⲧ)										3074	3072	345		
3074	(S) san	3	(meaning unknown)	(meaning unknown)		349a	6	0	2010-02-14	1900-01-01	vagrant		https://pishoyg.github.io/crum/3074.html	(S) ⲥⲁⲛ	(S) ⲥⲁⲛ	ⲥⲁⲛ	(S) ⲥⲁⲛ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=349a	ⲥⲁⲛ (noun)										3075	3073	349		
3075	(S) splhlin,spelelin	3	(meaning unknown, ? poultice)	(meaning unknown, ? poultice)		351b	6	0	2010-02-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3075.html	(S) ⲥⲡⲗⲏⲗⲓⲛ, ⲥⲡⲉⲗⲉⲗⲓⲛ	(S) ⲥⲡⲗⲏⲗⲓⲛ, ⲥⲡⲉⲗⲉⲗⲓⲛ	ⲥⲡⲗⲏⲗⲓⲛ, ⲥⲡⲉⲗⲉⲗⲓⲛ	(S) ⲥⲡⲗⲏⲗⲓⲛ, ⲥⲡⲉⲗⲉⲗⲓⲛ (noun)			complete	noun		<i>meaning unknown, ? poultice</i>	<i>meaning unknown, ? poultice</i>	<i>meaning unknown, ? poultice</i>	<i>meaning unknown, ? poultice</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=351b	ⲥⲡⲗⲏⲗⲓⲛ, ⲥⲡⲉⲗⲉⲗⲓⲛ (noun)										3076	3074	351		
3076	(S) sopet	3	(meaning unknown)	(meaning unknown)		353a	6	0	2010-02-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/3076.html	(S) ⲥⲟⲡⲉⲧ	(S) ⲥⲟⲡⲉⲧ	ⲥⲟⲡⲉⲧ	(S) ⲥⲟⲡⲉⲧ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=353a	ⲥⲟⲡⲉⲧ (noun)										3077	3075	353		
3077	(S) serp	3	(/*? incomplete*/, meaning unknown, mixed with white-lead, used in preparing parchment)	(/*? incomplete*/, meaning unknown, mixed with white-lead, used in preparing parchment)		356a	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3077.html	(S) ⲥⲉⲣⲡ	(S) ⲥⲉⲣⲡ	ⲥⲉⲣⲡ	(S) ⲥⲉⲣⲡ (noun)			complete	noun		<i>(? incomplete), meaning unknown, mixed with white-lead, used in preparing parchment</i>	<i>(? incomplete), meaning unknown, mixed with white-lead, used in preparing parchment</i>	<i>(? incomplete), meaning unknown, mixed with white-lead, used in preparing parchment</i>	<i>(? incomplete), meaning unknown, mixed with white-lead, used in preparing parchment</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=356a	ⲥⲉⲣⲡ (noun)										3078	3076	356		
3078	(S) *sorp	3	(meaning unknown)	(meaning unknown)		356b	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3078.html	(S) <i>plural: </i>ⲥⲟⲣⲡ	(S) <i>plural: </i>ⲥⲟⲣⲡ	ⲥⲟⲣⲡ (ⲛ)	(S) ⲥⲟⲣⲡ (ⲛ)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=356b	ⲥⲟⲣⲡ (ⲛ)										3079	3077	356		
3079	(S) sarapoi	3	(meaning unknown, with myrtle, olive-oil &c)	(meaning unknown, with myrtle, olive-oil &c)		356b	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3079.html	(S) ⲥⲁⲣⲁⲡⲟⲓ	(S) ⲥⲁⲣⲁⲡⲟⲓ	ⲥⲁⲣⲁⲡⲟⲓ	(S) ⲥⲁⲣⲁⲡⲟⲓ (noun)			complete	noun		<i>meaning unknown, with myrtle, olive-oil &c</i>	<i>meaning unknown, with myrtle, olive-oil &c</i>	<i>meaning unknown, with myrtle, olive-oil &c</i>	<i>meaning unknown, with myrtle, olive-oil &c</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=356b	ⲥⲁⲣⲁⲡⲟⲓ (noun)										3080	3078	356		
3080	(S) $^swrS^$,sorS+	2	(meaning unknown)	(meaning unknown)		356b	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3080.html	(S) (ⲥⲱⲣϣ), ⲥⲟⲣϣ+	(S) (ⲥⲱⲣϣ), ⲥⲟⲣϣ+	(ⲥⲱⲣϣ), ⲥⲟⲣϣ+	(S) (ⲥⲱⲣϣ), ⲥⲟⲣϣ+			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=356b	(ⲥⲱⲣϣ), ⲥⲟⲣϣ+										3081	3079	356		
3081	(S) sraHme	1	(meaning unknown, epithet or name of occupation ?)	(meaning unknown, epithet or name of occupation ?)		358a	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3081.html	(S) ⲥⲣⲁϩⲙⲉ	(S) ⲥⲣⲁϩⲙⲉ	ⲥⲣⲁϩⲙⲉ	(S) ⲥⲣⲁϩⲙⲉ (ⲡ)			complete	noun male		<i>meaning unknown, epithet or name of occupation ?</i>	<i>meaning unknown, epithet or name of occupation ?</i>	<i>meaning unknown, epithet or name of occupation ?</i>	<i>meaning unknown, epithet or name of occupation ?</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=358a	ⲥⲣⲁϩⲙⲉ (ⲡ)										3082	3080	358		
3082	(B) swrJ	3	(meaning unknown)	(meaning unknown)		358a	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3082.html	(B) ⲥⲱⲣϫ	(B) ⲥⲱⲣϫ	ⲥⲱⲣϫ	(B) ⲥⲱⲣϫ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=358a						ⲥⲱⲣϫ (noun)					3083	3081	358		
3083	(S) sase,sese	2	(meaning unknown)	(meaning unknown)		358b	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3083.html	(S) ⲥⲁⲥⲉ, ⲥⲉⲥⲉ	(S) ⲥⲁⲥⲉ, ⲥⲉⲥⲉ	ⲥⲁⲥⲉ, ⲥⲉⲥⲉ	(S) ⲥⲁⲥⲉ, ⲥⲉⲥⲉ			complete	verb		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=358b	ⲥⲁⲥⲉ, ⲥⲉⲥⲉ										3084	3082	358		
3084	(S) sise	3	(meaning unknown)	(meaning unknown)		358b	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3084.html	(S) ⲥⲓⲥⲉ	(S) ⲥⲓⲥⲉ	ⲥⲓⲥⲉ	(S) ⲥⲓⲥⲉ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=358b	ⲥⲓⲥⲉ (noun)										3085	3083	358		
3085	(Sf) sismh	3	(meaning unknown)	(meaning unknown)		358b	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3085.html	(Sf) ⲥⲓⲥⲙⲏ	(Sf) ⲥⲓⲥⲙⲏ	ⲥⲓⲥⲙⲏ	(Sf) ⲥⲓⲥⲙⲏ (noun)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=358b			ⲥⲓⲥⲙⲏ (noun)								3086	3084	358		
3086	(S) site	4	(meaning unknown, ?) beam (of light)	(meaning unknown, ?) beam (of light)		362a	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3086.html	(S) ⲥⲓⲧⲉ	(S) ⲥⲓⲧⲉ	ⲥⲓⲧⲉ	(S) ⲥⲓⲧⲉ (ⲧ)			complete	noun female		<i>meaning unknown, ?</i> beam <i>of light</i>	<i>meaning unknown, ?</i> beam <i>of light</i>	<i>meaning unknown, ?</i> beam <i>of light</i>	<i>meaning unknown, ?</i> beam <i>of light</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362a	ⲥⲓⲧⲉ (ⲧ)										3087	3085	362		
3087	(S) soote	1	(meaning unknown)	(meaning unknown)		362a	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3087.html	(S) ⲥⲟⲟⲧⲉ	(S) ⲥⲟⲟⲧⲉ	ⲥⲟⲟⲧⲉ	(S) ⲥⲟⲟⲧⲉ (ⲡ)			complete	noun male		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=362a	ⲥⲟⲟⲧⲉ (ⲡ)										3088	3086	362		
3088	(S) sthmou	3	(meaning unknown, in list of vegetables)	(meaning unknown, in list of vegetables)		365a	6	0	2010-02-16	1900-01-01	vagrant		https://pishoyg.github.io/crum/3088.html	(S) ⲥⲧⲏⲙⲟⲩ	(S) ⲥⲧⲏⲙⲟⲩ	ⲥⲧⲏⲙⲟⲩ	(S) ⲥⲧⲏⲙⲟⲩ (noun)			complete	noun		<i>meaning unknown, in list of vegetables</i>	<i>meaning unknown, in list of vegetables</i>	<i>meaning unknown, in list of vegetables</i>	<i>meaning unknown, in list of vegetables</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=365a	ⲥⲧⲏⲙⲟⲩ (noun)										3089	3087	365		
3089	(F) sater	1	(meaning uncertain)	(meaning uncertain)		366a	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3089.html	(F) ⲥⲁⲧⲉⲣ	(F) ⲥⲁⲧⲉⲣ	ⲥⲁⲧⲉⲣ	(F) ⲥⲁⲧⲉⲣ (ⲡ)			complete	noun male		<i>meaning uncertain</i>	<i>meaning uncertain</i>	<i>meaning uncertain</i>	<i>meaning uncertain</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=366a							ⲥⲁⲧⲉⲣ (ⲡ)				3090	3088	366		
3090	(B) sathout	2	{qual:} 	{qual:} 		366b	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3090.html	(B) ⲥⲁⲧⲏⲟⲩⲧ	(B) ⲥⲁⲧⲏⲟⲩⲧ	ⲥⲁⲧⲏⲟⲩⲧ	(B) ⲥⲁⲧⲏⲟⲩⲧ			complete	verb		<b>qual:</b>	<b>qual:</b>	<b>qual:</b>	<b>qual:</b>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=366b						ⲥⲁⲧⲏⲟⲩⲧ					3091	3089	366		
3091	(S) stouht	2	{qual:} (meaning unknown)	{qual:} (meaning unknown)		366b	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3091.html	(S) ⲥⲧⲟⲩⲏⲧ	(S) ⲥⲧⲟⲩⲏⲧ	ⲥⲧⲟⲩⲏⲧ	(S) ⲥⲧⲟⲩⲏⲧ			complete	verb		<b>qual:</b> <i>meaning unknown</i>	<b>qual:</b> <i>meaning unknown</i>	<b>qual:</b> <i>meaning unknown</i>	<b>qual:</b> <i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=366b	ⲥⲧⲟⲩⲏⲧ										3092	3090	366		
3092	(S) satFe	4	(meaning unknown, ? name of a canal)	(meaning unknown, ? name of a canal)		367a	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3092.html	(S) ⲥⲁⲧϥⲉ	(S) ⲥⲁⲧϥⲉ	ⲥⲁⲧϥⲉ	(S) ⲥⲁⲧϥⲉ (ⲧ)			complete	noun female		<i>meaning unknown, ? name of a canal</i>	<i>meaning unknown, ? name of a canal</i>	<i>meaning unknown, ? name of a canal</i>	<i>meaning unknown, ? name of a canal</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=367a	ⲥⲁⲧϥⲉ (ⲧ)										3093	3091	367		
3093	(S) sotH$$	3	(meaning unknown)	(meaning unknown)		367a	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3093.html	(S) ⲥⲟⲧϩ<i>(?)</i>	(S) ⲥⲟⲧϩ<i>(?)</i>	ⲥⲟⲧϩ (?)	(S) ⲥⲟⲧϩ (?)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=367a	ⲥⲟⲧϩ (?)										3094	3092	367		
3094	(S) sotaHF	0	(or [sotaH/$.$/F], meaning doubtful)	(or [sotaH/$.$/F], meaning doubtful)		367a	6	0	2010-02-17	2010-02-17	vagrant	vagrant	https://pishoyg.github.io/crum/3094.html	(S) ⲥⲟⲧⲁϩϥ	(S) ⲥⲟⲧⲁϩϥ	ⲥⲟⲧⲁϩϥ	(S) ⲥⲟⲧⲁϩϥ			complete	-		<i>or ⲥⲟⲧⲁϩ[.]ϥ , meaning doubtful</i>	<i>or ⲥⲟⲧⲁϩ[.]ϥ , meaning doubtful</i>	<i>or ⲥⲟⲧⲁϩ[.]ϥ , meaning doubtful</i>	<i>or ⲥⲟⲧⲁϩ[.]ϥ , meaning doubtful</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=367a	ⲥⲟⲧⲁϩϥ										3095	3093	367		
3095	(S) saiou	3	(meaning unknown /*word ? incomplete*/)	(meaning unknown /*word ? incomplete*/)		367b	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3095.html	(S) ⲥⲁⲓⲟⲩ	(S) ⲥⲁⲓⲟⲩ	ⲥⲁⲓⲟⲩ	(S) ⲥⲁⲓⲟⲩ (noun)			complete	noun		<i>meaning unknown (word ? incomplete)</i>	<i>meaning unknown (word ? incomplete)</i>	<i>meaning unknown (word ? incomplete)</i>	<i>meaning unknown (word ? incomplete)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=367b	ⲥⲁⲓⲟⲩ (noun)										3096	3094	367		
3096	(O) shoue	4	(meaning unknown)	(meaning unknown)		368b	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3096.html	(O) ⲥⲏⲟⲩⲉ	(O) ⲥⲏⲟⲩⲉ	ⲥⲏⲟⲩⲉ	(O) ⲥⲏⲟⲩⲉ (ⲧ)			complete	noun female		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=368b									ⲥⲏⲟⲩⲉ (ⲧ)		3097	3095	368		
3097	(F) *shoui	3	(meaning unknown)	(meaning unknown)		369a	6	0	2010-02-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/3097.html	(F) <i>plural: </i>ⲥⲏⲟⲩⲓ	(F) <i>plural: </i>ⲥⲏⲟⲩⲓ	ⲥⲏⲟⲩⲓ (ⲛ)	(F) ⲥⲏⲟⲩⲓ (ⲛ)			complete	noun		<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=369a							ⲥⲏⲟⲩⲓ (ⲛ)				3098	3096	369		
3098	(S) siooun,sioon	1	(as title, meaning unknown)	(as title, meaning unknown)		369b	6	0	2010-02-18	1900-01-01	vagrant		https://pishoyg.github.io/crum/3098.html	(S) ⲥⲓⲟⲟⲩⲛ, ⲥⲓⲟⲟⲛ	(S) ⲥⲓⲟⲟⲩⲛ, ⲥⲓⲟⲟⲛ	ⲥⲓⲟⲟⲩⲛ, ⲥⲓⲟⲟⲛ	(S) ⲥⲓⲟⲟⲩⲛ, ⲥⲓⲟⲟⲛ (ⲡ)			complete	noun male		<i>as title, meaning unknown</i>	<i>as title, meaning unknown</i>	<i>as title, meaning unknown</i>	<i>as title, meaning unknown</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=369b	ⲥⲓⲟⲟⲩⲛ, ⲥⲓⲟⲟⲛ (ⲡ)										3099	3097	369		
3099	(B) sFwT	3	(meaning unknown, relates to ship)	(meaning unknown, relates to ship)		379a	6	0	2010-02-19	1900-01-01	vagrant		https://pishoyg.github.io/crum/3099.html	(B) ⲥϥⲱϯ	(B) ⲥϥⲱϯ	ⲥϥⲱϯ	(B) ⲥϥⲱϯ (noun)			complete	noun		<i>meaning unknown, relates to ship</i>	<i>meaning unknown, relates to ship</i>	<i>meaning unknown, relates to ship</i>	<i>meaning unknown, relates to ship</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=379a						ⲥϥⲱϯ (noun)					3100	3098	379		
3100	(S) seeiGe	1	(meaning unknown, with [r])	(meaning unknown, with [r])		388b	6	0	2010-02-20	1900-01-01	vagrant		https://pishoyg.github.io/crum/3100.html	(S) ⲥⲉⲉⲓϭⲉ	(S) ⲥⲉⲉⲓϭⲉ	ⲥⲉⲉⲓϭⲉ	(S) ⲥⲉⲉⲓϭⲉ (ⲡ)			complete	noun male		<i>meaning unknown, with ⲣ</i>	<i>meaning unknown, with ⲣ</i>	<i>meaning unknown, with ⲣ</i>	<i>meaning unknown, with ⲣ</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=388b	ⲥⲉⲉⲓϭⲉ (ⲡ)										3101	3099	388		
