key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	word-dawoud-sort-key	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	key-next	key-prev	inflections-B	crum-pages	derivations-table	derivations-list	derivations-txt
2729	(B) bersi	1	orach	orach		43b	6	0	2010-01-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2729.html	(B) ⲃⲉⲣⲥⲓ	(B) ⲃⲉⲣⲥⲓ	(B) ⲃⲉⲣⲥⲓ	(B) ⲃⲉⲣⲥⲓ	(B) ⲃⲉⲣⲥⲓ (ⲡ)	ⲃⲉⲣⲥⲓ (B)			complete	noun male		orach	orach	orach	orach	orach	orach	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43b	43	b											ⲃⲉⲣⲥⲓ (ⲡ)	ⲃⲉⲣⲥⲓ									2730	2728	ⲃⲉⲣⲥⲓ,ⲉ̀ⲃⲉⲣⲥⲓ,ⲛ̀ⲃⲉⲣⲥⲓ,ⲙ̀ⲃⲉⲣⲥⲓ,ⲟⲩⲃⲉⲣⲥⲓ,ϩⲁⲛⲃⲉⲣⲥⲓ,ⲡ̀ⲃⲉⲣⲥⲓ,ⲫ̀ⲃⲉⲣⲥⲓ,ⲡⲁⲓⲃⲉⲣⲥⲓ,ⲡⲁⲃⲉⲣⲥⲓ,ⲡⲉⲛⲃⲉⲣⲥⲓ,ⲡⲉⲕⲃⲉⲣⲥⲓ,ⲡⲉⲃⲉⲣⲥⲓ,ⲡⲉⲧⲉⲛⲃⲉⲣⲥⲓ,ⲡⲉϥⲃⲉⲣⲥⲓ,ⲡⲉⲥⲃⲉⲣⲥⲓ,ⲡⲟⲩⲃⲉⲣⲥⲓ,ⲛⲓⲃⲉⲣⲥⲓ,ⲛⲉⲛⲃⲉⲣⲥⲓ,ⲛⲁⲓⲃⲉⲣⲥⲓ,ⲛⲁⲃⲉⲣⲥⲓ,ⲛⲉⲕⲃⲉⲣⲥⲓ,ⲛⲉⲃⲉⲣⲥⲓ,ⲛⲉⲧⲉⲛⲃⲉⲣⲥⲓ,ⲛⲉϥⲃⲉⲣⲥⲓ,ⲛⲉⲥⲃⲉⲣⲥⲓ,ⲛⲟⲩⲃⲉⲣⲥⲓ	43			
2730	(B) bersiT	1	basket (holding bread)	basket (holding bread)		43b	6	0	2010-01-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2730.html	(B) ⲃⲉⲣⲥⲓϯ	(B) ⲃⲉⲣⲥⲓϯ	(B) ⲃⲉⲣⲥⲓϯ	(B) ⲃⲉⲣⲥⲓϯ	(B) ⲃⲉⲣⲥⲓϯ (ⲡ)	ⲃⲉⲣⲥⲓϯ (B)			complete	noun male		basket <i>holding bread</i>	basket holding bread	basket <i>holding bread</i>	basket <i>holding bread</i>	basket <i>holding bread</i>	basket holding bread	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43b	43	b											ⲃⲉⲣⲥⲓϯ (ⲡ)	ⲃⲉⲣⲥⲓϯ									2731	2729	ⲃⲉⲣⲥⲓϯ,ⲉ̀ⲃⲉⲣⲥⲓϯ,ⲛ̀ⲃⲉⲣⲥⲓϯ,ⲙ̀ⲃⲉⲣⲥⲓϯ,ⲟⲩⲃⲉⲣⲥⲓϯ,ϩⲁⲛⲃⲉⲣⲥⲓϯ,ⲡ̀ⲃⲉⲣⲥⲓϯ,ⲫ̀ⲃⲉⲣⲥⲓϯ,ⲡⲁⲓⲃⲉⲣⲥⲓϯ,ⲡⲁⲃⲉⲣⲥⲓϯ,ⲡⲉⲛⲃⲉⲣⲥⲓϯ,ⲡⲉⲕⲃⲉⲣⲥⲓϯ,ⲡⲉⲃⲉⲣⲥⲓϯ,ⲡⲉⲧⲉⲛⲃⲉⲣⲥⲓϯ,ⲡⲉϥⲃⲉⲣⲥⲓϯ,ⲡⲉⲥⲃⲉⲣⲥⲓϯ,ⲡⲟⲩⲃⲉⲣⲥⲓϯ,ⲛⲓⲃⲉⲣⲥⲓϯ,ⲛⲉⲛⲃⲉⲣⲥⲓϯ,ⲛⲁⲓⲃⲉⲣⲥⲓϯ,ⲛⲁⲃⲉⲣⲥⲓϯ,ⲛⲉⲕⲃⲉⲣⲥⲓϯ,ⲛⲉⲃⲉⲣⲥⲓϯ,ⲛⲉⲧⲉⲛⲃⲉⲣⲥⲓϯ,ⲛⲉϥⲃⲉⲣⲥⲓϯ,ⲛⲉⲥⲃⲉⲣⲥⲓϯ,ⲛⲟⲩⲃⲉⲣⲥⲓϯ	43			
2731	(B) barhit (F) barit	1	he-goat /$gk: [[tragos]]$/	he-goat /$gk: [[tragos]]$/	tragos	43b	6	0	2010-01-24	1900-01-01	vagrant		https://pishoyg.github.io/crum/2731.html	"(B) ⲃⲁⲣⲏⲓⲧ
(F) ⲃⲁⲣⲓⲧ"	"(B) ⲃⲁⲣⲏⲓⲧ
(F) ⲃⲁⲣⲓⲧ"	"(B) ⲃⲁⲣⲏⲓⲧ
(F) ⲃⲁⲣⲓⲧ"	"(B) ⲃⲁⲣⲏⲓⲧ
(F) ⲃⲁⲣⲓⲧ"	"(B) ⲃⲁⲣⲏⲓⲧ (ⲡ)
(F) ⲃⲁⲣⲓⲧ (ⲡ)"	ⲃⲁⲣⲏⲓⲧ (B)			complete	noun male	τραγοσ	he-goat [τραγοσ]	he-goat [τραγοσ]	he-goat	"he-goat <span style=""opacity:0.7"">[τραγοσ]</span>"	"he-goat <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%84%CF%81%CE%B1%CE%B3%CE%BF%CF%83"">τραγοσ</a>]</span>"	he-goat	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=43b	43	b											ⲃⲁⲣⲏⲓⲧ (ⲡ)	ⲃⲁⲣⲏⲓⲧ	ⲃⲁⲣⲓⲧ (ⲡ)	ⲃⲁⲣⲓⲧ							2732	2730	ⲃⲁⲣⲏⲓⲧ,ⲉ̀ⲃⲁⲣⲏⲓⲧ,ⲛ̀ⲃⲁⲣⲏⲓⲧ,ⲙ̀ⲃⲁⲣⲏⲓⲧ,ⲟⲩⲃⲁⲣⲏⲓⲧ,ϩⲁⲛⲃⲁⲣⲏⲓⲧ,ⲡ̀ⲃⲁⲣⲏⲓⲧ,ⲫ̀ⲃⲁⲣⲏⲓⲧ,ⲡⲁⲓⲃⲁⲣⲏⲓⲧ,ⲡⲁⲃⲁⲣⲏⲓⲧ,ⲡⲉⲛⲃⲁⲣⲏⲓⲧ,ⲡⲉⲕⲃⲁⲣⲏⲓⲧ,ⲡⲉⲃⲁⲣⲏⲓⲧ,ⲡⲉⲧⲉⲛⲃⲁⲣⲏⲓⲧ,ⲡⲉϥⲃⲁⲣⲏⲓⲧ,ⲡⲉⲥⲃⲁⲣⲏⲓⲧ,ⲡⲟⲩⲃⲁⲣⲏⲓⲧ,ⲛⲓⲃⲁⲣⲏⲓⲧ,ⲛⲉⲛⲃⲁⲣⲏⲓⲧ,ⲛⲁⲓⲃⲁⲣⲏⲓⲧ,ⲛⲁⲃⲁⲣⲏⲓⲧ,ⲛⲉⲕⲃⲁⲣⲏⲓⲧ,ⲛⲉⲃⲁⲣⲏⲓⲧ,ⲛⲉⲧⲉⲛⲃⲁⲣⲏⲓⲧ,ⲛⲉϥⲃⲁⲣⲏⲓⲧ,ⲛⲉⲥⲃⲁⲣⲏⲓⲧ,ⲛⲟⲩⲃⲁⲣⲏⲓⲧ	43			
2732	(B) berSo	1	(meaning uncertain)	(meaning uncertain)		44a	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2732.html	(B) ⲃⲉⲣϣⲟ	(B) ⲃⲉⲣϣⲟ	(B) ⲃⲉⲣϣⲟ	(B) ⲃⲉⲣϣⲟ	(B) ⲃⲉⲣϣⲟ (ⲡ)	ⲃⲉⲣϣⲟ (B)			complete	noun male		<i>meaning uncertain</i>	meaning uncertain	<i>meaning uncertain</i>	<i>meaning uncertain</i>	<i>meaning uncertain</i>	meaning uncertain	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=44a	44	a											ⲃⲉⲣϣⲟ (ⲡ)	ⲃⲉⲣϣⲟ									2733	2731	ⲃⲉⲣϣⲟ,ⲉ̀ⲃⲉⲣϣⲟ,ⲛ̀ⲃⲉⲣϣⲟ,ⲙ̀ⲃⲉⲣϣⲟ,ⲟⲩⲃⲉⲣϣⲟ,ϩⲁⲛⲃⲉⲣϣⲟ,ⲡ̀ⲃⲉⲣϣⲟ,ⲫ̀ⲃⲉⲣϣⲟ,ⲡⲁⲓⲃⲉⲣϣⲟ,ⲡⲁⲃⲉⲣϣⲟ,ⲡⲉⲛⲃⲉⲣϣⲟ,ⲡⲉⲕⲃⲉⲣϣⲟ,ⲡⲉⲃⲉⲣϣⲟ,ⲡⲉⲧⲉⲛⲃⲉⲣϣⲟ,ⲡⲉϥⲃⲉⲣϣⲟ,ⲡⲉⲥⲃⲉⲣϣⲟ,ⲡⲟⲩⲃⲉⲣϣⲟ,ⲛⲓⲃⲉⲣϣⲟ,ⲛⲉⲛⲃⲉⲣϣⲟ,ⲛⲁⲓⲃⲉⲣϣⲟ,ⲛⲁⲃⲉⲣϣⲟ,ⲛⲉⲕⲃⲉⲣϣⲟ,ⲛⲉⲃⲉⲣϣⲟ,ⲛⲉⲧⲉⲛⲃⲉⲣϣⲟ,ⲛⲉϥⲃⲉⲣϣⲟ,ⲛⲉⲥⲃⲉⲣϣⲟ,ⲛⲟⲩⲃⲉⲣϣⲟ	44			
2733	(B) basour	1	antimony	antimony		44b	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2733.html	(B) ⲃⲁⲥⲟⲩⲣ	(B) ⲃⲁⲥⲟⲩⲣ	(B) ⲃⲁⲥⲟⲩⲣ	(B) ⲃⲁⲥⲟⲩⲣ	(B) ⲃⲁⲥⲟⲩⲣ (ⲡ)	ⲃⲁⲥⲟⲩⲣ (B)			complete	noun male		antimony	antimony	antimony	antimony	antimony	antimony	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=44b	44	b											ⲃⲁⲥⲟⲩⲣ (ⲡ)	ⲃⲁⲥⲟⲩⲣ									2734	2732	ⲃⲁⲥⲟⲩⲣ,ⲉ̀ⲃⲁⲥⲟⲩⲣ,ⲛ̀ⲃⲁⲥⲟⲩⲣ,ⲙ̀ⲃⲁⲥⲟⲩⲣ,ⲟⲩⲃⲁⲥⲟⲩⲣ,ϩⲁⲛⲃⲁⲥⲟⲩⲣ,ⲡ̀ⲃⲁⲥⲟⲩⲣ,ⲫ̀ⲃⲁⲥⲟⲩⲣ,ⲡⲁⲓⲃⲁⲥⲟⲩⲣ,ⲡⲁⲃⲁⲥⲟⲩⲣ,ⲡⲉⲛⲃⲁⲥⲟⲩⲣ,ⲡⲉⲕⲃⲁⲥⲟⲩⲣ,ⲡⲉⲃⲁⲥⲟⲩⲣ,ⲡⲉⲧⲉⲛⲃⲁⲥⲟⲩⲣ,ⲡⲉϥⲃⲁⲥⲟⲩⲣ,ⲡⲉⲥⲃⲁⲥⲟⲩⲣ,ⲡⲟⲩⲃⲁⲥⲟⲩⲣ,ⲛⲓⲃⲁⲥⲟⲩⲣ,ⲛⲉⲛⲃⲁⲥⲟⲩⲣ,ⲛⲁⲓⲃⲁⲥⲟⲩⲣ,ⲛⲁⲃⲁⲥⲟⲩⲣ,ⲛⲉⲕⲃⲁⲥⲟⲩⲣ,ⲛⲉⲃⲁⲥⲟⲩⲣ,ⲛⲉⲧⲉⲛⲃⲁⲥⲟⲩⲣ,ⲛⲉϥⲃⲁⲥⲟⲩⲣ,ⲛⲉⲥⲃⲁⲥⲟⲩⲣ,ⲛⲟⲩⲃⲁⲥⲟⲩⲣ	44			
2734	(B) betbet	4	(among vegetables)	(among vegetables)		46a	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2734.html	(B) ⲃⲉⲧⲃⲉⲧ	(B) ⲃⲉⲧⲃⲉⲧ	(B) ⲃⲉⲧⲃⲉⲧ	(B) ⲃⲉⲧⲃⲉⲧ	(B) ⲃⲉⲧⲃⲉⲧ (ⲧ)	ⲃⲉⲧⲃⲉⲧ (B)			complete	noun female		<i>among vegetables</i>	among vegetables	<i>among vegetables</i>	<i>among vegetables</i>	<i>among vegetables</i>	among vegetables	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=46a	46	a											ⲃⲉⲧⲃⲉⲧ (ⲧ)	ⲃⲉⲧⲃⲉⲧ									2735	2733	ⲃⲉⲧⲃⲉⲧ,ⲉ̀ⲃⲉⲧⲃⲉⲧ,ⲛ̀ⲃⲉⲧⲃⲉⲧ,ⲙ̀ⲃⲉⲧⲃⲉⲧ,ⲟⲩⲃⲉⲧⲃⲉⲧ,ϩⲁⲛⲃⲉⲧⲃⲉⲧ,ⲧ̀ⲃⲉⲧⲃⲉⲧ,ⲑ̀ⲃⲉⲧⲃⲉⲧ,ⲧⲁⲓⲃⲉⲧⲃⲉⲧ,ⲧⲁⲃⲉⲧⲃⲉⲧ,ⲧⲉⲛⲃⲉⲧⲃⲉⲧ,ⲧⲉⲕⲃⲉⲧⲃⲉⲧ,ⲧⲉⲃⲉⲧⲃⲉⲧ,ⲧⲉⲧⲉⲛⲃⲉⲧⲃⲉⲧ,ⲧⲉϥⲃⲉⲧⲃⲉⲧ,ⲧⲉⲥⲃⲉⲧⲃⲉⲧ,ⲧⲟⲩⲃⲉⲧⲃⲉⲧ,ⲛⲓⲃⲉⲧⲃⲉⲧ,ⲛⲉⲛⲃⲉⲧⲃⲉⲧ,ⲛⲁⲓⲃⲉⲧⲃⲉⲧ,ⲛⲁⲃⲉⲧⲃⲉⲧ,ⲛⲉⲕⲃⲉⲧⲃⲉⲧ,ⲛⲉⲃⲉⲧⲃⲉⲧ,ⲛⲉⲧⲉⲛⲃⲉⲧⲃⲉⲧ,ⲛⲉϥⲃⲉⲧⲃⲉⲧ,ⲛⲉⲥⲃⲉⲧⲃⲉⲧ,ⲛⲟⲩⲃⲉⲧⲃⲉⲧ	46			
2735	(O) boioiq	3	(meaning unknown)	(meaning unknown)		46a	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2735.html	(O) ⲃⲟⲓⲟⲓⲑ	(O) ⲃⲟⲓⲟⲓⲑ	(O) ⲃⲟⲓⲟⲓⲑ	(O) ⲃⲟⲓⲟⲓⲑ	(O) ⲃⲟⲓⲟⲓⲑ (noun)				complete	noun		<i>meaning unknown</i>	meaning unknown	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	meaning unknown	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=46a	46	a																	ⲃⲟⲓⲟⲓⲑ (noun)	ⲃⲟⲓⲟⲓⲑ			2736	2734		46			
2736	(B) boiSi	4	(a desert animal)	(a desert animal)		47a	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2736.html	(B) ⲃⲟⲓϣⲓ	(B) ⲃⲟⲓϣⲓ	(B) ⲃⲟⲓϣⲓ	(B) ⲃⲟⲓϣⲓ	(B) ⲃⲟⲓϣⲓ (ⲧ)	ⲃⲟⲓϣⲓ (B)			complete	noun female		<i>a desert animal</i>	a desert animal	<i>a desert animal</i>	<i>a desert animal</i>	<i>a desert animal</i>	a desert animal	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=47a	47	a											ⲃⲟⲓϣⲓ (ⲧ)	ⲃⲟⲓϣⲓ									2737	2735	ⲃⲟⲓϣⲓ,ⲉ̀ⲃⲟⲓϣⲓ,ⲛ̀ⲃⲟⲓϣⲓ,ⲙ̀ⲃⲟⲓϣⲓ,ⲟⲩⲃⲟⲓϣⲓ,ϩⲁⲛⲃⲟⲓϣⲓ,ⲧ̀ⲃⲟⲓϣⲓ,ⲑ̀ⲃⲟⲓϣⲓ,ⲧⲁⲓⲃⲟⲓϣⲓ,ⲧⲁⲃⲟⲓϣⲓ,ⲧⲉⲛⲃⲟⲓϣⲓ,ⲧⲉⲕⲃⲟⲓϣⲓ,ⲧⲉⲃⲟⲓϣⲓ,ⲧⲉⲧⲉⲛⲃⲟⲓϣⲓ,ⲧⲉϥⲃⲟⲓϣⲓ,ⲧⲉⲥⲃⲟⲓϣⲓ,ⲧⲟⲩⲃⲟⲓϣⲓ,ⲛⲓⲃⲟⲓϣⲓ,ⲛⲉⲛⲃⲟⲓϣⲓ,ⲛⲁⲓⲃⲟⲓϣⲓ,ⲛⲁⲃⲟⲓϣⲓ,ⲛⲉⲕⲃⲟⲓϣⲓ,ⲛⲉⲃⲟⲓϣⲓ,ⲛⲉⲧⲉⲛⲃⲟⲓϣⲓ,ⲛⲉϥⲃⲟⲓϣⲓ,ⲛⲉⲥⲃⲟⲓϣⲓ,ⲛⲟⲩⲃⲟⲓϣⲓ	47			
2737	(B) bwwH,boH	3	(an idol at Alexandria destroyed by Michael on 12th Hathor)	(an idol at Alexandria destroyed by Michael on 12th Hathor)		47b	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2737.html	(B) ⲃⲱⲱϩ, ⲃⲟϩ	(B) ⲃⲱⲱϩ, ⲃⲟϩ	(B) ⲃⲱⲱϩ, ⲃⲟϩ	(B) ⲃⲱⲱϩ, ⲃⲟϩ	(B) ⲃⲱⲱϩ, ⲃⲟϩ (noun)	ⲃⲱⲱϩ (B)			complete	noun		<i>an idol at Alexandria destroyed by Michael on 12th Hathor</i>	an idol at Alexandria destroyed by Michael on 12th Hathor	<i>an idol at Alexandria destroyed by Michael on 12th Hathor</i>	<i>an idol at Alexandria destroyed by Michael on 12th Hathor</i>	<i>an idol at Alexandria destroyed by Michael on 12th Hathor</i>	an idol at Alexandria destroyed by Michael on 12th Hathor	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=47b	47	b											ⲃⲱⲱϩ, ⲃⲟϩ (noun)	ⲃⲱⲱϩ									2738	2736	ⲃⲱⲱϩ,ⲉ̀ⲃⲱⲱϩ,ⲛ̀ⲃⲱⲱϩ,ⲙ̀ⲃⲱⲱϩ,ⲟⲩⲃⲱⲱϩ,ϩⲁⲛⲃⲱⲱϩ,ⲡ̀ⲃⲱⲱϩ,ⲫ̀ⲃⲱⲱϩ,ⲡⲁⲓⲃⲱⲱϩ,ⲡⲁⲃⲱⲱϩ,ⲡⲉⲛⲃⲱⲱϩ,ⲡⲉⲕⲃⲱⲱϩ,ⲡⲉⲃⲱⲱϩ,ⲡⲉⲧⲉⲛⲃⲱⲱϩ,ⲡⲉϥⲃⲱⲱϩ,ⲡⲉⲥⲃⲱⲱϩ,ⲡⲟⲩⲃⲱⲱϩ,ⲧ̀ⲃⲱⲱϩ,ⲑ̀ⲃⲱⲱϩ,ⲧⲁⲓⲃⲱⲱϩ,ⲧⲁⲃⲱⲱϩ,ⲧⲉⲛⲃⲱⲱϩ,ⲧⲉⲕⲃⲱⲱϩ,ⲧⲉⲃⲱⲱϩ,ⲧⲉⲧⲉⲛⲃⲱⲱϩ,ⲧⲉϥⲃⲱⲱϩ,ⲧⲉⲥⲃⲱⲱϩ,ⲧⲟⲩⲃⲱⲱϩ,ⲛⲓⲃⲱⲱϩ,ⲛⲉⲛⲃⲱⲱϩ,ⲛⲁⲓⲃⲱⲱϩ,ⲛⲁⲃⲱⲱϩ,ⲛⲉⲕⲃⲱⲱϩ,ⲛⲉⲃⲱⲱϩ,ⲛⲉⲧⲉⲛⲃⲱⲱϩ,ⲛⲉϥⲃⲱⲱϩ,ⲛⲉⲥⲃⲱⲱϩ,ⲛⲟⲩⲃⲱⲱϩ,ⲃⲟϩ,ⲉ̀ⲃⲟϩ,ⲛ̀ⲃⲟϩ,ⲙ̀ⲃⲟϩ,ⲟⲩⲃⲟϩ,ϩⲁⲛⲃⲟϩ,ⲡ̀ⲃⲟϩ,ⲫ̀ⲃⲟϩ,ⲡⲁⲓⲃⲟϩ,ⲡⲁⲃⲟϩ,ⲡⲉⲛⲃⲟϩ,ⲡⲉⲕⲃⲟϩ,ⲡⲉⲃⲟϩ,ⲡⲉⲧⲉⲛⲃⲟϩ,ⲡⲉϥⲃⲟϩ,ⲡⲉⲥⲃⲟϩ,ⲡⲟⲩⲃⲟϩ,ⲧ̀ⲃⲟϩ,ⲑ̀ⲃⲟϩ,ⲧⲁⲓⲃⲟϩ,ⲧⲁⲃⲟϩ,ⲧⲉⲛⲃⲟϩ,ⲧⲉⲕⲃⲟϩ,ⲧⲉⲃⲟϩ,ⲧⲉⲧⲉⲛⲃⲟϩ,ⲧⲉϥⲃⲟϩ,ⲧⲉⲥⲃⲟϩ,ⲧⲟⲩⲃⲟϩ,ⲛⲓⲃⲟϩ,ⲛⲉⲛⲃⲟϩ,ⲛⲁⲓⲃⲟϩ,ⲛⲁⲃⲟϩ,ⲛⲉⲕⲃⲟϩ,ⲛⲉⲃⲟϩ,ⲛⲉⲧⲉⲛⲃⲟϩ,ⲛⲉϥⲃⲟϩ,ⲛⲉⲥⲃⲟϩ,ⲛⲟⲩⲃⲟϩ	47			
2738	(B) beHi	1	file	file		47b	6	0	2010-01-25	1900-01-01	vagrant		https://pishoyg.github.io/crum/2738.html	(B) ⲃⲉϩⲓ	(B) ⲃⲉϩⲓ	(B) ⲃⲉϩⲓ	(B) ⲃⲉϩⲓ	(B) ⲃⲉϩⲓ (ⲡ)	ⲃⲉϩⲓ (B)			complete	noun male		file	file	file	file	file	file	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=47b	47	b											ⲃⲉϩⲓ (ⲡ)	ⲃⲉϩⲓ									2739	2737	ⲃⲉϩⲓ,ⲉ̀ⲃⲉϩⲓ,ⲛ̀ⲃⲉϩⲓ,ⲙ̀ⲃⲉϩⲓ,ⲟⲩⲃⲉϩⲓ,ϩⲁⲛⲃⲉϩⲓ,ⲡ̀ⲃⲉϩⲓ,ⲫ̀ⲃⲉϩⲓ,ⲡⲁⲓⲃⲉϩⲓ,ⲡⲁⲃⲉϩⲓ,ⲡⲉⲛⲃⲉϩⲓ,ⲡⲉⲕⲃⲉϩⲓ,ⲡⲉⲃⲉϩⲓ,ⲡⲉⲧⲉⲛⲃⲉϩⲓ,ⲡⲉϥⲃⲉϩⲓ,ⲡⲉⲥⲃⲉϩⲓ,ⲡⲟⲩⲃⲉϩⲓ,ⲛⲓⲃⲉϩⲓ,ⲛⲉⲛⲃⲉϩⲓ,ⲛⲁⲓⲃⲉϩⲓ,ⲛⲁⲃⲉϩⲓ,ⲛⲉⲕⲃⲉϩⲓ,ⲛⲉⲃⲉϩⲓ,ⲛⲉⲧⲉⲛⲃⲉϩⲓ,ⲛⲉϥⲃⲉϩⲓ,ⲛⲉⲥⲃⲉϩⲓ,ⲛⲟⲩⲃⲉϩⲓ	47			
