key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	word-dawoud-sort-key	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-light-greek	en-parsed-link-light-greek	en-parsed-no-greek-no-html	crum-link	crum-page	crum-column	dialect-S	lemma-S	dialect-Sa	lemma-Sa	dialect-Sf	lemma-Sf	dialect-A	lemma-A	dialect-sA	lemma-sA	dialect-B	lemma-B	dialect-F	lemma-F	dialect-Fb	lemma-Fb	dialect-O	lemma-O	dialect-NH	lemma-NH	key-next	key-prev	inflections-B	crum-pages	derivations-table	derivations-list	derivations-txt
822	(S,sA,F) Jp- (S,F) Jep- (S,B) aJp- (B) * $$ aJpi	22	hour, (mostly with following numeral) /$gk: [[wra]]$/	hour, (mostly with following numeral) /$gk: [[wra]]$/	wra	777b	8	0	2009-09-14	2010-08-15	vagrant	vagrant	https://pishoyg.github.io/crum/822.html	"(S, sA, F) ϫⲡ-
(S, F) ϫⲉⲡ-
(S, B) ⲁϫⲡ-
(B) <i>plural: </i> <i>(?)</i> ⲁϫⲡⲓ"	"(S, sA, F) ϫⲡ-
(S, F) ϫⲉⲡ-
(S, B) ⲁϫⲡ-
(B) <i>plural: </i> <i>(?)</i> ⲁϫⲡⲓ"	"(S, sA, F) ϫⲡ-
(S, F) ϫⲉⲡ-
(S, B) ⲁϫⲡ-
(B) plural: (?) ⲁϫⲡⲓ"	"(S, sA, F) ϫⲡ-
(S, F) ϫⲉⲡ-
(S, B) ⲁϫⲡ-
(B) plural: (?) ⲁϫⲡⲓ"	"(S, sA, F) ϫⲡ- (ⲡ/ⲧ)
(S, F) ϫⲉⲡ- (ⲡ/ⲧ)
(S, B) ⲁϫⲡ- (ⲡ/ⲧ)
(B) ⲁϫⲡⲓ (?) (ⲛ)"	ⲁϫⲡ- (B)			complete++	noun male/female	ωρα	hour, <i>mostly with following numeral</i> [ωρα]	hour, mostly with following numeral [ωρα]	hour, <i>mostly with following numeral</i>	"hour, <i>mostly with following numeral</i> <span style=""opacity:0.7"">[ωρα]</span>"	"hour, <i>mostly with following numeral</i> <span style=""opacity:0.7"">[<a href=""https://logeion.uchicago.edu/%CF%89%CF%81%CE%B1"">ωρα</a>]</span>"	hour, mostly with following numeral	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=777b	777	b	"ϫⲡ- (ⲡ/ⲧ)
ϫⲉⲡ- (ⲡ/ⲧ)
ⲁϫⲡ- (ⲡ/ⲧ)"	ϫⲡ-							ϫⲡ- (ⲡ/ⲧ)	ϫⲡ-	"ⲁϫⲡ- (ⲡ/ⲧ)
ⲁϫⲡⲓ (?) (ⲛ)"	ⲁϫⲡ-	"ϫⲡ- (ⲡ/ⲧ)
ϫⲉⲡ- (ⲡ/ⲧ)"	ϫⲡ-							823	821	ⲁϫⲡ,ⲉ̀ⲁϫⲡ,ⲛ̀ⲁϫⲡ,ⲙ̀ⲁϫⲡ,ⲟⲩⲁϫⲡ,ϩⲁⲛⲁϫⲡ,ⲡ̀ⲁϫⲡ,ⲫ̀ⲁϫⲡ,ⲡⲁⲓⲁϫⲡ,ⲡⲁⲁϫⲡ,ⲡⲉⲛⲁϫⲡ,ⲡⲉⲕⲁϫⲡ,ⲡⲉⲁϫⲡ,ⲡⲉⲧⲉⲛⲁϫⲡ,ⲡⲉϥⲁϫⲡ,ⲡⲉⲥⲁϫⲡ,ⲡⲟⲩⲁϫⲡ,ⲧ̀ⲁϫⲡ,ⲑ̀ⲁϫⲡ,ⲧⲁⲓⲁϫⲡ,ⲧⲁⲁϫⲡ,ⲧⲉⲛⲁϫⲡ,ⲧⲉⲕⲁϫⲡ,ⲧⲉⲁϫⲡ,ⲧⲉⲧⲉⲛⲁϫⲡ,ⲧⲉϥⲁϫⲡ,ⲧⲉⲥⲁϫⲡ,ⲧⲟⲩⲁϫⲡ,ⲛⲓⲁϫⲡ,ⲛⲉⲛⲁϫⲡ,ⲛⲁⲓⲁϫⲡ,ⲛⲁⲁϫⲡ,ⲛⲉⲕⲁϫⲡ,ⲛⲉⲁϫⲡ,ⲛⲉⲧⲉⲛⲁϫⲡ,ⲛⲉϥⲁϫⲡ,ⲛⲉⲥⲁϫⲡ,ⲛⲟⲩⲁϫⲡ,ⲁϫⲡⲓ,ⲉ̀ⲁϫⲡⲓ,ⲛ̀ⲁϫⲡⲓ,ⲙ̀ⲁϫⲡⲓ,ϩⲁⲛⲁϫⲡⲓ,ⲛⲓⲁϫⲡⲓ,ⲛⲉⲛⲁϫⲡⲓ,ⲛⲁⲓⲁϫⲡⲓ,ⲛⲁⲁϫⲡⲓ,ⲛⲉⲕⲁϫⲡⲓ,ⲛⲉⲁϫⲡⲓ,ⲛⲉⲧⲉⲛⲁϫⲡⲓ,ⲛⲉϥⲁϫⲡⲓ,ⲛⲉⲥⲁϫⲡⲓ,ⲛⲟⲩⲁϫⲡⲓ	777,778	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 8376-->   <td colspan=""9"" class=""bordered"">  With preceding preposition: </td> <td rowspan=""6"" class=""bordered""><b>Crum: </b><a href=""https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=778a"">778a</a></td> </tr> <tr> <!--Key: 8377--> <td colspan=""1""></td> <td colspan=""4"" class=""bordered"">ⲛ―</td> <td colspan=""4"" class=""bordered"">  at </td>  </tr> <tr> <!--Key: 8378--> <td colspan=""1""></td> <td colspan=""4"" class=""bordered"">ϣⲁ―</td> <td colspan=""4"" class=""bordered"">  till </td>  </tr> <tr> <!--Key: 8379--> <td colspan=""1""></td> <td colspan=""4"" class=""bordered"">(B) ϧⲉⲛ―</td> <td colspan=""4"" class=""bordered"">  in, at </td>  </tr> <tr> <!--Key: 8380--> <td colspan=""1""></td> <td colspan=""4"" class=""bordered"">ϫⲓⲛ―, ⲓⲥϫⲉⲛ―</td> <td colspan=""4"" class=""bordered"">  from </td>  </tr> <tr> <!--Key: 3877-->  <td colspan=""5"" class=""bordered"">(S, B) ⲙⲡⲛⲁⲩ ⲛ-</td> <td colspan=""4"" class=""bordered"">  at time of, about the ... hour </td>  </tr> </table>"	<ul> <li> With preceding preposition: </li> <li> <ul> <li> ⲛ―<br/>at </li> <li> ϣⲁ―<br/>till </li> <li> (B) ϧⲉⲛ―<br/>in, at </li> <li> ϫⲓⲛ―, ⲓⲥϫⲉⲛ―<br/>from </li> </ul> </li> <li> (S, B) ⲙⲡⲛⲁⲩ ⲛ-<br/>at time of, about the ... hour </li> </ul>	" With preceding preposition:
__ⲛ― at
__ϣⲁ― till
__(B) ϧⲉⲛ― in, at
__ϫⲓⲛ―, ⲓⲥϫⲉⲛ― from
(S, B) ⲙⲡⲛⲁⲩ ⲛ- at time of, about the ... hour"
823	(S) knaau	1	(meaning unknown)	(meaning unknown)		113a	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/823.html	(S) ⲕⲛⲁⲁⲩ	(S) ⲕⲛⲁⲁⲩ	(S) ⲕⲛⲁⲁⲩ	(S) ⲕⲛⲁⲁⲩ	(S) ⲕⲛⲁⲁⲩ (ⲡ)	ⲕⲛⲁⲁⲩ (S)			complete	noun male		<i>meaning unknown</i>	meaning unknown	<i>meaning unknown</i>	<i>meaning unknown</i>	<i>meaning unknown</i>	meaning unknown	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113a	113	a	ⲕⲛⲁⲁⲩ (ⲡ)	ⲕⲛⲁⲁⲩ																			824	822		113			
824	(S) konF	1	(a title or epiphet)	(a title or epiphet)		113a	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/824.html	(S) ⲕⲟⲛϥ	(S) ⲕⲟⲛϥ	(S) ⲕⲟⲛϥ	(S) ⲕⲟⲛϥ	(S) ⲕⲟⲛϥ (ⲡ)	ⲕⲟⲛϥ (S)			complete	noun male		<i>a title or epiphet</i>	a title or epiphet	<i>a title or epiphet</i>	<i>a title or epiphet</i>	<i>a title or epiphet</i>	a title or epiphet	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113a	113	a	ⲕⲟⲛϥ (ⲡ)	ⲕⲟⲛϥ																			825	823		113			
825	(S) knHe (B) keHni	4	porch, shrine ? | side, angle ?	porch, shrine ? | side, angle ?		113a	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/825.html	"(S) ⲕⲛϩⲉ
(B) ⲕⲉϩⲛⲓ"	"(S) ⲕⲛϩⲉ
(B) ⲕⲉϩⲛⲓ"	"(S) ⲕⲛϩⲉ
(B) ⲕⲉϩⲛⲓ"	"(S) ⲕⲛϩⲉ
(B) ⲕⲉϩⲛⲓ"	"(S) ⲕⲛϩⲉ (ⲧ)
(B) ⲕⲉϩⲛⲓ (ⲧ)"	ⲕⲉϩⲛⲓ (B)			complete	noun female		"porch, shrine ?
side, angle ?"	"porch, shrine ?
side, angle ?"	"porch, shrine ?
side, angle ?"	"porch, shrine ?
side, angle ?"	"porch, shrine ?
side, angle ?"	"porch, shrine ?
side, angle ?"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113a	113	a	ⲕⲛϩⲉ (ⲧ)	ⲕⲛϩⲉ									ⲕⲉϩⲛⲓ (ⲧ)	ⲕⲉϩⲛⲓ									826	824	ⲕⲉϩⲛⲓ,ⲉ̀ⲕⲉϩⲛⲓ,ⲛ̀ⲕⲉϩⲛⲓ,ⲙ̀ⲕⲉϩⲛⲓ,ⲟⲩⲕⲉϩⲛⲓ,ϩⲁⲛⲕⲉϩⲛⲓ,ⲧ̀ⲕⲉϩⲛⲓ,ⲑ̀ⲕⲉϩⲛⲓ,ⲧⲁⲓⲕⲉϩⲛⲓ,ⲧⲁⲕⲉϩⲛⲓ,ⲧⲉⲛⲕⲉϩⲛⲓ,ⲧⲉⲕⲕⲉϩⲛⲓ,ⲧⲉⲕⲉϩⲛⲓ,ⲧⲉⲧⲉⲛⲕⲉϩⲛⲓ,ⲧⲉϥⲕⲉϩⲛⲓ,ⲧⲉⲥⲕⲉϩⲛⲓ,ⲧⲟⲩⲕⲉϩⲛⲓ,ⲛⲓⲕⲉϩⲛⲓ,ⲛⲉⲛⲕⲉϩⲛⲓ,ⲛⲁⲓⲕⲉϩⲛⲓ,ⲛⲁⲕⲉϩⲛⲓ,ⲛⲉⲕⲕⲉϩⲛⲓ,ⲛⲉⲕⲉϩⲛⲓ,ⲛⲉⲧⲉⲛⲕⲉϩⲛⲓ,ⲛⲉϥⲕⲉϩⲛⲓ,ⲛⲉⲥⲕⲉϩⲛⲓ,ⲛⲟⲩⲕⲉϩⲛⲓ	113			
826	(S) knHhr,kinHhr,ginHhr,ginHhl	3	(a plant)	(a plant)		113a	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/826.html	(S) ⲕⲛϩⲏⲣ, ⲕⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲗ	(S) ⲕⲛϩⲏⲣ, ⲕⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲗ	(S) ⲕⲛϩⲏⲣ, ⲕⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲗ	(S) ⲕⲛϩⲏⲣ, ⲕⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲗ	(S) ⲕⲛϩⲏⲣ, ⲕⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲗ (noun)	ⲕⲛϩⲏⲣ (S)			complete	noun		<i>a plant</i>	a plant	<i>a plant</i>	<i>a plant</i>	<i>a plant</i>	a plant	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113a	113	a	ⲕⲛϩⲏⲣ, ⲕⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲣ, ⲅⲓⲛϩⲏⲗ (noun)	ⲕⲛϩⲏⲣ																			827	825		113			
827	(S) kounJou,konJou,kouJou$	4	(a vessel)	(a vessel)		113a	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/827.html	(S) ⲕⲟⲩⲛϫⲟⲩ, ⲕⲟⲛϫⲟⲩ, ⲕⲟⲩϫⲟⲩ<i> &c</i>	(S) ⲕⲟⲩⲛϫⲟⲩ, ⲕⲟⲛϫⲟⲩ, ⲕⲟⲩϫⲟⲩ<i> &c</i>	(S) ⲕⲟⲩⲛϫⲟⲩ, ⲕⲟⲛϫⲟⲩ, ⲕⲟⲩϫⲟⲩ &c	(S) ⲕⲟⲩⲛϫⲟⲩ, ⲕⲟⲛϫⲟⲩ, ⲕⲟⲩϫⲟⲩ &c	(S) ⲕⲟⲩⲛϫⲟⲩ, ⲕⲟⲛϫⲟⲩ, ⲕⲟⲩϫⲟⲩ (&c)	ⲕⲟⲩⲛϫⲟⲩ (S)			complete	noun female		<i>a vessel</i>	a vessel	<i>a vessel</i>	<i>a vessel</i>	<i>a vessel</i>	a vessel	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113a	113	a	ⲕⲟⲩⲛϫⲟⲩ, ⲕⲟⲛϫⲟⲩ, ⲕⲟⲩϫⲟⲩ (&c)	ⲕⲟⲩⲛϫⲟⲩ																			829	826		113			
829	(S) kap	1	(receptacle or measure) |$ (for corn) |$ (for honey)	(receptacle or measure) |$ (for corn) |$ (for honey)		113b	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/829.html	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ (ⲡ)	ⲕⲁⲡ (S)			complete	noun male		"<i>receptacle or measure</i>
― <i>for corn</i>
― <i>for honey</i>"	"receptacle or measure
― for corn
― for honey"	"<i>receptacle or measure</i>
― <i>for corn</i>
― <i>for honey</i>"	"<i>receptacle or measure</i>
― <i>for corn</i>
― <i>for honey</i>"	"<i>receptacle or measure</i>
― <i>for corn</i>
― <i>for honey</i>"	"receptacle or measure
― for corn
― for honey"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113b	113	b	ⲕⲁⲡ (ⲡ)	ⲕⲁⲡ																			830	827		113			
830	(S) kap	4	(a cutting tool)	(a cutting tool)		113b	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/830.html	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ	(S) ⲕⲁⲡ (ⲧ)	ⲕⲁⲡ (S)			complete	noun female		<i>a cutting tool</i>	a cutting tool	<i>a cutting tool</i>	<i>a cutting tool</i>	<i>a cutting tool</i>	a cutting tool	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113b	113	b	ⲕⲁⲡ (ⲧ)	ⲕⲁⲡ																			831	829		113			
831	(S) kip	1	(a measure, less than [soeiS])	(a measure, less than [soeiS])		113b	6	0	2009-09-14	2010-01-31	vagrant	vagrant	https://pishoyg.github.io/crum/831.html	(S) ⲕⲓⲡ	(S) ⲕⲓⲡ	(S) ⲕⲓⲡ	(S) ⲕⲓⲡ	(S) ⲕⲓⲡ (ⲡ)	ⲕⲓⲡ (S)			complete	noun male		<i>a measure, less than ⲥⲟⲉⲓϣ</i>	a measure, less than ⲥⲟⲉⲓϣ	<i>a measure, less than ⲥⲟⲉⲓϣ</i>	<i>a measure, less than ⲥⲟⲉⲓϣ</i>	<i>a measure, less than ⲥⲟⲉⲓϣ</i>	a measure, less than ⲥⲟⲉⲓϣ	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=113b	113	b	ⲕⲓⲡ (ⲡ)	ⲕⲓⲡ																			832	830		113			
