λεντιον,/,lention,/,→,lention,lention,اسم,/,مذكر,يوناني,/,منديل,لفافة,فوطة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λενϫι,/,lenʒi,/,→,lengi,lengi,اسم,/,مذكر,,/,درع,"لباس واق ، للحرب",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεξ,/,lex,/,→,lex,lex,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يعض,ينهش,يقرص,يلدغ,يطعن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεξικον,/,lexikon,/,→,lexikon,lexikon,اسم,/,مذكر,يوناني,/,قاموس,معجم كلمات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεξις,/,lexis,/,→,lexis,lexis,اسم,/,مؤنث,يوناني,/,جملة,عبارة,حديث,قول,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεων,/,leoːn,/,→,lewn,lewn,اسم,/,مذكر,,/,حلى,قرط في الأذن,أسورة في اليد,خزامة في الأنف,"خلخال ، في الرجل",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεον,/,leon,/,→,leon,leon,اسم,/,مذكر,,/,حلى,قرط في الأذن,أسورة في اليد,خزامة في الأنف,"خلخال ، في الرجل",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεπαϣι,/,lepɑʃi,/,→,lepashi,lepashi,اسم,/,جمع,,/,كرناف,أصول تبقى في جذع النخلة بعد قطع السّعف ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεψ,/,leps,/,→,leps,leps,اسم,/,مذكر,,/,جذام,جدري,زهري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεπς,/,leps,/,→,leps,leps,اسم,/,مذكر,,/,جذام,جدري,زهري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεπτον,/,lepton,/,→,lepton,lepton,اسم,/,مذكر,يوناني,/,فلس,عملة يونانية قديمة,قطعة نقدية نحاسية 20 خردة,نصف مليم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεβϣ,/,lebʃ,/,→,lebsh,lebsh,اسم,/,مذكر,,/,قش,عوسج,حطب,"عصافة ، مادة للوقود",لبشة قصب,حزمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεπϣ,/,lepʃ,/,→,lepsh,lepsh,اسم,/,مذكر,,/,قش,عوسج,حطب,"عصافة ، مادة للوقود",لبشة قصب,حزمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λες,/,les,/,→,les,les,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يسحق,يرض,يرضض,يكسر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λετ,/,let,/,→,let,let,اسم,/,مؤنث ,,/,كرفس,بقدونس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευει,/,levei,/,→,leuei,levei,اسم,/,,"يوناني ، عبري",/,لاوي,من بني إسرائيل,"اسم عبري بمعنى ، ملتصق",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευις,/,levis,/,→,leuis,levis,اسم,/,,"يوناني ، عبري",/,لاوي,من بني إسرائيل,"اسم عبري بمعنى ، ملتصق",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευι,/,levi,/,→,leui,levi,اسم,/,,"يوناني ، عبري",/,لاوي,من بني إسرائيل,"اسم عبري بمعنى ، ملتصق",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευιτης,/,levitiːs,/,→,leuitys,levitys,اسم,/,مذكر,يوناني,/,لاوي,شخص من سبط لاوي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευιτικος,/,levitikos,/,→,leuitikos,levitikos,صفة,/,,يوناني,/,يخص لاوي,منسوي إلى لاوي,سفر اللاويين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευκος,/,levkos,/,→,leukos,levkos,صفة,/,,يوناني,/,أبيض,أشيب,لامع,متألق,مبرق,فضي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευκον,/,levkon,/,→,leukon,levkon,صفة,/,,يوناني,/,أبيض,أشيب,لامع,متألق,مبرق,فضي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευκοφοριν,/,levkopʰorin,/,→,leukophorin,levkophorin,صفة,/,,يوناني,/,متسربل بالبياض,لابس أبيض,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λευκοφωριν,/,levkopʰoːrin,/,→,leukophwrin,levkophwrin,صفة,/,,يوناني,/,متسربل بالبياض,لابس أبيض,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεψ,/,leps,/,→,leps,leps,فعل,/,مذكر,,/,جذام,جدري,زهري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεπς,/,leps,/,→,leps,leps,اسم,/,مذكر,,/,جذام,جدري,زهري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεψ,/,leps,/,→,leps,leps,اسم,/,مذكر,,/,أحدب,منحنى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεων,/,leoːn,/,→,lewn,lewn,اسم,/,مذكر,,/,أسد,ليث,سبع,ملك الغابة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεων,/,leoːn,/,→,lewn,lewn,اسم,/,مذكر,,/,حلي,"قرط ، في الأذن","أسورة ، في اليد",خزامة في الأنف,"خلخال ، في الرجل",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϣτων,/,leʃtoːn,/,→,leshtwn,leshtwn,اسم,/,مذكر,,/,بشت,ملبوس رهباني اقتصادي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϣϫ,/,leʃg,/,→,leshg,leshg,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يضايق,يكدر,يزعج,يضر,يؤذي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϥλιϥι,/,leflifi,/,→,leflifi,leflifi,اسم,/,مذكر,,/,فتات,كسرة,قطعة صغيرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϥλεϥ,/,leflef,/,→,leflef,leflef,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يفسد,يبلى,يتلف,يعفن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϥλωϥ,/,lefloːf,/,→,leflwf,leflwf,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يفسد,يبلى,يتلف,يعفن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϥλωϥ,/,lefloːf,/,→,leflwf,leflwf,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,تالف,بالي,متعفن,عفن,فاسد,نتن,مسوس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϥλωϥ,/,lefloːf,/,→,leflwf,leflwf,اسم,/,مذكر,,/,عفونة,نتانة,فساد,تلف,تسوس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϩλημ,/,lehliːm,/,→,lehlym,lehlym,اسم,/,مذكر,,/,صرصار,عثة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϩλεμ,/,lehlem,/,→,lehlem,lehlem,اسم,/,مذكر,,/,صرصار,عثة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϫ,/,leg,/,→,leg,leg,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يلصق,يلزق,يلحم,يلحس,يلعق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϫ,/,leg,/,→,leg,leg,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يمتنع,يكف,يعدل عن,يبطل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϫλεϫ,/,legleg,/,→,legleg,legleg,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يضعف,يمرض,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϫλωϫ,/,legloːg,/,→,leglwg,leglwg,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يضعف,يمرض,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϫλωϫ,/,legloːg,/,→,leglwg,leglwg,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,ضعيف,هزيل,سقيم,خائر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεϫϩ,/,legh,/,→,legh,legh,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يلعق,يلحس,يرشف,يمص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ληκ,/,liːk,/,→,lyk,lyk,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,لين,طري ,رخص,رخو,رطب,طازج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ληλ,/,liːl,/,→,lyl,lyl,اسم,/,مذكر,,/,قلادة,كردان,عقد,دبلة,دائرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ληλ`νϫιϫ,/,liːlenʒig,/,→,lyl`ngig,lylengig,اسم,/,مذكر,,/,أسورة يد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ληλ`νρατ,/,liːlenrɑt,/,→,lyl`nrat,lylenrat,اسم,/,مذكر,,/,خلخال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ληλουὶ,/,liːloːwiː,/,→,lyloui,lylouì,اسم,/,مذكر,,/,هتاف,صياح فرح,تهليل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λημψις,/,liːmpsis,/,→,lympsis,lympsis,اسم,/,مؤنث ,يوناني,/,تلقى,قبول,استلام,تناول,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοιπον,/,loipon,/,→,loipon,loipon,,/,,يوناني,/,هكذا,بناء عليه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ληπον,/,liːpon,/,→,lypon,lypon,أداة ربط,/,,يوناني,/,هكذا,بناء عليه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λης,/,liːs,/,→,lys,lys,اسم,/,مذكر,,/,كسر,رض,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λης,/,liːs,/,→,lys,lys,اسم,/,مذكر,,/,طرف,نهاية,أخر,حد ,منتهى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λης,/,liːs,/,→,lys,lys,اسم,/,مذكر,,/,"فك ، الثعبان ، التمساح",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβανος,/,libɑnos,/,→,libanos,libanos,اسم,/,مذكر,,/,"لبان ، بخور",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβανος,/,libɑnos,/,→,libanos,libanos,اسم,/,مذكر,,/,"لبنان ، دولة",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβι,/,libi,/,→,libi,libi,فعل,/,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,/,ينهوس,يجن,يتجنن,يهذي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβι,/,libi,/,→,libi,libi,اسم,/,مذكر,,/,جنون,هوس,هذيان,وسواس,حنق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβι εϧουν,/,libi ekʰoːn,/,→,libi ekhoun,libi ekhoun,فعل,/,,,/,يندفع بجنون نحو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβι `νςα,/,libi ensɑ,/,→,libi `nsa,libi ensa,فعل,/,,,/,يغرم ب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβια,/,libiɑ,/,→,libia,libia,اسم,/,مؤنث,,/,قرطميس,"برطمان ، إناء زجاجي أو صيني",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβιτου,/,libitoː,/,→,libitou,libitou,اسم,/,مذكر,,/,"مسح ، ثوب من الصوف",بلوفر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβυη,/,libiiː,/,→,libuy,libiy,اسم,/,مؤنث,يوناني,/,ليبيا,شمال أفريقيا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβος,/,libos,/,→,libos,libos,اسم,/,مذكر,,/,مغص,تقلص في الأمعاء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιβως,/,liboːs,/,→,libws,libws,اسم,/,مذكر,,/,مغص,تقلص في الأمعاء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιθογραφιον,/,litʰogrɑpʰion,/,→,lithojraphion,lithographion,اسم,/,مذكر,يوناني,/,مطبعة الحجر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιθογραφος,/,litʰogrɑpʰos,/,→,lithojraphos,lithographos,اسم,/,مذكر,يوناني,/,مطبعجي,عامل طباعة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιθος,/,litʰos,/,→,lithos,lithos,اسم,/,مذكر,يوناني,/,حجر,تمثال,صنم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λικ,/,lik,/,→,lik,lik,اسم,/,مذكر,,/,قسط  ,مكيال  ,كوز,سطل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιλ,/,lil,/,→,lil,lil,اسم,/,,,/,"أبو فصادة ، نوع من العصافير",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιλου,/,liloː,/,→,lilou,lilou,اسم,/,مذكر,,/,ولد,صبي ,فتى,ولد صغير,ابن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιλου,/,liloː,/,→,lilou,lilou,اسم,/,مؤنث ,,/,بنت,صبية,فتاة صغيرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιλουϣημ,/,liloːʃiːm,/,→,liloushym,liloushym,اسم,/,مذكر,,/,ولد,صبي ,ابن  ,ولد صغير,فتى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιλουϣημ,/,liloːʃiːm,/,→,liloushym,liloushym,اسم,/,مؤنث ,,/,بنت,صبية,فتاة صغيرة,فتاه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιμην,/,limiːn,/,→,limyn,limyn,اسم,/,مذكر,يوناني,/,صورة,أيقونة,شكل,فورمة,قالب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιμην,/,limiːn,/,→,limyn,limyn,اسم,/,مذكر,يوناني,/,ميناء,بوغاز,مرفأ,ملجأ,ملاذ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιμνη,/,limniː,/,→,limny,limny,اسم,/,مؤنث ,يوناني,/,بحيرة,بركة,حوض كبير,مستنقع,مياه راكدة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιμος,/,limos,/,→,limos,limos,اسم,/,مؤنث,يوناني,/,جوع,مجاعة,ندرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοιμος,/,loimos,/,→,loimos,loimos,اسم,/,مذكر,يوناني,/,مهلك,وبائي,مزعج,ضار,مؤذ,خبيث,مستهزيء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιμος,/,limos,/,→,limos,limos,اسم,/,مذكر,يوناني,/,مهلك,وبائي,مزعج,ضار,مؤذ,خبيث,مستهزيء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιξ,/,lix,/,→,lix,lix,اسم,/,مذكر,,/,ستارة,حجاب,حاجز,ستر,برقع,حائل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιουὶ,/,lioːwiː,/,→,lioui,liouì,اسم,/,مؤنث,,/,مصر القديمة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιςτης,/,listiːs,/,→,listys,listys,اسم,/,مذكر,يوناني,/,سارق,لص,سالب,ناهب,قاطع طريق,ثوري,ثائر,متطرف,متمرد,عاص ,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιτανια,/,litɑniɑ,/,→,litania,litania,اسم,/,مؤنث ,يوناني,/,طلبة,توسل,رجاء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιτουργια,/,litoːrgiɑ,/,→,litourjia,litourgia,اسم,/,مؤنث ,يوناني,/,عبادة,تقدمة,ذبيحة,خدمة التسبيح,خدمة القداس الإلهي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιτουργος,/,litoːrgos,/,→,litourjos,litourgos,اسم,/,مذكر,يوناني,/,عابد,خادم,خادم خدمة إلهية,معين الكاهن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λυτρα,/,litrɑ,/,→,lutra,litra,اسم,/,مؤنث ,يوناني,/,لتر,رطل روماني,منا 327 جرام,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιτρα,/,litrɑ,/,→,litra,litra,اسم,/,مؤنث,يوناني,/,لتر,رطل روماني,منا 327 جرام,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λειψανον,/,leipsɑnon,/,→,leipsanon,leipsanon,اسم,/,مذكر,يوناني,/,رفات,ذخيرة,أثر مقدس لقديس أو شهيد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιψανον,/,lipsɑnon,/,→,lipsanon,lipsanon,اسم,/,مذكر,يوناني,/,رفات,ذخيرة,أثر مقدس لقديس أو شهيد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λιϫι,/,liʒi,/,→,ligi,ligi,اسم,/,مؤنث ,,/,طاسة,مقلاة,سلطانية,حلة طبيخ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβι,/,lobi,/,→,lobi,lobi,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,مجنون  ,مخبول,هائج,مهووس,مختل,"سعران ، الكلب",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβι `νςα,/,lobi ensɑ,/,→,lobi `nsa,lobi ensa,صفة,/,,,/,مجنون ب,مولع ب,مغرم ب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβι ϧεν,/,lobi kʰen,/,→,lobi khen,lobi khen,صفة,/,,,/,مجنون ب,مولع ب,مغرم ب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβλεβ,/,lobleb,/,→,lobleb,lobleb,فعل,/,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,/,يحب بشغف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβος,/,lobos,/,→,lobos,lobos,اسم,/,مذكر,يوناني,/,حوصلة الطائر,شحم,شحمة الأذن,غشاء الكبد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λωβϣ,/,loːbʃ,/,→,lwbsh,lwbsh,اسم,/,مذكر,,/,تفسير,توضيح,شرح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβϣ,/,lobʃ,/,→,lobsh,lobsh,اسم,/,مذكر,,/,تفسير,توضيح,شرح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λωβϣ,/,loːbʃ,/,→,lwbsh,lwbsh,اسم,/,مذكر,,/,أساس,قاعدة,أصل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβϣ,/,lobʃ,/,→,lobsh,lobsh,اسم,/,مذكر,,/,أساس,قاعدة,أصل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβϣ,/,lobʃ,/,→,lobsh,lobsh,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يلهب,يشعل,يوقد,يحمي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβϣ,/,lobʃ,/,→,lobsh,lobsh,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,ملتهب,محمي,متقد,مشتعل,متوهج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοβϣ,/,lobʃ,/,→,lobsh,lobsh,اسم,/,مذكر,,/,سجاف,سياج,كرنيش,إطار,تحويطة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογια,/,logiɑ,/,→,lojia,logia,اسم,/,مؤنث,يوناني,/,مساهمة,جمع نقود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογικη,/,logikiː,/,→,lojiky,logiky,اسم,/,مؤنث,يوناني,/,ناطقة,عاقلة,منطقية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογικος,/,logikos,/,→,lojikos,logikos,اسم,/,مذكر,يوناني,/,ناطق,عاقل,منطقي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογιον,/,logion,/,→,lojion,logion,اسم,/,مذكر,يوناني,/,وحي,هاتف إلهي,قول مأثور,مشورة حكيمة,جواب موثوق,صديرية الكاهن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογιος,/,logios,/,→,lojios,logios,اسم,/,مذكر,يوناني,/,فصيح,بليغ,مثقف,عالم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογιςμος,/,logismos,/,→,lojismos,logismos,اسم,/,مذكر,يوناني,/,فكر,ظن,تعقل,تفكير,رؤية,قوة التفكير,قدرة الحجة والبرهان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογκιζιν,/,lonkizin,/,→,lojkizin,lonkizin,فعل,/,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,يوناني,/,يطعن بحربة أو رمح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογος,/,logos,/,→,lojos,logos,اسم,/,مذكر,يوناني,/,كلمة  ,قول,خبر,حديث,مقال,علة,سبب,أمر,حساب,تسوية,اهتمام,دعوى,,,,,,,,,,,,,,,,,,,,,,,,,
λογκη,/,lonkiː,/,→,lojky,lonky,اسم,/,مؤنث ,يوناني,/,حربة,رمح,سهم,نبلة,نشاب,مزراق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λογχη,/,logʃiː,/,→,lojqy,logshy,اسم,/,مؤنث,يوناني,/,حربة,رمح,سهم,نبلة,نشاب,مزراق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοιμος,/,loimos,/,→,loimos,loimos,اسم,/,مذكر,يوناني,/,مهلك,وبائي,مزعج,ضار,مؤذ,خبيث,مستهزيء,بشع,مكروه,ممقوت,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοιπον,/,loipon,/,→,loipon,loipon,أداة وصل,/,,يوناني,/,هكذا,بناء عليه,و أيضا,أخيرا,الأن,من الأن فصاعدا,من ثم,إذا,بعد ذلك,عدا ذلك,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκ,/,lok,/,→,lok,lok,اسم,/,مذكر,,/,"قسط ، مقياس الزيت",لج الزيت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκ,/,lok,/,→,lok,lok,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يرطب,يلين,ينعم,يطري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκεμ,/,lokem,/,→,lokem,lokem,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,طري,رطب,بارد,ناعم,لذيذ,لطيف,منقوع,مندي,نصف مسلوق,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεκλωκ,/,lekloːk,/,→,leklwk,leklwk,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يرطب,يلين,ينعم,يصير لينا,يصير رخوا,يصير لطيفا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λεκλεκ,/,leklek,/,→,leklek,leklek,فعل,/,صيغة  للفعل يأتي بعدها المفعول مباشرة بدون أداة مفعول,,/,يرطب,يلين,ينعم,يصير لينا,يصير رخوا,يصير لطيفا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκλεκ,/,loklek,/,→,loklek,loklek,فعل,/,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,/,يرطب,يلين,ينعم,يصير لينا,يصير رخوا,يصير لطيفا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκλεκ,/,loklek,/,→,loklek,loklek,اسم,/,مذكر,,/,نعومة,ليونة,ترفة,رفاهية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκς,/,loks,/,→,loks,loks,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يعض,ينهش,يقرص,يلدغ,يطعن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοκτηρ,/,loktiːr,/,→,loktyr,loktyr,اسم,/,مذكر,,/,طشت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λολ,/,lol,/,→,lol,lol,اسم,/,مذكر,,/,فراش,مضجع,مرقد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λωμ,/,loːm,/,→,lwm,lwm,اسم,/,مذكر,,/,لقمة,كسرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λομ,/,lom,/,→,lom,lom,اسم,/,مذكر,,/,لقمة,كسرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λωμ,/,loːm,/,→,lwm,lwm,اسم,/,مذكر,,/,ذبول,انحلال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λομ,/,lom,/,→,lom,lom,اسم,/,مذكر,,/,ذبول,انحلال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λομς,/,loms,/,→,loms,loms,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,عفن,فاسد,نتن,متقيح,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοξ,/,lox,/,→,lox,lox,فعل,/,صيغة ضميرية يأتي بعدها ضمير مفعول ,,/,يعض,ينهش,يقرص,يلدغ,يطعن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοξ,/,lox,/,→,lox,lox,صفة,/,"صيغة وصفية - حال ، يأتي قبلها الضمير",,/,مغروز,معضوض,منهوش,ملدوغ,مقروص,مطعون,مثبت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοξ,/,lox,/,→,lox,lox,فعل,/,صيغة مصدرية  للفعل يأتي بعدها  أداة المفعول ثم المفعول ,,/,يبرم,يلف,يفتل,يدور,ينثني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοξ,/,lox,/,→,lox,lox,اسم,/,مذكر,,/,دوران,مدار الكوكب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
λοτος,/,lotos,/,→,lotos,lotos,اسم,/,مذكر,يوناني,/,لوتس,اسم زهرة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
