book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	32	32	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧⲁⲣⲉϩ ⲉⲡⲛⲟⲙⲟⲥ ⲉϥⲧⲁϣⲉ ⲡⲣⲟⲥⲫⲟⲣⲁ: ⲡⲉⲧϯ ⲛ̅ϩⲧⲏϥ ⲉⲛ̅ⲉⲛⲧⲟⲗⲏ ⲡⲉ ⲡⲉⲧϯ ⲑⲩⲥⲓⲁ ⲛ̅ⲟⲩϫⲁⲓ̈.	He that keepeth the law bringeth offerings enough: he that taketh heed to the commandment offereth a peace offering.							
Wisdom of Jesus son of Sirach	32	32	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧϯ ⲛ̅ⲟⲩϩⲙⲟⲧ ⲡⲉ ⲡⲉⲧ.... ⲛ̅ⲟⲩⲥⲁⲙⲓⲧ ⲡⲉⲧϯ ⲛ̅ⲟⲩⲙⲛ̅ⲧⲛⲁ ⲡⲉⲧⲑⲩⲥⲓⲁⲍⲓ ⲛ̅ⲟⲩⲥⲙⲟⲩ.	He that requiteth a good turn offereth fine flour; and he that giveth alms sacrificeth praise.							
Wisdom of Jesus son of Sirach	32	32	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲟⲩⲱϣ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲡⲉ ⲥⲁϩⲱⲕ ⲉⲃⲟⲗ ⲛ̅ⲧⲡⲟⲛⲏⲣⲓⲁ ⲁⲩⲱ ⲡⲉϥⲕⲱ ⲉⲃⲟⲗ ⲡⲉ ⲥⲁϩⲱⲕ ⲉⲃⲟⲗ ⲙ̅ⲡϫⲓⲛ̅ϭⲟⲛⲥ̅.	To depart from wickedness is a thing pleasing to the Lord; and to forsake unrighteousness is a propitiation.							
Wisdom of Jesus son of Sirach	32	32	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ⲟⲩⲱⲛϩ̅ ⲉⲃⲟⲗ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲉⲕϣⲟⲩⲉⲓⲧ: ⲛⲁⲓ̈ ⲅⲁⲣ ⲧⲏⲣⲟⲩ ⲉⲧⲃⲉ ⲧⲉⲛⲧⲟⲗⲏ.	Thou shalt not appear empty before the Lord. (5) For all these things are to be done because of the commandment.							
Wisdom of Jesus son of Sirach	32	32	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲧⲉⲡⲣⲟⲥⲫⲟⲣⲁ ⲙ̅ⲡⲇⲓⲕⲁⲓⲟⲥ ϯ ⲕⲛ̅ⲛⲉ ⲙ̅ⲡⲉⲑⲩⲥⲓⲁⲥⲧⲏⲣⲓⲟⲛ ⲁⲩⲱ ⲡⲉⲥⲥϯⲛⲟⲩϥⲉ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡⲉⲧϫⲟⲥⲉ.	The offering of the righteous maketh the altar fat, and the sweet savour thereof is before the most High.							
Wisdom of Jesus son of Sirach	32	32	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲉⲑⲩⲥⲓⲁ ⲛ̅ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲇⲓⲕⲁⲓⲟⲥ ϣⲏⲡ ⲁⲩⲱ ⲥⲉⲛⲁⲣ̅ⲡⲱⲃϣ̅ ⲁⲛ ⲙ̅ⲡⲉⲥⲣ̅ⲡⲙⲉⲉⲩⲉ.	The sacrifice of a just man is acceptable. and the memorial thereof shall never be forgotten.							
Wisdom of Jesus son of Sirach	32	32	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϯⲉⲟⲟⲩ ⲙ̅ⲡϫⲟⲉⲓⲥ ϩⲛ̅ ⲟⲩⲃⲁⲗ ⲛ̅ⲁⲅⲁⲑⲟⲥ ⲁⲩⲱ ⲙ̅ⲡⲣ̅ⲧⲥ̅ⲃⲕⲟ ⲛ̅ⲛ̅ⲁⲡⲁⲣⲭⲏ ⲛ̅ⲛⲉⲕϭⲓϫ.	Give the Lord his honour with a good eye, and diminish not the firstfruits of thine hands.							
Wisdom of Jesus son of Sirach	32	32	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϯ ⲟⲩⲣⲟⲧ ⲙ̅ⲡⲉⲕϩⲟ ϩⲛ̅ ⲛⲉⲕϯ ⲧⲏⲣⲟⲩ: ⲛⲅ̅ⲧⲃ̅ⲃⲟ ⲛ̅ⲛⲉⲕⲣⲉⲙⲏⲧ ϩⲛ̅ ⲟⲩⲟⲩⲛⲟϥ.	In all thy gifts shew a cheerful countenance, and dedicate thy tithes with gladness.							
Wisdom of Jesus son of Sirach	32	32	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϯ ⲙ̅ⲡⲉⲧϫⲟⲥⲉ ⲕⲁⲧⲁ ⲡⲉϥϯ ⲁⲩⲱ ⲡⲉⲧⲕⲛⲁϭⲛ̅ⲧϥ̅ ϩⲛ̅ ⲛⲉⲕϭⲓϫ ϩⲛ̅ ⲟⲩⲃⲁⲗ ⲛ̅ⲁⲅⲁⲑⲟⲥ.	Give unto the most High according as he hath enriched thee; and as thou hast gotten, give with a cheerful eye.							
Wisdom of Jesus son of Sirach	32	32	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲉ ⲟⲩⲣⲉϥⲧⲱⲱⲃⲉ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲛϥ̅ⲧⲱⲱⲃⲉ ⲛⲁⲕ ⲛ̅ⲥⲁϣϥ̅ ⲛ̅ⲕⲱⲃ.	For the Lord recompenseth, and will give thee seven times as much.							
Wisdom of Jesus son of Sirach	32	32	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲉ ⲟⲩⲕⲣⲓⲧⲏⲥ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲙⲛ̅ ⲉⲟⲟⲩ ⲛ̅ⲣⲱⲙⲉ ⲛ̅ⲛⲁϩⲣⲁϥ.	Do not think to corrupt with gifts; for such he will not receive: and trust not to unrighteous sacrifices; for the Lord is judge, and with him is no respect of persons.							
Wisdom of Jesus son of Sirach	32	32	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲩⲱ ⲙⲉϥϫⲓϩⲟ ϩⲓ ϩⲏⲕⲉ ϥⲛⲁⲥⲱⲧⲙ̅ ⲉⲡⲥⲟⲡⲥ̅ ⲙ̅ⲡⲉⲧϫⲏⲩ ⲛ̅ϭⲟⲛⲥ̅.	He will not accept any person against a poor man, but will hear the prayer of the oppressed.							
