book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	36	36	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛ̅ⲣⲱⲙⲉ ϩⲱⲟⲩ ⲧⲏⲣⲟⲩ ϩⲛ̅ ⲉⲃⲟⲗ ϩⲙ̅ ⲡⲕⲁϩ ⲛⲉ ⲁⲩⲱ ⲛ̅ⲧⲁⲩⲥⲛ̅ⲧ ⲁⲇⲁⲙ ⲉⲃⲟⲗ ϩⲙ̅ ⲡⲕⲁϩ.	And all men are from the ground, and Adam was created of earth:							
Wisdom of Jesus son of Sirach	36	36	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ⲡϫⲟⲉⲓⲥ ⲡⲟⲣϫⲟⲩ ⲉⲃⲟⲗ ϩⲙ̅ ⲡⲁϣⲁⲓ̈ ⲛ̅ⲧⲉϥⲥⲃⲱ ⲁⲩⲱ ⲁϥϣⲓⲃⲉ ⲛ̅ⲛⲉⲩϩⲓⲟⲟⲩⲉ.	In much knowledge the Lord hath divided them, and made their ways diverse.							
Wisdom of Jesus son of Sirach	36	36	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲥⲙⲟⲩ ⲉϩⲟⲓ̈ⲛⲉ ⲛ̅ϩⲏⲧⲟⲩ ⲁⲩⲱ ⲁϥϫⲁⲥⲧⲟⲩ ⲁϥⲧⲃ̅ⲃⲟ ⲉⲃⲟⲗ ⲛ̅ϩⲏⲧⲟⲩ ⲁϥϩⲟⲛⲟⲩ ⲉⲣⲟϥ.	Some of them hath he blessed and exalted and some of them he sanctified, and set near himself:							
Wisdom of Jesus son of Sirach	36	36		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲥϩⲟⲩⲣ ϩⲟⲓ̈ⲛⲉ ⲛ̅ϩⲏⲧⲟⲩ ⲁⲩⲱ ⲁϥⲑⲃ̅ⲃⲓⲟⲟⲩ ⲁⲩⲱ ⲁϥⲧⲁⲩⲟⲟⲩ ⲉϩⲣⲁⲓ̈ ϩⲓ ⲛⲉⲩⲙⲁ ⲛⲁϩⲉⲣⲁⲧⲟⲩ.	but some of them hath he cursed and brought low, and turned out of their places.							
Wisdom of Jesus son of Sirach	36	36	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲩⲟ ⲛ̅ⲑⲉ ⲛ̅ⲟⲩⲟⲙⲉ ⲛ̅ⲕⲉⲣⲁⲙⲉⲩⲥ ϩⲛ̅ ⲧⲉϥϭⲓϫ ⲉⲣⲉ ⲛⲉϥϩⲓⲟⲟⲩⲉ ⲧⲏⲣⲟⲩ ϣⲟⲟⲡ ⲕⲁⲧⲁ ⲡⲉϥⲟⲩⲱϣ.	As the clay is in the potter’s hand, to fashion it at his pleasure:							
Wisdom of Jesus son of Sirach	36	36		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲉⲧⲉⲣⲉ ⲛ̅ⲣⲱⲙⲉ ϩⲛ̅ ⲧϭⲓϫ ⲙ̅ⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲟⲟⲩ ⲉⲧⲱⲱⲃⲉ ⲛⲁⲩ ⲕⲁⲧⲁ ⲡⲉϥⲟⲩⲱϣ.	so man is in the hand of him that made him, to render to them as liketh him best.							
Wisdom of Jesus son of Sirach	36	36	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲁⲅⲁⲑⲟⲛ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡⲡⲉⲑⲟⲟⲩ ⲁⲩⲱ ⲡⲱⲛϩ̅ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡⲙⲟⲩ: ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲙ̅ⲡⲣ̅ⲉϥⲣ̅ⲛⲟⲃⲉ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡⲣⲙ̅ⲛ̅ⲛⲟⲩⲧⲉ.	Good is set against evil, and life against death: so is the godly against the sinner, and the sinner against the godly.							
Wisdom of Jesus son of Sirach	36	36	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲩⲱ ϥϭⲱϣⲧ̅ ⲛ̅ⲧⲉⲓ̈ϩⲉ ⲉⲛⲉϩⲃⲏⲩⲉ ⲧⲏⲣⲟⲩ ⲙ̅ⲡⲉⲧϫⲟⲥⲉ ⲥⲛⲁⲩ ⲥⲛⲁⲩ ⲟⲩⲁ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲛ̅ⲟⲩⲁ.	So look upon all the works of the most High; and there are two and two, one against another.							
Wisdom of Jesus son of Sirach	36	36	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲛⲟⲕ ϩⲱ ⲁⲓ̈ⲣ̅ ⲟⲩϣⲏ ⲛ̅ⲣⲟⲉⲓⲥ ⲉⲡϩⲁⲉ ⲁⲩⲱ ⲁⲓ̈ⲕⲗⲏⲣⲟⲛⲟⲙⲓ ⲙ̅ⲙⲟⲟⲩ ⲛ̅ⲑⲉ ⲛ̅ϣⲟⲣⲡ̅.	Though I was the last to wake up, yet I received their inheritance as from the beginning.							
Wisdom of Jesus son of Sirach	36	36	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲁ ⲙ̅ⲡⲗⲁⲟⲥ ⲛ̅ⲧⲁⲩⲧⲁϩⲙⲉϥ ϩⲙ̅ ⲡⲉⲕⲣⲁⲛ ⲁⲩⲱ ⲡⲓⲥⲣⲁⲏⲗ ⲉⲛⲧⲁⲕⲧⲛ̅ⲧⲱⲛϥ̅ ⲉⲡⲉⲕϣⲣ̅ⲡ ⲙ̅ⲙⲓⲥⲉ.	O Lord, have mercy upon the people that is called by thy name, and upon Israel, whom thou hast named thy firstborn.							
Wisdom of Jesus son of Sirach	36	36	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲛ̅ ϩⲧⲏⲕ ϩⲁ ⲧⲡⲟⲗⲓⲥ ⲙⲛ̅ ⲡⲉⲕⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ⲑⲓⲉⲣⲟⲩⲥⲁⲗⲏⲙ ⲡⲉⲕⲙⲁ ⲛ̅ϣⲱⲡⲉ.	O be merciful unto Jerusalem, thy holy city, the place of thy rest.							
Wisdom of Jesus son of Sirach	36	36	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙⲟⲩϩ ⲛ̅ⲥⲓⲱⲛ ⲛ̅ⲁⲣⲉⲧⲏ ⲛ̅ⲛⲉⲕϣⲡⲏⲣⲉ ⲁⲩⲱ ⲡⲉⲕⲗⲁⲟⲥ ⲛ̅ⲡⲉⲕⲉⲟⲟⲩ.	Fill Sion with thine unspeakable oracles, and thy people with thy glory:							
Wisdom of Jesus son of Sirach	36	36	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϯ ⲟⲩⲙⲛ̅ⲧⲣⲉ ⲛ̅ⲛⲉⲕⲥⲱⲛⲧ̅ ⲛ̅ϣⲟⲣⲡ̅ ⲛⲅ̅ⲧⲟⲩⲛⲉⲥ ⲛⲉⲡⲣⲟⲫⲏⲧⲓⲁ ⲛⲁⲓ̈ ⲉⲧϩⲓ ⲡⲉⲕⲣⲁⲛ.	Give testimony unto those that thou hast possessed from the beginning, and raise up prophets that have been in thy name.							
Wisdom of Jesus son of Sirach	36	36	16	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϯ ⲟⲩⲃⲉⲕⲉ ⲛ̅ⲛⲉⲧϩⲩⲡⲟⲙⲓⲛⲉ ⲉⲣⲟⲕ ⲡϫⲟⲓ̈ⲥ ⲁⲩⲱ ⲙⲁⲣⲟⲩⲧⲁⲛϩⲉⲧ ⲛⲉⲕⲡⲣⲟⲫⲏⲧⲏⲥ.	Reward them that wait for thee, and let thy prophets be found faithful.							
Wisdom of Jesus son of Sirach	36	36	17	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡϫⲟⲉⲓⲥ ⲥⲱⲧⲙ̅ ⲉⲡⲥⲟⲡⲥ̅ ⲛ̅ⲛⲉⲕϩⲙ̅ϩⲁⲗ ⲕⲁⲧⲁ ⲡⲉⲥⲙⲟⲩ ⲛ̅ⲁⲁⲣⲱⲛ ⲉⲧⲃⲉ ⲡⲉⲕⲗⲁⲟⲥ.	O Lord, hear the prayer of thy servants, according to the blessing of Aaron over thy people,							
Wisdom of Jesus son of Sirach	36	36		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲩⲱ .... ⲛ̅ϭⲓ ⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧϩⲓϫⲛ̅ ⲡⲕⲁϩ ϫⲉ ⲛ̅ⲧⲟⲕ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲡⲛⲟⲩⲧⲉ ⲛ̅ϣⲁ ⲉⲛⲉϩ.	that all they which dwell upon the earth may know that thou art the Lord, the eternal God.							
Wisdom of Jesus son of Sirach	36	36	18	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		... ⲉⲥⲟⲩⲉⲙ ϭⲓⲛⲟⲩⲱⲙ ⲛⲓⲙ: .... ⲟⲩⲱⲙ ⲇⲉ ⲉϥⲥⲟⲧⲡ̅ ⲉϭⲓⲛⲟⲩⲱⲙ.	The belly devoureth all meats, yet is one meat better than another.							
Wisdom of Jesus son of Sirach	36	36	19	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲉϣⲟⲩⲱⲃⲉ ⲧⲉ ϣⲁⲥⲧⲱⲡⲉ ⲛ̅ϩⲛⲁϥ: ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲉϣⲁⲣⲉ ⲫⲏⲧ ⲛ̅ⲛ̅ⲥⲁⲃⲉ ⲧⲉⲡ ϩⲛ̅ϣⲁϫⲉ ⲛ̅ϭⲟⲗ.	As the palate tasteth divers kinds of venison: so doth an heart of understanding false speeches.							
Wisdom of Jesus son of Sirach	36	36	20	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲟⲩϩⲏⲧ ⲉϥϭⲟⲟⲙⲉ ϯ ⲟⲩⲗⲩⲡⲏ ⲁⲩⲱ ϣⲁⲣⲉ ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲥⲁⲃⲉ ⲧⲟⲟⲃⲉⲥ ⲛⲁϥ.	A froward heart causeth heaviness: but a man of experience will recompense him.							
Wisdom of Jesus son of Sirach	36	36	21	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲧⲉⲥϩⲓⲙⲉ ϫⲓ ϩⲟⲟⲩⲧ ⲛⲓⲙ ⲟⲩⲛ̅ ⲥϩⲓⲙⲉ ⲇⲉ ⲉⲛⲁⲛⲟⲩϥ ⲉⲥϩⲓⲙⲉ.	A woman will receive every man, yet is one daughter better than another.							
Wisdom of Jesus son of Sirach	36	36	22	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲡⲥⲁ ⲛ̅ⲟⲩⲥϩⲓⲙⲉ ϯ ⲟⲩⲣⲟⲧ ⲙ̅ⲡⲉⲥϩⲟ ⲁⲩⲱ ⲥⲥⲟⲧⲡ̅ ⲉⲉⲡⲓⲑⲩⲙⲓⲁ ⲛⲓⲙ.	The beauty of a woman cheereth the countenance, and a man loveth nothing better.							
Wisdom of Jesus son of Sirach	36	36	23	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉϣⲱⲡⲉ ⲟⲩⲛ̅ ⲛⲁϩⲓ ⲙⲛ̅ⲧⲣⲙ̅ⲣⲁϣ ϩⲓ ⲛⲉⲥⲥⲡⲟⲧⲟⲩ ⲉⲉⲓⲉ ⲡⲉⲥϩⲁⲓ̈ ⲛ̅ⲟⲩ ⲕⲁⲧⲁ ⲛ̅ϣⲏⲣⲉ ⲛ̅ⲣ̅ⲣⲱⲙⲉ ⲁⲛ ⲡⲉ.	If there be kindness, meekness, and comfort, in her tongue, then is not her husband like other men.							
Wisdom of Jesus son of Sirach	36	36	24	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧⲛⲁⲕⲱ ⲛⲁϥ ⲛ̅ⲟⲩⲥϩⲓⲙⲉ ⲁϥⲁⲣⲭⲓ ⲛ̅ⲕⲱ ⲛⲁϥ ⲛ̅ⲟⲩⲃⲟⲏⲑⲟⲥ ⲕⲁⲧⲁ ⲣⲟϥ ⲁⲩⲱ ⲟⲩⲥⲧⲩⲗⲟⲥ ⲛ̅ⲙ̅ⲧⲟⲛ.	He that getteth a wife beginneth a possession, a help like unto himself, and a pillar of rest.							
Wisdom of Jesus son of Sirach	36	36	25	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡϭⲱⲙ ⲉⲧⲉ ⲙⲛ̅ ϫⲟⲗϫⲗ̅ ⲙ̅ⲙⲟϥ ϣⲁⲩⲧⲟⲣⲡϥ̅ ⲁⲩⲱ ⲡⲉⲧⲕⲱⲧⲉ ⲛⲁⲁϣⲁϩⲟⲙ ⲡⲙⲁ ⲉⲧⲉ ⲥϩⲓⲙⲉ ⲛ̅ϩⲏⲧϥ̅	Where no hedge is, there the possession is spoiled: and he that hath no wife will wander up and down mourning.							
Wisdom of Jesus son of Sirach	36	36	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲓⲙ ⲡⲉⲧⲛⲁⲧⲁⲛϩⲟⲩⲧ ..... ⲉϥϩⲏⲕ ⲉϥϥⲱϭⲉ ⲉⲃⲟⲗ ϩⲛ̅ ⲟⲩⲡⲟⲗⲓⲥ ⲉⲡⲟⲗⲓⲥ;	Who will trust a thief well appointed, that skippeth from city to city?							
Wisdom of Jesus son of Sirach	36	36		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲛ̅ⲟⲩⲣⲱⲙⲉ ⲙⲛ̅ⲧϥ̅ .... ⲡⲉ ⲉϣⲁϥϭⲟⲉⲓⲗⲉ ⲉⲡⲙⲁ ⲉⲧϥ̅ⲛⲁϫⲓⲣⲟⲩϩⲉ ⲛ̅ϩⲏⲧϥ̅.	so who will believe a man that hath no house, and lodgeth wheresoever the night taketh him?							
Wisdom of Jesus son of Sirach	37	37	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲃⲏⲣ ⲛⲓⲙ ⲛⲁϫⲟⲟⲥ ϫⲉ ⲁⲓ̈ⲣ̅ϣⲃⲏⲣ ϩⲱ ⲁⲗⲗⲁ ⲟⲩⲛ̅ ϣⲃⲏⲣ ⲉⲡⲉϥⲣⲁⲛ ⲙ̅ⲙⲁⲧⲉ ⲡⲉ ϣⲃⲏⲣ.	Every friend saith, I am his friend also: but there is a friend, which is only a friend in name.							
Wisdom of Jesus son of Sirach	37	37	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙⲏ ⲙⲛ̅ⲗⲩⲡⲏ ϣⲟⲟⲡ ϣⲁϩⲣⲁⲓ̈ ⲉⲡⲙⲟⲩ ⲁⲩⲱ ⲟⲩⲛ̅ ϣⲃⲏⲣ ⲉⲩⲛⲙ̅ⲙⲁⲕ ⲉϣⲁⲩⲕⲟⲧⲟⲩ ⲉⲩⲙⲛ̅ⲧϫⲁϫⲉ;	Is it not a grief unto death, when a companion and friend is turned to an enemy?							
Wisdom of Jesus son of Sirach	37	37	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲱ ⲡⲙⲉⲉⲩⲉ ⲉⲑⲟⲟⲩ ⲛ̅ⲧⲁⲕⲉⲓ ⲧⲱⲛ ⲉϩⲃ̅ⲥ ⲡⲕⲁϩ ϩⲛ̅ ⲟⲩⲕⲣⲟϥ;	O wicked imagination, whence camest thou in to cover the earth with deceit?							
Wisdom of Jesus son of Sirach	37	37	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲟⲩϣⲃⲏⲣ ϩⲏⲇⲁⲛⲉ ⲙ̅ⲡⲉϥϣⲃⲏⲣ ϩⲛ̅ ⲟⲩⲟⲩⲛⲟϥ ⲁⲩⲱ ϩⲙ̅ ⲡⲉⲟⲩⲟⲉⲓϣ ⲛ̅ⲧⲉⲑⲗⲓⲯⲓⲥ ϥⲛⲁϯ ⲟⲩⲃⲏϥ.	There is a companion, which rejoiceth in the prosperity of a friend, but in the time of trouble will be against him.							
