book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	1	01	24	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϣⲁϥⲭⲱⲡ ⲛ̀ⲛⲉϥⲥⲁϫⲓ ϣⲁ ⲡⲥⲏⲟⲩ ⲟⲩⲟϩ ϣⲁⲣⲉ ⲛⲓⲥⲫⲟⲧⲟⲩ ⲛ̀ⲧⲉ ⲟⲩⲙⲏϣ ⲥⲁϫⲓ ⲉⲧⲉϥⲙⲉⲧⲥⲁⲃⲉ	ⲟⲩⲛ ϩⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ ..... ⲛⲓⲁⲛⲁϩⲱⲣ ⲛ̅ⲧⲥⲟⲫⲓⲁ: ⲟⲩⲃⲟⲧⲉ ⲡⲉ ⲙ̅ⲡⲣⲉϥⲣ̅ⲛⲟⲃⲉ ⲧⲙⲛ̅ⲧϣⲙ̅ϣⲉ ⲛⲟⲩⲧⲉ.	He will hide his words for a time, and the lips of many shall declare his wisdom.	ἕως καιροῦ κρύψει τοὺς λόγους αὐτοῦ, καὶ χείλη πολλῶν ἐκδιηγήσεται σύνεσιν αὐτοῦ.						
Wisdom of Jesus son of Sirach	1	01	25	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲟⲩⲟⲛ ϩⲁⲛⲡⲁⲣⲁⲃⲟⲗⲏ ⲛ̀ⲥⲃⲱ ⲭⲏ ϧⲉⲛ ⲛⲓⲁϩⲱⲣ ⲛ̀ⲧⲉ ϯⲥⲟⲫⲓⲁ ϯⲙⲉⲧⲣⲉϥϣⲁⲙϣⲉ ⲛⲟⲩϯ ⲇⲉ ⲟⲩⲱⲣⲉⲃ ⲇⲉ ⲙ̀ⲡⲓⲣⲉϥⲉⲣⲛⲟⲃⲓ	ⲉⲕϣⲁⲛⲉⲡⲓⲑⲩⲙⲉⲓ ⲉⲧⲥⲟⲫⲓⲁ ....ⲉⲛⲧⲟⲗⲏ ⲁⲩⲱ ⲡϫⲟⲉⲓⲥ ⲛⲁⲧⲁⲁⲥ ⲛⲁⲕ.	The parables of knowledge are in the treasures of wisdom: but godliness is an abomination to a sinner.	Ἐν θησαυροῖς σοφίας παραβολαὶ ἐπιστήµης, βδέλυγµα δὲ ἁµαρτωλῷ θεοσέβεια.						
Wisdom of Jesus son of Sirach	1	01	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲁⲕϣⲁⲛⲉⲣⲉⲡⲓⲑⲩⲙⲓⲛ ⲛ̀ϯⲥⲟⲫⲓⲁ ⲁⲣⲉϩ ⲉ̀ⲛⲓⲉⲛⲧⲟⲗⲏ ⲟⲩⲟϩ ϥⲛⲁⲧⲏⲓⲥ ⲛⲁⲕ ⲛ̀ϫⲉ ⲡϭ̅ⲥ̅	ⲧⲥⲟⲫⲓⲁ ⲅⲁⲣ ⲙⲛ̅ ⲧⲉⲥⲃⲱ ⲡⲉ ⲑⲟⲧⲉ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲡⲉⲧⲉϩⲛⲁϥ ⲡⲉ ⲧⲡⲓⲥⲧⲓⲥ ⲙⲛ̅ ⲧⲙⲛ̅ⲧⲣⲙ̅ⲣⲁϣ.	If thou desire wisdom, keep the commandments, and the Lord shall give her unto thee.	ἐπιθυµήσας σοφίαν διατήρησον ἐντολάς, καὶ κύριος χορηγήσει σοι αὐτήν.						
Wisdom of Jesus son of Sirach	1	01	27	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϯⲥⲟⲫⲓⲁ ⲅⲁⲣ ⲛⲉⲙ ϯⲥⲃⲱ ϯϩⲟϯ ⲛ̀ⲧⲉ ⲡϭ̅ⲥ̅ ⲧⲉ ⲟⲩⲟϩ ⲫⲏ ⲉⲧⲉϩⲛⲁϥ ⲡⲉ ⲡⲓⲛⲁϩϯ ⲛⲉⲙ ϯⲙⲉⲧⲣⲉⲙⲣⲁⲩϣ	.....ⲑⲟⲧⲉ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲙ̅ⲡⲣϯ ⲙ̅ⲡⲉⲕⲟⲩⲟⲓ̈ ⲉⲣⲟϥ ϩⲛ̅ ⲟⲩⲙⲛ̅ⲧϩⲏⲧ ⲥⲛⲁⲩ	For the fear of the Lord is wisdom and instruction: and faith and meekness are his delight.	σοφία γὰρ καὶ παιδεία φόβος κυρίου, καὶ ἡ εὐδοκία αὐτοῦ πίστις καὶ πραότης.						
Wisdom of Jesus son of Sirach	1	01	28	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲙ̀ⲡⲉⲣⲉⲣⲁⲧⲥⲱⲧⲉⲙ ⲉ̀ϯϩⲟϯ ⲛ̀ⲧⲉ ⲡϭ̅ⲥ̅ ⲟⲩⲟϩ ⲙ̀ⲡⲉⲣϧⲱⲛⲧ ⲉ̀ⲣⲟϥ ϧⲉⲛ ⲟⲩⲙⲉⲧϩⲏⲧ ⲃ̅	..... ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲛ̅ⲛ̅ⲣⲱⲙⲉ ..... ⲛⲉⲕⲥⲡⲟⲧⲟⲩ.	Distrust not the fear of the Lord when thou art poor: and come not unto him with a double heart.	µὴ ἀπειθήσῃς φόβῳ κυρίου καὶ µὴ προσέλθῃς αὐτῷ ἐν καρδίᾳ δισσῇ.						
Wisdom of Jesus son of Sirach	1	01	29	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲙ̀ⲡⲉⲣⲉⲣⲙⲉⲧϣⲟⲃⲓ ⲙ̀ⲡⲉⲙ̀ⲑⲟ ⲉ̀ⲃⲟⲗ ⲛ̀ⲛⲓⲣⲱⲙⲓ ⲙⲁϩⲑⲏⲕ ⲉ̀ⲣⲱⲕ ⲛⲉⲙ ⲛⲉⲕⲥⲫⲟⲧⲟⲩ		Be not an hypocrite in the sight of men, and take good heed what thou speakest.	µὴ ὑποκριθῇς ἐν στόµασιν ἀνθρώπων καὶ ἐν τοῖς χείλεσίν σου πρόσεχε.						
Wisdom of Jesus son of Sirach	1	01	30	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲙ̀ⲡⲉⲣϭⲓⲥⲓ ⲙ̀ⲙⲟⲕ ϫⲉ ⲛ̀ⲛⲉⲕϩⲉⲓ ⲛ̀ⲧⲉⲕⲓⲛⲓ ⲛ̀ⲟⲩϣⲱϣ ⲉ̀ϫⲉⲛ ⲧⲉⲕⲯⲩⲭⲏ ⲟⲩⲟϩ ⲛ̀ⲧⲉ ⲡϭ̅ⲥ̅ ϭⲱⲣⲡ ⲛ̀ⲛⲏ ⲉⲧϩⲏⲡ ⲛ̀ⲧⲁⲕ ⲉ̀ⲃⲟⲗ ⲟⲩⲟϩ ⲛ̀ⲧⲉϥⲧⲁⲟⲩⲱⲕ ⲉ̀ⲡⲉⲥⲏⲧ ⲉ̀ⲑⲙⲏϯ ⲛ̀ⲟⲩⲑⲱⲟⲩⲧⲥ ϫⲉ ⲙ̀ⲡⲉⲕϧⲱⲛⲧ ⲉ̀ϯϩⲟϯ ⲛ̀ⲧⲉ ⲡϭ̅ⲥ̅ ⲟⲩⲟϩ ⲡⲉⲕϩⲏⲧ ⲙⲉϩ ⲛ̀ⲭⲣⲟϥ		Exalt not thyself, lest thou fall, and bring dishonour upon thy soul, and so God discover thy secrets, and cast thee down in the midst of the congregation, because thou camest not in truth to the fear of the Lord, but thy heart is full of deceit.	µὴ ἐξύψου σεαυτόν, ἵνα µὴ πέσῃς καὶ ἐπαγάγῃς τῇ ψυχῇ σου ἀτιµίαν, καὶ ἀποκαλύψει κύριος τὰ κρυπτά σου καὶ ἐν µέσῳ συναγωγῆς καταβαλεῖ σε, ὅτι οὐ προσῆλθες φόβῳ κυρίου καὶ ἡ καρδία σου πλήρης δόλου.						
Wisdom of Jesus son of Sirach	2	02	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲡⲁϣⲏⲣⲓ ⲓⲥϫⲉ ⲭⲛⲁϯ ⲙ̀ⲡⲉⲕⲟⲩⲟⲓ ⲉ̀ⲉⲣⲃⲱⲕ ⲙ̀ⲡϭ̅ⲥ̅ ⲥⲉⲃⲧⲉ ⲧⲉⲕⲯⲩⲭⲏ ⲉ̀ϩⲁⲛⲡⲓⲣⲁⲥⲙⲟⲥ	.....ϩⲙ̅ϩⲁⲗ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲥⲃ̅ⲧⲉ ⲧⲉⲕⲯⲩⲭⲏ ⲉⲩⲡⲓⲣⲁⲥⲙⲟⲥ.	My son, if thou come to serve the Lord, prepare thy soul for temptation.	Τέκνον, εἰ προσέρχῃ δουλεύειν κυρίῳ, ἑτοίµασον τὴν ψυχήν σου εἰς πειρασµόν·						
Wisdom of Jesus son of Sirach	2	02	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲥⲟⲩⲧⲉⲛ ⲡⲉⲕϩⲏⲧ ⲟⲩⲟϩ ϥⲁⲓ ⲉ̀ⲣⲟⲕ ⲛ̀ⲧⲉⲕϣ̀ⲧⲉⲙϫⲁⲡϫⲉⲡ ϧⲉⲛ ⲡⲥⲏⲟⲩ ⲛ̀ⲛⲉⲕϧⲓⲥⲓ	ⲥⲟⲩⲧⲛ̅ ⲡⲉⲕϩⲏⲧ ⲁⲩⲱ ⲛⲅ̅ϥⲓ ⲉⲣⲟⲕ ⲛⲅ̅ⲧⲙ̅ϭⲉⲡϭⲡ̅ ϩⲙ̅ ⲡⲉⲟⲩⲟⲉⲓϣ ⲙ̅ⲡⲉⲕϩⲓⲥⲉ.	Set thy heart aright, and constantly endure, and make not haste in time of trouble.	εὔθυνον τὴν καρδίαν σου καὶ καρτέρησον καὶ µὴ σπεύσῃς ἐν καιρῷ ἐπαγωγῆς·						
Wisdom of Jesus son of Sirach	2	02	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲧⲟⲙⲕ ⲉ̀ⲣⲟϥ ⲛ̀ⲧⲉⲕϣ̀ⲧⲉⲙϩⲉⲛⲕ ⲉ̀ⲃⲟⲗ ⲙ̀ⲙⲟϥ ϫⲉ ⲉⲕⲉ̀ⲁⲓⲁⲓ ϧⲉⲛ ⲧⲉⲕϧⲁⲉ̀	ⲧⲟϭⲕ̅ ⲉⲣⲟϥ ⲛⲅ̅ⲧⲙ̅ⲥⲁϩⲱⲕ ⲉⲃⲟⲗ ⲙ̅ⲙⲟϥ ϫⲉ ⲉⲕⲉⲁⲩⲝⲁⲛⲉ ϩⲛ̅ ⲧⲉⲕϩⲁⲏ.	Cleave unto him, and depart not away, that thou mayest be increased at thy last end.	κολλήθητι αὐτῷ καὶ µὴ ἀποστῇς, ἵνα αὐξηθῇς ἐπ’ ἐσχάτων σου.						
Wisdom of Jesus son of Sirach	2	02	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϩⲱⲃ ⲛⲓⲃⲉⲛ ⲉⲑⲛⲏⲟⲩ ⲉ̀ϫⲱⲕ ϣⲟⲡⲟⲩ ⲉ̀ⲣⲟⲕ ⲛ̀ⲧⲉⲕϣⲱⲡⲓ ⲛ̀ⲣⲉϥⲱⲟⲩⲛϩⲏⲧ ϧⲉⲛ ⲡⲕⲁϩⲓ ⲙ̀ⲡⲉⲕⲑⲉⲃⲓⲟ	ϩⲱⲃ ⲛⲓⲙ ⲉⲧⲛⲛⲏⲩ ⲉϫⲱⲕ ϣⲟⲡϥ̅ ⲉⲣⲟⲕ: ⲛⲅ̅ⲣ̅ϩⲁⲣϣ̅ϩⲏⲧ ϩⲙ̅ ⲡⲉⲙ̅ⲕⲁϩ ⲙ̅ⲡⲉⲕⲑⲃ̅ⲃⲓⲟ.	Whatsoever is brought upon thee take cheerfully, and be patient when thou art changed to a low estate.	πᾶν, ὃ ἐὰν ἐπαχθῇ σοι, δέξαι καὶ ἐν ἀλλάγµασιν ταπεινώσεώς σου µακροθύµησον·						
Wisdom of Jesus son of Sirach	2	02	5	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ϫⲉ ⲉ̀ϣⲁⲩⲉⲣⲇⲟⲕⲓⲙⲁⲍⲓⲛ ⲅⲁⲣ ⲙ̀ⲡⲓⲛⲟⲩⲃ ϩⲓⲧⲉⲛ ⲡⲓⲭⲣⲱⲙ ⲛⲓⲥⲱⲧⲡ ϩⲱⲧⲉⲛ ⲛ̀ⲧⲉ ⲛⲓⲣⲱⲙⲓ ϧⲉⲛ ⲟⲩϩⲣⲱ ⲛ̀ⲑⲉⲃⲓⲟ	ϫⲉ ⲉϣⲁⲩⲇⲟⲕⲓⲙⲁⲍⲉ ⲙ̅ⲡⲛⲟⲩⲃ ϩⲙ̅ ⲡⲕⲱϩⲧ̅ ⲛ̅ⲥⲱⲧⲡ̅ ϩⲱⲟⲩ ⲛ̅ⲣⲱⲙⲉ ϩⲛ̅ ⲟⲩϩⲣⲱ ⲛ̅ⲑⲃ̅ⲃⲓⲟ.	For gold is tried in the fire, and acceptable men in the furnace of adversity.	ὅτι ἐν πυρὶ δοκιµάζεται χρυσὸς καὶ ἄνθρωποι δεκτοὶ ἐν καµίνῳ ταπεινώσεως.						
Wisdom of Jesus son of Sirach	2	02	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲛⲁϩϯ ⲉ̀ⲣⲟϥ ⲟⲩⲟϩ ϥⲛⲁϣⲟⲡⲕ ⲉ̀ⲣⲟϥ ⲥⲟⲩⲧⲉⲛ ⲛⲉⲕⲙⲱⲓⲧ ⲛ̀ⲧⲉⲕⲉⲣϩⲉⲗⲡⲓⲥ ⲉ̀ⲣⲟϥ	ⲡⲓⲥⲧⲉⲩⲉ ⲉⲣⲟϥ ⲁⲩⲱ ϥⲛⲁϣⲟⲡⲕ̅ ⲉⲣⲟϥ: ⲛⲅ̅ⲥⲟⲟⲩⲧⲛ̅ ⲛ̅ⲛⲉⲕϩⲓⲟⲟⲩⲉ ⲛⲅ̅ϩⲉⲗⲡⲓⲍⲉ ⲉⲣⲟϥ.	Believe in him, and he will help thee; order thy way aright, and trust in him.	πίστευσον αὐτῷ, καὶ ἀντιλήµψεταί σου· εὔθυνον τὰς ὁδούς σου καὶ ἔλπισον ἐπ’ αὐτόν.						
Wisdom of Jesus son of Sirach	2	02	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲛⲏ ⲉⲧⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ϫⲟⲩϣⲧ ϧⲁⲧϩⲏ ⲙ̀ⲡⲉϥⲛⲁⲓ ⲙ̀ⲡⲉⲣⲣⲓⲕⲓ ϫⲉ ⲛ̀ⲛⲉⲧⲉⲛϩⲉⲓ	ⲛⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ϭⲱϣⲧ̅ ⲉⲃⲟⲗ ϩⲏⲧϥ̅ ⲙ̅ⲡⲉϥⲛⲁ: ⲙ̅ⲡⲣ̅ⲣⲓⲕⲉ ϫⲛ̅ⲛⲉⲕϩⲉ.	Ye that fear the Lord, wait for his mercy; and go not aside, lest ye fall.	Οἱ φοβούµενοι τὸν κύριον, ἀναµείνατε τὸ ἔλεος αὐτοῦ καὶ µὴ ἐκκλίνητε, ἵνα µὴ πέσητε.						
Wisdom of Jesus son of Sirach	2	02	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲛⲏ ⲉⲧⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ⲛⲁϩϯ ⲉ̀ⲣⲟϥ ⲟⲩⲟϩ ⲛⲉⲧⲉⲛⲃⲉⲭⲉ ⲛ̀ⲛⲟⲩⲧⲁⲕⲟ	ⲛⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲡⲓⲥⲧⲉⲩⲉ ⲉⲣⲟϥ ⲁⲩⲱ ⲛⲉ ⲡⲉⲧⲛ̅ⲃⲉⲕⲉ ϩⲉ ⲉⲃⲟⲗ.	Ye that fear the Lord, believe him; and your reward shall not fail.	οἱ φοβούµενοι κύριον, πιστεύσατε αὐτῷ, καὶ οὐ µὴ πταίσῃ ὁ µισθὸς ὑµῶν.						
Wisdom of Jesus son of Sirach	2	02	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach	ⲛⲏ ⲉⲧⲉⲣϩⲟϯ ϧⲁⲧϩⲏ ⲙ̀ⲡϭ̅ⲥ̅ ⲉⲣϩⲉⲗⲡⲓⲥ ⲉϩⲁⲛⲁⲅⲁⲑⲟⲛ ⲛⲉⲙ ⲟⲩⲱⲛϧ ⲛ̀ⲉⲛⲉϩ ⲛⲉⲙ ⲟⲩⲛⲁⲓ	ⲛⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ϩⲉⲗⲡⲓⲍⲉ ⲉⲛⲉⲡⲁⲅⲁⲑⲟⲛ ⲁⲩⲱ ⲟⲩⲟⲩⲛⲟϥ ϣⲁ ⲉⲛⲉϩ ⲙⲛ̅ ⲟⲩⲛⲁ.	Ye that fear the Lord, hope for good, and for everlasting joy and mercy.	οἱ φοβούµενοι κύριον, ἐλπίσατε εἰς ἀγαθὰ καὶ εἰς εὐφροσύνην αἰῶνος καὶ ἔλεος.						
Wisdom of Jesus son of Sirach	2	02	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϭⲱϣⲧ̅ ............ ⲛⲁⲩ ..... ⲛⲓⲙ .... ⲡⲓⲥⲧⲉⲩⲉ...	Look at the generations of old, and see; did ever any trust in the Lord, and was confounded? or did any abide in his fear, and was forsaken? or whom did he ever despise, that called upon him?	ἐµβλέψατε εἰς ἀρχαίας γενεὰς καὶ ἴδετε· τίς ἐνεπίστευσεν κυρίῳ καὶ κατῃσχύνθη; ἢ τίς ἐνέµεινεν τῷ φόβῳ αὐτοῦ καὶ ἐγκατελείφθη; ἢ τίς ἐπεκαλέσατο αὐτόν, καὶ ὑπερεῖδεν αὐτόν;						
Wisdom of Jesus son of Sirach	2	02	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲏ ⲛⲓⲙ ⲡⲉⲛⲧⲁϥϭⲱ ϩⲛ̅ ⲛⲉϥⲉⲛⲧⲟⲗⲏ ⲁϥⲕⲁⲁϥ ⲛ̅ⲥⲱϥ; ⲏ ⲛⲓⲙ ⲡⲉⲛⲧⲁϥⲱϣ ⲉϩⲣⲁⲓ̈ ⲉⲣⲟϥ ⲁϥⲟⲃϣϥ̅ ⲉⲣⲟϥ;	For the Lord is full of compassion and mercy, longsuffering, and very pitiful, and forgiveth sins, and saveth in time of affliction.	διότι οἰκτίρµων καὶ ἐλεήµων ὁ κύριος καὶ ἀφίησιν ἁµαρτίας καὶ σῴζει ἐν καιρῷ θλίψεως.						
Wisdom of Jesus son of Sirach	2	02	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲉ ⲟⲩϣⲁⲛϩⲧⲏϥ̅ ⲛ̅ⲛⲁⲏⲧ ⲡⲉ ⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲟⲩϣⲁϥⲕⲁ ⲛⲟⲃⲉ ⲉⲃⲟⲗ ⲁϥⲧⲟⲩϫⲟ ϩⲛ̅ ⲛⲉⲟⲩⲟⲉⲓϣ ⲛ̅ⲧⲉⲑⲗⲓⲯⲓⲥ.	Woe be to fearful hearts, and faint hands, and the sinner that goeth two ways!	Οὐαὶ καρδίαις δειλαῖς καὶ χερσὶν παρειµέναις καὶ ἁµαρτωλῷ ἐπιβαίνοντι ἐπὶ δύο τρίβους.						
Wisdom of Jesus son of Sirach	2	02	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲟⲓ̈ ⲛ̅ⲟⲩϩⲏⲧ ⲛ̅ϭⲱⲃ ⲙⲛ̅ ϩⲉⲛ̅ϭⲓϫ ⲉⲩⲕⲏ ⲁⲩⲱ ⲟⲩⲣⲉϥⲣ̅ⲛⲟⲃⲉ ⲉϥⲙⲟⲟϣⲉ ϩⲓ ϩⲓⲏ ⲥⲛⲁⲩ.	Woe unto him that is fainthearted! for he believeth not; therefore shall he not be defended.	οὐαὶ καρδίᾳ παρειµένῃ, ὅτι οὐ πιστεύει· διὰ τοῦτο οὐ σκεπασθήσεται.						
Wisdom of Jesus son of Sirach	2	02	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲟⲓ̈ ⲛ̅ⲟⲩϩⲏⲧ ⲛ̅ϭⲱⲃ ϫⲉ ⲛϥ̅ⲡⲓⲥⲧⲉⲩⲉ ⲁⲛ: ⲉⲧⲃⲉ ⲛⲁⲓ̈ ⲛ̅ⲥⲉⲛⲁⲥⲕⲉⲡⲁⲍⲉ ⲙ̅ⲙⲟϥ ⲁⲛ.	Woe unto you that have lost patience! and what will ye do when the Lord shall visit you?	οὐαὶ ὑµῖν τοῖς ἀπολωλεκόσιν τὴν ὑποµονήν· καὶ τί ποιήσετε ὅταν ἐπισκέπτηται ὁ κύριος;						
Wisdom of Jesus son of Sirach	2	02	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲟⲓ̈ ⲛⲏⲧⲛ̅ ⲛⲉⲛⲧⲁⲩⲕⲁ ⲧⲟⲟⲧⲟⲩ ⲉⲃⲟⲗ: ⲁⲩⲱ ⲉⲣⲉⲧⲛ̅ⲛⲁⲣ̅ ⲟⲩ ⲉⲣϣⲁⲛ ⲡϫⲟⲉⲓⲥ ϭⲙ̅ⲡⲉⲧⲛ̅ϣⲓⲛⲉ;	They that fear the Lord will not disobey his Word; and they that love him will keep his ways.	οἱ φοβούµενοι κύριον οὐκ ἀπειθήσουσιν ῥηµάτων αὐτοῦ, καὶ οἱ ἀγαπῶντες αὐτὸν συντηρήσουσιν τὰς ὁδοὺς αὐτοῦ.						
Wisdom of Jesus son of Sirach	2	02	16	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲙⲉⲩⲣ̅ ⲁⲧⲥⲱⲧⲙ̅ ⲛ̅ⲥⲁ ⲛⲉϥϣⲁϫⲉ ⲁⲩⲱ ⲛⲉⲧⲙⲉ ⲙ̅ⲙⲟϥ ϣⲁⲩϩⲁⲣⲉϩ ⲉⲛⲉϥϩⲓⲟⲟⲩⲉ.	They that fear the Lord will seek that which is well, pleasing unto him; and they that love him shall be filled with the law.	οἱ φοβούµενοι κύριον ζητήσουσιν εὐδοκίαν αὐτοῦ, καὶ οἱ ἀγαπῶντες αὐτὸν ἐµπλησθήσονται τοῦ νόµου.						
Wisdom of Jesus son of Sirach	2	02	17	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ϣⲁⲩϣⲓⲛⲉ ⲛ̅ⲥⲁ ⲡⲉⲧⲉϩⲛⲁϥ ⲁⲩⲱ ⲛⲉⲧⲙⲉ ⲙ̅ⲙⲟϥ ϣⲁⲩϣⲓⲛⲉ ⲛ̅ⲥⲁ ⲡⲉϥⲛⲟⲙⲟⲥ.	They that fear the Lord will prepare their hearts, and humble their souls in his sight,	οἱ φοβούµενοι κύριον ἑτοιµάσουσιν καρδίας αὐτῶν καὶ ἐνώπιον αὐτοῦ ταπεινώσουσιν τὰς ψυχὰς αὐτῶν.						
Wisdom of Jesus son of Sirach	2	02	18	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲥⲉⲛⲁⲥⲟⲃⲧⲉ ⲛ̅ⲛⲉⲩϩⲏⲧ ⲁⲩⲱ ϣⲁⲩⲑⲃ̅ⲃⲓⲟ ⲛ̅ⲛⲉⲩⲯⲩⲭⲏ ⲙ̅ⲡⲉϥⲙ̅ⲧⲟ ⲉⲃⲟⲗ.	Saying, We will fall into the hands of the Lord, and not into the hands of men: for as his majesty is, so is his mercy.	ἐµπεσούµεθα εἰς χεῖρας κυρίου καὶ οὐκ εἰς χεῖρας ἀνθρώπων· ὡς γὰρ ἡ µεγαλωσύνη αὐτοῦ, οὕτως καὶ τὸ ἔλεος αὐτοῦ.						
Wisdom of Jesus son of Sirach	3	03	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲥⲱⲧⲙ̅ ⲉⲣⲟⲓ̈ ⲛⲁϣⲏⲣⲉ ⲡⲉⲧⲛ̅ⲉⲓⲱⲧ ⲛ̅ⲧⲉⲧⲛ̅ⲣ̅ ⲧⲉⲓ̈ϩⲉ ϫⲉ ⲉⲣⲉⲧⲛ̅ⲉⲱⲛϩ̅.	Hear me your father, O children, and do thereafter, that ye may be safe.							
Wisdom of Jesus son of Sirach	3	03	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡϫⲟⲉⲓⲥ ⲅⲁⲣ ⲁϥϯⲉⲟⲟⲩ ⲙ̅ⲡⲉⲓⲱⲧ ⲉϩⲟⲩⲟ ⲉⲛ̅ϣⲏⲣⲉ ⲁⲩⲱ ⲁϥⲧⲁϫⲣⲉ ⲫⲁⲡ ⲛ̅ⲧⲙⲁⲁⲩ ⲉϫⲛ̅ ⲛ̅ϣⲉⲉⲣⲉ.	For the Lord hath given the father honour over the children, and hath confirmed the authority of the mother over the sons.							
Wisdom of Jesus son of Sirach	3	03	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧⲧⲁⲉⲓⲟ ⲙ̅ⲡⲉϥⲉⲓⲱⲧ ϥⲛⲁ ⲉⲃⲟⲗ .... ⲁⲩⲱ .....	Whoso honoureth his father maketh an atonement for his sins:							
