book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	18	18	25	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ⲙ̅ⲡⲉⲟⲩⲟⲉⲓϣ ⲙ̅ⲫⲉⲃⲱⲱⲛ ϩⲙ̅ ⲡⲉϩⲟⲟⲩ ⲙ̅ⲡⲥⲉⲓ ⲧⲙⲛ̅ⲧϩⲏⲕⲉ ⲙⲛ̅ ⲡⲉϭⲣⲱϩ ϩⲙ̅ ⲡⲉϩⲟⲟⲩ ⲛ̅ⲧⲙⲛ̅ⲧⲣⲙ̅ⲙⲁⲟ.	When thou hast enough, remember the time of hunger: and when thou art rich, think upon poverty and need.							
Wisdom of Jesus son of Sirach	18	18	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲓⲛ ϩⲧⲟⲟⲩⲉ ⲅⲁⲣ ϣⲁ ⲣⲟⲩϩⲉ ⲡⲉⲟⲩⲟⲉⲓϣ ⲡⲱⲱⲛⲉ ⲁⲩⲱ ϩⲛ̅ ⲗⲁⲁⲩ ⲧⲏⲣⲟⲩ ⲛⲉ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡϫⲟⲉⲓⲥ.	From the morning until the evening the time is changed, and all things are soon done before the Lord.							
Wisdom of Jesus son of Sirach	18	18	27	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲥⲟⲫⲟⲥ ϣⲁϥⲣ̅ϩⲟⲧⲉ ϩⲛ̅ ϩⲱⲃ ⲛⲓⲙ ⲁⲩⲱ ⲡⲉϩⲟⲟⲩ ⲙ̅ⲡⲛⲟⲃⲉ ϣⲁϥⲥⲁϩⲱϥ ⲉⲃⲟⲗ ⲙ̅ⲙⲟϥ.	A wise man will fear in every thing, and in the day of sinning he will beware of offence: but a fool will not observe time.							
Wisdom of Jesus son of Sirach	18	18	28	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ⲣⲙ̅ⲛ̅ϩⲏⲧ ⲛⲓⲙ ⲉⲓⲙⲉ ⲉⲧⲥⲟⲫⲓⲁ ⲁⲩⲱ ϣⲁⲥⲟⲩⲱⲛϩ̅ ⲉⲃⲟⲗ ⲙ̅ⲡⲉⲛⲧⲁϥϩⲉ ⲉⲣⲟⲥ	Every man of understanding knoweth wisdom, and will give praise unto him that found her.							
Wisdom of Jesus son of Sirach	18	18	29	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		........... ⲁⲩⲣ̅ ⲥⲁⲃⲉ ⲁⲩⲱ ϣⲁⲩⲃⲉⲉⲃⲉ ⲛ̅ϩⲉⲛⲡⲁⲣϩⲟⲓⲙⲓⲁ ⲉⲩⲟⲣϫ̅. ⲧⲉⲅⲕⲣⲁⲧⲓⲁ ⲛ̅ⲧⲉⲯⲩⲭⲏ.	They that were of understanding in sayings became also wise themselves, and poured forth exquisite parables.							
Wisdom of Jesus son of Sirach	18	18	30	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ⲟⲩⲁϩⲕ̅ ⲛ̅ⲥⲁ ⲡⲉⲕⲟⲩⲱϣ ⲁⲩⲱ ⲁⲙⲁϩⲧⲉ ⲙ̅ⲙⲟⲕ ⲉⲛ ⲉⲧⲕ̅ⲟⲩⲁϣⲟⲩ.	Go not after thy lusts, but refrain thyself from thine appetites.							
Wisdom of Jesus son of Sirach	18	18	31	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲕϣⲁⲛϯ ⲅⲁⲣ ⲛ̅ⲧⲉⲯⲩⲭⲏ ⲙ̅ⲡⲟⲩⲱϣ ⲉⲧⲉϩⲛⲁⲥ ϣⲁⲥⲧⲣⲉ ⲛⲉⲕϫⲁϫⲉ ⲣⲁϣⲉ ⲙ̅ⲙⲟⲕ.	If thou givest thy soul the desires that please her, she will make thee a laughingstock to thine enemies that malign thee.							
Wisdom of Jesus son of Sirach	18	18	32	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ⲉⲩⲫⲣⲁⲛⲉ ⲉϫⲛ̅ ϩⲁϩ ⲛ̅ⲧⲣⲩⲫⲏ ⲁⲩⲱ ⲙ̅ⲡⲣ̅ⲙⲟⲣⲕ̅ ⲉⲧⲉⲥⲥⲩⲙⲃⲟⲗⲏ.	Take not pleasure in much good cheer, neither be tied to the expense thereof.							
Wisdom of Jesus son of Sirach	18	18	33	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ϣⲱⲡⲉ ⲉⲕϯⲥⲩⲙⲃⲟⲗⲏ ⲉⲕϫⲓ ⲉϫⲱⲕ ⲉⲛⲧⲕ̅ ⲟⲩϩⲏⲕⲉ ⲁⲩⲱ ⲉⲙⲛ̅ ⲗⲁⲁⲩ ϣⲟⲟⲡ ⲛⲁⲕ ϩⲛ̅ ⲧⲉⲕⲧⲱⲱⲙⲉ.	Be not made a beggar by banqueting upon borrowing, when thou hast nothing in thy purse: for thou shalt lie in wait for thine own life, and be talked on.							
Wisdom of Jesus son of Sirach	19	19	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲉⲣⲅⲁⲧⲏⲥ ⲣ̅ⲣⲉϥϯϩⲉ ϥⲛⲁⲣ̅ⲣⲙ̅ⲙⲁⲟ ⲁⲛ: ⲡⲉⲧϣⲱⲥ ⲛ̅ⲛⲉⲓ̈ϣⲁϫⲉ ϥⲛⲁϩⲉ ϣⲏⲙϣⲏⲙ.	A labouring man that is given to drunkenness shall not be rich: and he that contemneth small things shall fall by little and little.							
