book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	25	25	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉϣⲱⲡⲉ ⲉⲛⲥⲛⲁⲟⲩⲁϩⲥ̅ ⲛ̅ⲥⲱⲕ ⲁⲛ ⲥⲟⲗⲡⲥ̅ ⲉⲃⲟⲗ ⲛ̅ⲛⲉⲕⲥⲁⲣⲝ̅.	If she go not as thou wouldest have her, cut her off from thy flesh, and give her a bill of divorce, and let her go.							
Wisdom of Jesus son of Sirach	26	26	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲁⲓ̈ⲁⲧϥ̅ ⲙ̅ⲫⲁⲓ̈ ⲛ̅ⲟⲩⲥϩⲓⲙⲉ ⲉⲛⲁⲛⲟⲩⲥ ⲁⲩⲱ ⲧⲏⲏⲡⲉ ⲙ̅ⲡⲉϥⲁϩⲉ ⲕⲏⲃ.	Blessed is the man that hath a virtuous wife, for the number of his days shall be double.							
Wisdom of Jesus son of Sirach	26	26	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲟⲩⲥϩⲓⲙⲉ ⲛ̅ϫⲱⲱⲣⲉ ⲉⲩⲫⲣⲁⲛⲉ ⲙ̅ⲡⲉⲥϩⲁⲓ̈ ⲁⲩⲱ ϣⲁⲥϫⲉⲕ ⲛⲉϥⲣⲟⲙⲡⲉ ⲉⲃⲟⲗ ϩⲛ̅ ⲟⲩⲉⲓⲣⲏⲛⲏ.	A virtuous woman rejoiceth her husband, and he shall fulfil the years of his life in peace.							
Wisdom of Jesus son of Sirach	26	26	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲙⲉⲣⲓⲥ ⲉⲛⲁⲛⲟⲩⲥ ⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲉⲛⲁⲛⲟⲩⲥ: ⲉⲩⲛⲁⲧⲁⲁⲥ ⲛ̅ⲧⲙⲉⲣⲓⲥ ⲛ̅ⲛ̅ⲉⲧⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ.	A good wife is a good portion, which shall be given in the portion of them that fear the Lord.							
Wisdom of Jesus son of Sirach	26	26	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲣⲙ̅ⲙⲁⲟ ⲙⲛ̅ ⲟⲩϩⲏⲕⲉ ⲉⲟⲩⲛ̅ⲧⲟⲩ ⲟⲩϩⲏⲧ ⲉⲛⲁⲛⲟⲩϥ ⲛ̅ⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ⲡⲉⲩϩⲟ ⲣⲟⲟⲩⲧ.	Whether a man be rich or poor, if he have a good heart toward the Lord, he shall at all times rejoice with a cheerful countenance.							
Wisdom of Jesus son of Sirach	26	26	5	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ⲡⲁϩⲏⲧ ⲣ̅ϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲛ̅ϣⲙ̅ⲧ ϩⲱⲃ ⲁⲩⲱ ⲁⲓⲟⲩⲱⲗⲥ̅ ⲙ̅ⲡⲁϩⲟ ⲉϫⲛ̅ ⲡⲙⲉϩϥⲧⲟⲟⲩ: ⲧⲇⲓⲁⲃⲟⲗⲏ ⲛ̅ⲟⲩⲡⲟⲗⲓⲥ ⲙⲛ̅ ⲧⲥⲟⲟⲩϩⲥ̅ ⲛ̅ⲟⲩⲙⲏⲏϣⲉ ⲁⲩⲱ ⲟⲩϩⲓⲗⲁ: ⲛⲁⲓ̈ ⲧⲏⲣⲟⲩ ϩⲟⲟⲩ ⲉⲡⲙⲟⲩ.	There be three things that mine heart feareth; and for the fourth I was sore afraid: the slander of a city, the gathering together of an unruly multitude, and a false accusation: all these are worse than death.							
Wisdom of Jesus son of Sirach	26	26	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲙ̅ⲕⲁϩ ⲙⲛ̅ ⲟⲩϩⲏⲃⲉ ⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲉⲥⲕⲱϩ ⲉⲩⲥϩⲓⲙⲉ ⲁⲩⲱ ⲟⲩⲙⲁⲥⲧⲓⲅⲝ̅ ⲛ̅ⲗⲁⲥ ⲧⲉ ⲉⲥⲕⲟⲓⲛⲱⲛⲓ ⲉⲟⲩⲟⲛ ⲛⲓⲙ.	But a grief of heart and sorrow is a woman that is jealous over another woman, and a scourge of the tongue which communicateth with all.							
Wisdom of Jesus son of Sirach	26	26	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲛⲁϩⲃ̅ ⲉϥⲕⲓⲙ ⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲉⲥϩⲟⲟⲩ: ⲉⲣⲉ ⲡⲉⲧⲁⲙⲁϩⲧⲉ ⲙ̅ⲙⲟⲥ ⲟ ⲛ̅ⲑⲉ ⲙ̅ⲡⲉⲧⲁⲙⲁϩⲧⲉ ⲛⲟⲩⲟⲩⲟϩⲉ.	An evil wife is a yoke shaken to and fro: he that hath hold of her is as though he held a scorpion.							
Wisdom of Jesus son of Sirach	26	26	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲛⲟϭ ⲛ̅ⲟⲣⲅⲏ ⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲣ̅ⲣⲉϥϯϩⲉ ⲁⲩⲱ ⲛ̅ⲛⲉⲥϩⲱⲃⲥ̅ ⲙ̅ⲡⲉⲥϣⲓⲡⲉ.	A drunken woman and a gadder abroad causeth great anger, and she will not cover her own shame.							
Wisdom of Jesus son of Sirach	26	26	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲣⲉ ⲧⲡⲟⲣⲛⲓⲁ ⲛ̅ⲟⲩⲥϩⲓⲙⲉ ϩⲛ̅ ⲧⲉⲥⲙⲛ̅ⲧϫⲁⲥⲓ ⲃⲁⲗ ⲁⲩⲱ ϣⲁⲩⲥⲟⲩⲱⲛⲥ̅ ϩⲓ ⲛⲉⲥⲃⲟⲩϩⲉ.	The whoredom of a woman may be known in her haughty looks and eyelids.							
Wisdom of Jesus son of Sirach	26	26	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲣⲉϩ ⲉⲙⲁⲧⲉ ⲉⲩϣⲉⲉⲣⲉ ⲛ̅ⲛⲁϣⲧ̅ ⲙ̅ⲙⲉ ϫⲉ ⲛⲉⲥϩⲉ ⲉⲩⲙⲁ ⲛ̅ⲥⲣ̅ⲡⲉⲧⲥⲟⲩⲁϣϥ̅.	If thy daughter be shameless, keep her in straitly, lest she abuse herself through overmuch liberty.							
Wisdom of Jesus son of Sirach	26	26	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲣⲉϩ ⲉⲣⲟⲕ ⲟⲩⲁ .... ⲛ̅ⲟⲩϣⲡⲏⲣⲉ ..... ⲉⲥϣⲁⲛⲣ̅ⲛⲟⲃⲉ ⲉⲣⲟⲕ.	Watch over an impudent eye: and marvel not if she trespass against thee.							
Wisdom of Jesus son of Sirach	26	26	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲥⲟ ⲛ̅ⲑⲉ ⲛ̅ⲟⲩⲁ ⲉϥⲟⲃⲉ ⲉⲣⲉ ⲣⲱϥ ⲟⲩⲏⲛ ⲉϥⲙⲟⲟϣⲉ ϩⲓ ⲟⲩϩⲓⲏ ⲉϣⲁϥⲥⲱ ϩⲛ̅ ⲙⲟⲟⲩ ⲛⲓⲙ ⲉⲧϩⲏⲛ ⲉⲣⲟϥ ⲁⲩⲱ ⲥⲛⲁϩⲙⲟⲟⲥ ⲛ̅ⲛⲁϩⲣⲛ̅ ⲛⲁⲉⲓⲱ ⲛⲓⲙ ⲁⲩⲱ ⲥⲛⲁⲟⲩⲱⲛ ⲙ̅ⲡⲉⲥⲙⲁ ⲛ̅............	She will open her mouth, as a thirsty traveller when he hath found a fountain, and drink of every water near her: by every hedge will she sit down, and open her quiver against every arrow.							
Wisdom of Jesus son of Sirach	26	26	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲧⲉⲭⲁⲣⲓⲥ ⲛ̅ⲟⲩⲥϩⲓⲙⲉ .... ⲙ̅ⲡⲉⲥϩⲁⲓ̈ ⲁⲩⲱ ϣⲁⲣⲉ ⲧⲉⲥⲥⲃⲱ ϯ ⲕⲛ̅ⲛⲉ ⲛ̅ⲛⲉϥⲕⲁⲁⲥ.	The grace of a wife delighteth her husband, and her discretion will fatten his bones.							
Wisdom of Jesus son of Sirach	26	26	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩϯ ϩⲓⲧⲛ̅ ⲡϫⲟⲉⲓⲥ ⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲛ̅ϩⲟⲣⲕϥ̅ ⲁⲩⲱ ⲙⲛ̅ ϣⲃ̅ⲉⲓⲱ ⲛ̅ⲧⲉⲥⲯⲩⲭⲏ ⲉⲧⲥⲁⲃⲏⲩ.	A silent and loving woman is a gift of the Lord; and there is nothing so much worth as a mind well instructed.							
Wisdom of Jesus son of Sirach	26	26	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲭⲁⲣⲓⲥ ⲉϫⲛ̅ ⲟⲩⲭⲁⲣⲓⲥ ⲡⲉ ⲟⲩⲥϩⲓⲙⲉ ⲛ̅ϣⲡⲓⲉⲉⲧⲉ ⲁⲩⲱ ⲙⲛ̅ ϣⲓ ⲛⲓⲙ ⲛ̅ⲧⲉⲥⲯⲩⲭⲏ ⲛ̅ⲣⲉϥⲁⲙⲁϩⲧⲉ.	A shamefaced and faithful woman is a double grace, and her continent mind cannot be valued.							
Wisdom of Jesus son of Sirach	26	26	16	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛ̅ⲑⲉ ⲙ̅ⲡⲣⲏ ⲉⲧϣⲁ ϩⲛ̅ ⲛⲉⲧϫⲟⲥⲉ ⲙ̅ⲡϫⲟⲓ̈ⲥ ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲛ̅ⲟⲩⲥϩⲓⲙⲉ ⲉⲛⲁⲛⲟⲩⲥ ϩⲙ̅ ⲡⲧⲥⲁⲛⲟ ⲙ̅ⲡⲉⲥⲏⲓ̈.	As the sun when it ariseth in the high heaven; so is the beauty of a good wife in the ordering of her house.							
Wisdom of Jesus son of Sirach	26	26	17	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛ̅ⲑⲉ ⲛ̅ⲟⲩϩⲏⲃⲥ̅ ⲉϥⲙⲟⲩϩ ϩⲓϫⲛ̅ ⲟⲩⲗⲩⲭⲛⲓⲁ ⲉⲥⲟⲩⲁⲁⲃ ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲙ̅ⲡⲥⲁ ⲛ̅ⲟⲩϩⲟ ⲉϫⲛ̅ ⲟⲩϭⲟⲧ ⲉⲥⲧⲏϣ.	As the clear light is upon the holy candlestick; so is the beauty of the face in ripe age.							
Wisdom of Jesus son of Sirach	26	26	18	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛ̅ⲑⲉ ⲛ̅ⲟⲩⲥⲧⲩⲗⲟⲥ ⲛ̅ⲛⲟⲩⲃ ⲉϫⲛ̅ ⲟⲩⲃⲁⲥⲓⲥ ⲛ̅ϩⲁⲧ ⲧⲁⲓ̈ ⲧⲉ ⲑⲉ ⲛ̅ϩⲉⲛⲟⲩⲉⲣⲏⲧⲉ ⲉⲛⲉⲥⲱⲟⲩ ⲉϫⲛ̅ ϩⲛ̅ ..... ⲛ̅ⲁⲧϣⲧⲟⲣⲧⲣ̅.	As the golden pillars are upon the sockets of silver; so are the fair feet with a constant heart.							
Wisdom of Jesus son of Sirach	26	26	28	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		... ϩⲛ̅ ........ ⲁⲩⲱ ⲁ ⲡϭⲱⲛⲧ̅ ⲉⲓ ⲛⲁⲓ̈ ⲉⲧⲃⲉ ⲡⲙ̅ϩϣⲟⲙⲛ̅ⲧ:	There be two things that grieve my heart; and the third maketh me angry:							
Wisdom of Jesus son of Sirach	26	26		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲣⲉϥⲙⲓϣⲉ ⲉϥϣⲁⲁⲧ ⲉⲧⲃⲉ ⲡⲉϭⲣⲱϩ ⲁⲩⲱ ϩⲛ̅ⲣⲱⲙⲉ ⲛ̅ⲣⲙ̅ⲛ̅ϩⲏⲧ ⲉⲩϣⲁⲛ........	a man of war that suffereth poverty; and men of understanding that are not set by;							
Wisdom of Jesus son of Sirach	26	26		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅....... ⲡϫⲟⲉⲓⲥ ......	and one that returneth from righteousness to sin; the Lord prepareth such an one for the sword.							
Wisdom of Jesus son of Sirach	26	26	29	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙⲟⲅⲓⲥ ⲉϣⲁⲣⲉ ⲟⲩⲉϣⲱⲧ ⲣ̅ⲃⲟⲗ ⲉⲛⲟⲃⲉ ⲁⲩⲱ ⲙⲛ̅ ⲕⲁⲡⲏⲗⲟⲥ ⲛ̅ⲁⲧⲃ̅ⲃⲟ ⲉⲡⲛⲟⲃⲉ.	A merchant shall hardly keep himself from doing wrong; and an huckster shall not be freed from sin.							
Wisdom of Jesus son of Sirach	27	27	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲧⲃⲉ ⲡϣⲃ̅ϣⲓ ⲅⲁⲣ ⲁ ϩⲁϩ ⲣ̅ⲛⲟⲃⲉ ⲁⲩⲱ ⲡⲉⲧϣⲓⲛⲉ ⲛ̅ⲥⲁ ϫⲡⲉ ϩⲁϩ ⲛⲁⲕⲧⲟ ⲉⲃⲟⲗ ⲛ̅ⲛⲉϥⲃⲁⲗ.	Many have sinned for a small matter; and he that seeketh for abundance will turn his eyes away.							
