book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Psalms	64	064	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲙⲁⲣⲟⲩⲑⲓϧⲓ ⲛ̀ϫⲉ ⲛⲉϥⲑⲗⲱⲙ: ⲙⲁⲣⲟⲩⲁϣⲁⲓ ⲛ̀ϫⲉ ⲛⲉϥⲟⲩⲧⲁϩ ⲛ̀ϩⲣⲏⲓ ϧⲉⲛ ⲛⲉϥⲧⲉⲗⲧⲓⲗⲓ ⲉϥⲉ̀ⲟⲩⲛⲟϥ ⲉϥⲛⲁⲣⲱⲧ.	ⲙⲁⲣⲉ ⲛⲉϥⲧⲗⲟⲙ ϯϩⲉ ⲙⲁⲧⲁϣⲉ ⲛⲉϥϭⲣⲱⲱϭ. ϥⲛⲁⲉⲩⲫⲣⲁⲛⲉ ϩⲛ̅ ⲛ̅ⲧⲗ̅ϯⲗⲉ ⲉϥϯⲟⲩⲱ.	Saturate her furrows, multiply her fruits; the crop springing up shall rejoice in its drops.	τοὺς αὔλακας αὐτῆς µέθυσον, πλήθυνον τὰ γενήµατα αὐτῆς, ἐν ταῖς σταγόσιν αὐτῆς εὐφρανθήσεται ἀνατέλλουσα.						
Psalms	64	064	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲉⲕⲉ̀ⲥⲙⲟⲩ ⲉ̀ⲡⲓⲭⲗⲟⲙ ⲛ̀ⲧⲉ ϯⲣⲟⲙⲡⲓ ϧⲉⲛ ⲧⲉⲕⲙⲉⲧⲭⲣⲥ: ⲟⲩⲟϩ ⲛⲉⲕⲙⲉϣϣⲟϯ ⲉⲩⲉ̀ⲙⲟϩ ⲉ̀ⲃⲟⲗ ϧⲉⲛ ⲡⲉⲧⲕⲉⲛⲓⲱⲟⲩⲧ.	ⲕⲛⲁⲥⲙⲟⲩ ⲉⲡⲉⲕⲗⲟⲙ ⲛ̅ⲧⲉⲣⲟⲙⲡⲉ ⲛ̅ⲧⲕⲙⲛ̅ⲧⲭⲣⲏⲥⲧⲟⲥ. ⲛ̅ⲥⲱϣⲉ ⲛⲁⲟⲩⲱⲱⲗⲉ.	Thou wilt bless the crown of the year because of thy goodness; and thy plains shall be filled with fatness.	εὐλογήσεις τὸν στέφανον τοῦ ἐνιαυτοῦ τῆς χρηστότητός σου, καὶ τὰ πεδία σου πλησθήσονται πιότητος·						
Psalms	64	064	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲉⲩⲉ̀ⲕⲉⲛⲓ ⲛ̀ϫⲉ ⲛⲓⲧⲱⲟⲩ ⲛ̀ⲧⲉ ⲡϣⲁϥⲉ: ⲟⲩⲟϩ ⲛⲓⲕⲁⲗⲁⲙⲫⲟ ⲉⲩⲉ̀ⲙⲟⲣⲟⲩ ⲛ̀ⲟⲩⲑⲉⲗⲏⲗ.	ⲛ̅ⲧⲟⲟⲩ ⲛ̅ⲧⲉⲣⲏⲙⲟⲥ ⲛⲁⲟⲩⲣⲟⲧ. ⲛ̅ⲧⲉ ⲛ̅ⲥⲓⲃⲧ ⲙⲟⲣⲟⲩ ⲙ̅ⲡⲧⲉⲗⲏⲗ.	The mountains of the wilderness shall be enriched; and the hills shall gird themselves with joy.	πιανθήσονται τὰ ὡραῖα τῆς ἐρήµου, καὶ ἀγαλλίασιν οἱ βουνοὶ περιζώσονται.						
Psalms	64	064	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲁⲩϯϩⲓⲱⲧⲟⲩ ⲛ̀ϫⲉ ⲛⲓⲱⲓⲗⲓ ⲛ̀ⲧⲉ ⲛⲓⲉⲥⲱⲟⲩ: ⲟⲩⲟϩ ⲛⲓϧⲉⲗⲗⲟⲧ ⲉⲩⲉ̀ⲁϣⲁⲓ ⲛ̀ⲥⲟⲩⲟ: ⲉⲩⲉ̀ⲱϣ ⲉ̀ⲃⲟⲗ ⲕⲉ ⲅⲁⲣ ⲥⲉⲛⲁⲥⲙⲟⲩ.	ⲛ̅ⲧⲉ ⲛ̅ⲉⲓⲁ ⲧⲁϣⲉ ⲡⲉⲩⲥⲟⲩⲟ ⲁ ⲛ̅ⲟⲉⲓⲗⲉ ⲛ̅ⲉⲥⲟⲟⲩ ⲣⲱⲧ ⲥⲉⲛⲁϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲕⲁⲓ ⲅⲁⲣ ⲥⲉⲛⲁⲥⲙⲟⲩ:	The rams of the flock are clothed with wool, and the valleys shall abound in corn; they shall cry aloud, yea they shall sing hymns.	ἐνεδύσαντο οἱ κριοὶ τῶν προβάτων, καὶ αἱ κοιλάδες πληθυνοῦσι σῖτον· κεκράξονται, καὶ γὰρ ὑµνήσουσιν.						
Psalms	65	065		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲡⲓⲯⲁⲗⲙⲟⲥ ⲝ̅ⲉ̅. ⲛ̀ⲧⲉ ⲇⲁⲩⲓⲇ ⲉ̀ⲡϫⲱⲕ ⲉ̀ⲃⲟⲗ ϯϩⲱⲇⲏ ⲛ̀ⲧⲉ ϯⲁⲛⲁⲥⲧⲁⲥⲓⲥ.	ⲝ̅ⲉ̅. ⲉⲡϫⲱⲕ ⲉⲃⲟⲗ ⲡⲉⲯⲁⲗⲙⲟⲥ ⲛ̅ⲧⲱⲇⲏ ⲛ̅ⲧⲁⲛⲁⲥⲧⲁⲥⲓⲥ.	For the end, a Song of Psalm of resurrection.	Εἰς τὸ τέλος· ᾠδὴ ψαλµοῦ· ἀναστάσεως.						
Psalms	65	065	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲉ̀ϣⲗⲏⲗⲟⲩⲓ ⲉ̀ⲃⲟⲗ ⲙ̀ⲫϯ ⲡⲕⲁϩⲓ ⲧⲏⲣϥ:	ⲡⲕⲁϩ ⲧⲏⲣϥ ϯⲗⲟⲩⲗⲁⲓ ⲙ̅ⲡⲛⲟⲩⲧⲉ.	Shout unto God, all the earth.	Ἀλαλάξατε τῷ θεῷ, πᾶσα ἡ γῆ,						
Psalms	65	065	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(1) ⲁⲣⲓⲯⲁⲗⲓⲛ ⲉ̀ⲡⲉϥⲣⲁⲛ: ⲙⲟⲓ ⲛ̀ⲟⲩⲱⲟⲩ ⲙ̀ⲡⲉϥⲥⲙⲟⲩ.	ⲯⲁⲗⲗⲉⲓ ⲉⲡⲉϥⲣⲁⲛ ϯⲉⲟⲟⲩ ⲙ̅ⲡⲉϥⲥⲙⲟⲩ.	O sing praises to his name; give glory to his praise.	ψάλατε δὴ τῷ ὀνόµατι αὐτοῦ, δότε δόξαν αἰνέσει αὐτοῦ.						
Psalms	65	065	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(2) ⲁϫⲟⲥ ⲙ̀ⲫϯ ϫⲉ ⲓⲥϫⲉⲕ ϩⲁⲛϩⲟϯ ⲛⲉ ⲛⲉⲕϩⲃⲏⲟⲩⲓ: ϧⲉⲛ ⲡⲁϣⲁⲓ ⲛ̀ⲧⲉ ⲧⲉⲕϫⲟⲙ ⲥⲉⲛⲁϫⲉ ⲙⲉⲑⲛⲟⲩϫ ⲉ̀ⲣⲟⲕ ⲛ̀ϫⲉ ⲛⲉⲕϫⲁϫⲓ:	ⲁϫⲓⲥ ⲙ̅ⲡⲛⲟⲩⲧⲉ ϫⲉ ϩⲉⲛϩⲟⲧⲉ ⲛⲉ ⲛⲉⲕϩⲃⲏⲩⲉ. ϩⲙ̅ ⲡⲁϣⲁⲓ ⲛ̅ⲧⲉⲕϭⲟⲙ ⲥⲉⲛⲁϫⲓϭⲟⲗ ⲉⲣⲟⲕ ⲛ̅ϭⲓ ⲛⲉⲕϫⲁϫⲉ.	Say unto God, How awful are thy works! through the greatness of thy power thine enemies shall lie to thee.	εἴπατε τῷ θεῷ Ὡς φοβερὰ τὰ ἔργα σου· ἐν τῷ πλήθει τῆς δυνάµεώς σου ψεύσονταί σε οἱ ἐχθροί σου·						
Psalms	65	065	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(2) ⲙⲁⲣⲉϥⲟⲩⲱϣⲧ ⲙ̀ⲙⲟⲕ ⲛ̀ϫⲉ ⲡⲕⲁϩⲓ ⲧⲏⲣϥ: ⲟⲩⲟϩ ⲙⲁⲣⲟⲩⲉⲣⲯⲁⲗⲓⲛ ⲉ̀ⲣⲟⲕ: ⲙⲁⲣⲟⲩⲉⲣⲯⲁⲗⲓⲛ ⲉ̀ⲡⲉⲕⲣⲁⲛ.	ⲡⲕⲁϩ ⲧⲏⲣϥ̅ ⲙⲁⲣⲟⲩⲟⲩⲱϣⲧ̅ ⲛⲁⲕ ⲛ̅ⲥⲉⲯⲁⲗⲗⲉⲓ ⲉⲣⲟⲕ. ⲙⲁⲣⲟⲩⲯⲁⲗⲗⲉⲓ ⲉⲡⲉⲕⲣⲁⲛ ⲡⲉⲧϫⲟⲥⲉ. ⲇⲓⲁⲯⲁⲗⲙⲁ.	Let all the earth worship thee, and sing to thee; let them sing to thy name. Pause.	πᾶσα ἡ γῆ προσκυνησάτωσάν σοι καὶ ψαλάτωσάν σοι, ψαλάτωσαν τῷ ὀνόµατί σου. διάψαλµα.						
Psalms	65	065	5	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(3) ⲁⲙⲱⲓⲛⲓ ⲁⲛⲁⲩ ⲉ̀ⲛⲓϩⲃⲏⲟⲩⲓ ⲛ̀ⲧⲉ ⲫϯ ϫⲉ ϥⲙⲉϩ ⲛ̀ϩⲟϯ ϧⲉⲛ ϩⲁⲛⲥⲟϭⲛⲓ ⲉ̀ϩⲟⲧⲉ ⲛⲓϣⲏⲣⲓ ⲛ̀ⲧⲉ ⲛⲓⲣⲱⲙⲓ.	ⲁⲙⲏⲉⲓⲧⲛ̅ ⲛⲁϣⲏⲣⲉ ⲛ̅ⲧⲉⲧⲛ̅ⲛⲁⲩ ⲉⲛⲉϩⲃⲏⲩⲉ ⲙ̅ⲡⲛⲟⲩⲧⲉ. ⲉϥϯϩⲟⲧⲉ ϩⲛ̅ ⲛⲉϥϣⲟϫⲛⲉ ⲉϩⲟⲩⲉ ⲛ̅ϣⲏⲣⲉ ⲛ̅ⲛ̅ⲣⲱⲙⲉ.	Come and behold the works of God; he is terrible in his counsels beyond the children of men.	δεῦτε καὶ ἴδετε τὰ ἔργα τοῦ θεοῦ· φοβερὸς ἐν βουλαῖς ὑπὲρ τοὺς υἱοὺς τῶν ἀνθρώπων,						
