book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Psalms	118	118	19	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(12) ⲁ̀ⲛⲟⲕ ⲟⲩⲣⲉⲙⲛϫⲱⲓⲗⲓ ⲁ̀ⲛⲟⲕ ϩⲓϫⲉⲛ ⲡⲓⲕⲁϩⲓ: ⲙ̀ⲡⲉⲣⲭⲱⲡ ⲛ̀ⲛⲉⲕⲉⲛⲧⲟⲗⲏ ⲥⲁⲃⲟⲗ ⲙ̀ⲙⲟⲓ.	ⲁⲛⲟⲕ ⲉⲓⲟ ⲛ̅ⲣⲙ̅ⲛ̅ϭⲟⲓⲗⲉ ϩⲙ̅ ⲡⲕⲁϩ ⲙ̅ⲡⲣ̅ϩⲱⲡ ⲉⲣⲟⲓ ⲛ̅ⲛⲉⲕⲉⲛⲧⲟⲗⲏ.	I am a stranger in the earth: hide not thy commandments from me.	πάροικος ἐγώ εἰµι ἐν τῇ γῇ· µὴ ἀποκρύψῃς ἀπ’ ἐµοῦ τὰς ἐντολάς σου.						
Psalms	118	118	20	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(13) ⲁⲥϭⲓϣϣⲱⲟⲩ ⲛ̀ϫⲉ ⲧⲁⲯⲩⲭⲏ ⲉ̀ⲡϫⲓⲛⲉⲣⲉⲡⲓⲑⲩⲙⲓⲛ ⲉ̀ⲛⲉⲕϩⲁⲡ ⲛ̀ⲥⲏⲟⲩ ⲛⲓⲃⲉⲛ.	ⲁ ⲧⲁⲯⲩⲭⲏ ⲉⲡⲓⲑⲩⲙⲉⲓ ⲉⲛⲉⲕϩⲁⲡ ⲛ̅ⲟⲩⲟⲉⲓϣ ⲛⲓⲙ.	My soul has longed exceedingly for thy judgments at all times.	ἐπεπόθησεν ἡ ψυχή µου τοῦ ἐπιθυµῆσαι τὰ κρίµατά σου ἐν παντὶ καιρῷ.						
Psalms	118	118	21	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(14) ⲁⲕⲉⲣⲉⲡⲓⲧⲓⲙⲁⲛ ⲛ̀ⲛⲓⲣⲉϥϩⲓⲡϩⲟ: ⲥⲉⲥϩⲟⲩⲟⲣⲧ ⲛ̀ϫⲉ ⲛⲏ ⲉⲧⲁⲩⲣⲓⲕⲓ ⲥⲁⲃⲟⲗ ⲛ̀ⲛⲉⲕⲉⲛⲧⲟⲗⲏ.	ⲁⲕⲉⲡⲓⲧⲓⲙⲁ ⲛ̅ⲛ̅ϫⲁⲥⲓϩⲏⲧ. ⲥⲉⲥϩⲟⲩⲟⲣⲧ ⲛ̅ϭⲓ ⲛⲉⲧⲣⲓⲕⲉ ⲙ̅ⲙⲟⲟⲩ ⲉⲃⲟⲗ ⲛ̅ⲛⲉⲕⲉⲛⲧⲟⲗⲏ.	Thou has rebuked the proud: cursed are they that turn aside from thy commandments.	ἐπετίµησας ὑπερηφάνοις· ἐπικατάρατοι οἱ ἐκκλίνοντες ἀπὸ τῶν ἐντολῶν σου.						
Psalms	118	118	22	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(15) ⲁⲗⲓⲟⲩⲓ ⲉ̀ⲃⲟⲗ ϩⲁⲣⲟⲓ ⲙ̀ⲡϣⲱϣ ⲛⲉⲙ ⲡϣⲓⲡⲓ: ϫⲉ ⲁⲓⲕⲱϯ ⲛ̀ⲥⲁ ⲛⲉⲕⲙⲉⲧⲙⲉⲑⲣⲉⲩ.	ϥⲓ ⲉⲃⲟⲗ ⲙ̅ⲙⲟⲓ ⲙ̅ⲡⲁⲛⲟϭⲛⲉϭ ⲙⲛ̅ ⲡⲁⲥⲱϣϥ̅ ϫⲉ ⲁⲓϣⲓⲛⲉ ⲛ̅ⲥⲁ ⲛⲉⲕⲙⲛ̅ⲧⲙⲛ̅ⲧⲣⲉ.	Remove from me reproach and contempt; for I have sought out thy testimonies.	περίελε ἀπ’ ἐµοῦ ὄνειδος καὶ ἐξουδένωσιν, ὅτι τὰ µαρτύριά σου ἐξεζήτησα.						
Psalms	118	118	23	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(16) ⲕⲉ ⲅⲁⲣ ⲁⲩϩⲉⲙⲥⲓ ⲛ̀ϫⲉ ϩⲁⲛⲁⲣⲭⲱⲛ ⲁⲩⲥⲁϫⲓ ⲛ̀ⲥⲱⲓ: ⲡⲉⲕⲃⲱⲕ ⲇⲉ ⲛⲁϥⲉⲣⲙⲉⲗⲉⲧⲁⲛ ϧⲉⲛ ⲛⲉⲕⲙⲉⲑⲙⲏⲓ.	ⲕⲁⲓ ⲅⲁⲣ ⲁ ⲛ̅ⲁⲣⲭⲱⲛ ϩⲙⲟⲟⲥ ⲁⲩϣⲁϫⲉ ⲉⲣⲟⲓ. ⲡⲉⲕϩⲙ̅ϩⲁⲗ ⲇⲉ ⲛⲉϥϫⲓⲛϩⲣⲁϥ ⲡⲉϩ ⲛ̅ⲛⲉⲕⲇⲓⲕⲁⲓⲱⲙⲁ	For princes sat and spoke against me: but thy servant was meditating on thine ordinances.	καὶ γὰρ ἐκάθισαν ἄρχοντες καὶ κατ’ ἐµοῦ κατελάλουν, ὁ δὲ δοῦλός σου ἠδολέσχει ἐν τοῖς δικαιώµασίν σου.						
Psalms	118	118	24	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(17) ⲕⲉ ⲅⲁⲣ ⲛⲉⲕⲙⲉⲧⲙⲉⲑⲣⲉⲩ ⲡⲉ ⲧⲁⲙⲉⲗⲉⲧⲏ: ⲟⲩⲟϩ ⲛⲁⲥⲟϭⲛⲓ ⲛⲉ ⲛⲉⲕⲙⲉⲑⲙⲏⲓ.	ⲕⲁⲓ ⲅⲁⲣ ⲛⲉⲕⲙⲛ̅ⲧⲙⲛ̅ⲧⲣⲉ ⲛⲉ ⲛⲁⲙⲉⲗⲉⲧⲏ. ⲁⲩⲱ ⲛⲁϣⲟϫⲛⲉ ⲛⲉ ⲛⲉⲕⲇⲓⲕⲁⲓⲱⲙⲁ.	For thy testimonies are my meditation, and thine ordinances are my counsellors.	καὶ γὰρ τὰ µαρτύριά σου µελέτη µού ἐστιν, καὶ αἱ συµβουλίαι µου τὰ δικαιώµατά σου.						
Psalms	118	118		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	ⲇ̅	ⲇ̅ ⲇⲉⲗⲑ	4	δ’ δελθ.						
Psalms	118	118	25	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(18) ⲁ ⲧⲁⲯⲩⲭⲏ ϫⲱⲗϫ ⲉ̀ⲡⲕⲁϩⲓ: ⲙⲁⲧⲁⲛϧⲟⲓ ⲕⲁⲧⲁ ⲡⲉⲕⲥⲁϫⲓ:	ⲁ ⲧⲁⲯⲩⲭⲏ ⲧⲱϭⲉ ⲉⲡⲕⲁϩ. ⲙⲁⲧⲁⲛϩⲟⲓ ⲉⲧⲃⲉ ⲡⲉⲕϣⲁϫⲉ.	My soul has cleaved to the ground; quicken thou me according to thy word.	Ἐκολλήθη τῷ ἐδάφει ἡ ψυχή µου ζῆσόν µε κατὰ τὸν λόγον σου.						
Psalms	118	118	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(18) ⲁⲓⲥⲁϫⲓ ⲉ̀ⲛⲉⲕⲙⲱⲓⲧ: ⲟⲩⲟϩ ⲁⲕⲥⲱⲧⲉⲙ ⲉ̀ⲣⲟⲓ ⲙⲁⲥⲃⲱ ⲛⲏⲓ ⲉ̀ⲛⲉⲕⲙⲉⲑⲙⲏⲓ:	ⲁⲓϫⲱ ⲛⲛⲁϩⲓⲟⲟⲩⲉ ⲁⲩⲱ ⲁⲕⲥⲱⲧⲙ ⲉⲣⲟⲓ. ⲙⲁⲧⲥⲁⲃⲟⲓ̈ ⲉⲛⲉⲕⲇⲓⲕⲁⲓⲱⲙⲁ:	I declared my ways, and thou didst hear me: teach me thine ordinances.	τὰς ὁδούς µου ἐξήγγειλα, καὶ ἐπήκουσάς µου· δίδαξόν µε τὰ δικαιώµατά σου.						
Psalms	118	118	27	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	01. Psalms	(18) ⲟⲩⲟϩ ⲫⲙⲱⲓⲧ ⲛ̀ⲧⲉ ⲛⲉⲕⲙⲉⲑⲙⲏⲓ ⲙⲁⲕⲁϯ ⲛⲏⲓ ⲉ̀ⲣⲟϥ: ⲟⲩⲟϩ ⲉⲓⲉ̀ⲉⲣⲙⲉⲗⲉⲧⲁⲛ ϧⲉⲛ ⲛⲉⲕϣⲫⲏⲣⲓ.	ⲁⲩⲱ ⲛⲅⲧⲁⲙⲟⲓ ⲉⲧⲉⲕϩⲓⲏ. ⲁⲩⲱ ϯⲛⲁϫⲓϩⲣⲁⲓ ϩⲛ̅ ⲛⲉⲕϣⲡⲏⲣⲉ	Instruct me in the way of thine ordinances; and I will meditate on thy wondrous works.	ὁδὸν δικαιωµάτων σου συνέτισόν µε, καὶ ἀδολεσχήσω ἐν τοῖς θαυµασίοις σου.						
