book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	29	29	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ϩⲁϩ ⲕⲧⲟⲟⲩ ⲉⲃⲟⲗ ⲉⲧⲃⲉ ⲧⲡⲟⲛⲏⲣⲓⲁ: ⲁⲩⲣ̅ϩⲟⲧⲉ ⲉⲧⲣⲉⲩϥⲟϭⲟⲩ ⲛ̅ϫⲓⲛϫⲏ.	Many therefore have refused to lend for other men’s ill dealing, fearing to be defrauded.							
Wisdom of Jesus son of Sirach	29	29	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲗⲏⲛ ⲁⲣⲓ ϩⲁⲣϣ̅ ϩⲙ̅ ⲡⲉⲧⲑⲃ̅ⲃⲓⲏⲩ ⲁⲩⲱ ⲙ̅ⲡⲣ̅...... ⲛⲁ.	Yet have thou patience with a man in poor estate, and delay not to shew him mercy.							
Wisdom of Jesus son of Sirach	29	29	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣ.......... ϩⲏⲕⲉ ⲉⲧⲃⲉ ⲧⲉⲛⲧⲟⲗⲏ ⲁⲩⲱ ⲕⲁⲧⲁ ⲡⲉϥϭⲣⲱϩ ⲙ̅ⲡⲣ̅ⲕⲧⲟϥ ⲉⲃⲟⲗ ⲉϥϣⲟⲩⲉⲓⲧ.	Help the poor for the commandment’s sake, and turn him not away because of his poverty.							
Wisdom of Jesus son of Sirach	29	29	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲉϫ ϩⲟⲙⲛ̅ⲧ ⲉⲃⲟⲗ ⲉⲧⲃⲉ ⲥⲟⲛ ϩⲓ ϣⲃⲏⲣ: ⲛⲅ̅ⲧⲙ̅ⲧⲣⲉⲩ ⲣ̅ϣⲏⲃⲉ ϩⲁ ⲡⲱⲛⲉ ⲉⲡⲧⲁⲕⲟ.	Lose thy money for thy brother and thy friend, and let it not rust under a stone to be lost.							
Wisdom of Jesus son of Sirach	29	29	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲕⲁ ⲡⲉⲕⲁϩⲟ ⲕⲁⲧⲁ ⲧⲉⲛⲧⲟⲗⲏ ⲙ̅ⲡⲉⲧϫⲟⲥⲉ ⲁⲩⲱ ⲥⲉⲛⲁⲣ̅ⲛⲟϥⲣⲉ ⲛⲁⲕ ⲉϩⲟⲩⲟ ⲉⲡⲛⲟⲩⲃ.	Lay up thy treasure according to the commandments of the most High, and it shall bring thee more profit than gold.							
Wisdom of Jesus son of Sirach	29	29	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲥⲉⲩϩ ⲛⲉⲕⲙⲛ̅ⲧⲛⲁ ⲉϩⲟⲩⲛ ⲉⲛⲉⲕⲧⲁⲙⲓⲟⲛ ⲁⲩⲱ ⲥⲉⲛⲁⲧⲟⲩϫⲟⲕ ϩⲛ̅ ϩⲓⲥⲉ ⲛⲓⲙ	Shut up alms in thy storehouses: and it shall deliver thee from all affliction.							
Wisdom of Jesus son of Sirach	29	29	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉϩⲟⲩⲟ ⲉⲡⲧⲁϫⲣⲟ ⲛ̅ⲟⲩϭⲗ̅ⲙⲛ̅ⲧϭⲟⲙ ⲛ̅ⲟⲩⲙⲉⲣⲉϩ ⲁⲩⲱ ⲥⲉⲛⲁⲙⲓϣⲉ ⲉϫⲱⲕ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲙ̅ⲡϫⲁϫⲉ.	It shall fight for thee against thine enemies better than a mighty shield and strong spear.							
Wisdom of Jesus son of Sirach	29	29	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲁⲅⲁⲑⲟⲥ ϣⲡ̅ⲧⲱⲣⲉ ⲙ̅ⲡⲉⲧϩⲓⲧⲟⲩⲱϥ ϣⲁⲣⲉ ⲡⲁⲧϣⲓⲛⲉ ⲇⲉ ⲛ̅ⲧⲟϥ ⲕⲁⲁϥ ⲛ̅ⲥⲱϥ.	An honest man is surety for his neighbour: but he that is impudent will forsake him.							
Wisdom of Jesus son of Sirach	29	29	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ⲣ̅ⲡⲱⲃϣ̅ ⲛ̅ⲛⲉⲭⲁⲣⲓⲥ ⲛ̅ⲟⲩϣⲡ̅ⲧⲱⲣⲉ: ⲁϥϯ ⲧⲉϥⲯⲩⲭⲏ ⲅⲁⲣ ϩⲁⲣⲟⲕ.	Forget not the friendship of thy surety, for he hath given his life for thee.							
Wisdom of Jesus son of Sirach	29	29	16	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲡⲣⲉϥⲣ̅ⲛⲟⲃⲉ ⲣ̅ⲡⲱⲃϣ ⲛ̅ⲛⲁⲛⲟⲩ ⲛ̅ⲟⲩϣⲡ̅ⲧⲱⲣⲉ ⲁⲩⲱ ϣⲁⲣⲉ ⲡⲁⲧϩⲙⲟⲧ ϩⲙ̅ ⲡⲉϥϩⲏⲧ ...... ⲙ̅ⲡⲉⲧⲁϥⲛⲁϩⲙⲉϥ.	A sinner will overthrow the good estate of his surety: (17) And he that is of an unthankful mind will leave him in danger that delivered him.							
Wisdom of Jesus son of Sirach	29	29	18	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ϣⲡ̅ⲧⲱⲣⲉ ⲧⲁⲕⲉ ⲙⲏⲏϣⲉ ⲉⲩⲥⲟⲩⲧⲱⲛ ........................... ⲑⲁⲗⲁⲥⲥⲁ	Suretiship hath undone many of good estate, and shaken them as a wave of the sea:							
Wisdom of Jesus son of Sirach	29	29		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥ........ ⲛ̅ⲛ̅ⲣⲱⲙⲉ ⲛ̅ⲇⲩⲛⲁⲧⲟⲥ ⲁⲩⲱ ⲁⲩⲡⲗⲁⲛⲁ ϩⲛ̅ ϩⲛ̅ϩⲉⲑⲛⲟⲥ ⲉⲛⲛⲟⲩⲟⲩ ⲁⲛ ⲛⲉ.	mighty men hath it driven from their houses, so that they wandered among strange nations.							
Wisdom of Jesus son of Sirach	29	29	19	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲣⲉϥⲣ̅ⲛⲟⲃⲉ ⲉϥⲉϩⲉ ⲉⲩⲙⲛ̅ⲧⲣⲉϥϣⲡ̅ⲧⲱⲣⲉ ⲁⲩⲱ ⲡⲉⲧⲡⲏⲧ ⲛ̅ⲥⲁ ϩⲉⲛⲉⲣⲅⲟⲗⲁⲃⲓⲁ ⲙⲁⲣⲉϥϩⲉ ⲉⲩϫⲓϩⲁⲡ.	A wicked man transgressing the commandments of the Lord shall fall into suretiship: and he that undertaketh and followeth other men’s business for gain shall fall into suits.							
Wisdom of Jesus son of Sirach	29	29	20	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲱⲡ ⲉⲣⲟⲕ ⲙ̅ⲡⲉⲧϩⲓⲧⲟⲩⲱⲕ ⲕⲁⲧⲁ ⲧⲉⲕϭⲟⲙ ⲁⲩⲱ ϯϩⲧⲏⲕ ⲉⲣⲟⲕ ⲙⲏⲡⲟⲧⲉ ⲛⲅ̅ϩⲉ.	Help thy neighbour according to thy power, and beware that thou thyself fall not into the same.							
Wisdom of Jesus son of Sirach	29	29	21	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲁⲣⲭⲏ ⲛ̅ϭⲓⲛⲱⲛϩ̅ ⲡⲉ ⲟⲩⲟⲉⲓⲕ ⲙⲛ̅ ⲟⲩⲙⲟⲟⲩ ⲙⲛ̅ ⲟⲩϣⲧⲏⲛ ⲙⲛ̅ ⲟⲩⲏⲓ̈ ⲉϥϩⲱⲃⲥ̅ ⲙ̅ⲡϣⲓⲡⲉ.	The chief thing for life is water, and bread, and clothing, and an house to cover shame.							
Wisdom of Jesus son of Sirach	29	29	22	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲁⲛⲟⲩ ⲧϭⲓⲛⲱⲛϩ̅ ⲛ̅ⲟⲩϩⲏⲕⲉ ⲉϥⲟⲩⲏϩ ϩⲁ ⲧⲟⲩⲉϩⲥⲟⲓ̈ ⲙ̅ⲡⲉϥⲏⲓ̈ ⲉϩⲟⲩⲟ ϩⲛ̅ⲛⲟϭ ⲛ̅ϭⲓⲛⲟⲩⲟⲟⲙ ϩⲛ̅ ⲟⲩⲏⲓ̈ ⲉⲙⲡⲱⲕ ⲁⲛ ⲡⲉ.	Better is the life of a poor man in a mean cottage, than delicate fare in another man’s house.							
Wisdom of Jesus son of Sirach	29	29	23	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲱⲡⲉ ⲉⲕⲧⲏⲕ ⲛ̅ϩⲏⲧ ⲉϫⲛ̅ ⲡⲉⲧⲉ ⲟⲩⲛ̅ⲧⲁⲕϥ̅.	Be it little or much, hold thee contented, that thou hear not the reproach of thy house.							
Wisdom of Jesus son of Sirach	29	29	24	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩ ϭⲓⲛⲱⲛϩ̅ ⲉⲥϩⲟⲟⲩ ⲡⲉ ⲡⲱⲛⲉ ⲉⲃⲟⲗ ϩⲛ̅ ⲟⲩⲏⲓ̈ ⲉⲟⲩⲏⲓ̈ ⲁⲩⲱ ⲛⲉϥⲉϣⲟⲩⲱⲛ ⲛ̅ⲣⲱϥ ϩⲙ̅ ⲡⲉϥⲙⲁ ⲛ̅ϣⲱⲡⲉ.	For it is a miserable life to go from house to house: for where thou art a stranger, thou darest not open thy mouth.							
Wisdom of Jesus son of Sirach	29	29	25	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁϥϯⲧⲁⲉⲓⲟ ⲁⲩⲱ ⲛⲅ̅ⲧⲥⲉⲓⲟ ......ⲟⲩ ⲉϩⲙⲟⲧ ⲁⲩⲱ ⲙⲛ̅ⲛ̅ⲥⲁ ⲛⲁⲓ̈ ϣⲁϥⲥⲱⲧⲙ̅ ⲉϩⲉⲛϣⲁϫⲉ ⲉⲩⲛⲁϣⲧ̅.	Thou shalt entertain, and feast, and have no thanks: moreover thou shalt hear bitter words:							
Wisdom of Jesus son of Sirach	29	29	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲉ ⲁⲙⲟⲩ ⲡⲣⲙ̅ⲛ̅ϣϭⲟⲣ ⲙⲁⲧⲁⲙⲓⲉ ⲟⲩⲧⲣⲁⲡⲉⲍⲁ ⲁⲩⲱ ⲙⲁⲧⲙ̅ⲙⲟⲓ̈ ⲙ̅ⲡⲉⲧⲉⲟⲩⲛ̅ⲧⲁⲕϥ̅.	Come, thou stranger, and furnish a table, and feed me of that thou hast ready.							
Wisdom of Jesus son of Sirach	29	29	27	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲃⲱⲕ ⲉⲃⲟⲗ ⲡⲣⲙ̅ⲛ̅ϣϭⲟⲣ ϩⲁⲑⲏ ⲙ̅ⲡⲁⲓ̈ ⲉⲧⲧⲁⲉⲓⲏⲩ: ⲁ ⲡⲁⲥⲟⲛ ϭⲟⲉⲓⲗⲉ ⲉⲣⲟⲓ̈ ϯⲣ̅ⲭⲣⲓⲁ ⲙ̅ⲡⲁⲏⲓ̈.	Give place, thou stranger, to an honourable man; my brother cometh to be lodged, and I have need of mine house.							
Wisdom of Jesus son of Sirach	29	29	28	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲁⲓ̈ϩⲟⲣϣ̅ ⲛ̅ⲛⲁϩⲣⲛ̅ ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲥⲁⲃⲉ ⲧⲉⲡⲓⲧⲓⲙⲓⲁ ⲛ̅ⲟⲩⲏⲓ̈ ⲙⲛ̅ ⲡⲛⲟϭⲛⲉϭ ⲛ̅ⲟⲩⲇⲁⲛⲓⲥⲧⲏⲥ. ⲉⲧⲃⲉ ⲡϣⲏⲣⲉ.	These things are grievous to a man of understanding; the upbraiding of houseroom, and reproaching of the lender.							
Wisdom of Jesus son of Sirach	30	30	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧⲙⲉ ⲙ̅ⲡⲉϥϣⲏⲣⲉ ϥⲛⲁⲧⲁϣⲉ ϩⲓⲟⲩⲉ ⲉⲣⲟϥ ϫⲉ ⲉϥⲉⲉⲩⲫⲣⲁⲛⲉ ϩⲛ̅ ⲧⲉϥϩⲁⲏ.	He that loveth his son causeth him oft to feel the rod, that he may have joy of him in the end.							
Wisdom of Jesus son of Sirach	30	30	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧϯⲥⲃⲱ ⲙ̅ⲡⲉϥϣⲏⲣⲉ ϥⲛⲁϫⲓⲉⲟⲟⲩ ⲛ̅ϩⲏⲧϥ̅ ⲁⲩⲱ ϥⲛⲁϣⲟⲩϣⲟⲩ ⲙ̅ⲙⲟϥ ϩⲓⲱⲱϥ ϩⲛ̅ ⲧⲙⲏⲧⲉ ⲛ̅ⲛⲉⲧⲥⲟⲟⲩⲛ ⲙ̅ⲙⲟϥ.	He that chastiseth his son shall have joy in him, and shall rejoice of him among his acquaintance.							
Wisdom of Jesus son of Sirach	30	30	3	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲉⲧϯⲥⲃⲱ ⲙ̅ⲡⲉϥϣⲏⲣⲉ ϥⲛⲁϯ ⲕⲱϩ ⲛ̅ⲛⲉϥϫⲁϫⲉ ⲁⲩⲱ ϥⲛⲁⲧⲉⲗⲏⲗ ⲉⲧⲃⲏⲧϥ̅ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲛ̅ⲛⲉϥϣⲃⲉⲉⲣ.	He that teacheth his son grieveth the enemy: and before his friends he shall rejoice of him.							
Wisdom of Jesus son of Sirach	30	30	4	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲣϣⲁⲛ ⲡⲉϥⲉⲓⲱⲧ ⲙⲟⲩ ⲉϥⲛⲁⲣ̅ ⲑⲉ ⲙ̅ⲡⲉⲧⲉ ⲙ̅ⲡϥ̅ⲙⲟⲩ ϫⲉ ⲁϥⲕⲱ ⲛ̅ⲥⲱϥ ⲙ̅ⲡⲉⲧⲉⲓⲛⲉ ⲙ̅ⲙⲟϥ.	Though his father die, yet he is as though he were not dead: for he hath left one behind him that is like himself.							
Wisdom of Jesus son of Sirach	30	30	5	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲛⲁⲩ ⲉϫⲛ̅ ⲡⲉϥⲱⲛϩ̅ ⲁϥⲉⲩⲫⲣⲁⲛⲉ ⲁⲩⲱ .... ⲛⲁⲙⲟⲩ.	While he lived, he saw and rejoiced in him: and when he died, he was not sorrowful.							
Wisdom of Jesus son of Sirach	30	30	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲉ ⲁϥⲕⲱ ⲛ̅ⲟⲩⲧⲁⲓ̈ⲕⲃⲁ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲛ̅ⲛⲉϥϫⲁϫⲉ ⲁⲩⲱ ⲟⲩⲧⲁⲓ̈ⲭⲁⲣⲓⲥ ⲛ̅ⲛⲉϥϣⲃⲉⲉⲣ.	He left behind him an avenger against his enemies, and one that shall requite kindness to his friends.							
Wisdom of Jesus son of Sirach	30	30	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲧⲃⲉ ⲧⲉⲯⲩⲭⲏ ⲛ̅ⲛⲉϥϣⲏⲣⲉ ϥⲛⲁⲙⲟⲩⲣ ⲛ̅ⲛⲉⲩⲥⲁϣ ⲁⲩⲱ ⲛⲉϥⲙⲛ̅ⲧϣⲁⲛϩⲧⲏϥ ⲛⲁϣⲧⲟⲣⲧⲣ̅ ⲉϫⲛ̅ ⲡⲉⲩⲁϣⲕⲁⲕ ⲧⲏⲣϥ̅.	He that maketh too much of his son shall bind up his wounds; and his bowels will be troubled at every cry.							
Wisdom of Jesus son of Sirach	30	30	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲁⲣⲉ ⲟⲩϩⲧⲟ ⲉⲙⲡⲟⲩⲥⲟⲙϥ̅ ⲉⲓ ⲉⲃⲟⲗ ⲉϥⲛⲁϣⲧ ⲁⲩⲱ ϣⲁⲣⲉ ⲟⲩϣⲏⲣⲉ ⲉⲁⲩⲕⲁ ϫⲏⲣ ⲉⲃⲟⲗ ⲛ̅ⲥⲱϥ ⲉⲓ ⲉⲃⲟⲗ ⲉϥⲁⲥⲱⲟⲩ.	An horse not broken becometh headstrong: and a child left to himself will be wilful.							
Wisdom of Jesus son of Sirach	30	30	9	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϣⲉⲡϣⲡ̅ ⲡⲉⲕϣⲏⲣⲉ ⲧⲁⲣⲉϥϣⲧⲣ̅ⲧⲱⲣⲕ̅: ⲥⲱⲃⲉ ⲛⲙ̅ⲙⲁϥ ⲧⲁⲣⲉϥϯⲗⲩⲡⲏ ⲛⲁⲕ.	Cocker thy child, and he shall make thee afraid: play with him, and he will bring thee to heaviness.							
Wisdom of Jesus son of Sirach	30	30	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ⲥⲱⲃⲉ ⲛⲙ̅ⲙⲁϥ ϫⲉ ⲛⲉⲕⲙ̅ⲕⲁϩ ⲛ̅ϩⲏⲧ ⲉϫⲱϥ ⲁⲩⲱ ⲛϥ̅ϯ ⲛⲟⲩϣⲥ̅ ⲛ̅ⲛⲉⲕⲛⲁϫⲉ ⲛ̅ⲑⲁⲏ.	Laugh not with him, lest thou have sorrow with him, and lest thou gnash thy teeth in the end.							
Wisdom of Jesus son of Sirach	30	30	11	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ϯⲉⲝⲟⲩⲥⲓⲁ ⲛⲁϥ ϩⲛ̅ ⲧⲉϥⲙⲛ̅ⲧⲕⲟⲩⲓ̈.	Give him no liberty in his youth.							
Wisdom of Jesus son of Sirach	30	30	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲗⲱϫϩ̅ ⲛ̅ⲛⲉϥⲥⲡⲓⲣⲟⲟⲩⲉ ⲉⲛϩⲟⲥⲟⲛ ⲉⲩⲕⲟⲩⲓ̈ ⲡⲉ ⲙⲏⲡⲟⲧⲉ ⲛϥ̅ⲣ̅ⲁⲧⲥⲱⲧⲙ̅.	Beat his sides while he is still young, lest becoming stubborn, he disobey thee.							
Wisdom of Jesus son of Sirach	30	30	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϯⲥⲃⲱ ⲙ̅ⲡⲉⲕϣⲏⲣⲉ ⲛⲅ̅ⲣ̅ϩⲱⲃ ⲛ̅ϩⲏⲧϥ̅ ϫⲉⲕⲁⲁⲥ ⲛ̅ⲛⲉⲕϫⲓ ϫⲣⲟⲡ ϩⲙ̅ ⲡⲉϥϣⲓⲡⲉ.	Train up thy son, and exercise him with work, lest by thy looseness thou stumble. (13a) And overlook not his ignorance. (13b) Bow down his neck in his youth.							
Wisdom of Jesus son of Sirach	30	30	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲛⲁⲛⲟⲩ ⲟⲩϩⲏⲕⲉ ⲉϥⲙⲟⲧⲛ̅ ⲉϥϭⲙ̅ϭⲟⲙ ϩⲙ̅ ⲡⲉϥⲥⲱⲙⲁ ⲉϩⲟⲩⲉ ⲟⲩⲣⲱⲙⲉ ⲛ̅ⲣⲙ̅ⲙⲁⲟ ⲉϥϣⲱⲛⲉ ϩⲙ̅ ⲡⲉϥⲥⲱⲙⲁ.	Better is the poor, being sound and strong of constitution, than a rich man that is afflicted in his body.							
