book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥϯ ⲛⲁϥ ⲛ̅ⲛ̅ⲉⲛⲧⲟⲗⲏ ⲙ̅ⲡⲉϥⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲡⲛⲟⲙⲟⲥ ⲙ̅ⲡⲱⲛϩ̅ ⲙⲛ̅ ⲧⲉⲥⲃⲱ	and gave him commandments before his face, even the law of life and knowledge,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲧⲥⲁⲃⲉ ⲓⲁⲕⲱⲃ ⲉⲧⲉϥⲇⲓⲁⲑⲏⲕⲏ ⲁⲩⲱ ⲡⲓⲥⲣⲁⲏⲗ ⲉⲛⲉϥϩⲁⲡ.	that he might teach Jacob his covenants, and Israel his judgments.							
Wisdom of Jesus son of Sirach	45	45	6	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥϫⲓⲥⲉ ⲛ̅ⲁⲁⲣⲱⲛ ⲡⲉϥⲥⲟⲛ ⲉⲧⲟⲩⲁⲁⲃ ⲉϯⲛⲉ ⲙ̅ⲙⲟϥ ⲉⲃⲟⲗ ϩⲛ̅ ⲧⲉⲫⲩⲗⲏ ⲛ̅ⲗⲉⲩⲉⲓ.	He exalted Aaron, an holy man like unto him, even his brother, of the tribe of Levi.							
Wisdom of Jesus son of Sirach	45	45	7	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲥⲙⲓⲛⲉ ⲛⲙ̅ⲙⲁϥ ⲛ̅ⲧⲉϥⲇⲓⲁⲑⲏⲕⲏ ⲛ̅ϣⲁ ⲉⲛⲉϩ ⲁϥϯ ⲛⲁϥ ⲛ̅ⲧⲙⲛ̅ⲧⲟⲩⲏⲏⲃ ⲙ̅ⲡⲗⲁⲟⲥ.	An everlasting covenant he made with him and gave him the priesthood among the people;							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲙⲁⲕⲁⲣⲓⲍⲉ ⲙ̅ⲙⲟϥ ϩⲛ̅ ⲟⲩⲧⲥⲁⲛⲟ ⲁⲩⲱ ⲁϥⲙⲟⲣϥ̅ ϩⲛ̅ ⲟⲩⲥⲧⲟⲗⲏ ⲛ̅ⲉⲟⲟⲩ.	he beautified him with comely ornaments, and clothed him with a robe of glory.							
Wisdom of Jesus son of Sirach	45	45	8	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥϯ ϩⲓⲱⲱϥ ⲛ̅ⲟⲩⲥⲩⲛⲧⲉⲗⲓⲁ ⲛ̅ϣⲟⲩϣⲟⲩ ⲁⲩⲱ ⲁϥⲧⲁϫⲣⲟϥ ϩⲛ̅ ϩⲉⲛⲥⲕⲉⲩⲏ ⲛ̅ϭⲟⲙ	He put upon him perfect glory; and strengthened him with rich garments,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ϩⲉⲛⲡⲉⲣⲓⲥⲕⲉⲗⲏ ⲙⲛ̅ ⲟⲩⲡⲟⲇⲏⲣⲏ ⲙⲛ̅ ⲟⲩ ⲉⲡⲱⲙⲓⲥ ..... ϩⲉⲛϩⲣⲟⲓ̈ⲥⲕⲟⲥ ϩⲛ̅ ⲟⲩⲙⲏⲏϣⲉ ⲛ̅ϣϭⲗ̅ϭⲓⲗ ⲛ̅ⲛⲟⲩⲃ ⲙ̅ⲡⲉϥⲕⲱⲧⲉ	with breeches, with a long robe, and the ephod. (9) And he compassed him with pomegranates, and with many golden bells round about,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲧⲣⲉⲩϯ ϩⲣⲟⲟⲩ ϩⲛ̅ ⲧⲉϥⲧⲁϭⲥⲉ ⲉⲧⲣⲉⲩⲥⲱⲧⲙ̅ ⲉⲡⲉⲩϩⲣⲟⲟⲩ ϩⲙ̅ ⲡⲉⲣⲡⲉ ⲉⲩⲣ̅ⲡⲙⲉⲉⲩⲉ ⲛ̅ⲛ̅ϣⲏⲣⲉ ⲙ̅ⲡⲉϥⲗⲁⲟⲥ:	that as he went there might be a sound, and a noise made that might be heard in the temple, for a memorial to the children of his people;							
Wisdom of Jesus son of Sirach	45	45	10	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ⲟⲩⲥⲧⲟⲗⲏ ⲉⲥⲟⲩⲁⲁⲃ ⲛ̅ⲛⲟⲩⲃ ϩⲓ ϩⲩⲁⲕⲓⲛⲑⲓⲛⲟⲛ ⲙⲛ̅ ⲟⲩϫⲏϭⲉ ⲛ̅ϩⲱⲃ ⲙ̅ⲡⲟⲓⲕⲓⲗⲧⲏⲥ:	With an holy garment, with gold, and blue silk, and purple, the work of the embroiderer,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ⲟⲩⲗⲟⲅⲓⲟⲛ ⲛ̅ⲕⲣⲓⲥⲓⲥ ⲛ̅ⲟⲩⲱⲛϩ̅ ⲉⲃⲟⲗ ⲛ̅ⲧⲙⲉ ϩⲛ̅ ⲟⲩⲕⲟⲕⲕⲟⲥ ⲉϥϩⲟⲥⲉ ⲛ̅ϩⲱⲃ ⲛ̅ⲧⲉⲭⲛⲓⲧⲏⲥ	with a breastplate of judgment, and with Urim and Thummim; (11) With twisted scarlet, the work of the cunning workman,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ϩⲉⲛⲉⲛⲉ ⲙ̅ⲙⲉ ⲛ̅ϣⲟϣⲧ̅ ⲛ̅ⲥⲫⲣⲁⲅⲓⲥ ϩⲛ̅ ⲟⲩⲙⲣ̅ⲣⲉ ⲛ̅ⲛⲟⲩⲃ ⲛ̅ϩⲱⲃ ⲛ̅ⲣⲉϥⲕⲉϩⲕ̅ ⲱⲛⲉ	with precious stones graven like seals, and set in gold, the work of the jeweller,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲥϣⲉⲧϣⲱⲧ ϩⲛ̅ ⲟⲩⲥϩⲁⲓ̈ ⲉⲩⲣ̅ⲡⲙⲉⲉⲩⲉ ⲕⲁⲧⲁ ⲧⲏⲡⲉ ⲛ̅ⲛⲉⲫⲩⲗⲏ ⲙ̅ⲡⲓⲥⲣⲁⲏⲗ:	with a writing engraved for a memorial, after the number of the tribes of Israel.							
Wisdom of Jesus son of Sirach	45	45	12	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ⲟⲩⲕⲗⲟⲙ ⲛ̅ⲛⲟⲩⲃ ϩⲓ ⲧⲡⲉ ⲛ̅ⲧϭⲓⲇⲁⲣⲓⲥ ⲟⲩⲧⲩⲡⲟⲥ ⲛ̅ⲥⲫⲣⲁⲅⲓⲥ ⲛ̅ⲧⲃ̅ⲃⲟ	He set a crown of gold upon the mitre, wherein was engraved Holiness,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲟⲩϣⲟⲩϣⲟⲩ ⲛ̅ⲧⲁⲉⲓⲟ ⲛ̅ϩⲱⲃ ⲛ̅ϭⲟⲙ ⲉⲛⲉⲥⲱⲟⲩ ⲛ̅ⲛ̅ⲃⲁⲗ ⲉⲩⲧⲥⲁⲛⲏⲩ.	an ornament of honour, a costly work, the desires of the eyes, goodly and beautiful.							
Wisdom of Jesus son of Sirach	45	45	13	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲉ ⲟⲩⲟⲛ ϣⲱⲡⲉ ⲛ̅ⲧⲉϥϩⲉ ϩⲁ ⲧⲉϥϩⲏ ⲁⲩⲱ ⲙⲛ̅ ϣⲙ̅ⲙⲟ ⲛⲁϯ ϩⲓⲱⲱϥ ⲛ̅ϣⲁ ⲉⲛⲉϩ ϣⲁⲧⲛ̅ ⲛⲉϥϣⲏⲣⲉ ⲙ̅ⲙⲁⲧⲉ ⲁⲩⲱ ⲛ̅ϣⲏⲣⲉ ⲛ̅ⲛⲉϥϣⲏⲣⲉ ......	Before him there were none such, neither did ever any stranger put them on, but only his children and his children’s children perpetually.							
Wisdom of Jesus son of Sirach	45	45	14	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲥⲉⲛⲁⲧⲁⲗⲉ ⲧⲉⲩⲑⲩⲥⲓⲁ ⲉϩⲣⲁⲓ̈ ⲧⲏⲣⲥ̅ ⲛ̅ⲥⲟⲡ ⲥⲛⲁⲩ ⲙ̅ⲙⲏⲏⲛⲉ ϣⲁⲃⲟⲗ.	Their sacrifices shall be wholly consumed every day twice continually.							
Wisdom of Jesus son of Sirach	45	45	15	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ⲙⲱⲩ̈ⲥⲏⲥ ⲙⲉϩ ⲛⲉϥϭⲓϫ ⲁϥⲧⲱϩⲥ̅ ⲙ̅ⲙⲟϥ ⲛ̅ⲟⲩⲛⲉϩ ⲉϥⲟⲩⲁⲁⲃ.	Moses consecrated him, and anointed him with holy oil:							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥϣⲱⲡⲉ ⲛⲁϥ ⲉⲩⲇⲓⲁⲑⲏⲕⲏ ⲛ̅ϣⲁ ⲉⲛⲉϩ ⲁⲩⲱ ⲙⲛ̅ ⲡⲉϥⲥⲡⲉⲣⲙⲁ ϩⲛ̅ ⲛⲉϩⲟⲟⲩ ⲛ̅ⲧⲡⲉ	this was appointed unto him by an everlasting covenant, and to his seed, so long as the heavens should remain,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉϣⲙ̅ϣⲉ ⲛⲁϥ ⲁⲩⲱ ⲉⲣ̅ⲟⲩⲏⲏⲃ ⲁⲩⲱ ⲉⲥⲙⲟⲩ ⲉⲡⲉϥⲗⲁⲟⲥ ϩⲛ̅ ⲡⲉϥⲣⲁⲛ.	that they should minister unto him, and execute the office of the priesthood, and bless the people in his name.							
Wisdom of Jesus son of Sirach	45	45	16	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲥⲱⲧⲡ̅ ⲙ̅ⲙⲟϥ ϩⲛ̅ ⲣⲱⲙⲉ ⲛⲓⲙ ⲉⲧⲣⲉϥⲧⲁⲗⲟ ⲉϩⲣⲁⲓ̈ ⲛ̅ⲛⲁϩⲣⲛ̅ ⲡϫⲟⲉⲓⲥ ⲉⲩϣⲟⲩϩⲏⲛⲉ ⲙⲛ̅ ⲟⲩⲥϯⲛⲟⲩϥⲉ ⲉⲩⲣ̅ⲡⲙⲉⲉⲩⲉ ⲉⲕⲱ ⲉⲃⲟⲗ ⲙ̅ⲡⲉⲕⲗⲁⲟⲥ.	He chose him out of all men living to offer sacrifices to the Lord, incense, and a sweet savour, for a memorial, to make reconciliation for his people.							
Wisdom of Jesus son of Sirach	45	45	17	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲧⲁⲁϥ ⲛ̅ⲛⲉϥⲉⲛⲧⲟⲗⲏ ⲛ̅ⲉⲝⲟⲩⲥⲓⲁ ϩⲛ̅ ⲧⲇⲓⲁⲑⲏⲕⲏ ⲛ̅ϩⲁⲡ	He gave unto him his commandments, and authority in the statutes of judgments,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲧⲥⲁⲃⲉ ⲓ̈ⲁⲕⲱⲃ ⲉⲛⲉϥⲙⲛ̅ⲧⲙⲛ̅ⲧⲣⲉ ⲁⲩⲱ ⲉⲙⲟⲩⲧⲉ ⲉⲡⲓⲥⲣⲁⲏⲗ ϩⲙ̅ ⲡⲉϥⲛⲟⲙⲟⲥ:	that he should teach Jacob the testimonies, and inform Israel in his laws.							
Wisdom of Jesus son of Sirach	45	45	18	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲃⲟⲗ ϫⲉ ⲁⲩⲧⲱⲟⲩⲛ ⲉⲣⲟϥ ⲛ̅ϭⲓ ϩⲛ̅ϣⲙ̅ⲙⲟ ⲁⲩⲱ ⲁⲩⲕⲱϩ ⲉⲣⲟϥ ϩⲓ ⲡϫⲁⲉⲓ̈ⲉ ⲛ̅ϭⲓ ⲛ̅ⲣⲱⲙⲉ ⲛ̅ⲇⲁⲑⲁⲛ ⲙⲛ̅ ⲁⲃⲓⲣⲱⲛ ⲁⲩⲱ ⲧⲥⲩⲛⲁⲅⲱⲅⲏ ⲛ̅ⲕⲟⲣⲉ ϩⲛ̅ ⲟⲩϭⲱⲛⲧ̅ ⲙⲛ̅ ⲟⲩⲟⲣⲅⲏ.	Strangers conspired together against him, and maligned him in the wilderness, even the men that were of Dathan’s and Abiron’s side, and the congregation of Core, with fury and wrath.							
Wisdom of Jesus son of Sirach	45	45	19	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ⲡϫⲟⲉⲓⲥ ⲛⲁⲩ ⲁⲩⲱ ⲙ̅ⲡϥ̅ⲟⲩⲱϣ ⲁϥϥⲟⲧⲟⲩ ⲉⲃⲟⲗ ϩⲙ̅ ⲡϭⲱⲛⲧ̅ ⲛ̅ⲧⲉϥⲟⲣⲅⲏ.	This the Lord saw, and it displeased him, and in his wrathful indignation were they consumed:							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		.....ϩⲏⲧⲟⲩ ⲛ̅ϩⲛ̅ϣⲡⲏⲣⲉ ......... ⲙ̅ⲡⲱⲕϩⲧ̅ ⲙ̅ⲡⲉϥϣⲁϩ.	he did wonders upon them, to consume them with the fiery flame.							
Wisdom of Jesus son of Sirach	45	45	20	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁϥⲟⲩⲉϩⲉⲟⲟⲩ ⲉⲁⲁⲣⲱⲛ ⲁⲩⲱ ⲁϥϯ ⲛⲁϥ ⲛ̅ⲟⲩⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ ⲛ̅ⲁⲡⲁⲣⲭⲏ ⲛ̅ⲛ̅ϣⲣ̅ⲡ ⲛ̅ϭⲣⲱϭ ⲁⲩⲱ ⲁϥⲧⲱϣ ⲛⲁϥ ⲛ̅ⲟⲩⲟⲉⲓⲕ ⲛ̅ϣⲟⲣⲡ ⲉⲩⲥⲉⲓ.	But he made Aaron more honourable, and gave him an heritage, and divided unto him the firstfruits of the increase; especially he prepared bread in abundance:							
Wisdom of Jesus son of Sirach	45	45	21	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲕⲁⲓ ⲅⲁⲣ ⲥⲉⲛⲁⲟⲩⲱⲙ ⲛ̅ⲛⲉⲑⲩⲥⲓⲁ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲛⲉⲛⲧⲁϥⲧⲁⲁⲩ ⲛⲁϥ ⲙⲛ̅ ⲡⲉϥⲥⲡⲉⲣⲙⲁ.	For they eat of the sacrifices of the Lord, which he gave unto him and his seed.							
Wisdom of Jesus son of Sirach	45	45	22	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲡⲗⲏⲛ ϥⲛⲁⲕⲗⲏⲣⲟⲛⲟⲙⲓ ⲁⲛ ϩⲙ̅ ⲡⲕⲁϩ ⲙ̅ⲡⲗⲁⲟⲥ ⲁⲩⲱ ⲙⲛ̅ⲧϥ̅ ⲙⲉⲣⲓⲥ ⲙ̅ⲙⲁⲩ ϩⲙ̅ ⲡⲉϥⲗⲁⲟⲥ: ⲛ̅ⲧⲟϥ ⲅⲁⲣ ⲧⲉ ⲧⲉⲕⲙⲉⲣⲓⲥ ⲁⲩⲱ ⲧⲉⲕⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ.	Howbeit in the land of the people he had no inheritance, neither had he any portion among the people: for the Lord himself is his portion and inheritance.							
Wisdom of Jesus son of Sirach	45	45	23	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲫⲓⲛⲉⲉⲥ ⲡϣⲏⲣⲉ ⲛ̅ⲉⲗⲉⲁⲍⲁⲣ ⲡⲙⲉϩϣⲟⲙⲛ̅ⲧ ⲉⲡⲉⲟⲟⲩ ϩⲙ̅ ⲡⲧⲣⲉϥⲕⲱϩ ϩⲛ̅ ⲑⲟⲧⲉ ⲙ̅ⲡϫⲟⲉⲓⲥ.	The third in glory is Phinees the son of Eleazar, because he had zeal in the fear of the Lord,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲩⲱ ⲛϥ̅ⲁϩⲉ ⲣⲁⲧϥ̅ ϩⲙ̅ ⲡϭⲱⲛⲧ̅ ⲙ̅ⲡⲗⲁⲟⲥ ϩⲛ̅ ⲧⲙⲛ̅ⲧⲁⲅⲁⲑⲟⲛ ⲙ̅ⲡⲟⲩⲣⲟⲧ ⲛ̅ⲧⲉϥⲯⲩⲭⲏ ⲁⲩⲱ ⲁϥϥⲓ ⲉⲃⲟⲗ ϩⲓϫⲛ̅ ⲡⲗⲁⲟⲥ ⲙ̅ⲡⲓⲥⲣⲁⲏⲗ.	and stood up with good courage of heart: when the people were turned back, and made reconciliation for Israel.							
Wisdom of Jesus son of Sirach	45	45	24	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉⲧⲃⲉ ⲡⲁⲓ̈ ⲁⲩⲥⲙⲓⲛⲉ ⲛⲙ̅ⲙⲁϥ ⲛ̅ⲟⲩⲇⲓⲁⲑⲏⲕⲏ ⲛ̅ⲉⲓⲣⲏⲛⲏ ⲉⲁϩⲉⲣⲁⲧϥ̅ ⲉⲡⲉⲧⲟⲩⲁⲁⲃ ⲙ̅ⲡⲉϥⲗⲁⲟⲥ	Therefore was there a covenant of peace made with him, that he should be the chief of the sanctuary and of his people,							
Wisdom of Jesus son of Sirach	45	45		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϫⲉ ⲉⲥⲉϣⲱⲡⲉ ⲛⲁϥ ⲙⲛ̅ ⲡⲉϥⲥⲡⲉⲣⲙⲁ ⲧⲙⲛ̅ⲧⲛⲟϭ ⲙⲛ̅ ⲧⲙⲛ̅ⲧⲟⲩⲏⲏⲃ ϣⲁ ⲉⲛⲉϩ.	and that he and his posterity should have the dignity of the priesthood for ever:							
Wisdom of Jesus son of Sirach	45	45	25	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲩⲱ ⲟⲩⲇⲓⲁⲑⲏⲕⲏ ⲙ̅ⲡϣⲏⲣⲉ ⲇⲁⲩⲓⲇ ⲉⲃⲟⲗ ϩⲛ̅ ⲧⲉⲫⲩⲗⲏ ⲛ̅ⲓⲟⲩⲇⲁ ⲟⲩⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ ⲙ̅ⲡϣⲏⲣⲉ ⲙ̅ⲡⲣ̅ⲣⲟ ⲉⲃⲟⲗ ϩⲛ̅ ⲟⲩϣⲏⲣⲉ ⲛ̅ⲟⲩⲱⲧ ⲧⲉⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ ⲛ̅ⲁⲁⲣⲱⲛ ⲙⲛ̅ ⲡⲉϥⲥⲡⲉⲣⲙⲁ.	According to the covenant made with David son of Jesse, of the tribe of Juda, that the inheritance of the king should be to his posterity alone: so the inheritance of Aaron should also be unto his seed.							
Wisdom of Jesus son of Sirach	45	45	26	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲉϥⲉϯ ⲛ̅ⲧⲛ̅ ⲛ̅ⲟⲩⲥⲟⲫⲓⲁ ϩⲙ̅ ⲡⲉⲧⲛ̅ϩⲏⲧ ⲉⲕⲣⲓⲛⲉ ⲙ̅ⲡⲉϥⲗⲁⲟⲥ ϩⲛ̅ ⲟⲩⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	God give you wisdom in your heart to judge his people in righteousness,							
