book	chapter	chapter-zfilled	verse	testament	testament-indexed	section	section-indexed	section-indexed-no-testament	book-indexed	Bohairic	Sahidic	English	Greek	Fayyumic	Akhmimic	OldBohairic	Mesokemic	DialectP	Lycopolitan
Wisdom of Jesus son of Sirach	7	07	30	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ⲧⲉⲕϭⲟⲙ ⲧⲏⲣⲥ̅ ⲙⲉⲣⲉ ⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲟⲕ ⲁⲩⲱ ⲙ̅ⲡⲣ̅ⲕⲱ ⲛ̅ⲥⲱⲕ ⲛ̅ⲛⲉⲧϣⲙ̅ϣⲉ ⲛⲁϥ.	Love him that made thee with all thy strength, and forsake not his ministers.							
Wisdom of Jesus son of Sirach	7	07	31	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲣⲓϩⲟⲧⲉ ϩⲏⲧϥ̅ ⲙ̅ⲡϫⲟⲉⲓⲥ ⲛⲅ̅ϯⲉⲟⲟⲩ ⲛ̅ⲛⲉϥⲟⲩⲏⲏⲃ ⲛⲅ̅ϯ ⲛⲁϥ ⲛ̅ⲛⲉϥⲧⲟ ⲕⲁⲧⲁ ⲑⲉ ⲉⲛⲧⲁϥϩⲱⲛ ⲉⲧⲟⲟⲧⲕ̅.	Fear the Lord, and honour the priest; and give him his portion, as it is commanded thee;							
Wisdom of Jesus son of Sirach	7	07		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲁⲡⲁⲣⲭⲏ ⲁⲩⲱ ⲡϯϩⲁⲛⲟⲃⲉ ⲙⲛ̅ ⲡⲉϭⲃⲟⲓ̈ ⲙⲛ̅ ⲧⲉⲑⲩⲥⲓⲁ ⲙ̅ⲡⲧⲃ̅ⲃⲟ ⲙⲛ̅ ⲧⲁⲡⲁⲣⲭⲏ ⲛ̅ⲛⲉⲧⲟⲩⲁⲁⲃ:	the firstfruits, and the trespass offering, and the gift of the shoulders, and the sacrifice of sanctification, and the firstfruits of the holy things.							
Wisdom of Jesus son of Sirach	7	07	32	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁⲩⲱ ⲛⲅ̅ⲥⲟⲟⲩⲧⲛ̅ ⲛ̅ⲧⲉⲕϭⲓϫ ⲉⲫⲏⲕⲉ ϫⲉ ⲉⲣⲉ ⲡⲉⲕⲥⲙⲟⲩ ϫⲱⲕ ⲉⲃⲟⲗ.	And stretch thine hand unto the poor, that thy blessing may be perfected.							
Wisdom of Jesus son of Sirach	7	07	33	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲧⲉⲭⲁⲣⲓⲥ ⲙⲛ̅ ⲟⲩⲧⲁⲓ̈ⲟ ⲙ̅ⲡⲉⲙ̅ⲧⲟ ⲉⲃⲟⲗ ⲛ̅ⲣⲱⲙⲉ ⲛⲓⲙ: ⲙ̅ⲡⲣ̅ⲕⲱⲗⲩ ⲛ̅ⲟⲩϩⲙⲟⲧ ϩⲓ ⲟⲩⲣⲉϥⲙⲟⲟⲩⲧ.	A gift hath grace in the sight of every man living; and for the dead detain it not.							
Wisdom of Jesus son of Sirach	7	07	34	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲣⲓⲙⲉ ⲙⲛ̅ ⲛⲉⲧⲣⲓⲙⲉ ⲁⲣⲓϩⲏⲃⲉ ⲙⲛ̅ ⲛⲉⲧⲣ̅ϩⲏⲃⲉ ⲙ̅ⲡⲣ̅ϫⲛⲁⲁⲩ ⲉϭⲙ̅ⲡϣⲓⲛⲉ ⲛ̅ⲛⲉⲧϣⲱⲛⲉ: ⲉⲩⲛⲁⲙⲉ....	Fail not to be with them that weep, and mourn with them that mourn. (35) Be not slow to visit the sick: fir that shall make thee to be beloved.							
Wisdom of Jesus son of Sirach	7	07	36	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ϩⲛ̅ ⲛⲉⲕϣⲁϫⲉ ⲧⲏⲣⲟⲩ ⲁⲣⲓ ⲡⲙⲉⲉⲩⲉ ⲛ̅ⲧⲉⲕϩⲁⲏ ⲁⲩⲱ ⲛⲅ̅ⲛⲁⲣ̅ⲛⲟⲃⲉ ⲁⲛ ⲡⲉ ⲛ̅ϣⲁ ⲉⲛⲉϩ.	Whatsoever thou takest in hand, remember the end, and thou shalt never do amiss.							
Wisdom of Jesus son of Sirach	8	08	1	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ⲙⲓϣⲉ ⲙⲛ̅ ⲟⲩⲣⲱⲙⲉ ⲛ̅ϫⲱⲱⲣⲉ ⲙⲏⲡⲟⲧⲉ ⲛⲅ̅ⲉⲓ ⲉⲧⲟⲟⲧϥ̅.	Strive not with a mighty man’ lest thou fall into his hands.							
Wisdom of Jesus son of Sirach	8	08	2	OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲙ̅ⲡⲣ̅ϯ ⲧⲱⲛ ⲙⲛ̅ ⲟⲩⲣⲙ̅ⲙⲁⲟ ⲙⲏⲡⲟⲧⲉ ⲛϥ̅ϣⲓ ⲛⲟⲩⲃ ⲉϩⲣⲁⲓ̈ ⲟⲩⲃⲏⲕ.	Be not at variance with a rich man, lest he overweigh thee:							
Wisdom of Jesus son of Sirach	8	08		OT	1. OT	Poetic Books	3. Poetic Books	03. Poetic Books	07. Wisdom of Jesus son of Sirach		ⲁ ⲡⲛⲟⲩⲃ ⲅⲁⲣ ⲧⲁⲕⲉ ϩⲁϩ ⲁⲩⲱ ⲁϥⲣⲓⲕⲉ ⲙ̅ⲫⲏⲧ ⲛ̅ⲛⲉⲣⲱⲟⲩ.	for gold hath destroyed many, and perverted the hearts of kings.							
